ref id,Predicted,Actual
34079,['Society', 'Shopping', 'Sports', 'Recreation'],['Shopping']
15510,['Health', 'Recreation', 'Business', 'News'],['Health']
15511,['Recreation', 'Health', 'Business', 'Science'],['Health']
49718,['Business', 'Science', 'Recreation', 'Reference'],['Business']
15517,['Health', 'Recreation', 'Arts', 'Business'],['Health']
49720,['Business', 'Society', 'Shopping', 'Science'],['Business']
15527,['Health', 'Business', 'Recreation', 'Arts'],['Health']
15528,['Health', 'Society', 'Recreation', 'Science'],['Health']
49733,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
49734,['Business', 'Computers', 'Shopping', 'Science'],['Business']
15534,['Health', 'Business', 'News', 'Recreation'],['Health']
15535,['Health', 'Business', 'Society', 'Recreation'],['Health']
15541,['Recreation', 'Health', 'Business', 'Computers'],['Health']
15548,['Health', 'Shopping', 'Recreation', 'Business'],['Health']
49750,['Sports', 'Society', 'Business', 'Computers'],['Business']
15552,['Health', 'Business', 'Shopping', 'Recreation'],['Health']
15553,['Health', 'Recreation', 'Society', 'Business'],['Health']
49756,['Business', 'Society', 'Shopping', 'Arts'],['Business']
49758,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
49760,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
15564,['Health', 'Recreation', 'Science', 'Business'],['Health']
49769,['Business', 'Science', 'Society', 'Computers'],['Business']
49776,['Business', 'Science', 'Shopping', 'Computers'],['Business']
15576,['Health', 'Shopping', 'Arts', 'Business'],['Health']
15579,['Health', 'Shopping', 'Society', 'Business'],['Health']
15581,['Business', 'Recreation', 'Home', 'Arts'],['Health']
15587,['Health', 'Arts', 'Business', 'Games'],['Health']
49789,['Games', 'Business', 'Recreation', 'Shopping'],['Business']
15593,['Recreation', 'Business', 'Computers', 'Arts'],['Health']
15596,['Health', 'Business', 'Recreation', 'Reference'],['Health']
15600,['Health', 'Computers', 'Business', 'Home'],['Health']
15601,['Health', 'Business', 'Arts', 'Science'],['Health']
49805,['Business', 'Computers', 'News', 'Society'],['Business']
15606,['Business', 'Science', 'Health', 'Arts'],['Health']
15609,['Health', 'Arts', 'Business', 'Home'],['Health']
15618,['Health', 'Business', 'Computers', 'Science'],['Health']
15629,['Health', 'Business', 'Arts', 'Recreation'],['Health']
15634,['Health', 'Arts', 'Business', 'Recreation'],['Health']
15636,['Health', 'Business', 'Arts', 'Recreation'],['Health']
15648,['Business', 'Recreation', 'Arts', 'Health'],['Health']
49850,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
15671,['Arts', 'Health', 'Business', 'Recreation'],['Health']
49873,['Business', 'Science', 'Society', 'Computers'],['Business']
49883,['Business', 'Society', 'Home', 'Shopping'],['Business']
49885,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
49894,['Business', 'Shopping', 'Society', 'Computers'],['Business']
15694,['Health', 'Business', 'Recreation', 'Arts'],['Health']
15695,['Health', 'Recreation', 'Science', 'Reference'],['Health']
49896,['Business', 'Health', 'Society', 'News'],['Business']
15697,['Health', 'Society', 'Recreation', 'Home'],['Health']
49903,['Business', 'Shopping', 'Society', 'Computers'],['Business']
49904,['Business', 'Shopping', 'Computers', 'Society'],['Business']
15711,['Health', 'Arts', 'Society', 'News'],['Health']
15714,['Recreation', 'Arts', 'Business', 'Shopping'],['Health']
49920,['Business', 'Society', 'Computers', 'Shopping'],['Business']
49924,['Shopping', 'Business', 'Arts', 'Society'],['Business']
49925,['Shopping', 'Business', 'Health', 'Home'],['Business']
15731,['Health', 'Home', 'Society', 'Business'],['Health']
15736,['Health', 'Society', 'Recreation', 'Arts'],['Health']
49944,['Shopping', 'Business', 'Society', 'Games'],['Business']
15744,['News', 'Home', 'Computers', 'Business'],['Health']
15759,['Health', 'Shopping', 'Business', 'Home'],['Health']
15761,['Health', 'Business', 'Recreation', 'Arts'],['Health']
15763,['Home', 'Business', 'Health', 'Recreation'],['Health']
15765,['Health', 'Recreation', 'Reference', 'Home'],['Health']
15770,['Health', 'Recreation', 'News', 'Reference'],['Health']
49979,['Shopping', 'Business', 'Computers', 'Society'],['Business']
15776,['Health', 'Business', 'Society', 'Reference'],['Health']
49981,['Shopping', 'Business', 'Computers', 'Society'],['Business']
15780,['Health', 'Business', 'Home', 'Science'],['Health']
49984,['Shopping', 'Society', 'Business', 'Arts'],['Business']
49987,['Business', 'Computers', 'Shopping', 'Science'],['Business']
49988,['Computers', 'Business', 'Shopping', 'News'],['Business']
15790,['Science', 'Health', 'Computers', 'Business'],['Society', 'Health']
15791,['Health', 'Business', 'Recreation', 'News'],['Health']
15793,['Health', 'Society', 'Business', 'Recreation'],['Society', 'Health']
49998,['Business', 'Computers', 'Shopping', 'Arts'],['Business']
15796,['Health', 'Business', 'Home', 'Society'],['Health']
50000,['Shopping', 'Business', 'Computers', 'Society'],['Business']
50006,['Business', 'Computers', 'Shopping', 'Society'],['Business']
15812,['Health', 'Science', 'Society', 'Business'],['Health']
15813,['Health', 'Business', 'Recreation', 'Home'],['Health']
50023,['Home', 'Business', 'Shopping', 'Society'],['Business']
15819,['Health', 'Business', 'Arts', 'Recreation'],['Health']
15821,['Health', 'Business', 'Science', 'Reference'],['Health']
50034,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
15834,['Health', 'Science', 'Society', 'Business'],['Health']
50056,['Society', 'Business', 'Health', 'Arts'],['Business']
50057,['Business', 'Arts', 'Computers', 'Shopping'],['Business']
15853,['Science', 'Business', 'Reference', 'Recreation'],['Health']
50059,['Business', 'Society', 'Science', 'Health'],['Business']
50060,['Business', 'Society', 'Health', 'Arts'],['Business']
50062,['Business', 'Health', 'Society', 'Home'],['Business']
15861,['Health', 'Business', 'Adult', 'Science'],['Health']
50069,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
50070,['Business', 'Shopping', 'Computers', 'Society'],['Business']
15867,['Health', 'Science', 'Society', 'Reference'],['Health']
15879,['Health', 'Computers', 'Business', 'Science'],['Health']
50085,['Business', 'Sports', 'Society', 'Shopping'],['Business']
50091,['Business', 'Arts', 'Health', 'Reference'],['Business']
15890,['Health', 'Recreation', 'Business', 'Computers'],['Health']
15892,['Health', 'Recreation', 'Society', 'Business'],['Health']
15895,['Business', 'Science', 'Recreation', 'Society'],['Health']
50100,['Business', 'Sports', 'Society', 'Shopping'],['Business']
15900,['Business', 'Arts', 'Shopping', 'Society'],['Health']
50107,['Business', 'Shopping', 'Society', 'Science'],['Business']
15912,['Health', 'Reference', 'Science', 'Arts'],['Health']
50119,['Business', 'Computers', 'Shopping', 'Society'],['Business']
15916,['Health', 'Recreation', 'Business', 'Arts'],['Health']
50121,['Business', 'Shopping', 'Home', 'Recreation'],['Business']
15918,['Health', 'Business', 'Recreation', 'Society'],['Health']
50125,['Shopping', 'Business', 'Society', 'Recreation'],['Business']
15923,['Health', 'Business', 'Computers', 'Arts'],['Health']
50132,['Business', 'Society', 'Shopping', 'Arts'],['Business']
15928,['Health', 'Business', 'Home', 'Recreation'],['Health']
50135,['Business', 'Computers', 'Society', 'Science'],['Business']
50137,['Computers', 'Shopping', 'Business', 'Home'],['Business']
50138,['Business', 'Society', 'Sports', 'Recreation'],['Business']
15936,['Health', 'Arts', 'Business', 'Recreation'],['Health']
15937,['Health', 'Business', 'Recreation', 'Arts'],['Health']
15938,['Health', 'Business', 'Recreation', 'Arts'],['Health']
50143,['Business', 'Computers', 'Reference', 'Shopping'],['Business']
15949,['Health', 'Science', 'Computers', 'Reference'],['Health']
50154,['Shopping', 'Business', 'Society', 'Recreation'],['Business']
15951,['Health', 'Business', 'Recreation', 'Society'],['Health']
50158,['Business', 'Shopping', 'Computers', 'Science'],['Business']
50159,['Business', 'Computers', 'Society', 'Arts'],['Business']
15958,['Health', 'Business', 'Arts', 'Shopping'],['Health']
15961,['Health', 'Recreation', 'Arts', 'Home'],['Health']
15964,['Health', 'Society', 'Arts', 'Business'],['Health']
15975,['Health', 'Recreation', 'Business', 'Science'],['Health']
15977,['Health', 'Reference', 'Business', 'Society'],['Health']
50187,['Business', 'Society', 'Home', 'Arts'],['Business']
50193,['Business', 'Society', 'Computers', 'Shopping'],['Business']
50194,['Business', 'Computers', 'Shopping', 'News'],['Business']
15990,['Health', 'Business', 'Recreation', 'Science'],['Health']
50204,['Business', 'Home', 'Arts', 'Society'],['Business']
16003,['Health', 'Shopping', 'Business', 'Arts'],['Health']
50210,['Business', 'Society', 'News', 'Shopping'],['News', 'Business']
16006,['Society', 'Health', 'Business', 'Arts'],['Health']
50216,['Business', 'Shopping', 'Society', 'Home'],['Business']
16013,['Health', 'Business', 'Recreation', 'Society'],['Health']
16014,['Health', 'Business', 'Recreation', 'Home'],['Health']
50218,['Business', 'Society', 'Shopping', 'Arts'],['Business']
50222,['Business', 'Society', 'Computers', 'Adult'],['Business']
16025,['Health', 'Business', 'Arts', 'Computers'],['Health']
50237,['Business', 'Society', 'Computers', 'Shopping'],['Business']
16033,['Health', 'Business', 'Arts', 'News'],['Health']
16044,['Health', 'Recreation', 'Computers', 'Business'],['Health']
50271,['Computers', 'Business', 'Society', 'Shopping'],['Business']
16066,['Health', 'Business', 'Recreation', 'Science'],['Health', 'Sports']
16069,['Health', 'Business', 'Sports', 'Society'],['Health']
16074,['Health', 'Business', 'Recreation', 'Society'],['Health']
16076,['Health', 'Business', 'Recreation', 'Reference'],['Health']
50284,['Business', 'Computers', 'Society', 'Shopping'],['Business']
16083,['Health', 'Business', 'Society', 'Recreation'],['Health']
16088,['Health', 'Business', 'Recreation', 'Computers'],['Health']
50303,['Computers', 'Business', 'Science', 'Society'],['Business']
50304,['Business', 'Computers', 'Shopping', 'Society'],['Business']
16101,['Adult', 'Recreation', 'Arts', 'Business'],['Health']
50307,['Computers', 'Business', 'Society', 'Reference'],['Business']
50311,['Society', 'Health', 'Home', 'Business'],['Business']
16108,['Health', 'Business', 'Shopping', 'Society'],['Health']
16114,['Computers', 'Business', 'Shopping', 'Society'],['Health']
50324,['Computers', 'Business', 'Shopping', 'Society'],['Business']
50330,['Business', 'Computers', 'Society', 'Shopping'],['Business']
50333,['Business', 'Computers', 'Shopping', 'Society'],['Business']
50335,['Computers', 'Society', 'Arts', 'Business'],['Business']
50338,['Computers', 'Business', 'Society', 'Shopping'],['Business']
16135,['Health', 'Business', 'Arts', 'Society'],['Health']
16137,['Arts', 'Health', 'Recreation', 'Business'],['Health']
50350,['Shopping', 'Business', 'Society', 'Home'],['Business', 'Shopping']
50351,['Business', 'Society', 'Computers', 'Recreation'],['Business']
16152,['Health', 'Recreation', 'Business', 'Home'],['Health']
50358,['Business', 'Shopping', 'Arts', 'Society'],['Business']
50363,['Business', 'Science', 'Society', 'Health'],['Business']
50364,['Shopping', 'Society', 'Home', 'Business'],['Business']
50373,['Shopping', 'Business', 'Recreation', 'Arts'],['Business']
50380,['Shopping', 'Home', 'Business', 'Recreation'],['Business']
50388,['Business', 'Computers', 'Society', 'Recreation'],['Business']
50389,['Arts', 'Business', 'Shopping', 'Society'],['Business']
16187,['Health', 'Business', 'Recreation', 'Home'],['Health']
16199,['Health', 'Business', 'Recreation', 'Shopping'],['Health']
50410,['Business', 'Shopping', 'Society', 'Sports'],['Business']
50414,['Business', 'Society', 'Recreation', 'Shopping'],['Business']
16210,['Health', 'Business', 'Recreation', 'Arts'],['Health']
50426,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
50443,['Shopping', 'Business', 'Computers', 'Society'],['Business']
50446,['Business', 'Shopping', 'Society', 'Computers'],['Business']
16242,['Health', 'Business', 'Shopping', 'Recreation'],['Health']
16249,['Society', 'Business', 'Shopping', 'Recreation'],['Health']
16252,['Health', 'Business', 'Home', 'Computers'],['Health']
16253,['Health', 'Business', 'Shopping', 'Science'],['Health']
50462,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
50469,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
16266,['Health', 'Recreation', 'Business', 'Home'],['Health']
16269,['Health', 'Business', 'Home', 'Recreation'],['Health']
16279,['Health', 'Business', 'Home', 'Society'],['Health']
50489,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
16284,['Health', 'Business', 'Recreation', 'Shopping'],['Health']
16285,['Health', 'Business', 'News', 'Society'],['Health']
50493,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
50495,['Shopping', 'Business', 'Arts', 'Computers'],['Business']
50504,['Business', 'Shopping', 'Society', 'Computers'],['Business']
16299,['Health', 'Society', 'Business', 'Science'],['Health']
50507,['Arts', 'Shopping', 'Society', 'Business'],['Business']
16301,['Business', 'Computers', 'Reference', 'Science'],['Health']
16302,['Health', 'Business', 'Shopping', 'Society'],['Health']
16310,['Health', 'Business', 'Recreation', 'Shopping'],['Health']
50518,['Arts', 'Shopping', 'Society', 'Computers'],['Business']
16314,['Health', 'Business', 'Society', 'Reference'],['Health']
50522,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
16316,['Health', 'Business', 'Reference', 'Recreation'],['Health']
16319,['News', 'Recreation', 'Home', 'Science'],['Health']
16320,['Science', 'Business', 'Recreation', 'Arts'],['Health']
50535,['Computers', 'Business', 'Shopping', 'Health'],['Computers']
16328,['Health', 'Business', 'Science', 'Arts'],['Health']
50537,['Society', 'Science', 'Health', 'Reference'],['Computers']
16336,['Health', 'Business', 'Computers', 'News'],['Health']
16340,['Business', 'Recreation', 'Society', 'Computers'],['Health']
50548,['Computers', 'Shopping', 'Games', 'Business'],['Computers']
50549,['Computers', 'Society', 'Science', 'Reference'],['Computers']
16344,['Health', 'Society', 'Business', 'Recreation'],['Health']
16346,['Health', 'Science', 'Business', 'Society'],['Health']
50554,['Shopping', 'Society', 'Business', 'Computers'],['Computers']
50556,['Computers', 'Society', 'Business', 'Shopping'],['Computers']
16350,['Health', 'Business', 'Reference', 'Society'],['Health']
16362,['Health', 'Home', 'Business', 'Society'],['Health']
16363,['Health', 'Recreation', 'Reference', 'Business'],['Health']
16370,['Recreation', 'Business', 'Reference', 'Arts'],['Health']
50578,['Computers', 'Recreation', 'Business', 'Society'],['Computers']
50579,['Computers', 'Business', 'Science', 'Society'],['Computers']
50580,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
16375,['Science', 'Society', 'Health', 'Recreation'],['Health']
16376,['Health', 'Recreation', 'Business', 'Society'],['Health']
16378,['Health', 'Home', 'Recreation', 'Computers'],['Health']
50590,['Computers', 'Society', 'Business', 'Arts'],['Computers']
16383,['Business', 'Health', 'Arts', 'Reference'],['Health']
50597,['Computers', 'Science', 'Society', 'Business'],['Computers']
50602,['Business', 'Society', 'Computers', 'Shopping'],['Computers']
16402,['Health', 'Business', 'Recreation', 'Arts'],['Health']
16408,['Health', 'Society', 'Science', 'Home'],['Health']
16409,['Society', 'Home', 'Recreation', 'Reference'],['Health']
16411,['Health', 'Reference', 'Business', 'News'],['Health']
50622,['Sports', 'Computers', 'Society', 'Recreation'],['Computers']
16417,['Health', 'Business', 'Society', 'Science'],['Health']
16418,['Health', 'Science', 'Society', 'Reference'],['Health']
16420,['Health', 'Business', 'Society', 'Recreation'],['Health']
50637,['Sports', 'Business', 'Computers', 'Society'],['Computers']
50648,['Society', 'Computers', 'Health', 'Science'],['Computers']
16445,['Science', 'Arts', 'Recreation', 'Business'],['Health']
50654,['Computers', 'Shopping', 'Business', 'Society'],['Computers']
50666,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
50671,['Computers', 'Arts', 'Business', 'Society'],['Computers']
16466,['Home', 'Society', 'Health', 'Business'],['Health']
16468,['Health', 'Society', 'Business', 'Home'],['Health']
16472,['Health', 'Business', 'Society', 'Recreation'],['Health']
50682,['Computers', 'Society', 'Science', 'Business'],['Computers']
50686,['Shopping', 'Recreation', 'Society', 'Sports'],['Computers']
16485,['Health', 'Shopping', 'Business', 'Society'],['Health']
50695,['Computers', 'Business', 'Recreation', 'Shopping'],['Computers']
16490,['Health', 'Home', 'Society', 'Business'],['Health']
16492,['Arts', 'Business', 'Computers', 'Shopping'],['Health']
16494,['Business', 'News', 'Health', 'Computers'],['Health']
50704,['Computers', 'Science', 'Business', 'Society'],['Computers']
16498,['Health', 'Business', 'Arts', 'News'],['Health']
16501,['Business', 'Health', 'News', 'Recreation'],['Health']
50710,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
50712,['Computers', 'Society', 'Reference', 'Recreation'],['Computers']
16505,['Arts', 'Society', 'Business', 'Health'],['Health']
16509,['Health', 'Business', 'Recreation', 'Science'],['Health']
50717,['Computers', 'Society', 'Shopping', 'Business'],['Computers']
16518,['Health', 'Science', 'News', 'Business'],['Health']
16520,['Shopping', 'Society', 'Computers', 'Arts'],['Health']
50736,['Computers', 'Society', 'Arts', 'Recreation'],['Computers']
16531,['Society', 'Arts', 'Business', 'Health'],['Health']
50744,['Society', 'Shopping', 'Recreation', 'Business'],['Computers']
50748,['Computers', 'Society', 'Arts', 'Recreation'],['Computers']
16542,['Health', 'Business', 'Society', 'News'],['Health']
16543,['Health', 'Recreation', 'Business', 'Science'],['Health']
50750,['Computers', 'Games', 'Arts', 'Business'],['Computers']
50752,['Computers', 'Games', 'Society', 'Sports'],['Computers']
16555,['Health', 'Society', 'Recreation', 'Business'],['Health']
16564,['Health', 'Science', 'News', 'Recreation'],['Health']
16566,['Health', 'Business', 'Arts', 'Society'],['Health']
16569,['Health', 'Recreation', 'Arts', 'Business'],['Health']
16575,['Health', 'Science', 'Business', 'Society'],['Health']
50787,['Computers', 'Business', 'Science', 'Reference'],['Computers']
50798,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
50806,['Computers', 'Science', 'Business', 'Shopping'],['Computers']
50808,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
16604,['Health', 'Science', 'Recreation', 'Arts'],['Health']
50812,['Science', 'Computers', 'Business', 'Shopping'],['Computers']
16606,['Health', 'Society', 'Business', 'Recreation'],['Health']
50814,['Computers', 'Shopping', 'Arts', 'Business'],['Computers']
50819,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
50820,['Business', 'Recreation', 'Computers', 'Society'],['Computers']
16613,['Health', 'Business', 'Arts', 'Society'],['Health']
16619,['Health', 'Arts', 'Business', 'Home'],['Health']
50832,['Computers', 'Recreation', 'Arts', 'Science'],['Computers']
16627,['Health', 'News', 'Business', 'Recreation'],['Health']
50835,['Computers', 'Arts', 'Business', 'Society'],['Computers']
50838,['Computers', 'Science', 'Reference', 'Society'],['Computers']
50842,['Computers', 'Society', 'Shopping', 'Business'],['Computers']
50848,['Business', 'Society', 'Computers', 'Science'],['Computers']
50849,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
16642,['Health', 'Recreation', 'Business', 'Arts'],['Health']
50853,['Computers', 'Games', 'Recreation', 'Home'],['Computers']
16647,['Health', 'Business', 'Recreation', 'Society'],['Health']
50863,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
50870,['Computers', 'Arts', 'Shopping', 'Business'],['Computers']
50871,['Computers', 'Science', 'Reference', 'Business'],['Computers']
50872,['Business', 'Computers', 'Reference', 'News'],['Computers']
16676,['Health', 'Society', 'Recreation', 'Business'],['Health']
50890,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
16683,['Health', 'Recreation', 'Arts', 'Business'],['Health']
50893,['Society', 'Arts', 'Shopping', 'Sports'],['Computers']
50896,['Business', 'Computers', 'Society', 'Arts'],['Computers']
16698,['Health', 'Business', 'Recreation', 'Science'],['Health']
16699,['Health', 'Business', 'Science', 'Recreation'],['Health']
50910,['Business', 'Computers', 'Society', 'Science'],['Computers']
50911,['Business', 'Computers', 'Reference', 'Society'],['Computers']
16705,['Health', 'Business', 'Arts', 'Shopping'],['Health']
50916,['Computers', 'Society', 'Business', 'Shopping'],['Computers']
50922,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
16715,['Business', 'Recreation', 'Computers', 'Arts'],['Health']
16718,['Science', 'Health', 'Business', 'Shopping'],['Health']
16721,['Health', 'Recreation', 'Business', 'Science'],['Health']
50934,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
16730,['Health', 'Business', 'Recreation', 'Society'],['Health']
50944,['Computers', 'Business', 'Society', 'Arts'],['Computers']
50946,['Computers', 'Society', 'Science', 'Business'],['Computers']
16746,['Health', 'Recreation', 'Business', 'Society'],['Health']
50957,['Computers', 'Society', 'Business', 'Science'],['Computers']
16753,['Health', 'Business', 'Arts', 'Society'],['Health']
16757,['Health', 'Business', 'Recreation', 'Science'],['Health']
16769,['Business', 'Recreation', 'Arts', 'Health'],['Health']
50986,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
50987,['Business', 'Computers', 'Shopping', 'Recreation'],['Computers']
50989,['Computers', 'Arts', 'Society', 'Business'],['Computers']
16783,['Business', 'Reference', 'Arts', 'Society'],['Health']
16784,['Science', 'Business', 'Shopping', 'Computers'],['Health']
16788,['Health', 'Business', 'Society', 'Reference'],['Health']
16791,['Health', 'Business', 'Recreation', 'News'],['Health']
51007,['Society', 'Shopping', 'Recreation', 'Business'],['Computers']
51011,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
51012,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
16816,['Health', 'Recreation', 'Business', 'Arts'],['Health']
16818,['Health', 'Business', 'Science', 'Recreation'],['Health']
16819,['Health', 'Business', 'Recreation', 'Science'],['Health']
16825,['Shopping', 'Arts', 'Recreation', 'Business'],['Health']
16826,['Business', 'Health', 'Science', 'Computers'],['Health']
51047,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
16844,['Health', 'Business', 'Computers', 'Recreation'],['Health']
51053,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
51060,['Computers', 'Business', 'Society', 'Health'],['Computers']
51061,['Computers', 'Society', 'Business', 'Shopping'],['Computers']
51066,['Shopping', 'Business', 'Recreation', 'Society'],['Computers']
16859,['Health', 'Business', 'Recreation', 'Sports'],['Health']
51068,['Computers', 'Business', 'Society', 'Science'],['Computers']
51071,['Business', 'Arts', 'Society', 'Recreation'],['Computers']
16863,['Health', 'Business', 'Recreation', 'Computers'],['Health']
51073,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
16865,['Health', 'Business', 'Recreation', 'Computers'],['Health']
16872,['Health', 'Business', 'Recreation', 'Home'],['Health']
16876,['Health', 'Business', 'Recreation', 'Science'],['Health']
16883,['Health', 'Arts', 'Science', 'Business'],['Health']
16884,['Health', 'Business', 'Recreation', 'Society'],['Health']
16903,['Arts', 'Science', 'Business', 'Recreation'],['Health']
51121,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
51127,['Business', 'Computers', 'Shopping', 'Society'],['Computers']
51135,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
51144,['Computers', 'Society', 'Business', 'Recreation'],['Business', 'Computers']
16941,['Health', 'Business', 'Recreation', 'Arts'],['Health']
51168,['Computers', 'Health', 'Society', 'Recreation'],['Computers']
16957,['Health', 'Recreation', 'Business', 'Society'],['Health']
16958,['Business', 'Society', 'Shopping', 'Health'],['Health']
16966,['Business', 'Society', 'Recreation', 'Reference'],['Health']
51180,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
16974,['Business', 'Shopping', 'Home', 'Science'],['Health']
51186,['Computers', 'Arts', 'Sports', 'Recreation'],['Computers']
16983,['Health', 'Home', 'Business', 'Recreation'],['Health']
16984,['Health', 'Home', 'Recreation', 'Business'],['Health']
51197,['Computers', 'Business', 'Society', 'Arts'],['Computers']
51198,['Computers', 'Business', 'Health', 'Society'],['Computers']
51206,['Computers', 'Recreation', 'Business', 'Society'],['Computers']
16999,['Health', 'Society', 'Arts', 'Recreation'],['Health']
17000,['Health', 'Science', 'Society', 'Recreation'],['Health']
17001,['Health', 'Business', 'Science', 'Recreation'],['Health']
51213,['Computers', 'Society', 'Business', 'Recreation'],['Computers']
51226,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
51233,['Computers', 'Society', 'Recreation', 'Science'],['Computers']
51240,['Computers', 'Business', 'Shopping', 'Home'],['Computers']
17031,['Health', 'Business', 'Science', 'Recreation'],['Health']
17034,['Health', 'Business', 'Recreation', 'Computers'],['Health']
17035,['Health', 'Recreation', 'Business', 'Games'],['Health']
51253,['Business', 'Shopping', 'Arts', 'Home'],['Computers']
51256,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
17045,['Health', 'Business', 'Society', 'Recreation'],['Health']
51259,['Computers', 'Arts', 'Society', 'Shopping'],['Computers']
51260,['Computers', 'Arts', 'Society', 'Business'],['Computers']
17057,['Health', 'Business', 'Arts', 'Recreation'],['Health']
17064,['Health', 'Society', 'Business', 'Arts'],['Health']
17066,['Health', 'Business', 'Recreation', 'Arts'],['Health']
51281,['Society', 'News', 'Arts', 'Computers'],['Computers']
17071,['Health', 'Business', 'Science', 'Society'],['Health']
17073,['Business', 'Health', 'Arts', 'Science'],['Health']
17076,['Health', 'Arts', 'Society', 'Recreation'],['Health']
51289,['Computers', 'Society', 'Business', 'Reference'],['Science', 'Computers']
17080,['Business', 'Society', 'Health', 'Computers'],['Society', 'Health']
17081,['Health', 'Science', 'Computers', 'Recreation'],['Health']
51302,['Computers', 'Business', 'Arts', 'Shopping'],['Computers']
51304,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
51314,['Health', 'Computers', 'Business', 'Society'],['Computers']
51315,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
17105,['Health', 'Business', 'Society', 'Sports'],['Health']
17106,['Health', 'Reference', 'Society', 'Business'],['Health']
17111,['Health', 'Business', 'Recreation', 'Home'],['Health']
51329,['Computers', 'Society', 'Arts', 'Business'],['Computers']
17117,['Business', 'Health', 'Recreation', 'Computers'],['Health']
17120,['Health', 'Business', 'Recreation', 'Arts'],['Health']
17127,['Health', 'Science', 'Business', 'Arts'],['Health']
51344,['Computers', 'Business', 'Health', 'Society'],['Computers']
51348,['Computers', 'Business', 'Home', 'Shopping'],['Computers']
51353,['Computers', 'Business', 'Home', 'Games'],['Computers']
17147,['Health', 'Business', 'Recreation', 'Science'],['Health']
17148,['Science', 'Recreation', 'Business', 'Reference'],['Health']
17157,['Health', 'Business', 'Computers', 'Recreation'],['Health']
51373,['Arts', 'Business', 'Computers', 'Recreation'],['Computers']
17171,['Health', 'Business', 'Recreation', 'Computers'],['Health']
51391,['Business', 'Shopping', 'Computers', 'Society'],['Computers']
17185,['Health', 'Arts', 'News', 'Recreation'],['Health']
51398,['Shopping', 'Arts', 'Computers', 'Recreation'],['Computers']
51400,['Arts', 'Society', 'Computers', 'Shopping'],['Computers']
17191,['Health', 'Business', 'Society', 'News'],['Health']
51409,['Computers', 'Shopping', 'Society', 'Arts'],['Computers']
51421,['Computers', 'Society', 'Business', 'Shopping'],['Computers']
17210,['Business', 'Health', 'Science', 'Arts'],['Health']
17212,['Health', 'Science', 'Business', 'Recreation'],['Health']
17213,['Health', 'Recreation', 'Science', 'News'],['Health']
17214,['Business', 'Society', 'Computers', 'Arts'],['Health']
51426,['Shopping', 'Computers', 'Society', 'Business'],['Computers']
51435,['Computers', 'Business', 'Arts', 'Society'],['Computers']
17228,['Health', 'Science', 'Recreation', 'Business'],['Health']
51457,['Computers', 'Arts', 'Recreation', 'Society'],['Computers']
51462,['Computers', 'Society', 'Arts', 'Recreation'],['Computers']
51466,['Society', 'Sports', 'Business', 'Shopping'],['Computers']
17254,['Recreation', 'Arts', 'Business', 'Health'],['Health']
17264,['Arts', 'Recreation', 'Business', 'News'],['Health']
51480,['Shopping', 'Society', 'Business', 'Computers'],['Computers']
17267,['Health', 'Business', 'Recreation', 'Arts'],['Health']
17269,['Health', 'Science', 'Recreation', 'Business'],['Health']
17277,['Health', 'Business', 'Arts', 'Science'],['Health']
51493,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
17282,['Recreation', 'Arts', 'News', 'Reference'],['Health']
