2674, predicted: Regional, actual: Regional
42217, predicted: Shopping, actual: Shopping
42263, predicted: Shopping, actual: Shopping
42293, predicted: Sports, actual: Sports
42307, predicted: Sports, actual: Sports
42341, predicted: Shopping, actual: Shopping
42354, predicted: Shopping, actual: Shopping
42405, predicted: Shopping, actual: Shopping
42437, predicted: Shopping, actual: Shopping
42472, predicted: Shopping, actual: Shopping
42481, predicted: Shopping, actual: Shopping
42592, predicted: Shopping, actual: Shopping
42667, predicted: Shopping, actual: Shopping
42792, predicted: Shopping, actual: Shopping
42852, predicted: Shopping, actual: Shopping
42885, predicted: Shopping, actual: Shopping
42914, predicted: Shopping, actual: Shopping
42917, predicted: Shopping, actual: Shopping
42930, predicted: Shopping, actual: Shopping
42937, predicted: Shopping, actual: Shopping
42977, predicted: Shopping, actual: Shopping
42984, predicted: Shopping, actual: Shopping
43007, predicted: Shopping, actual: Shopping
43024, predicted: Shopping, actual: Shopping
43029, predicted: Shopping, actual: Shopping
43046, predicted: Shopping, actual: Shopping
43054, predicted: Shopping, actual: Shopping
43064, predicted: Shopping, actual: Shopping
43069, predicted: Shopping, actual: Shopping
43094, predicted: Shopping, actual: Shopping
43100, predicted: Shopping, actual: Shopping
43159, predicted: Shopping, actual: Shopping
43186, predicted: Shopping, actual: Shopping
43203, predicted: Shopping, actual: Shopping
43227, predicted: Shopping, actual: Shopping
43297, predicted: Shopping, actual: Shopping
43339, predicted: Shopping, actual: Shopping
43346, predicted: Shopping, actual: Shopping
43377, predicted: Shopping, actual: Shopping
43381, predicted: Shopping, actual: Shopping
43405, predicted: Shopping, actual: Shopping
43406, predicted: Shopping, actual: Shopping
43408, predicted: Shopping, actual: Shopping
43448, predicted: Shopping, actual: Shopping
43458, predicted: Shopping, actual: Shopping
43459, predicted: Shopping, actual: Shopping
43476, predicted: Shopping, actual: Shopping
43521, predicted: Shopping, actual: Shopping
43583, predicted: Shopping, actual: Shopping
43620, predicted: Shopping, actual: Shopping
43675, predicted: Shopping, actual: Shopping
43730, predicted: Shopping, actual: Shopping
43742, predicted: Shopping, actual: Shopping
43749, predicted: Shopping, actual: Shopping
43751, predicted: Shopping, actual: Shopping
43759, predicted: Shopping, actual: Shopping
43781, predicted: Shopping, actual: Shopping
43802, predicted: Shopping, actual: Shopping
43812, predicted: Shopping, actual: Shopping
43828, predicted: Shopping, actual: Shopping
43910, predicted: Shopping, actual: Shopping
43912, predicted: Shopping, actual: Shopping
43917, predicted: Shopping, actual: Shopping
43924, predicted: Shopping, actual: Shopping
43984, predicted: Shopping, actual: Shopping
43988, predicted: Shopping, actual: Shopping
44099, predicted: Shopping, actual: Shopping
44204, predicted: Shopping, actual: Shopping
44225, predicted: Shopping, actual: Shopping
44230, predicted: Shopping, actual: Shopping
44247, predicted: Shopping, actual: Shopping
44254, predicted: Shopping, actual: Shopping
44269, predicted: Shopping, actual: Shopping
44296, predicted: Shopping, actual: Shopping
44303, predicted: Shopping, actual: Shopping
44306, predicted: Shopping, actual: Shopping
44343, predicted: Shopping, actual: Shopping
44358, predicted: Shopping, actual: Shopping
44379, predicted: Shopping, actual: Shopping
44423, predicted: Shopping, actual: Shopping
44457, predicted: Shopping, actual: Shopping
44474, predicted: Shopping, actual: Shopping
44660, predicted: Shopping, actual: Shopping
44673, predicted: Shopping, actual: Shopping
44715, predicted: Shopping, actual: Shopping
44777, predicted: Shopping, actual: Shopping
44832, predicted: Shopping, actual: Shopping
44860, predicted: Shopping, actual: Shopping
44865, predicted: Shopping, actual: Shopping
44868, predicted: Shopping, actual: Shopping
44900, predicted: Shopping, actual: Shopping
44909, predicted: Shopping, actual: Shopping
44950, predicted: Shopping, actual: Shopping
44970, predicted: Shopping, actual: Shopping
44989, predicted: Shopping, actual: Shopping
45127, predicted: Shopping, actual: Shopping
45147, predicted: Shopping, actual: Shopping
45203, predicted: Shopping, actual: Shopping
45223, predicted: Shopping, actual: Shopping
45240, predicted: Shopping, actual: Shopping
45261, predicted: Shopping, actual: Shopping
45326, predicted: Shopping, actual: Shopping
45397, predicted: Shopping, actual: Shopping
45481, predicted: Shopping, actual: Shopping
45503, predicted: Shopping, actual: Shopping
45567, predicted: Shopping, actual: Shopping
45582, predicted: Shopping, actual: Shopping
45591, predicted: Shopping, actual: Shopping
45593, predicted: Shopping, actual: Shopping
45621, predicted: Shopping, actual: Shopping
45679, predicted: Shopping, actual: Shopping
45722, predicted: Shopping, actual: Shopping
45726, predicted: Shopping, actual: Shopping
45774, predicted: Shopping, actual: Shopping
45810, predicted: Shopping, actual: Shopping
45853, predicted: Shopping, actual: Shopping
45858, predicted: Shopping, actual: Shopping
45865, predicted: Shopping, actual: Shopping
45923, predicted: Shopping, actual: Shopping
45943, predicted: Shopping, actual: Shopping
45968, predicted: Shopping, actual: Shopping
45972, predicted: Shopping, actual: Shopping
45986, predicted: Shopping, actual: Shopping
45998, predicted: Shopping, actual: Shopping
46029, predicted: Shopping, actual: Shopping
46030, predicted: Shopping, actual: Shopping
46049, predicted: Shopping, actual: Shopping
46065, predicted: Shopping, actual: Shopping
46089, predicted: Shopping, actual: Shopping
46107, predicted: Shopping, actual: Shopping
46110, predicted: Shopping, actual: Shopping
46164, predicted: Shopping, actual: Shopping
46204, predicted: Shopping, actual: Shopping
46259, predicted: Shopping, actual: Shopping
46364, predicted: Shopping, actual: Shopping
46443, predicted: Shopping, actual: Shopping
46511, predicted: Shopping, actual: Shopping
46530, predicted: Shopping, actual: Shopping
46572, predicted: Shopping, actual: Shopping
46583, predicted: Shopping, actual: Shopping
46637, predicted: Shopping, actual: Shopping
46640, predicted: Shopping, actual: Shopping
46669, predicted: Shopping, actual: Shopping
46674, predicted: Shopping, actual: Shopping
46679, predicted: Shopping, actual: Shopping
46683, predicted: Shopping, actual: Shopping
46698, predicted: Shopping, actual: Shopping
46705, predicted: Shopping, actual: Shopping
46760, predicted: Shopping, actual: Shopping
46790, predicted: Shopping, actual: Shopping
46793, predicted: Shopping, actual: Shopping
46807, predicted: Shopping, actual: Shopping
46843, predicted: Shopping, actual: Shopping
46853, predicted: Shopping, actual: Shopping
46874, predicted: Shopping, actual: Shopping
46900, predicted: Shopping, actual: Shopping
46924, predicted: Shopping, actual: Shopping
46982, predicted: Shopping, actual: Shopping
47065, predicted: Shopping, actual: Shopping
47076, predicted: Shopping, actual: Shopping
47077, predicted: Shopping, actual: Shopping
47154, predicted: Shopping, actual: Shopping
47161, predicted: Shopping, actual: Shopping
47213, predicted: Shopping, actual: Shopping
47231, predicted: Society, actual: Society
47275, predicted: Society, actual: Society
47297, predicted: Society, actual: Society
47377, predicted: Shopping, actual: Shopping
47391, predicted: Society, actual: Society
47453, predicted: Society, actual: Society
47594, predicted: Society, actual: Society
47600, predicted: Society, actual: Society
47690, predicted: Society, actual: Society
47706, predicted: Society, actual: Society
47708, predicted: Society, actual: Society
47720, predicted: Society, actual: Society
47731, predicted: Society, actual: Society
47746, predicted: Society, actual: Society
47748, predicted: Society, actual: Society
47771, predicted: Society, actual: Society
47786, predicted: Society, actual: Society
47844, predicted: Society, actual: Society
47863, predicted: Society, actual: Society
47944, predicted: Society, actual: Society
47996, predicted: Society, actual: Society
48019, predicted: Society, actual: Society
48066, predicted: Society, actual: Society
48073, predicted: Society, actual: Society
48074, predicted: Society, actual: Society
48083, predicted: Society, actual: Society
48085, predicted: Society, actual: Society
48103, predicted: Society, actual: Society
48182, predicted: Society, actual: Society
48372, predicted: Society, actual: Society
48380, predicted: Society, actual: Society
48403, predicted: Society, actual: Society
48448, predicted: Society, actual: Society
48461, predicted: Society, actual: Society
48512, predicted: Society, actual: Society
48515, predicted: Society, actual: Society
48603, predicted: Society, actual: Society
48665, predicted: Society, actual: Society
48864, predicted: Society, actual: Society
48903, predicted: Society, actual: Society
48927, predicted: Society, actual: Society
48930, predicted: Society, actual: Society
48954, predicted: Society, actual: Society
49005, predicted: Society, actual: Society
49047, predicted: Society, actual: Society
49053, predicted: Society, actual: Society
49096, predicted: Society, actual: Society
49150, predicted: Society, actual: Society
49167, predicted: Society, actual: Society
49183, predicted: Society, actual: Society
49219, predicted: Society, actual: Society
49220, predicted: Society, actual: Society
49370, predicted: Society, actual: Society
49382, predicted: Society, actual: Society
49387, predicted: Society, actual: Society
49392, predicted: Society, actual: Society
49459, predicted: Society, actual: Society
49522, predicted: Society, actual: Society
49580, predicted: Society, actual: Society
49585, predicted: Society, actual: Society
49660, predicted: Sports, actual: Sports
49681, predicted: Society, actual: Society
49686, predicted: Society, actual: Society
49689, predicted: Society, actual: Society
49826, predicted: Society, actual: Society
49891, predicted: Society, actual: Society
49955, predicted: Society, actual: Society
50026, predicted: Society, actual: Society
50028, predicted: Society, actual: Society
50067, predicted: Society, actual: Society
50134, predicted: Society, actual: Society
50204, predicted: Society, actual: Society
50227, predicted: Society, actual: Society
50258, predicted: Society, actual: Society
50356, predicted: Society, actual: Society
50385, predicted: Society, actual: Society
50397, predicted: Society, actual: Society
50415, predicted: Society, actual: Society
50457, predicted: Society, actual: Society
50487, predicted: Society, actual: Society
50507, predicted: Society, actual: Society
50511, predicted: Society, actual: Society
50521, predicted: Society, actual: Society
50528, predicted: Society, actual: Society
50538, predicted: Society, actual: Society
50575, predicted: Society, actual: Society
50593, predicted: Society, actual: Society
50635, predicted: Society, actual: Society
50665, predicted: Society, actual: Society
50715, predicted: Society, actual: Society
50789, predicted: Society, actual: Society
50882, predicted: Society, actual: Society
50920, predicted: Society, actual: Society
51005, predicted: Society, actual: Society
51011, predicted: Society, actual: Society
51079, predicted: Society, actual: Society
51286, predicted: Society, actual: Society
51372, predicted: Society, actual: Society
51457, predicted: Society, actual: Society
51465, predicted: Society, actual: Society
51498, predicted: Society, actual: Society
51569, predicted: Society, actual: Society
51693, predicted: Sports, actual: Sports
51704, predicted: Sports, actual: Sports
51745, predicted: Sports, actual: Sports
51777, predicted: Sports, actual: Sports
51781, predicted: Sports, actual: Sports
51788, predicted: Sports, actual: Sports
51794, predicted: Sports, actual: Sports
51807, predicted: Sports, actual: Sports
51814, predicted: Sports, actual: Sports
51826, predicted: Sports, actual: Sports
51834, predicted: Sports, actual: Sports
51847, predicted: Sports, actual: Sports
51848, predicted: Sports, actual: Sports
51892, predicted: Sports, actual: Sports
51900, predicted: Sports, actual: Sports
51917, predicted: Sports, actual: Sports
51958, predicted: Sports, actual: Sports
51959, predicted: Sports, actual: Sports
51974, predicted: Sports, actual: Sports
51976, predicted: Sports, actual: Sports
52000, predicted: Sports, actual: Sports
52001, predicted: Sports, actual: Sports
52018, predicted: Sports, actual: Sports
52032, predicted: Sports, actual: Sports
52035, predicted: Sports, actual: Sports
52039, predicted: Sports, actual: Sports
52041, predicted: Sports, actual: Sports
52051, predicted: Sports, actual: Sports
52102, predicted: Sports, actual: Sports
52111, predicted: Sports, actual: Sports
52117, predicted: Sports, actual: Sports
52133, predicted: Sports, actual: Sports
52166, predicted: Sports, actual: Sports
52187, predicted: Sports, actual: Sports
52195, predicted: Sports, actual: Sports
52202, predicted: Sports, actual: Sports
52221, predicted: Sports, actual: Sports
52222, predicted: Sports, actual: Sports
52224, predicted: Sports, actual: Sports
52235, predicted: Sports, actual: Sports
52254, predicted: Sports, actual: Sports
52257, predicted: Sports, actual: Sports
52259, predicted: Sports, actual: Sports
52273, predicted: Sports, actual: Sports
52286, predicted: Sports, actual: Sports
52318, predicted: Sports, actual: Sports
52323, predicted: Sports, actual: Sports
52331, predicted: Sports, actual: Sports
52343, predicted: Sports, actual: Sports
52370, predicted: Sports, actual: Sports
52394, predicted: Sports, actual: Sports
52421, predicted: Sports, actual: Sports
52434, predicted: Sports, actual: Sports
52455, predicted: Sports, actual: Sports
52461, predicted: Sports, actual: Sports
52509, predicted: Sports, actual: Sports
52513, predicted: Sports, actual: Sports
52522, predicted: Sports, actual: Sports
52526, predicted: Sports, actual: Sports
52552, predicted: Sports, actual: Sports
52560, predicted: Sports, actual: Sports
52620, predicted: Sports, actual: Sports
52635, predicted: Sports, actual: Sports
52637, predicted: Sports, actual: Sports
52662, predicted: Sports, actual: Sports
52697, predicted: Sports, actual: Sports
52715, predicted: Sports, actual: Sports
52721, predicted: Sports, actual: Sports
52740, predicted: Sports, actual: Sports
52741, predicted: Sports, actual: Sports
52755, predicted: Sports, actual: Sports
52762, predicted: Sports, actual: Sports
52779, predicted: Sports, actual: Sports
52841, predicted: Sports, actual: Sports
52851, predicted: Sports, actual: Sports
52866, predicted: Sports, actual: Sports
52886, predicted: Sports, actual: Sports
52887, predicted: Sports, actual: Sports
52911, predicted: Sports, actual: Sports
52951, predicted: Sports, actual: Sports
52961, predicted: Sports, actual: Sports
52967, predicted: Sports, actual: Sports
53012, predicted: Sports, actual: Sports
53055, predicted: Sports, actual: Sports
53056, predicted: Sports, actual: Sports
53058, predicted: Sports, actual: Sports
53067, predicted: Sports, actual: Sports
53071, predicted: Sports, actual: Sports
53076, predicted: Sports, actual: Sports
53082, predicted: Sports, actual: Sports
53138, predicted: Sports, actual: Sports
53152, predicted: Sports, actual: Sports
53156, predicted: Sports, actual: Sports
53173, predicted: Sports, actual: Sports
53174, predicted: Sports, actual: Sports
53184, predicted: Sports, actual: Sports
53190, predicted: Sports, actual: Sports
53212, predicted: Sports, actual: Sports
53214, predicted: Sports, actual: Sports
53222, predicted: Sports, actual: Sports
53244, predicted: Sports, actual: Sports
53303, predicted: Sports, actual: Sports
53308, predicted: Sports, actual: Sports
53329, predicted: Sports, actual: Sports
53347, predicted: Sports, actual: Sports
53421, predicted: Sports, actual: Sports
53450, predicted: Sports, actual: Sports
53479, predicted: Sports, actual: Sports
53491, predicted: Sports, actual: Sports
53493, predicted: Sports, actual: Sports
53576, predicted: Sports, actual: Sports
53584, predicted: Sports, actual: Sports
53592, predicted: Sports, actual: Sports
53624, predicted: Sports, actual: Sports
53686, predicted: Sports, actual: Sports
53707, predicted: Sports, actual: Sports
53720, predicted: Sports, actual: Sports
53754, predicted: Sports, actual: Sports
53755, predicted: Sports, actual: Sports
53790, predicted: Sports, actual: Sports
53828, predicted: Sports, actual: Sports
53854, predicted: Sports, actual: Sports
53858, predicted: Sports, actual: Sports
53868, predicted: Sports, actual: Sports
53872, predicted: Sports, actual: Sports
53896, predicted: Sports, actual: Sports
53900, predicted: Sports, actual: Sports
53918, predicted: Sports, actual: Sports
53922, predicted: Sports, actual: Sports
53931, predicted: Sports, actual: Sports
53936, predicted: Sports, actual: Sports
53964, predicted: Sports, actual: Sports
53980, predicted: Sports, actual: Sports
53987, predicted: Sports, actual: Sports
53990, predicted: Sports, actual: Sports
54009, predicted: Sports, actual: Sports
54044, predicted: Sports, actual: Sports
54048, predicted: Sports, actual: Sports
54117, predicted: Sports, actual: Sports
54132, predicted: Sports, actual: Sports
54166, predicted: Sports, actual: Sports
54191, predicted: Sports, actual: Sports
54200, predicted: Sports, actual: Sports
54202, predicted: Sports, actual: Sports
54211, predicted: Sports, actual: Sports
54217, predicted: Sports, actual: Sports
54224, predicted: Sports, actual: Sports
54264, predicted: Sports, actual: Sports
54269, predicted: Sports, actual: Sports
54272, predicted: Sports, actual: Sports
54279, predicted: Sports, actual: Sports
54311, predicted: Sports, actual: Sports
54313, predicted: Sports, actual: Sports
54336, predicted: Sports, actual: Sports
54348, predicted: Sports, actual: Sports
54368, predicted: Sports, actual: Sports
54395, predicted: Sports, actual: Sports
54406, predicted: Sports, actual: Sports
54446, predicted: Sports, actual: Sports
54447, predicted: Sports, actual: Sports
54476, predicted: Sports, actual: Sports
54481, predicted: Sports, actual: Sports
54512, predicted: Sports, actual: Sports
54513, predicted: Sports, actual: Sports
54517, predicted: Sports, actual: Sports
54518, predicted: Sports, actual: Sports
54546, predicted: Sports, actual: Sports
54552, predicted: Sports, actual: Sports
54561, predicted: Sports, actual: Sports
54582, predicted: Sports, actual: Sports
54592, predicted: Sports, actual: Sports
54610, predicted: Sports, actual: Sports
54625, predicted: Sports, actual: Sports
54627, predicted: Sports, actual: Sports
54663, predicted: Sports, actual: Sports
54666, predicted: Sports, actual: Sports
54697, predicted: Sports, actual: Sports
54699, predicted: Sports, actual: Sports
54719, predicted: Sports, actual: Sports
54761, predicted: Sports, actual: Sports
54815, predicted: Sports, actual: Sports
54826, predicted: Sports, actual: Sports
54832, predicted: Sports, actual: Sports
54842, predicted: Sports, actual: Sports
54850, predicted: Sports, actual: Sports
54904, predicted: Sports, actual: Sports
54915, predicted: Sports, actual: Sports
54951, predicted: Sports, actual: Sports
54983, predicted: Sports, actual: Sports
55001, predicted: Sports, actual: Sports
55002, predicted: Sports, actual: Sports
55032, predicted: Sports, actual: Sports
55045, predicted: Sports, actual: Sports
55068, predicted: Sports, actual: Sports
55072, predicted: Sports, actual: Sports
55090, predicted: Sports, actual: Sports
55112, predicted: Sports, actual: Sports
55133, predicted: Sports, actual: Sports
55140, predicted: Sports, actual: Sports
55160, predicted: Sports, actual: Sports
55182, predicted: Sports, actual: Sports
55206, predicted: Sports, actual: Sports
55229, predicted: Sports, actual: Sports
55241, predicted: Sports, actual: Sports
55253, predicted: Sports, actual: Sports
55270, predicted: Sports, actual: Sports
55289, predicted: Sports, actual: Sports
55306, predicted: Sports, actual: Sports
55313, predicted: Sports, actual: Sports
55319, predicted: Sports, actual: Sports
55321, predicted: Sports, actual: Sports
55331, predicted: Sports, actual: Sports
55333, predicted: Sports, actual: Sports
55375, predicted: Sports, actual: Sports
55396, predicted: Sports, actual: Sports
55472, predicted: Sports, actual: Sports
55494, predicted: Sports, actual: Sports
55501, predicted: Sports, actual: Sports
55551, predicted: Sports, actual: Sports
55559, predicted: Sports, actual: Sports
55586, predicted: Sports, actual: Sports
55615, predicted: Sports, actual: Sports
55628, predicted: Sports, actual: Sports
55665, predicted: Sports, actual: Sports
55722, predicted: Sports, actual: Sports
55744, predicted: Sports, actual: Sports
55747, predicted: Sports, actual: Sports
55750, predicted: Sports, actual: Sports
55765, predicted: Sports, actual: Sports
55774, predicted: Sports, actual: Sports
55806, predicted: Sports, actual: Sports
55814, predicted: Sports, actual: Sports
55888, predicted: Sports, actual: Sports
55892, predicted: Sports, actual: Sports
55903, predicted: Sports, actual: Sports
55908, predicted: Sports, actual: Sports
55913, predicted: Sports, actual: Sports
55917, predicted: Sports, actual: Sports
55918, predicted: Sports, actual: Sports
55920, predicted: Sports, actual: Sports
55928, predicted: Sports, actual: Sports
55944, predicted: Sports, actual: Sports
55961, predicted: Sports, actual: Sports
55972, predicted: Sports, actual: Sports
55975, predicted: Sports, actual: Sports
55987, predicted: Sports, actual: Sports
56013, predicted: Sports, actual: Sports
56016, predicted: Sports, actual: Sports
56066, predicted: Sports, actual: Sports
56085, predicted: Sports, actual: Sports
56087, predicted: Sports, actual: Sports
56088, predicted: Sports, actual: Sports
56162, predicted: Sports, actual: Sports
56165, predicted: Sports, actual: Sports
56176, predicted: Sports, actual: Sports
56191, predicted: Sports, actual: Sports
56227, predicted: Sports, actual: Sports
56234, predicted: Sports, actual: Sports
56264, predicted: Sports, actual: Sports
56276, predicted: Sports, actual: Sports
56305, predicted: Sports, actual: Sports
56319, predicted: Sports, actual: Sports
56358, predicted: Sports, actual: Sports
56361, predicted: Sports, actual: Sports
56365, predicted: Sports, actual: Sports
56370, predicted: Sports, actual: Sports
56382, predicted: Sports, actual: Sports
56425, predicted: Sports, actual: Sports
56451, predicted: Sports, actual: Sports
56462, predicted: Sports, actual: Sports
56463, predicted: Sports, actual: Sports
56467, predicted: Sports, actual: Sports
56470, predicted: Sports, actual: Sports
56473, predicted: Sports, actual: Sports
56488, predicted: Sports, actual: Sports
56521, predicted: Sports, actual: Sports
56579, predicted: Sports, actual: Sports
56586, predicted: Sports, actual: Sports
56628, predicted: Sports, actual: Sports
56677, predicted: Sports, actual: Sports
56685, predicted: Sports, actual: Sports
56691, predicted: Sports, actual: Sports
56692, predicted: Sports, actual: Sports
56696, predicted: Sports, actual: Sports
56704, predicted: Sports, actual: Sports
56725, predicted: Sports, actual: Sports
56727, predicted: Sports, actual: Sports
56782, predicted: Sports, actual: Sports
56785, predicted: Sports, actual: Sports
56823, predicted: Sports, actual: Sports
56843, predicted: Sports, actual: Sports
56857, predicted: Sports, actual: Sports
56877, predicted: Sports, actual: Sports
56880, predicted: Sports, actual: Sports
56881, predicted: Sports, actual: Sports
56886, predicted: Sports, actual: Sports
56928, predicted: Sports, actual: Sports
56962, predicted: Sports, actual: Sports
56977, predicted: Sports, actual: Sports
57020, predicted: Sports, actual: Sports
57070, predicted: Sports, actual: Sports
57071, predicted: Sports, actual: Sports
57094, predicted: Sports, actual: Sports
57095, predicted: Sports, actual: Sports
57142, predicted: Sports, actual: Sports
57154, predicted: Sports, actual: Sports
57170, predicted: Sports, actual: Sports
57187, predicted: Sports, actual: Sports
57194, predicted: Sports, actual: Sports
57207, predicted: Sports, actual: Sports
57214, predicted: Sports, actual: Sports
57233, predicted: Sports, actual: Sports
57238, predicted: Sports, actual: Sports
57253, predicted: Sports, actual: Sports
57277, predicted: Sports, actual: Sports
57278, predicted: Sports, actual: Sports
57293, predicted: Sports, actual: Sports
57335, predicted: Sports, actual: Sports
57352, predicted: Sports, actual: Sports
57409, predicted: Sports, actual: Sports
57416, predicted: Sports, actual: Sports
57437, predicted: Sports, actual: Sports
57462, predicted: Sports, actual: Sports
57463, predicted: Sports, actual: Sports
57469, predicted: Sports, actual: Sports
57476, predicted: Sports, actual: Sports
57482, predicted: Sports, actual: Sports
57487, predicted: Sports, actual: Sports
57493, predicted: Sports, actual: Sports
57498, predicted: Sports, actual: Sports
57507, predicted: Sports, actual: Sports
57522, predicted: Sports, actual: Sports
57523, predicted: Sports, actual: Sports
57546, predicted: Sports, actual: Sports
57618, predicted: Sports, actual: Sports
57621, predicted: Sports, actual: Sports
57629, predicted: Sports, actual: Sports
57655, predicted: Sports, actual: Sports
57707, predicted: Sports, actual: Sports
57712, predicted: Sports, actual: Sports
57719, predicted: Sports, actual: Sports
57725, predicted: Sports, actual: Sports
57738, predicted: Sports, actual: Sports
57744, predicted: Sports, actual: Sports
57745, predicted: Sports, actual: Sports
57753, predicted: Sports, actual: Sports
57762, predicted: Sports, actual: Sports
57770, predicted: Sports, actual: Sports
57782, predicted: Sports, actual: Sports
57795, predicted: Sports, actual: Sports
57806, predicted: Sports, actual: Sports
57813, predicted: Sports, actual: Sports
57837, predicted: Sports, actual: Sports
57840, predicted: Sports, actual: Sports
57866, predicted: Sports, actual: Sports
57872, predicted: Sports, actual: Sports
57882, predicted: Sports, actual: Sports
57886, predicted: Sports, actual: Sports
57921, predicted: Sports, actual: Sports
57923, predicted: Sports, actual: Sports
57928, predicted: Sports, actual: Sports
57931, predicted: Sports, actual: Sports
57946, predicted: Sports, actual: Sports
57961, predicted: Sports, actual: Sports
57982, predicted: Sports, actual: Sports
57992, predicted: Sports, actual: Sports
58078, predicted: Sports, actual: Sports
58079, predicted: Sports, actual: Sports
58116, predicted: Sports, actual: Sports
58203, predicted: Sports, actual: Sports
58218, predicted: Sports, actual: Sports
58238, predicted: Sports, actual: Sports
58251, predicted: Sports, actual: Sports
58267, predicted: Sports, actual: Sports
58270, predicted: Sports, actual: Sports
58319, predicted: Sports, actual: Sports
58321, predicted: Sports, actual: Sports
58326, predicted: Sports, actual: Sports
58344, predicted: Sports, actual: Sports
58346, predicted: Sports, actual: Sports
58353, predicted: Sports, actual: Sports
58368, predicted: Sports, actual: Sports
58387, predicted: Sports, actual: Sports
58391, predicted: Sports, actual: Sports
58398, predicted: Sports, actual: Sports
58415, predicted: Sports, actual: Sports
58417, predicted: Sports, actual: Sports
58430, predicted: Sports, actual: Sports
58438, predicted: Sports, actual: Sports
58459, predicted: Sports, actual: Sports
58482, predicted: Sports, actual: Sports
58494, predicted: Sports, actual: Sports
58512, predicted: Arts, actual: Arts
58527, predicted: Regional, actual: Regional
58553, predicted: Sports, actual: Sports
58596, predicted: Sports, actual: Sports
58630, predicted: Arts, actual: Arts
58650, predicted: Business, actual: Business
58707, predicted: Home, actual: Home
58760, predicted: News, actual: News
58767, predicted: News, actual: News
58831, predicted: Health, actual: Health
58948, predicted: Arts, actual: Arts
58951, predicted: Arts, actual: Arts
58954, predicted: Arts, actual: Arts
58983, predicted: Arts, actual: Arts
58995, predicted: Arts, actual: Arts
59015, predicted: Arts, actual: Arts
59070, predicted: Computers, actual: Computers
59078, predicted: Business, actual: Business
59117, predicted: Business, actual: Business
59175, predicted: Business, actual: Business
59222, predicted: Business, actual: Business
59266, predicted: Games, actual: Games
59289, predicted: Games, actual: Games
59377, predicted: Home, actual: Home
59410, predicted: Business, actual: Business
59452, predicted: Computers, actual: Computers
59457, predicted: Games, actual: Games
59533, predicted: Recreation, actual: Recreation
59592, predicted: Sports, actual: Sports
59593, predicted: Sports, actual: Sports
59595, predicted: Sports, actual: Sports
59607, predicted: Sports, actual: Sports
59610, predicted: Sports, actual: Sports
59693, predicted: Sports, actual: Sports
59703, predicted: Computers, actual: Computers
59714, predicted: Computers, actual: Computers
59729, predicted: News, actual: News
59741, predicted: Reference, actual: Reference
59756, predicted: Society, actual: Society
59773, predicted: Health, actual: Health
59839, predicted: Sports, actual: Sports
59900, predicted: Arts, actual: Arts
59911, predicted: Arts, actual: Arts
59941, predicted: Arts, actual: Arts
59952, predicted: Business, actual: Business
59979, predicted: Business, actual: Business
60034, predicted: Business, actual: Business
60072, predicted: Computers, actual: Computers
60099, predicted: Computers, actual: Computers
60156, predicted: Computers, actual: Computers
60205, predicted: Games, actual: Games
60304, predicted: Health, actual: Health
60329, predicted: Health, actual: Health
60354, predicted: Home, actual: Home
60422, predicted: Kids, actual: Kids
60462, predicted: News, actual: News
60511, predicted: Recreation, actual: Recreation
60522, predicted: Recreation, actual: Recreation
60532, predicted: Recreation, actual: Recreation
60564, predicted: Recreation, actual: Recreation
60644, predicted: Regional, actual: Regional
60733, predicted: Science, actual: Science
60776, predicted: Shopping, actual: Shopping
60852, predicted: Sports, actual: Sports
60868, predicted: Sports, actual: Sports
60874, predicted: Sports, actual: Sports
60887, predicted: Sports, actual: Sports
60904, predicted: Sports, actual: Sports
60913, predicted: Sports, actual: Sports
60926, predicted: Adult, actual: Adult
60956, predicted: Adult, actual: Adult
60983, predicted: Adult, actual: Adult
61078, predicted: Adult, actual: Adult
61186, predicted: Adult, actual: Adult
61196, predicted: Arts, actual: Arts
61223, predicted: Arts, actual: Arts
61243, predicted: Arts, actual: Arts
61254, predicted: Arts, actual: Arts
61324, predicted: Arts, actual: Arts
61356, predicted: Arts, actual: Arts
61358, predicted: Arts, actual: Arts
61379, predicted: Arts, actual: Arts
61392, predicted: Arts, actual: Arts
61395, predicted: Arts, actual: Arts
61396, predicted: Arts, actual: Arts
61404, predicted: Arts, actual: Arts
61428, predicted: Arts, actual: Arts
61447, predicted: Arts, actual: Arts
61470, predicted: Arts, actual: Arts
61523, predicted: Arts, actual: Arts
61539, predicted: Arts, actual: Arts
61554, predicted: Arts, actual: Arts
61556, predicted: Arts, actual: Arts
61567, predicted: Arts, actual: Arts
61575, predicted: Arts, actual: Arts
61596, predicted: Arts, actual: Arts
61639, predicted: Arts, actual: Arts
61670, predicted: Arts, actual: Arts
61685, predicted: Arts, actual: Arts
61704, predicted: Arts, actual: Arts
61722, predicted: Arts, actual: Arts
61779, predicted: Arts, actual: Arts
61799, predicted: Arts, actual: Arts
61803, predicted: Arts, actual: Arts
61829, predicted: Arts, actual: Arts
61870, predicted: Arts, actual: Arts
61914, predicted: Arts, actual: Arts
61937, predicted: Arts, actual: Arts
61948, predicted: Arts, actual: Arts
61956, predicted: Arts, actual: Arts
61961, predicted: Arts, actual: Arts
62024, predicted: Arts, actual: Arts
62061, predicted: Arts, actual: Arts
62078, predicted: Arts, actual: Arts
62104, predicted: Arts, actual: Arts
