47238, predicted: Society, actual: Arts
37517, predicted: Science, actual: Society
37919, predicted: Health, actual: Society
37932, predicted: Home, actual: Society
38254, predicted: Arts, actual: Society
38304, predicted: News, actual: Society
38405, predicted: Arts, actual: Sports
38436, predicted: Recreation, actual: Sports
38447, predicted: Health, actual: Sports
38466, predicted: Regional, actual: Sports
38496, predicted: Arts, actual: Sports
38674, predicted: Arts, actual: Sports
38803, predicted: News, actual: Sports
38868, predicted: Home, actual: Sports
39085, predicted: Recreation, actual: Sports
39604, predicted: Kids, actual: Sports
39656, predicted: Reference, actual: Sports
39729, predicted: Recreation, actual: Sports
39869, predicted: Business, actual: Sports
40426, predicted: Sports, actual: News
40472, predicted: Sports, actual: Adult
40625, predicted: Shopping, actual: Adult
40724, predicted: Home, actual: Adult
40765, predicted: Arts, actual: Adult
40792, predicted: Health, actual: Adult
41219, predicted: Arts, actual: Adult
41486, predicted: Business, actual: Adult
41643, predicted: Business, actual: Adult
42553, predicted: Recreation, actual: Adult
42657, predicted: Games, actual: Adult
42760, predicted: Business, actual: Adult
42914, predicted: Games, actual: Adult
43142, predicted: Games, actual: Adult
43400, predicted: Arts, actual: Adult
43681, predicted: Health, actual: Adult
43692, predicted: Health, actual: Adult
43935, predicted: Computers, actual: Adult
44085, predicted: Recreation, actual: Adult
44105, predicted: Recreation, actual: Adult
44106, predicted: Recreation, actual: Adult
44138, predicted: Health, actual: Adult
44145, predicted: Business, actual: Adult
44161, predicted: Recreation, actual: Adult
44171, predicted: Games, actual: Adult
44190, predicted: Recreation, actual: Adult
44209, predicted: Arts, actual: Adult
44244, predicted: Science, actual: Adult
44273, predicted: Health, actual: Adult
44290, predicted: Home, actual: Adult
44297, predicted: Society, actual: Adult
44315, predicted: Science, actual: Adult
44316, predicted: Computers, actual: Adult
44318, predicted: Recreation, actual: Adult
44327, predicted: Shopping, actual: Adult
44331, predicted: Recreation, actual: Adult
44339, predicted: Recreation, actual: Adult
44376, predicted: Society, actual: Science
44378, predicted: Recreation, actual: Adult
44401, predicted: Recreation, actual: Adult
44407, predicted: Arts, actual: Adult
44434, predicted: Kids, actual: Arts
44455, predicted: Business, actual: Arts
44463, predicted: Games, actual: Arts
44499, predicted: News, actual: Arts
44553, predicted: Reference, actual: Arts
44556, predicted: Kids, actual: Arts
44558, predicted: Reference, actual: Arts
44561, predicted: Business, actual: Arts
44583, predicted: Home, actual: Arts
44598, predicted: Computers, actual: Arts
44632, predicted: Science, actual: Arts
44639, predicted: Science, actual: Arts
44681, predicted: Recreation, actual: Arts
44725, predicted: Arts, actual: Reference
44789, predicted: Science, actual: Arts
44934, predicted: Recreation, actual: Arts
44990, predicted: Recreation, actual: Arts
45148, predicted: Arts, actual: Kids
45219, predicted: Business, actual: Arts
45222, predicted: Science, actual: Arts
45351, predicted: Business, actual: Arts
45362, predicted: Games, actual: Arts
45389, predicted: Business, actual: Arts
45413, predicted: Health, actual: Arts
45497, predicted: News, actual: Arts
45647, predicted: Health, actual: Arts
45680, predicted: Arts, actual: Kids
45758, predicted: News, actual: Arts
45830, predicted: Reference, actual: Arts
45835, predicted: Reference, actual: Arts
45836, predicted: Shopping, actual: Arts
45892, predicted: Business, actual: Arts
45896, predicted: Computers, actual: Arts
45935, predicted: Games, actual: Arts
45977, predicted: Computers, actual: Arts
45987, predicted: Business, actual: Arts
46007, predicted: Recreation, actual: Arts
46057, predicted: Shopping, actual: Arts
46073, predicted: Recreation, actual: Arts
46077, predicted: Recreation, actual: Arts
46100, predicted: Health, actual: Arts
46101, predicted: Kids, actual: Arts
46127, predicted: Arts, actual: Science
46171, predicted: Home, actual: Arts
46191, predicted: Business, actual: Arts
46203, predicted: Recreation, actual: Arts
46217, predicted: Recreation, actual: Arts
46220, predicted: Home, actual: Arts
46264, predicted: Games, actual: Arts
46283, predicted: Reference, actual: Arts
46300, predicted: Business, actual: Arts
46313, predicted: Recreation, actual: Arts
46327, predicted: Regional, actual: Arts
46352, predicted: Society, actual: Arts
46361, predicted: Recreation, actual: Arts
46376, predicted: Games, actual: Arts
46407, predicted: Reference, actual: Arts
46439, predicted: Society, actual: Arts
46500, predicted: Recreation, actual: Arts
46507, predicted: Computers, actual: Arts
46529, predicted: Recreation, actual: Arts
46544, predicted: Recreation, actual: Arts
46549, predicted: Society, actual: Arts
46566, predicted: Reference, actual: Arts
46587, predicted: Reference, actual: Arts
46590, predicted: Games, actual: Arts
46620, predicted: Science, actual: Arts
46640, predicted: Computers, actual: Arts
46715, predicted: Adult, actual: Arts
46745, predicted: Recreation, actual: Arts
46754, predicted: Computers, actual: Arts
46764, predicted: Recreation, actual: Arts
46765, predicted: Home, actual: Arts
46774, predicted: Regional, actual: Arts
46790, predicted: Games, actual: Arts
46796, predicted: News, actual: Arts
46815, predicted: Business, actual: Arts
46839, predicted: News, actual: Arts
46877, predicted: Games, actual: Arts
46894, predicted: Health, actual: Arts
46911, predicted: Recreation, actual: Arts
46918, predicted: Recreation, actual: Arts
46934, predicted: Science, actual: Arts
46964, predicted: Recreation, actual: Arts
46979, predicted: News, actual: Arts
47047, predicted: Arts, actual: News
47055, predicted: Recreation, actual: Arts
47092, predicted: Health, actual: Arts
47100, predicted: News, actual: Arts
47213, predicted: Reference, actual: Arts
47297, predicted: Games, actual: Arts
47319, predicted: Health, actual: Arts
47361, predicted: Kids, actual: Arts
47367, predicted: Business, actual: Arts
47472, predicted: News, actual: Arts
47474, predicted: Recreation, actual: Arts
47476, predicted: News, actual: Arts
47490, predicted: Games, actual: Arts
47502, predicted: Recreation, actual: Arts
47506, predicted: Recreation, actual: Arts
47517, predicted: Shopping, actual: Arts
47521, predicted: Science, actual: Arts
47523, predicted: News, actual: Arts
47530, predicted: Games, actual: Arts
47559, predicted: Arts, actual: Reference
47575, predicted: Games, actual: Arts
47592, predicted: Business, actual: Arts
47618, predicted: News, actual: Arts
47619, predicted: News, actual: Arts
47678, predicted: Recreation, actual: Arts
47722, predicted: Science, actual: Arts
48029, predicted: Recreation, actual: Arts
48037, predicted: Computers, actual: Arts
48057, predicted: Arts, actual: Kids
48111, predicted: Kids, actual: Arts
48248, predicted: News, actual: Arts
49773, predicted: Recreation, actual: Arts
52866, predicted: Shopping, actual: Arts
47238, predicted: News, actual: Arts
47311, predicted: Home, actual: Arts
47365, predicted: News, actual: Arts
47549, predicted: Regional, actual: Arts
49564, predicted: News, actual: Arts
49568, predicted: Recreation, actual: Arts
49574, predicted: Health, actual: Arts
49587, predicted: Recreation, actual: Arts
49600, predicted: Business, actual: Arts
49619, predicted: Regional, actual: Arts
49667, predicted: Reference, actual: Arts
49697, predicted: Home, actual: Arts
49740, predicted: News, actual: Arts
52669, predicted: Science, actual: Arts
52683, predicted: News, actual: Arts
52707, predicted: Reference, actual: Arts
52729, predicted: Business, actual: Arts
52733, predicted: Games, actual: Arts
52749, predicted: Reference, actual: Arts
52789, predicted: Arts, actual: Reference
52846, predicted: Home, actual: Arts
45211, predicted: Computers, actual: Arts
45409, predicted: Computers, actual: Arts
45541, predicted: Reference, actual: Arts
45832, predicted: Arts, actual: Kids
45949, predicted: Reference, actual: Arts
45951, predicted: Recreation, actual: Arts
46041, predicted: Business, actual: Arts
46221, predicted: Kids, actual: Arts
46320, predicted: Kids, actual: Arts
46425, predicted: Business, actual: Arts
46510, predicted: Business, actual: Arts
46567, predicted: Arts, actual: News
46887, predicted: Health, actual: Arts
46930, predicted: Computers, actual: Business
47118, predicted: Society, actual: Business
48168, predicted: Shopping, actual: Business
48208, predicted: Reference, actual: Business
48223, predicted: Society, actual: Business
48252, predicted: Science, actual: Business
48267, predicted: Science, actual: Business
48282, predicted: News, actual: Business
48323, predicted: Computers, actual: Business
48330, predicted: Science, actual: Business
48368, predicted: Health, actual: Business
48440, predicted: Society, actual: Business
48445, predicted: Science, actual: Business
48506, predicted: Home, actual: Business
48507, predicted: Health, actual: Business
48532, predicted: Computers, actual: Business
48536, predicted: Business, actual: Society
48557, predicted: Shopping, actual: Business
48585, predicted: Science, actual: Business
48589, predicted: Adult, actual: Business
48657, predicted: Shopping, actual: Business
48664, predicted: Home, actual: Business
48717, predicted: Business, actual: Sports
48724, predicted: Kids, actual: Business
48753, predicted: Recreation, actual: Business
48772, predicted: Business, actual: Shopping
48789, predicted: Science, actual: Business
48792, predicted: Home, actual: Business
48851, predicted: Science, actual: Business
48871, predicted: Recreation, actual: Business
48877, predicted: Kids, actual: Business
48915, predicted: Health, actual: Business
48960, predicted: Home, actual: Business
49021, predicted: Home, actual: Business
49022, predicted: Health, actual: Business
49024, predicted: Home, actual: Business
49037, predicted: Recreation, actual: Business
49043, predicted: Home, actual: Business
49075, predicted: Business, actual: Shopping
49091, predicted: Recreation, actual: Business
49101, predicted: Recreation, actual: Business
49151, predicted: Recreation, actual: Business
49229, predicted: Reference, actual: Business
49230, predicted: Recreation, actual: Business
49253, predicted: Kids, actual: Business
49260, predicted: Home, actual: Business
49271, predicted: Science, actual: Business
49358, predicted: Health, actual: Business
49362, predicted: Health, actual: Business
49368, predicted: Health, actual: Business
49390, predicted: Adult, actual: Business
49408, predicted: Health, actual: Business
49435, predicted: Reference, actual: Business
49490, predicted: Science, actual: Business
49515, predicted: Health, actual: Business
49545, predicted: Home, actual: Business
51543, predicted: Shopping, actual: Business
51614, predicted: Society, actual: Business
51647, predicted: Computers, actual: Business
51665, predicted: Business, actual: Computers
51691, predicted: Computers, actual: Business
51694, predicted: Shopping, actual: Business
51699, predicted: Games, actual: Business
51743, predicted: Shopping, actual: Business
51828, predicted: Recreation, actual: Business
51829, predicted: Reference, actual: Science
51923, predicted: Computers, actual: Business
52147, predicted: Science, actual: Business
52280, predicted: Regional, actual: Business
52334, predicted: Recreation, actual: Business
52405, predicted: Science, actual: Business
52414, predicted: Computers, actual: Business
52457, predicted: Home, actual: Business
52514, predicted: Home, actual: Business
52534, predicted: Arts, actual: Business
52564, predicted: Recreation, actual: Business
52580, predicted: Shopping, actual: Business
52593, predicted: Adult, actual: Business
52650, predicted: Recreation, actual: Business
58230, predicted: Shopping, actual: Business
4053, predicted: Home, actual: Business
37132, predicted: Arts, actual: Business
37350, predicted: Science, actual: Business
37517, predicted: Home, actual: Business
37919, predicted: Science, actual: Business
38304, predicted: Recreation, actual: Business
38330, predicted: Recreation, actual: Business
38466, predicted: Health, actual: Business
38868, predicted: Reference, actual: Business
40260, predicted: Computers, actual: Business
40426, predicted: Computers, actual: Business
40472, predicted: Computers, actual: Business
40732, predicted: Games, actual: Business
40765, predicted: Reference, actual: Business
40792, predicted: Computers, actual: Business
41219, predicted: Computers, actual: Business
41250, predicted: Reference, actual: Business
41486, predicted: Business, actual: Recreation
41642, predicted: Recreation, actual: Business
41643, predicted: Reference, actual: Business
42022, predicted: Home, actual: Business
42036, predicted: Home, actual: Business
42195, predicted: Computers, actual: Business
42583, predicted: Kids, actual: Business
42707, predicted: Science, actual: Business
42760, predicted: Society, actual: Business
42811, predicted: Arts, actual: Business
42914, predicted: Computers, actual: Business
42998, predicted: Science, actual: Business
43122, predicted: Computers, actual: Business
43142, predicted: Health, actual: Business
43400, predicted: Recreation, actual: Business
43681, predicted: Arts, actual: Business
43692, predicted: Recreation, actual: Science
43780, predicted: Recreation, actual: Business
43935, predicted: Society, actual: Business
44033, predicted: Science, actual: Business
44037, predicted: Kids, actual: Business
44085, predicted: Science, actual: Business
44105, predicted: Business, actual: Science
44131, predicted: Arts, actual: Business
44136, predicted: Science, actual: Business
44138, predicted: Reference, actual: Business
44184, predicted: Science, actual: Business
44190, predicted: Reference, actual: Business
44209, predicted: Reference, actual: Business
44244, predicted: Recreation, actual: Business
44250, predicted: Recreation, actual: Business
44290, predicted: Business, actual: Regional
44297, predicted: Business, actual: Regional
44302, predicted: Business, actual: Kids
44315, predicted: Home, actual: Business
44318, predicted: Health, actual: Business
44327, predicted: News, actual: Business
44331, predicted: Business, actual: Home
44376, predicted: Health, actual: Business
44378, predicted: Computers, actual: Business
44399, predicted: Health, actual: Business
44401, predicted: Reference, actual: Business
44407, predicted: Business, actual: Science
44413, predicted: Business, actual: Science
44441, predicted: Science, actual: Business
44454, predicted: Health, actual: Business
44457, predicted: Health, actual: Business
44463, predicted: Sports, actual: Business
44487, predicted: Society, actual: Business
44496, predicted: Health, actual: Business
44499, predicted: Business, actual: Society
44539, predicted: Computers, actual: Business
44558, predicted: Arts, actual: Business
44561, predicted: Regional, actual: Business
44583, predicted: Recreation, actual: Business
44591, predicted: Recreation, actual: Business
44681, predicted: Shopping, actual: Business
44784, predicted: Recreation, actual: Business
44785, predicted: Arts, actual: Business
44807, predicted: Computers, actual: Business
44838, predicted: Business, actual: Home
44875, predicted: Health, actual: Business
45081, predicted: Computers, actual: Business
45237, predicted: Health, actual: Business
45351, predicted: Society, actual: Business
45362, predicted: Business, actual: Science
45389, predicted: Business, actual: Computers
45403, predicted: Recreation, actual: Business
45413, predicted: Games, actual: Business
45497, predicted: Science, actual: Business
45528, predicted: Arts, actual: Business
45595, predicted: Home, actual: Business
45668, predicted: Science, actual: Business
45680, predicted: Science, actual: Business
45758, predicted: Computers, actual: Business
45830, predicted: Society, actual: Business
45835, predicted: Computers, actual: Business
45836, predicted: Adult, actual: Business
45892, predicted: Recreation, actual: Business
45896, predicted: Arts, actual: Business
45902, predicted: Science, actual: Business
45935, predicted: Arts, actual: Business
45977, predicted: Arts, actual: Business
45987, predicted: Business, actual: Home
46007, predicted: Regional, actual: Business
46057, predicted: Business, actual: Society
46071, predicted: Business, actual: Regional
46073, predicted: News, actual: Business
46101, predicted: Arts, actual: Business
46172, predicted: Arts, actual: Business
46191, predicted: Recreation, actual: Business
46203, predicted: Arts, actual: Business
46217, predicted: Reference, actual: Business
46220, predicted: Games, actual: Business
46313, predicted: Reference, actual: Business
46319, predicted: Computers, actual: Business
46327, predicted: Arts, actual: Business
46352, predicted: Computers, actual: Business
46361, predicted: Science, actual: Business
46407, predicted: Science, actual: Business
46506, predicted: Computers, actual: Business
46507, predicted: Home, actual: Business
46549, predicted: Adult, actual: Business
46566, predicted: Science, actual: Business
46587, predicted: Business, actual: Recreation
46590, predicted: Shopping, actual: Recreation
46620, predicted: Shopping, actual: Recreation
46691, predicted: Society, actual: Recreation
46715, predicted: Regional, actual: Recreation
46745, predicted: Computers, actual: Business
46778, predicted: Society, actual: Business
46781, predicted: Health, actual: Business
46790, predicted: Home, actual: Business
46815, predicted: Computers, actual: Business
46894, predicted: Adult, actual: Business
46918, predicted: Recreation, actual: Business
46924, predicted: Home, actual: Business
46962, predicted: Reference, actual: Business
46964, predicted: News, actual: Business
46979, predicted: Regional, actual: Business
46988, predicted: Recreation, actual: Business
47035, predicted: Computers, actual: Business
47047, predicted: Science, actual: Business
47055, predicted: Business, actual: Science
47077, predicted: News, actual: Business
47093, predicted: Kids, actual: Business
47100, predicted: Health, actual: Business
47129, predicted: Shopping, actual: Business
47160, predicted: Recreation, actual: Business
47263, predicted: Science, actual: Business
47318, predicted: Arts, actual: Business
47319, predicted: Recreation, actual: Business
47367, predicted: Computers, actual: Business
47375, predicted: Arts, actual: Business
47385, predicted: Arts, actual: Business
47392, predicted: Health, actual: Business
47397, predicted: Society, actual: Business
47407, predicted: Arts, actual: Business
47420, predicted: Science, actual: Business
47446, predicted: Arts, actual: Business
47451, predicted: Business, actual: News
47474, predicted: Computers, actual: Business
47490, predicted: Kids, actual: Business
47502, predicted: Recreation, actual: Business
47506, predicted: Computers, actual: Business
47517, predicted: Health, actual: Business
47521, predicted: Shopping, actual: Business
47529, predicted: Recreation, actual: Business
47530, predicted: Shopping, actual: Business
47618, predicted: News, actual: Business
47664, predicted: Recreation, actual: Business
47686, predicted: Recreation, actual: Business
47743, predicted: Regional, actual: Business
47749, predicted: Health, actual: Business
47762, predicted: Reference, actual: Business
47780, predicted: Shopping, actual: Business
47784, predicted: Adult, actual: Business
47810, predicted: Computers, actual: Business
47825, predicted: Home, actual: Business
47861, predicted: Reference, actual: Business
47885, predicted: Computers, actual: Business
47906, predicted: Society, actual: Business
47916, predicted: Society, actual: Business
47963, predicted: Reference, actual: Business
48029, predicted: Society, actual: Business
48037, predicted: Sports, actual: Business
48050, predicted: Health, actual: Business
48057, predicted: Regional, actual: Business
48081, predicted: Regional, actual: Business
48108, predicted: Computers, actual: Business
48111, predicted: Computers, actual: Business
48128, predicted: Business, actual: Computers
48199, predicted: Computers, actual: Business
48246, predicted: Games, actual: Business
49773, predicted: Reference, actual: Business
52866, predicted: Computers, actual: Business
47459, predicted: Recreation, actual: Business
47549, predicted: Computers, actual: Business
49552, predicted: Computers, actual: Business
49559, predicted: Computers, actual: Business
49568, predicted: Recreation, actual: Business
49574, predicted: Shopping, actual: Business
49587, predicted: Recreation, actual: Business
49600, predicted: Computers, actual: Business
49619, predicted: Arts, actual: Business
49701, predicted: Shopping, actual: Business
49714, predicted: Recreation, actual: Business
49740, predicted: Computers, actual: Business
52669, predicted: Games, actual: Business
52683, predicted: Science, actual: Computers
52729, predicted: Science, actual: Computers
52749, predicted: Science, actual: Computers
52780, predicted: Health, actual: Computers
52789, predicted: Recreation, actual: Computers
52830, predicted: Reference, actual: Computers
52837, predicted: Science, actual: Computers
52846, predicted: Business, actual: Computers
45211, predicted: Business, actual: Computers
45276, predicted: Reference, actual: Computers
45409, predicted: Reference, actual: Computers
45541, predicted: Arts, actual: Computers
45627, predicted: Science, actual: Computers
45832, predicted: Games, actual: Computers
46041, predicted: Recreation, actual: Computers
46320, predicted: Science, actual: Computers
46425, predicted: Recreation, actual: Computers
46510, predicted: Games, actual: Computers
46887, predicted: Business, actual: Computers
48168, predicted: Science, actual: Computers
48223, predicted: Business, actual: Computers
48234, predicted: Home, actual: Computers
48252, predicted: Reference, actual: Computers
48267, predicted: Arts, actual: Computers
48282, predicted: Recreation, actual: Computers
48323, predicted: Science, actual: Computers
48330, predicted: Business, actual: Computers
48368, predicted: Reference, actual: Computers
48440, predicted: Business, actual: Computers
48445, predicted: Recreation, actual: Computers
48506, predicted: Business, actual: Computers
48507, predicted: Health, actual: Computers
48519, predicted: Science, actual: Computers
48522, predicted: Science, actual: Computers
48532, predicted: Recreation, actual: Computers
48536, predicted: Science, actual: Computers
48566, predicted: Recreation, actual: Computers
48585, predicted: Arts, actual: Computers
48589, predicted: Science, actual: Computers
48591, predicted: Science, actual: Computers
48597, predicted: Computers, actual: Science
48613, predicted: Reference, actual: Computers
48630, predicted: Business, actual: Computers
48657, predicted: Business, actual: Computers
48664, predicted: Business, actual: Computers
48717, predicted: Recreation, actual: Computers
48724, predicted: Business, actual: Computers
48731, predicted: Recreation, actual: Computers
48851, predicted: Reference, actual: Computers
48915, predicted: Business, actual: Computers
48960, predicted: Reference, actual: Computers
49006, predicted: Business, actual: Computers
49021, predicted: News, actual: Computers
49022, predicted: Business, actual: Computers
49024, predicted: Health, actual: Computers
49037, predicted: Business, actual: Computers
49043, predicted: Recreation, actual: Computers
49075, predicted: News, actual: Computers
49101, predicted: Health, actual: Computers
49229, predicted: Reference, actual: Computers
49230, predicted: News, actual: Computers
49253, predicted: Recreation, actual: Computers
49346, predicted: Shopping, actual: Computers
49362, predicted: Home, actual: Computers
49390, predicted: Business, actual: Computers
49408, predicted: News, actual: Computers
49435, predicted: Business, actual: Computers
49490, predicted: Science, actual: Computers
49515, predicted: Games, actual: Computers
49545, predicted: Science, actual: Computers
51543, predicted: Arts, actual: Computers
51555, predicted: Health, actual: Computers
51590, predicted: Science, actual: Computers
51614, predicted: Health, actual: Computers
51647, predicted: Business, actual: Computers
51691, predicted: Recreation, actual: Computers
51694, predicted: Business, actual: Computers
51699, predicted: Games, actual: Computers
51795, predicted: News, actual: Computers
51829, predicted: Arts, actual: Computers
51923, predicted: Recreation, actual: Computers
51947, predicted: Kids, actual: Computers
51959, predicted: Kids, actual: Computers
52060, predicted: Shopping, actual: Computers
52069, predicted: Recreation, actual: Computers
52125, predicted: Kids, actual: Computers
52147, predicted: Health, actual: Computers
52169, predicted: Recreation, actual: Computers
52250, predicted: Shopping, actual: Computers
52280, predicted: Recreation, actual: Computers
52334, predicted: Recreation, actual: Computers
52374, predicted: Arts, actual: Computers
52405, predicted: Kids, actual: Computers
52427, predicted: Business, actual: Computers
52449, predicted: Home, actual: Computers
52457, predicted: News, actual: Computers
52534, predicted: Business, actual: Computers
52564, predicted: Games, actual: Computers
52580, predicted: Recreation, actual: Computers
52593, predicted: Business, actual: Computers
52650, predicted: News, actual: Computers
58230, predicted: Recreation, actual: Computers
4053, predicted: Arts, actual: Computers
37132, predicted: Business, actual: Computers
37301, predicted: Science, actual: Computers
37350, predicted: Science, actual: Computers
37517, predicted: Business, actual: Computers
37919, predicted: Business, actual: Computers
37932, predicted: Computers, actual: Science
38254, predicted: Sports, actual: Computers
38304, predicted: Shopping, actual: Computers
38330, predicted: Reference, actual: Computers
38405, predicted: Home, actual: Computers
38436, predicted: Health, actual: Computers
38447, predicted: Business, actual: Health
38496, predicted: Business, actual: Computers
38803, predicted: Recreation, actual: Computers
38868, predicted: Kids, actual: Computers
39085, predicted: Recreation, actual: Computers
39604, predicted: Science, actual: Computers
39656, predicted: Arts, actual: Computers
39729, predicted: Business, actual: Computers
39869, predicted: Business, actual: Computers
40260, predicted: Regional, actual: Computers
40426, predicted: Games, actual: Computers
40429, predicted: Business, actual: Computers
40625, predicted: Business, actual: Computers
40724, predicted: Business, actual: Computers
40732, predicted: Business, actual: Computers
40784, predicted: Business, actual: Computers
40792, predicted: Business, actual: Computers
41219, predicted: Games, actual: Computers
41250, predicted: Recreation, actual: Computers
41486, predicted: Science, actual: Computers
41642, predicted: Science, actual: Computers
42036, predicted: Recreation, actual: Computers
42195, predicted: Home, actual: Computers
42657, predicted: Health, actual: Computers
42707, predicted: Science, actual: Computers
42760, predicted: Home, actual: Computers
42811, predicted: Recreation, actual: Computers
42869, predicted: Kids, actual: Computers
42914, predicted: Recreation, actual: Computers
42998, predicted: Business, actual: Computers
43122, predicted: Health, actual: Computers
43170, predicted: Arts, actual: Computers
43354, predicted: Society, actual: Computers
43400, predicted: Reference, actual: Computers
43412, predicted: Business, actual: Computers
43692, predicted: Arts, actual: Computers
43780, predicted: Business, actual: Computers
43901, predicted: Business, actual: Computers
43909, predicted: Shopping, actual: Computers
43935, predicted: Business, actual: Computers
44033, predicted: Science, actual: Computers
44037, predicted: Business, actual: Computers
44085, predicted: Reference, actual: Computers
44105, predicted: Home, actual: Computers
44136, predicted: Arts, actual: Computers
44144, predicted: Reference, actual: Computers
44146, predicted: Health, actual: Computers
44161, predicted: Science, actual: Computers
44175, predicted: Business, actual: Computers
44190, predicted: Kids, actual: Computers
44209, predicted: Business, actual: Computers
44244, predicted: Kids, actual: Computers
44250, predicted: Arts, actual: Computers
44273, predicted: Computers, actual: Science
44290, predicted: Business, actual: Computers
44297, predicted: Computers, actual: Science
44302, predicted: Business, actual: Computers
44315, predicted: Computers, actual: Science
44316, predicted: Business, actual: Computers
44327, predicted: Business, actual: Computers
44331, predicted: Science, actual: Computers
44339, predicted: Health, actual: Computers
44340, predicted: Kids, actual: Computers
44376, predicted: Business, actual: Computers
44378, predicted: Arts, actual: Computers
44401, predicted: Business, actual: Computers
44434, predicted: Recreation, actual: Computers
44455, predicted: Science, actual: Computers
44463, predicted: Recreation, actual: Computers
44487, predicted: Business, actual: Computers
44496, predicted: Computers, actual: Regional
44499, predicted: Arts, actual: Computers
44539, predicted: Health, actual: Computers
44553, predicted: News, actual: Computers
44556, predicted: Business, actual: Computers
44558, predicted: Science, actual: Computers
44583, predicted: Business, actual: Computers
44591, predicted: Reference, actual: Computers
44598, predicted: Business, actual: Computers
44632, predicted: Science, actual: Computers
44639, predicted: Arts, actual: Computers
44725, predicted: Health, actual: Computers
44784, predicted: Business, actual: Computers
44789, predicted: Business, actual: Computers
44807, predicted: Home, actual: Computers
44835, predicted: Games, actual: Computers
44875, predicted: Reference, actual: Computers
44934, predicted: Recreation, actual: Computers
44990, predicted: Games, actual: Computers
45081, predicted: Business, actual: Computers
45148, predicted: Home, actual: Computers
45181, predicted: Science, actual: Computers
45219, predicted: Recreation, actual: Computers
45237, predicted: Business, actual: Computers
45250, predicted: Kids, actual: Computers
45351, predicted: Adult, actual: Computers
45497, predicted: Games, actual: Computers
45548, predicted: Games, actual: Computers
45559, predicted: Recreation, actual: Computers
45595, predicted: Business, actual: Computers
45605, predicted: Games, actual: Computers
45647, predicted: Kids, actual: Computers
45668, predicted: Recreation, actual: Computers
45830, predicted: Computers, actual: Games
45835, predicted: Computers, actual: Games
45884, predicted: Recreation, actual: Games
45892, predicted: Recreation, actual: Games
45977, predicted: Computers, actual: Games
45998, predicted: Health, actual: Games
46073, predicted: Arts, actual: Games
46100, predicted: Arts, actual: Games
46127, predicted: Shopping, actual: Games
46171, predicted: Business, actual: Games
46191, predicted: Computers, actual: Games
46217, predicted: Shopping, actual: Games
46300, predicted: Computers, actual: Games
46313, predicted: Recreation, actual: Games
46319, predicted: Games, actual: Business
46352, predicted: Health, actual: Computers
46358, predicted: Science, actual: Computers
46361, predicted: Kids, actual: Games
46376, predicted: Computers, actual: News
46407, predicted: Business, actual: News
46419, predicted: Arts, actual: News
46423, predicted: Business, actual: News
46439, predicted: Science, actual: News
46451, predicted: Recreation, actual: News
46462, predicted: Recreation, actual: News
46463, predicted: Recreation, actual: News
46506, predicted: Business, actual: Recreation
46544, predicted: Computers, actual: Recreation
46549, predicted: Kids, actual: Games
46566, predicted: Sports, actual: Games
46640, predicted: Business, actual: Games
46684, predicted: Recreation, actual: Games
46715, predicted: Adult, actual: Games
46725, predicted: Regional, actual: Games
46745, predicted: Health, actual: Games
46754, predicted: Health, actual: Games
46774, predicted: Computers, actual: Games
46778, predicted: Science, actual: Games
46790, predicted: Games, actual: Society
46796, predicted: Arts, actual: Games
46839, predicted: Arts, actual: Games
46894, predicted: Kids, actual: Games
46898, predicted: Health, actual: Games
46911, predicted: Recreation, actual: Games
46918, predicted: Computers, actual: Games
46924, predicted: Computers, actual: Games
46934, predicted: Sports, actual: Games
46962, predicted: Science, actual: Games
47093, predicted: Science, actual: Games
47129, predicted: Health, actual: Games
47213, predicted: Shopping, actual: Games
47223, predicted: Home, actual: Games
47367, predicted: Kids, actual: Games
47397, predicted: Health, actual: Games
47420, predicted: Kids, actual: Games
47435, predicted: Arts, actual: Games
47451, predicted: Arts, actual: Games
47474, predicted: Computers, actual: Games
47476, predicted: Kids, actual: Games
47502, predicted: Recreation, actual: Games
47506, predicted: Computers, actual: Games
47507, predicted: Arts, actual: Games
47521, predicted: Recreation, actual: Games
47529, predicted: Computers, actual: Games
47559, predicted: Shopping, actual: Games
47592, predicted: Recreation, actual: Games
47618, predicted: Computers, actual: Games
47636, predicted: Recreation, actual: Games
47678, predicted: Recreation, actual: Games
47686, predicted: Recreation, actual: Games
47722, predicted: Sports, actual: Games
47731, predicted: Kids, actual: Games
47749, predicted: Home, actual: Games
47770, predicted: Business, actual: Games
47780, predicted: Arts, actual: Games
47784, predicted: Recreation, actual: Games
47786, predicted: Computers, actual: Games
47810, predicted: Computers, actual: Games
47818, predicted: Arts, actual: Games
47825, predicted: Business, actual: Games
47885, predicted: Business, actual: Games
47890, predicted: Recreation, actual: Games
47893, predicted: Arts, actual: Health
47914, predicted: Kids, actual: Health
47916, predicted: Reference, actual: Health
47963, predicted: Recreation, actual: Health
47984, predicted: Recreation, actual: Health
48029, predicted: Shopping, actual: Health
48120, predicted: Arts, actual: Health
48128, predicted: Arts, actual: Health
48199, predicted: Science, actual: Health
48246, predicted: Recreation, actual: Health
48248, predicted: Arts, actual: Health
47293, predicted: Business, actual: Health
47311, predicted: Science, actual: Health
49564, predicted: Business, actual: Health
49568, predicted: Games, actual: Health
49697, predicted: Computers, actual: Health
