ref id,Predicted,Actual
44778,['Health', 'Society', 'Business', 'Science'],['Society']
3455,['Business', 'Society', 'Shopping', 'Arts'],['Business']
36269,['Reference', 'Sports', 'Society', 'Shopping'],['Sports']
21586,['Arts', 'Science', 'Business', 'Sports'],['Arts']
23400,['Shopping', 'Sports', 'Games', 'Computers'],['Sports']
15230,['Arts', 'Shopping', 'Society', 'Reference'],['Arts']
5306,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
2347,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
42500,['Arts', 'Recreation', 'Sports', 'Reference'],['Recreation']
10253,['Arts', 'Science', 'Recreation', 'Computers'],['Arts']
5331,['Recreation', 'Computers', 'Business', 'Sports'],['Recreation']
40155,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
8887,['Shopping', 'Society', 'Recreation', 'Arts'],['Shopping']
12652,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
28504,['Shopping', 'Sports', 'Health', 'Recreation'],['Shopping']
42883,['Sports', 'Games', 'Shopping', 'Society'],['Sports']
39949,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
17287,['Society', 'Sports', 'Arts', 'Recreation'],['Business']
2828,['Health', 'Recreation', 'Sports', 'Science'],['Recreation']
53331,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
43153,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
48509,['Shopping', 'Recreation', 'Arts', 'Sports'],['Shopping']
15234,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
24231,['Business', 'Sports', 'Shopping', 'Computers'],['Business']
39879,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
12823,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
14430,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
34531,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
34359,['Computers', 'Business', 'Science', 'Health'],['Computers']
57668,['Arts', 'Sports', 'Shopping', 'Science'],['Recreation']
39846,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
52131,['Shopping', 'Sports', 'Business', 'Computers'],['Shopping']
17483,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
25264,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
51648,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
25481,['Recreation', 'Science', 'Games', 'Computers'],['Recreation']
24463,['Shopping', 'Recreation', 'Games', 'Business'],['Shopping']
52208,['Sports', 'Society', 'Arts', 'Recreation'],['Sports']
29955,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
8449,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
25116,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
41187,['Computers', 'Science', 'Recreation', 'Games'],['Computers']
51022,['Recreation', 'Science', 'Reference', 'Health'],['Arts']
31335,['Recreation', 'Arts', 'Sports', 'Society'],['Recreation']
34143,['Society', 'Arts', 'Sports', 'Shopping'],['Shopping']
45916,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
55454,['Recreation', 'Business', 'Reference', 'Computers'],['Recreation']
45908,['Shopping', 'Business', 'Society', 'Games'],['Shopping']
42251,['Shopping', 'Business', 'Sports', 'Science'],['Shopping']
38054,['Recreation', 'Games', 'Computers', 'Sports'],['Recreation']
46875,['Computers', 'Business', 'Sports', 'Society'],['Business']
25394,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
42407,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
17267,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
22545,['Recreation', 'Arts', 'Society', 'Reference'],['Recreation']
51583,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39038,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
15590,['Computers', 'Games', 'Reference', 'Arts'],['Computers']
9963,['Society', 'Computers', 'Business', 'Sports'],['Shopping']
6819,['Sports', 'Society', 'Shopping', 'Business'],['Shopping']
57295,['Sports', 'Shopping', 'Computers', 'Science'],['Shopping']
46141,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
26385,['Recreation', 'Computers', 'Science', 'Reference'],['Computers']
3253,['Recreation', 'Games', 'Arts', 'Health'],['Recreation']
36479,['Recreation', 'Society', 'Arts', 'Science'],['Recreation']
9377,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
35663,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
23443,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
29912,['Society', 'Sports', 'Recreation', 'Computers'],['Recreation']
35216,['Shopping', 'Reference', 'Computers', 'Sports'],['Shopping']
31503,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
34447,['Business', 'Health', 'Sports', 'Society'],['Business']
7413,['Shopping', 'Business', 'Reference', 'Health'],['Shopping']
25756,['Shopping', 'Sports', 'Recreation', 'Business'],['Shopping']
46916,['Business', 'Shopping', 'Arts', 'Sports'],['Shopping']
1661,['Sports', 'Shopping', 'Recreation', 'Computers'],['Shopping']
57664,['Recreation', 'Games', 'Arts', 'Adult'],['Recreation']
57177,['Arts', 'Recreation', 'Computers', 'Science'],['Arts']
12982,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5885,['Sports', 'Society', 'Shopping', 'Games'],['Shopping']
43590,['Recreation', 'Arts', 'Reference', 'Computers'],['Recreation']
57048,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
14724,['Shopping', 'Recreation', 'Business', 'Sports'],['Business']
30664,['Recreation', 'Games', 'Computers', 'Shopping'],['Computers']
24951,['Games', 'Science', 'Reference', 'Health'],['Recreation']
50015,['Games', 'Science', 'Reference', 'Computers'],['Computers']
7460,['Business', 'Recreation', 'Health', 'Society'],['Computers']
4701,['Computers', 'Business', 'Health', 'Arts'],['Computers']
30463,['Recreation', 'Sports', 'Science', 'Arts'],['Recreation', 'Shopping']
11869,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
29623,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
30398,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
27256,['Shopping', 'Arts', 'Computers', 'Business'],['Shopping']
51057,['Computers', 'Recreation', 'Health', 'Sports'],['Computers']
27222,['Recreation', 'Sports', 'Games', 'Computers'],['Recreation', 'Society']
31869,['Business', 'Society', 'Shopping', 'Science'],['Business']
12784,['Society', 'Business', 'Shopping', 'Recreation'],['Business']
40370,['Business', 'Society', 'Recreation', 'Games'],['Business']
28150,['Sports', 'Computers', 'Arts', 'Society'],['Sports']
24966,['Recreation', 'Shopping', 'Games', 'Reference'],['Recreation']
40996,['Business', 'Computers', 'Arts', 'Sports'],['Arts']
38746,['Business', 'Sports', 'Science', 'Computers'],['Business']
15752,['Shopping', 'Computers', 'Arts', 'Sports'],['Shopping']
48884,['Business', 'Society', 'Sports', 'Recreation'],['Business']
46420,['Computers', 'Business', 'Sports', 'Society'],['Business']
17050,['Shopping', 'Business', 'Sports', 'Recreation'],['Business']
42119,['Society', 'Sports', 'Shopping', 'Computers'],['Arts']
2872,['Sports', 'Society', 'Shopping', 'Science'],['Shopping']
45364,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
40794,['Shopping', 'Computers', 'Sports', 'Business'],['Shopping']
41634,['Games', 'Business', 'Recreation', 'Computers'],['Computers']
38891,['Business', 'Reference', 'Recreation', 'Science'],['Recreation']
53547,['Science', 'Computers', 'Arts', 'Reference'],['Computers']
17992,['Shopping', 'Games', 'Society', 'Science'],['Shopping']
7820,['Games', 'Arts', 'Reference', 'Sports'],['Arts']
11584,['Recreation', 'Society', 'Sports', 'Shopping'],['Shopping']
23320,['Recreation', 'Business', 'Reference', 'Games'],['Computers']
51697,['Business', 'Shopping', 'Sports', 'Games'],['Business']
39748,['Recreation', 'Games', 'Computers', 'Health'],['Recreation']
38077,['Sports', 'Society', 'Shopping', 'Reference'],['Sports']
43155,['Reference', 'Games', 'Computers', 'Science'],['Computers']
54326,['Business', 'Shopping', 'Arts', 'Sports'],['Business']
49868,['Shopping', 'Recreation', 'Health', 'Computers'],['Shopping']
2253,['Shopping', 'Society', 'Science', 'Computers'],['Shopping']
37497,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
41014,['Computers', 'Arts', 'Business', 'Science'],['Arts']
39206,['Shopping', 'Recreation', 'Business', 'Sports'],['Shopping']
14497,['Recreation', 'Arts', 'Reference', 'Health'],['Recreation', 'Society']
53999,['Business', 'Shopping', 'Reference', 'Health'],['Shopping']
52216,['Shopping', 'Society', 'Computers', 'Sports'],['Shopping']
38607,['Shopping', 'Sports', 'Arts', 'Health'],['Business']
4437,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
59039,['Recreation', 'Adult', 'Shopping', 'Health'],['Arts']
4300,['Recreation', 'Computers', 'Arts', 'Science'],['Arts']
9228,['Computers', 'Science', 'Shopping', 'Games'],['Computers']
10723,['Recreation', 'Business', 'Health', 'Arts'],['Recreation']
36274,['Computers', 'Business', 'Recreation', 'Health'],['Computers']
7006,['Business', 'Sports', 'Shopping', 'Computers'],['Business']
27228,['Business', 'Computers', 'Recreation', 'Shopping'],['Computers']
43872,['Society', 'Shopping', 'Business', 'Sports'],['Shopping']
13765,['Health', 'Business', 'Society', 'Reference'],['Recreation']
7095,['Shopping', 'Business', 'Sports', 'Society'],['Business']
35579,['Shopping', 'Science', 'Health', 'Sports'],['Shopping']
2206,['Sports', 'Society', 'Shopping', 'Health'],['Sports']
3417,['Society', 'Business', 'Shopping', 'Science'],['Business']
50566,['Business', 'Society', 'Health', 'Computers'],['Business']
3270,['Arts', 'Sports', 'Society', 'Computers'],['Society']
49019,['Recreation', 'Business', 'Science', 'Arts'],['Recreation']
13203,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
54303,['Recreation', 'Shopping', 'Arts', 'Sports'],['Recreation']
33546,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
9372,['Business', 'Society', 'Shopping', 'Reference'],['Business']
20263,['Business', 'Health', 'Computers', 'Society'],['Business']
40625,['Recreation', 'Business', 'Health', 'Computers'],['Recreation']
53263,['Science', 'Reference', 'Computers', 'Business'],['Computers']
47588,['Science', 'Reference', 'Recreation', 'Business'],['Recreation']
32238,['Business', 'Sports', 'Society', 'Shopping'],['Business']
11084,['Computers', 'Science', 'Business', 'Shopping'],['Computers']
50142,['Health', 'Computers', 'Business', 'Science'],['Arts']
46113,['Business', 'Society', 'Sports', 'Shopping'],['Business']
42566,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
47449,['Sports', 'Society', 'Shopping', 'Science'],['Adult']
10477,['Health', 'Society', 'Science', 'Reference'],['Arts']
58926,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
23505,['Sports', 'Arts', 'Science', 'Society'],['Sports']
5284,['Business', 'Health', 'Shopping', 'Science'],['Arts']
5776,['Arts', 'Shopping', 'Society', 'Health'],['Sports']
51414,['Business', 'Shopping', 'Society', 'Sports'],['Shopping']
39426,['Society', 'Arts', 'Sports', 'Reference'],['Sports']
21653,['Sports', 'Computers', 'Games', 'Society'],['Sports']
23899,['Computers', 'Science', 'Recreation', 'Adult'],['Computers']
2752,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
5658,['Arts', 'Recreation', 'Sports', 'Society'],['Arts']
43163,['Recreation', 'Arts', 'Science', 'Sports'],['Arts']
20319,['Computers', 'Society', 'Shopping', 'Games'],['Shopping']
44870,['Recreation', 'Society', 'Reference', 'Health'],['Arts']
42011,['Health', 'Business', 'Reference', 'Recreation'],['Recreation']
24264,['Society', 'Shopping', 'Computers', 'Recreation'],['Business']
21718,['Business', 'Sports', 'Society', 'Shopping'],['Business']
37551,['Recreation', 'Games', 'Business', 'Society'],['Recreation']
26051,['Arts', 'Adult', 'Recreation', 'Science'],['Arts']
57681,['Shopping', 'Business', 'Sports', 'Recreation'],['Business']
10840,['Recreation', 'Business', 'Arts', 'Sports'],['Arts']
26118,['Arts', 'Adult', 'Society', 'Reference'],['Arts']
15535,['Recreation', 'Arts', 'Health', 'Games'],['Arts']
53867,['Science', 'Recreation', 'Reference', 'Health'],['Arts']
53614,['Business', 'Sports', 'Society', 'Science'],['Business']
38679,['Computers', 'Recreation', 'Business', 'Sports'],['Computers']
15451,['Shopping', 'Games', 'Society', 'Science'],['Games']
526,['Recreation', 'Science', 'Health', 'Sports'],['Recreation']
2367,['Computers', 'Business', 'Science', 'Sports'],['Computers']
53541,['Reference', 'Science', 'Shopping', 'Recreation'],['Computers']
45373,['Society', 'Shopping', 'Reference', 'Business'],['Shopping']
34354,['Health', 'Society', 'Business', 'Sports'],['Business']
42488,['Shopping', 'Recreation', 'Sports', 'Science'],['Business']
3353,['Business', 'Games', 'Arts', 'Science'],['Recreation']
40280,['Sports', 'Recreation', 'Games', 'Society'],['Games']
34677,['Health', 'Arts', 'Sports', 'Shopping'],['Business']
17611,['Health', 'Sports', 'Shopping', 'Arts'],['Health']
22635,['Computers', 'Business', 'Society', 'Sports'],['Business']
33733,['Computers', 'Business', 'Recreation', 'Sports'],['Computers']
12814,['Arts', 'Health', 'Shopping', 'Computers'],['Shopping']
4466,['Business', 'Computers', 'Sports', 'Society'],['Business']
10790,['Recreation', 'Arts', 'Society', 'Games'],['Arts']
37261,['Sports', 'Recreation', 'Society', 'Science'],['Reference']
45528,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
49742,['Sports', 'Shopping', 'Business', 'Reference'],['Sports']
52870,['Business', 'Health', 'Shopping', 'Computers'],['Business']
27093,['Computers', 'Science', 'Business', 'Sports'],['Computers']
35833,['Health', 'Recreation', 'Computers', 'Shopping'],['Shopping']
14116,['Business', 'Society', 'Sports', 'Shopping'],['Shopping']
32415,['Recreation', 'Arts', 'Business', 'Sports'],['Recreation']
7452,['Sports', 'Society', 'Business', 'Shopping'],['Business']
3451,['Arts', 'Health', 'Science', 'Reference'],['Arts']
28590,['Business', 'Society', 'Sports', 'Health'],['Business']
17214,['Business', 'Computers', 'Health', 'Games'],['Computers']
32897,['Recreation', 'Business', 'Games', 'Adult'],['Recreation']
25470,['Science', 'Arts', 'Reference', 'Business'],['Arts']
28124,['Science', 'Recreation', 'Business', 'Reference'],['Recreation']
42079,['Health', 'Reference', 'Recreation', 'Games'],['Recreation']
1857,['Arts', 'Shopping', 'Reference', 'Sports'],['Arts']
1412,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
94,['Shopping', 'Arts', 'Business', 'Sports'],['Shopping']
11532,['Shopping', 'Business', 'Arts', 'Health'],['Shopping']
41650,['Society', 'Business', 'Shopping', 'Recreation'],['Sports']
9432,['Health', 'Recreation', 'Computers', 'Business'],['Recreation']
12040,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
39225,['Shopping', 'Society', 'Recreation', 'Sports'],['Shopping']
4910,['Shopping', 'Computers', 'Science', 'Health'],['Business']
29279,['Business', 'Reference', 'Arts', 'Shopping'],['Computers']
4679,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
45041,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
30856,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
22568,['Computers', 'Shopping', 'Business', 'Science'],['Computers']
50748,['Shopping', 'Sports', 'Games', 'Society'],['Sports']
41313,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
49234,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
9396,['Health', 'Recreation', 'Business', 'Shopping'],['Recreation']
55130,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
25960,['Business', 'Computers', 'Science', 'Sports'],['Business']
24472,['Business', 'Computers', 'Arts', 'Sports'],['Computers']
44569,['Computers', 'Business', 'Society', 'Sports'],['Computers']
43197,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
7425,['Shopping', 'Business', 'Sports', 'Games'],['Shopping']
34899,['Business', 'Society', 'Recreation', 'Computers'],['Business']
17981,['Sports', 'Shopping', 'Computers', 'Business'],['Shopping']
52943,['Business', 'Sports', 'Society', 'Shopping'],['Computers']
47082,['Arts', 'Recreation', 'Society', 'Computers'],['Recreation']
3177,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
27778,['Computers', 'Business', 'Society', 'Games'],['Business']
9653,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
8783,['Business', 'Society', 'Reference', 'Health'],['Business']
33465,['Business', 'Society', 'Recreation', 'Games'],['Business']
2605,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
29861,['Arts', 'Science', 'Adult', 'Recreation'],['Arts']
23946,['Business', 'Society', 'Recreation', 'Sports'],['Computers']
46093,['Computers', 'Business', 'Science', 'Reference'],['Computers']
40288,['Computers', 'Business', 'Science', 'Health'],['Computers']
26596,['Health', 'Computers', 'Arts', 'Shopping'],['Recreation']
14249,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
14253,['Recreation', 'Society', 'Shopping', 'Health'],['Recreation']
37471,['Adult', 'Recreation', 'Reference', 'Business'],['Recreation']
32929,['Shopping', 'Recreation', 'Health', 'Games'],['Shopping']
35497,['Shopping', 'Arts', 'Society', 'Sports'],['Shopping']
45241,['Arts', 'Reference', 'Recreation', 'Sports'],['Arts']
45547,['Arts', 'Reference', 'Recreation', 'Business'],['Arts']
42222,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
24416,['Arts', 'Recreation', 'Computers', 'Adult'],['Arts']
17394,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
13710,['Computers', 'Business', 'Science', 'Health'],['Business']
35423,['Shopping', 'Society', 'Business', 'Health'],['Shopping']
43910,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
27878,['Shopping', 'Business', 'Science', 'Reference'],['Computers']
35018,['Arts', 'Reference', 'Recreation', 'Sports'],['Arts']
40074,['Shopping', 'Sports', 'Health', 'Computers'],['Business']
51108,['Arts', 'Business', 'Sports', 'Shopping'],['Business']
11975,['Games', 'Health', 'Adult', 'Sports'],['Computers']
9234,['Arts', 'Recreation', 'Health', 'Sports'],['Arts']
34717,['Science', 'Recreation', 'Computers', 'Business'],['Recreation']
40763,['Computers', 'Recreation', 'Science', 'Health'],['Computers']
38233,['Health', 'Business', 'Recreation', 'Sports'],['Arts']
5968,['Science', 'Computers', 'Society', 'Recreation'],['Computers']
28668,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
41205,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
9610,['Shopping', 'Computers', 'Business', 'Science'],['Shopping']
17059,['Business', 'Shopping', 'Health', 'Computers'],['Business']
23974,['Business', 'Shopping', 'Science', 'Sports'],['Business']
32953,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
22747,['Computers', 'Reference', 'Recreation', 'Arts'],['Computers']
47495,['Business', 'Computers', 'Reference', 'Health'],['Computers']
13603,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
20652,['Recreation', 'Health', 'Computers', 'Sports'],['Recreation']
52654,['Society', 'Sports', 'Shopping', 'Science'],['Business']
33993,['Shopping', 'Society', 'Games', 'Arts'],['Business']
6345,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
15886,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
17765,['Computers', 'Shopping', 'Recreation', 'Business'],['Computers']
29240,['Business', 'Sports', 'Society', 'Shopping'],['Business']
654,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
58916,['Arts', 'Health', 'Sports', 'Society'],['Arts']
27224,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
6811,['Business', 'Computers', 'Sports', 'Society'],['Business']
54940,['Arts', 'Society', 'Sports', 'Science'],['Recreation']
10238,['Shopping', 'Computers', 'Sports', 'Society'],['Business']
25530,['Shopping', 'Society', 'Health', 'Games'],['Sports']
41678,['Shopping', 'Business', 'Society', 'Recreation'],['Business']
24554,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
16699,['Sports', 'Health', 'Shopping', 'Recreation'],['Sports']
49368,['Sports', 'Shopping', 'Games', 'Society'],['Sports']
54738,['Shopping', 'Games', 'Society', 'Arts'],['Shopping']
40835,['Computers', 'Arts', 'Science', 'Recreation'],['Recreation']
49254,['Shopping', 'Business', 'Computers', 'Sports'],['Business']
25469,['Shopping', 'Computers', 'Recreation', 'Games'],['Computers']
43104,['Sports', 'Games', 'Shopping', 'Computers'],['Sports']
54965,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
55360,['Shopping', 'Sports', 'Health', 'Science'],['Shopping']
27774,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
27572,['Arts', 'Computers', 'Business', 'Reference'],['Computers']
5471,['Recreation', 'Science', 'Games', 'Computers'],['Recreation']
37004,['Sports', 'Society', 'Shopping', 'Computers'],['Sports']
41928,['Sports', 'Shopping', 'Games', 'Computers'],['Sports']
32871,['Reference', 'Computers', 'Recreation', 'Health'],['Computers']
41088,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
14406,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
40190,['Business', 'Recreation', 'Computers', 'Society'],['Computers']
53855,['Computers', 'Business', 'Games', 'Science'],['Computers']
4658,['Sports', 'Shopping', 'Arts', 'Society'],['Shopping']
36008,['Recreation', 'Games', 'Reference', 'Sports'],['Recreation']
24195,['Sports', 'Society', 'Adult', 'Shopping'],['Sports']
33531,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
57588,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
15179,['Business', 'Sports', 'Society', 'Shopping'],['Business']
15879,['Shopping', 'Business', 'Sports', 'Science'],['Sports']
23330,['Games', 'Sports', 'Recreation', 'Arts'],['Computers']
47597,['Games', 'Arts', 'Recreation', 'Sports'],['Recreation']
33984,['Health', 'Recreation', 'Business', 'Computers'],['Recreation']
58559,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
37652,['Business', 'Health', 'Society', 'Shopping'],['Business']
43868,['Computers', 'Games', 'Recreation', 'Sports'],['Computers']
55098,['Society', 'Sports', 'Health', 'Arts'],['Sports']
52580,['Business', 'Sports', 'Science', 'Health'],['Business']
31185,['Shopping', 'Science', 'Health', 'Computers'],['Shopping']
55443,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
2501,['Recreation', 'Business', 'Society', 'Science'],['Recreation']
10293,['Business', 'Health', 'Recreation', 'Computers'],['Business']
51551,['Business', 'Computers', 'Shopping', 'Sports'],['Business']
12269,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
10732,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
13513,['Shopping', 'Sports', 'Business', 'Society'],['Shopping']
31033,['Recreation', 'Business', 'Arts', 'Adult'],['Recreation']
33375,['Computers', 'Society', 'Shopping', 'Health'],['Computers']
34688,['Shopping', 'Computers', 'Society', 'Business'],['Sports']
8653,['Computers', 'Recreation', 'Health', 'Games'],['Computers']
24201,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
5192,['Business', 'Shopping', 'Health', 'Games'],['Business']
52893,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
17130,['Recreation', 'Shopping', 'Arts', 'Sports'],['Shopping']
42710,['Computers', 'Sports', 'Business', 'Reference'],['Sports']
25785,['Recreation', 'Arts', 'Computers', 'Science'],['Arts']
30435,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38375,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
42065,['Recreation', 'Computers', 'Science', 'Health'],['Recreation']
38158,['Sports', 'Computers', 'Business', 'Society'],['Business']
40262,['Computers', 'Recreation', 'Health', 'Business'],['Computers']
14074,['Computers', 'Business', 'Science', 'Recreation'],['Shopping', 'Arts']
41556,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
50160,['Recreation', 'Business', 'Reference', 'Health'],['Recreation']
15660,['Business', 'Sports', 'Society', 'Shopping'],['Business']
55277,['Business', 'Sports', 'Society', 'Health'],['Business']
23315,['Business', 'Science', 'Shopping', 'Health'],['Business']
57395,['Shopping', 'Computers', 'Business', 'Sports'],['Shopping']
35701,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
53322,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
13968,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
45355,['Recreation', 'Health', 'Arts', 'Business'],['Arts']
31667,['Computers', 'Science', 'Business', 'Arts'],['Computers']
26153,['Computers', 'Recreation', 'Adult', 'Shopping'],['Computers']
41920,['Business', 'Sports', 'Society', 'Reference'],['Recreation']
30324,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
38855,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
14624,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
35059,['Business', 'Society', 'Health', 'Sports'],['Business']
9316,['Shopping', 'Computers', 'Sports', 'Society'],['Shopping']
33250,['Computers', 'Science', 'Recreation', 'Arts'],['Computers']
50922,['Computers', 'Reference', 'Recreation', 'Health'],['Computers']
53671,['Sports', 'Business', 'Arts', 'Shopping'],['Sports']
29753,['Business', 'Shopping', 'Sports', 'Recreation'],['Business']
32766,['Recreation', 'Reference', 'Business', 'Health'],['Computers']
2142,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
23686,['Business', 'Recreation', 'Shopping', 'Sports'],['Computers']
7881,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
51518,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
51384,['Sports', 'Society', 'Business', 'Shopping'],['Business']
32687,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
28787,['Sports', 'Health', 'Society', 'Shopping'],['Sports']
52490,['Society', 'Business', 'Shopping', 'Recreation'],['Shopping']
3575,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
28029,['Shopping', 'Business', 'Recreation', 'Sports'],['Shopping']
49591,['Shopping', 'Recreation', 'Business', 'Sports'],['Shopping']
25438,['Shopping', 'Computers', 'Business', 'Sports'],['Shopping']
25831,['Computers', 'Business', 'Society', 'Science'],['Computers']
7781,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
11444,['Computers', 'Recreation', 'Shopping', 'Science'],['Computers']
47595,['Sports', 'Society', 'Shopping', 'Computers'],['Shopping']
48004,['Business', 'Society', 'Computers', 'Science'],['Business']
28726,['Games', 'Reference', 'Computers', 'Arts'],['Computers']
50266,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
13801,['Science', 'Business', 'Adult', 'Sports'],['Recreation']
9035,['Recreation', 'Sports', 'Reference', 'Health'],['Recreation']
12885,['Shopping', 'Business', 'Recreation', 'Sports'],['Shopping']
39249,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
42020,['Shopping', 'Business', 'Society', 'Computers'],['Business']
50613,['Games', 'Recreation', 'Business', 'Science'],['Recreation']
14211,['Computers', 'Shopping', 'Games', 'Business'],['Business']
50845,['Recreation', 'Arts', 'Science', 'Reference'],['Recreation']
11942,['Arts', 'Computers', 'Sports', 'Society'],['Arts']
8686,['Recreation', 'Games', 'Arts', 'Sports'],['Computers']
51733,['Computers', 'Arts', 'Science', 'Recreation'],['Computers']
4065,['Business', 'Society', 'Sports', 'Recreation'],['Sports']
17458,['Shopping', 'Computers', 'Business', 'Sports'],['Business']
6571,['Recreation', 'Games', 'Arts', 'Shopping'],['Computers']
16193,['Business', 'Computers', 'Society', 'Shopping'],['Business']
17514,['Recreation', 'Reference', 'Games', 'Sports'],['Recreation']
33141,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
50616,['Arts', 'Business', 'Games', 'Sports'],['Arts']
57593,['Business', 'Recreation', 'Arts', 'Sports'],['Business']
52663,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
24547,['Shopping', 'Business', 'Society', 'Science'],['Business']
18297,['Arts', 'Reference', 'Recreation', 'Adult'],['Arts']
10702,['Business', 'Society', 'Recreation', 'Reference'],['Arts']
