ref id,Predicted,Actual
44778,['Society', 'Business', 'Health', 'Arts'],['Society']
43746,['Shopping', 'Business', 'Recreation', 'Arts'],['Business']
10456,['Business', 'Shopping', 'Society', 'Science'],['Business']
20511,['Recreation', 'Arts', 'Society', 'Shopping'],['Arts']
11308,['Business', 'Shopping', 'Society', 'Computers'],['Sports']
55242,['Recreation', 'Arts', 'Reference', 'Science'],['Recreation']
7574,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
10474,['Society', 'Recreation', 'Sports', 'Arts'],['Shopping']
36821,['Shopping', 'Society', 'Business', 'Health'],['Shopping']
33163,['Computers', 'Business', 'Arts', 'Science'],['Computers']
31986,['Sports', 'Games', 'Business', 'Shopping'],['Sports']
47754,['Games', 'Recreation', 'Arts', 'Business'],['Arts']
39012,['Sports', 'Business', 'Games', 'Recreation'],['Sports']
7028,['Arts', 'Games', 'Recreation', 'Computers'],['Arts']
16133,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
40623,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
39126,['Sports', 'Shopping', 'Business', 'Recreation'],['Shopping']
5486,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
34234,['Science', 'Recreation', 'Games', 'Arts'],['Arts']
55190,['Computers', 'Games', 'Shopping', 'Business'],['Computers']
8181,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
13090,['Computers', 'Business', 'Recreation', 'Games'],['Computers']
27555,['Shopping', 'Business', 'Adult', 'Arts'],['Shopping']
46660,['Business', 'Shopping', 'Society', 'Science'],['Business']
13918,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
38915,['Recreation', 'Games', 'Health', 'Arts'],['Recreation']
47936,['Shopping', 'Arts', 'Business', 'Society'],['Shopping']
2150,['Health', 'Society', 'Arts', 'Recreation'],['Business']
30501,['Recreation', 'Arts', 'Business', 'Games'],['Recreation']
51660,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
13803,['Shopping', 'Business', 'Computers', 'Sports'],['Shopping']
38193,['Computers', 'Business', 'Recreation', 'Health'],['Computers']
48180,['Arts', 'Shopping', 'Business', 'Recreation'],['Shopping']
13045,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
58598,['Business', 'Computers', 'Science', 'Shopping'],['Computers']
30687,['Sports', 'Recreation', 'Arts', 'Business'],['Sports']
36437,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
38301,['Business', 'Shopping', 'Society', 'Health'],['Business']
37783,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
28482,['Computers', 'Business', 'Arts', 'Recreation'],['Computers']
27533,['Health', 'Computers', 'Business', 'Arts'],['Computers']
36722,['Recreation', 'Arts', 'Business', 'Shopping'],['Recreation']
35047,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
42042,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
29437,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
53937,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
6748,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
36451,['Recreation', 'Arts', 'Business', 'Games'],['Games', 'Arts']
13946,['Business', 'Computers', 'Science', 'Shopping'],['Computers']
47292,['Computers', 'Shopping', 'Arts', 'Business'],['Computers']
2382,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
16455,['Shopping', 'Adult', 'Business', 'Society'],['Shopping']
32548,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
52840,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
1318,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
8931,['Shopping', 'Business', 'Adult', 'Computers'],['Shopping']
10758,['Computers', 'Business', 'Shopping', 'Society'],['Sports']
16160,['Shopping', 'Business', 'Arts', 'Games'],['Shopping']
28554,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
8314,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
47274,['Shopping', 'Computers', 'Business', 'Arts'],['Shopping']
24377,['Computers', 'Arts', 'Reference', 'Business'],['Computers']
11188,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
48654,['Games', 'Sports', 'Computers', 'Shopping'],['Shopping']
25724,['Computers', 'Recreation', 'Games', 'Society'],['Computers']
22655,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
41702,['Shopping', 'Recreation', 'Business', 'Science'],['Recreation']
37264,['Arts', 'Shopping', 'Business', 'Computers'],['Shopping']
810,['Shopping', 'Business', 'Society', 'Computers'],['Sports']
39017,['Shopping', 'Arts', 'Computers', 'Business'],['Arts']
17368,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
22706,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
46873,['Health', 'Shopping', 'Business', 'Society'],['Shopping']
47171,['Shopping', 'Business', 'Computers', 'Society'],['Sports']
46806,['Business', 'Society', 'Shopping', 'Computers'],['Business']
14559,['Computers', 'Business', 'Recreation', 'Science'],['Recreation']
459,['Business', 'Computers', 'Arts', 'Recreation'],['Computers']
43009,['Business', 'Health', 'Shopping', 'Society'],['Business']
49262,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
51266,['Computers', 'Business', 'Games', 'Shopping'],['Computers']
40347,['Business', 'Society', 'Shopping', 'Health'],['Business']
16676,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
27873,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
45946,['Shopping', 'Arts', 'Business', 'Society'],['Shopping']
16337,['Business', 'Society', 'Shopping', 'Reference'],['Business']
5651,['Shopping', 'Arts', 'Business', 'Society'],['Shopping']
32589,['Society', 'Shopping', 'Business', 'Computers'],['Shopping']
58034,['Business', 'Society', 'Computers', 'Shopping'],['Business']
29285,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
58906,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
51793,['Arts', 'Shopping', 'Business', 'Recreation'],['Arts']
24790,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
5058,['Arts', 'Shopping', 'Reference', 'Society'],['Arts']
50036,['Recreation', 'Computers', 'Arts', 'Games'],['Recreation']
6470,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
37746,['Arts', 'Computers', 'Recreation', 'Business'],['Arts']
57713,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
34433,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
37679,['Business', 'Shopping', 'Society', 'Computers'],['Shopping']
20299,['Shopping', 'Arts', 'Adult', 'Recreation'],['Arts']
3173,['Shopping', 'Recreation', 'Business', 'Arts'],['Recreation']
36562,['Recreation', 'Computers', 'Business', 'Science'],['Computers']
37141,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
40594,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
55174,['Society', 'Business', 'Shopping', 'Arts'],['Shopping']
38345,['Computers', 'Recreation', 'Business', 'Arts'],['Computers']
47085,['Business', 'Recreation', 'Computers', 'Shopping'],['Recreation']
12888,['Arts', 'Business', 'Recreation', 'Games'],['Recreation']
27943,['Recreation', 'Science', 'Business', 'Reference'],['Recreation']
23687,['Computers', 'Arts', 'Games', 'Business'],['Computers']
34035,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
24662,['Shopping', 'Business', 'Society', 'Computers'],['Computers']
58008,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
32412,['Business', 'Sports', 'Computers', 'Shopping'],['Sports']
43131,['Recreation', 'Business', 'Computers', 'Shopping'],['Recreation']
20237,['Arts', 'Recreation', 'Business', 'Society'],['Arts']
4514,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
40873,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
55412,['Shopping', 'Society', 'Science', 'Recreation'],['Shopping']
47385,['Recreation', 'Business', 'Society', 'Sports'],['Recreation', 'Shopping']
57862,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
17383,['Computers', 'Recreation', 'Business', 'Arts'],['Computers']
45494,['Recreation', 'Arts', 'Health', 'Computers'],['Recreation']
14273,['Recreation', 'Business', 'Computers', 'Arts'],['Recreation']
52551,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
5421,['Business', 'Recreation', 'Computers', 'Arts'],['Arts']
46208,['Arts', 'Adult', 'Shopping', 'Recreation'],['Arts']
17295,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
43195,['Shopping', 'Business', 'Society', 'Computers'],['Science', 'Business']
39538,['Computers', 'Business', 'Arts', 'Shopping'],['Shopping']
49829,['Computers', 'Business', 'Reference', 'Society'],['Computers']
6064,['Business', 'Computers', 'Recreation', 'Society'],['Business']
55420,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
27593,['Sports', 'Shopping', 'Business', 'Society'],['Sports']
33998,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
6208,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
15391,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
33773,['Computers', 'Business', 'Arts', 'Society'],['Computers']
35542,['Computers', 'Business', 'Reference', 'Society'],['Computers']
21484,['Computers', 'Business', 'Science', 'Society'],['Computers']
27625,['Recreation', 'Computers', 'Games', 'Arts'],['Recreation']
43514,['Business', 'Arts', 'Recreation', 'Health'],['Recreation']
34627,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
50270,['Business', 'Shopping', 'Computers', 'Reference'],['Business']
54637,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
57648,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
31292,['Arts', 'Science', 'Computers', 'Society'],['Arts', 'Society']
40438,['Business', 'Shopping', 'Recreation', 'Sports'],['Recreation']
35150,['Business', 'Shopping', 'Computers', 'Science'],['Business']
17557,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
31650,['Recreation', 'Computers', 'Games', 'Sports'],['Recreation']
23174,['Recreation', 'Arts', 'Adult', 'Computers'],['Recreation']
28069,['Business', 'Shopping', 'Health', 'Society'],['Business']
48815,['Business', 'Society', 'Arts', 'Recreation'],['Shopping']
23932,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
29485,['Computers', 'Recreation', 'Business', 'Reference'],['Computers']
42050,['Recreation', 'Arts', 'Business', 'Computers'],['Arts']
15627,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
42385,['Shopping', 'Business', 'Health', 'Computers'],['Business']
9212,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
41269,['Recreation', 'Arts', 'Reference', 'Games'],['Arts']
151,['Computers', 'Games', 'Recreation', 'Business'],['Computers']
53943,['Recreation', 'Sports', 'Health', 'Arts'],['Recreation', 'Society']
17643,['Sports', 'Shopping', 'Health', 'Business'],['Business']
52854,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
32715,['Arts', 'Business', 'Recreation', 'Society'],['Arts']
51044,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
19253,['Arts', 'Recreation', 'Business', 'Health'],['Arts']
52374,['Recreation', 'Business', 'Arts', 'Reference'],['Recreation']
8589,['Games', 'Business', 'Sports', 'Society'],['Sports']
59036,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
36122,['Computers', 'Science', 'Business', 'Arts'],['Computers']
39924,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
26489,['Recreation', 'Business', 'Arts', 'Games'],['Recreation']
7918,['Sports', 'Society', 'Business', 'Arts'],['Sports']
26419,['Business', 'Computers', 'Shopping', 'Science'],['Business']
14717,['Arts', 'Health', 'Recreation', 'Reference'],['Arts']
49785,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
47081,['Reference', 'Science', 'Computers', 'Arts'],['Computers']
58955,['Computers', 'Arts', 'Business', 'Science'],['Computers']
17340,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
23412,['Recreation', 'Business', 'Arts', 'Games'],['Recreation']
4824,['Business', 'Society', 'Computers', 'Recreation'],['Sports']
23329,['Business', 'Computers', 'Society', 'Shopping'],['Business']
39343,['Sports', 'Shopping', 'Business', 'Games'],['Sports']
43337,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
29543,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
4007,['Sports', 'Arts', 'Business', 'Society'],['Sports']
9038,['Shopping', 'Recreation', 'Business', 'Computers'],['Recreation']
50948,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
7568,['Business', 'Society', 'Shopping', 'Arts'],['Business']
12418,['Shopping', 'Business', 'Sports', 'Recreation'],['Shopping']
34714,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
52728,['Computers', 'Recreation', 'Business', 'Reference'],['Computers']
39175,['Recreation', 'Business', 'Shopping', 'Arts'],['Recreation']
9460,['Sports', 'Arts', 'Shopping', 'Business'],['Sports']
3265,['Sports', 'Business', 'Arts', 'Shopping'],['Sports']
23136,['Computers', 'Recreation', 'Arts', 'Business'],['Computers']
46248,['Recreation', 'Business', 'Arts', 'Adult'],['Recreation']
37696,['Shopping', 'Health', 'Society', 'Business'],['Shopping']
11581,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
25293,['Computers', 'Business', 'Recreation', 'Society'],['Computers']
49841,['Sports', 'Shopping', 'Arts', 'Business'],['Sports']
32824,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
17270,['Shopping', 'Business', 'Society', 'Games'],['Shopping']
19732,['Computers', 'Business', 'Arts', 'Science'],['Computers']
51098,['Recreation', 'Business', 'Arts', 'Games'],['Recreation']
55493,['Arts', 'Reference', 'Science', 'Health'],['Arts']
49321,['Business', 'Arts', 'Shopping', 'Computers'],['Shopping']
30357,['Computers', 'Business', 'Society', 'Science'],['Computers']
1650,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
50979,['Arts', 'Recreation', 'Reference', 'Computers'],['Arts']
37361,['Sports', 'Shopping', 'Business', 'Games'],['Sports']
3455,['Business', 'Shopping', 'Society', 'Sports'],['Business']
36269,['Shopping', 'Business', 'Society', 'Computers'],['Sports']
21586,['Arts', 'Recreation', 'Computers', 'Business'],['Arts']
23400,['Sports', 'Shopping', 'Business', 'Recreation'],['Sports']
15230,['Arts', 'Society', 'Reference', 'Shopping'],['Arts']
5306,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
2347,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
42500,['Recreation', 'Shopping', 'Business', 'Society'],['Recreation']
10253,['Arts', 'Recreation', 'Reference', 'Science'],['Arts']
5331,['Recreation', 'Arts', 'Business', 'Shopping'],['Recreation']
40155,['Sports', 'Business', 'Recreation', 'Shopping'],['Sports']
8887,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
12652,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
28504,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
42883,['Sports', 'Games', 'Shopping', 'Arts'],['Sports']
39949,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
17287,['Shopping', 'Business', 'Health', 'Arts'],['Business']
2828,['Recreation', 'Business', 'Arts', 'Shopping'],['Recreation']
53331,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
43153,['Computers', 'Reference', 'Society', 'Science'],['Computers']
48509,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
15234,['Sports', 'Arts', 'Business', 'Society'],['Sports']
24231,['Business', 'Shopping', 'Sports', 'Recreation'],['Business']
39879,['Arts', 'Business', 'Computers', 'Recreation'],['Arts']
12823,['Business', 'Shopping', 'Computers', 'Society'],['Sports']
14430,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
34531,['Business', 'Shopping', 'Arts', 'Computers'],['Shopping']
34359,['Computers', 'Science', 'Business', 'Society'],['Computers']
57668,['Computers', 'Recreation', 'Games', 'Business'],['Recreation']
39846,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
52131,['Shopping', 'Recreation', 'Business', 'Computers'],['Shopping']
17483,['Sports', 'Shopping', 'Arts', 'Business'],['Sports']
25264,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
51648,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
25481,['Recreation', 'Adult', 'Business', 'Games'],['Recreation']
24463,['Business', 'Shopping', 'Science', 'Recreation'],['Shopping']
52208,['Recreation', 'Sports', 'Shopping', 'Business'],['Sports']
29955,['Recreation', 'Sports', 'Shopping', 'Business'],['Sports']
8449,['Sports', 'Business', 'Games', 'Shopping'],['Sports']
25116,['Shopping', 'Business', 'Society', 'Recreation'],['Sports']
41187,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
51022,['Arts', 'Adult', 'Recreation', 'Games'],['Arts']
31335,['Recreation', 'Arts', 'Business', 'Health'],['Recreation']
34143,['Recreation', 'Society', 'Shopping', 'Sports'],['Shopping']
45916,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
55454,['Business', 'Recreation', 'Health', 'Arts'],['Recreation']
45908,['Business', 'Shopping', 'Computers', 'Society'],['Shopping']
42251,['Computers', 'Shopping', 'Business', 'Society'],['Shopping']
38054,['Recreation', 'Games', 'Business', 'Arts'],['Recreation']
46875,['Computers', 'Business', 'Shopping', 'Society'],['Business']
25394,['Arts', 'Business', 'Computers', 'Adult'],['Arts']
42407,['Shopping', 'Sports', 'Business', 'Recreation'],['Sports']
17267,['Sports', 'Shopping', 'Business', 'Arts'],['Sports']
22545,['Recreation', 'Arts', 'Games', 'Adult'],['Recreation']
51583,['Sports', 'Shopping', 'Recreation', 'Health'],['Sports']
39038,['Arts', 'Adult', 'Sports', 'Business'],['Arts']
15590,['Computers', 'Science', 'Games', 'Recreation'],['Computers']
9963,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
6819,['Shopping', 'Business', 'Sports', 'Arts'],['Shopping']
57295,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
46141,['Arts', 'Adult', 'Sports', 'Business'],['Arts']
26385,['Recreation', 'Computers', 'Business', 'Science'],['Computers']
3253,['Recreation', 'Business', 'Adult', 'Games'],['Recreation']
36479,['Recreation', 'Shopping', 'Business', 'Society'],['Recreation']
9377,['Shopping', 'Arts', 'Business', 'Computers'],['Shopping']
35663,['Arts', 'Adult', 'Sports', 'Business'],['Arts']
23443,['Arts', 'Computers', 'Business', 'Adult'],['Arts']
29912,['Recreation', 'Business', 'Shopping', 'Sports'],['Recreation']
35216,['Shopping', 'Arts', 'Computers', 'Business'],['Shopping']
31503,['Shopping', 'Business', 'Computers', 'Society'],['Sports']
34447,['Business', 'Society', 'Reference', 'Computers'],['Business']
7413,['Shopping', 'Arts', 'Business', 'Science'],['Shopping']
25756,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
46916,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
1661,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
57664,['Recreation', 'Business', 'Arts', 'Computers'],['Recreation']
57177,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
12982,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
5885,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
43590,['Recreation', 'Arts', 'Games', 'Science'],['Recreation']
57048,['Arts', 'Adult', 'Sports', 'Business'],['Arts']
14724,['Shopping', 'Recreation', 'Business', 'Health'],['Business']
30664,['Computers', 'Recreation', 'Business', 'Society'],['Computers']
24951,['Recreation', 'Business', 'Adult', 'Games'],['Recreation']
50015,['Games', 'Computers', 'Business', 'Arts'],['Computers']
7460,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
4701,['Computers', 'Business', 'Science', 'Health'],['Computers']
30463,['Recreation', 'Sports', 'Shopping', 'Business'],['Recreation', 'Shopping']
11869,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
29623,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
30398,['Games', 'Sports', 'Shopping', 'Business'],['Sports']
27256,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
51057,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
27222,['Business', 'Recreation', 'Science', 'Society'],['Recreation', 'Society']
31869,['Business', 'Computers', 'Society', 'Shopping'],['Business']
12784,['Business', 'Shopping', 'Reference', 'Recreation'],['Business']
40370,['Business', 'Science', 'Computers', 'Shopping'],['Business']
28150,['Computers', 'Business', 'Shopping', 'Games'],['Sports']
24966,['Recreation', 'Business', 'Computers', 'Reference'],['Recreation']
40996,['Business', 'Computers', 'Arts', 'Recreation'],['Arts']
38746,['Business', 'Computers', 'Science', 'Shopping'],['Business']
15752,['Shopping', 'Arts', 'Business', 'Society'],['Shopping']
48884,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
46420,['Business', 'Science', 'Computers', 'Shopping'],['Business']
17050,['Business', 'Computers', 'Shopping', 'Society'],['Business']
42119,['Computers', 'Shopping', 'Sports', 'Society'],['Arts']
2872,['Health', 'Computers', 'Sports', 'Society'],['Shopping']
45364,['Science', 'Business', 'Shopping', 'Recreation'],['Shopping']
40794,['Business', 'Shopping', 'Society', 'Computers'],['Shopping']
41634,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
38891,['Recreation', 'Business', 'Society', 'Science'],['Recreation']
53547,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
17992,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
7820,['Arts', 'Computers', 'Games', 'Recreation'],['Arts']
11584,['Society', 'Shopping', 'Arts', 'Recreation'],['Shopping']
23320,['Science', 'Business', 'Computers', 'Recreation'],['Computers']
51697,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
39748,['Health', 'Recreation', 'Business', 'Society'],['Recreation']
38077,['Society', 'Sports', 'Business', 'Arts'],['Sports']
43155,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
54326,['Business', 'Shopping', 'Society', 'Computers'],['Business']
49868,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
2253,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
37497,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
41014,['Business', 'Computers', 'Science', 'Recreation'],['Arts']
39206,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
14497,['Business', 'Recreation', 'Computers', 'Science'],['Recreation', 'Society']
53999,['Business', 'Shopping', 'Computers', 'Society'],['Shopping']
52216,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
38607,['Shopping', 'Sports', 'Business', 'Recreation'],['Business']
4437,['Society', 'Business', 'Computers', 'Shopping'],['Sports']
59039,['Arts', 'Recreation', 'Adult', 'Society'],['Arts']
4300,['Arts', 'Games', 'Recreation', 'Business'],['Arts']
9228,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
10723,['Recreation', 'Arts', 'Business', 'Society'],['Recreation']
36274,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
7006,['Business', 'Computers', 'Shopping', 'Society'],['Business']
27228,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
43872,['Business', 'Shopping', 'Society', 'Arts'],['Shopping']
13765,['Health', 'Business', 'Recreation', 'Computers'],['Recreation']
7095,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
35579,['Computers', 'Shopping', 'Business', 'Society'],['Shopping']
2206,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
3417,['Business', 'Computers', 'Shopping', 'Society'],['Business']
50566,['Business', 'Computers', 'Society', 'Shopping'],['Business']
3270,['Society', 'Arts', 'Business', 'Recreation'],['Society']
49019,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
13203,['Sports', 'Society', 'Arts', 'Business'],['Sports']
54303,['Recreation', 'Arts', 'Business', 'Games'],['Recreation']
33546,['Shopping', 'Arts', 'Health', 'Business'],['Shopping']
9372,['Business', 'Computers', 'Shopping', 'Society'],['Business']
20263,['Health', 'Society', 'Business', 'Science'],['Business']
40625,['Recreation', 'Business', 'Arts', 'Science'],['Recreation']
53263,['Science', 'Health', 'Business', 'Computers'],['Computers']
47588,['Recreation', 'Arts', 'Business', 'Science'],['Recreation']
32238,['Business', 'Computers', 'Society', 'Reference'],['Business']
11084,['Science', 'Business', 'Computers', 'Recreation'],['Computers']
50142,['Health', 'Business', 'Computers', 'Recreation'],['Arts']
46113,['Business', 'Health', 'Society', 'Computers'],['Business']
42566,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
47449,['Shopping', 'Business', 'Society', 'Recreation'],['Adult']
10477,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
58926,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
23505,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
5284,['Computers', 'Business', 'Arts', 'Recreation'],['Arts']
5776,['Arts', 'Sports', 'Shopping', 'Society'],['Sports']
51414,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
39426,['Society', 'Arts', 'Business', 'Shopping'],['Sports']
21653,['Sports', 'Society', 'Arts', 'Business'],['Sports']
23899,['Computers', 'Business', 'Recreation', 'Games'],['Computers']
2752,['Sports', 'Shopping', 'Society', 'Business'],['Sports']
5658,['Recreation', 'Arts', 'Computers', 'Games'],['Arts']
43163,['Recreation', 'Arts', 'Computers', 'Reference'],['Arts']
20319,['Computers', 'Shopping', 'Society', 'Business'],['Shopping']
44870,['Arts', 'Reference', 'Business', 'Recreation'],['Arts']
42011,['Society', 'Business', 'Shopping', 'Health'],['Recreation']
24264,['Business', 'Shopping', 'Society', 'Computers'],['Business']
21718,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
37551,['Recreation', 'Arts', 'Business', 'Health'],['Recreation']
26051,['Sports', 'Business', 'Shopping', 'Games'],['Arts']
57681,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
10840,['Computers', 'Business', 'Arts', 'Science'],['Arts']
26118,['Arts', 'Recreation', 'Computers', 'Games'],['Arts']
15535,['Games', 'Reference', 'Recreation', 'Computers'],['Arts']
53867,['Recreation', 'Health', 'Arts', 'Business'],['Arts']
53614,['Society', 'Business', 'Reference', 'Health'],['Business']
38679,['Computers', 'Business', 'Arts', 'Society'],['Computers']
15451,['Shopping', 'Business', 'Games', 'Computers'],['Games']
526,['Recreation', 'Science', 'Business', 'Arts'],['Recreation']
2367,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
53541,['Health', 'Business', 'Computers', 'Society'],['Computers']
45373,['Shopping', 'Society', 'Arts', 'Business'],['Shopping']
34354,['Business', 'Computers', 'Society', 'Reference'],['Business']
42488,['Computers', 'Business', 'Society', 'Science'],['Business']
3353,['Recreation', 'Business', 'Arts', 'Computers'],['Recreation']
40280,['Shopping', 'Business', 'Arts', 'Society'],['Games']
34677,['Business', 'Society', 'Reference', 'Health'],['Business']
17611,['Health', 'Arts', 'Shopping', 'Business'],['Health']
22635,['Society', 'Business', 'Health', 'Computers'],['Business']
33733,['Computers', 'Business', 'Recreation', 'Shopping'],['Computers']
12814,['Arts', 'Shopping', 'Society', 'Business'],['Shopping']
4466,['Business', 'Computers', 'Reference', 'Science'],['Business']
10790,['Arts', 'Recreation', 'Science', 'Computers'],['Arts']
37261,['Shopping', 'Business', 'Society', 'Recreation'],['Reference']
45528,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
49742,['Sports', 'Recreation', 'Computers', 'Arts'],['Sports']
52870,['Business', 'Shopping', 'Society', 'Computers'],['Business']
27093,['Business', 'Computers', 'Recreation', 'Health'],['Computers']
35833,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
14116,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
32415,['Recreation', 'Business', 'Arts', 'Adult'],['Recreation']
7452,['Business', 'Society', 'Shopping', 'Computers'],['Business']
3451,['Health', 'Computers', 'Recreation', 'Science'],['Arts']
