ref id,Predicted,Actual
57141,['Sports', 'Society', 'Business', 'Health'],['Adult']
23580,['Recreation', 'Games', 'Adult', 'Society'],['Business']
25304,['Business', 'Shopping', 'Society', 'Recreation'],['Shopping']
6813,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
48513,['Computers', 'Recreation', 'Arts', 'Science'],['Computers']
20727,['Computers', 'Society', 'Shopping', 'Arts'],['Shopping']
43184,['Shopping', 'Computers', 'Society', 'Business'],['Shopping']
50742,['Recreation', 'Reference', 'Games', 'Arts'],['Recreation']
51598,['Shopping', 'Arts', 'Sports', 'Games'],['Shopping']
3248,['Business', 'Arts', 'Recreation', 'Adult'],['Recreation']
10492,['Arts', 'Recreation', 'Business', 'Sports'],['Arts']
57757,['Sports', 'Shopping', 'Health', 'Society'],['Sports']
2117,['Adult', 'Computers', 'Games', 'Arts'],['Arts']
28911,['Business', 'Sports', 'Recreation', 'Games'],['Sports']
24816,['Sports', 'Society', 'Recreation', 'Health'],['Sports']
37406,['Science', 'Recreation', 'Arts', 'Sports'],['Computers']
36900,['Society', 'Business', 'Arts', 'Health'],['Arts']
54298,['Recreation', 'Health', 'Computers', 'Shopping'],['Recreation']
36928,['Shopping', 'Arts', 'Society', 'Health'],['Sports']
26378,['Games', 'Society', 'Shopping', 'Science'],['Computers']
32797,['Arts', 'Computers', 'Recreation', 'Society'],['Arts']
34596,['Recreation', 'Games', 'Reference', 'Health'],['Recreation']
7842,['Arts', 'Computers', 'Society', 'Adult'],['Shopping']
25819,['Shopping', 'Health', 'Computers', 'Business'],['Recreation']
41112,['Sports', 'Shopping', 'Business', 'Science'],['Shopping']
42387,['Adult', 'Arts', 'Shopping', 'Sports'],['Shopping']
53573,['Arts', 'Sports', 'Society', 'Recreation'],['Business']
4376,['Business', 'Computers', 'Shopping', 'Science'],['Computers']
21913,['Recreation', 'Science', 'Health', 'Arts'],['Recreation']
24729,['Sports', 'Recreation', 'Business', 'Games'],['Arts']
34457,['Sports', 'Recreation', 'Arts', 'Business'],['Arts']
27159,['Computers', 'Arts', 'Games', 'Science'],['Computers']
16872,['Sports', 'Arts', 'Adult', 'Society'],['Sports']
20258,['Sports', 'Arts', 'Society', 'Business'],['Recreation']
16714,['Business', 'Recreation', 'Sports', 'Society'],['Recreation', 'Business']
3597,['Recreation', 'Games', 'Adult', 'Society'],['Arts']
12489,['Society', 'Business', 'Arts', 'Sports'],['Computers']
28356,['Arts', 'Adult', 'Society', 'Recreation'],['Sports']
37691,['Society', 'Business', 'Sports', 'Shopping'],['Sports']
6322,['Arts', 'Computers', 'Shopping', 'Science'],['Computers']
8353,['Society', 'Sports', 'Shopping', 'Business'],['Recreation']
22013,['Sports', 'Computers', 'Society', 'Shopping'],['Sports']
53756,['Recreation', 'Arts', 'Games', 'Computers'],['Arts']
28569,['Shopping', 'Computers', 'Business', 'Arts'],['Shopping']
6460,['Recreation', 'Sports', 'Health', 'Computers'],['Sports']
5710,['Computers', 'Games', 'Adult', 'Society'],['Business']
12380,['Sports', 'Shopping', 'Games', 'Recreation'],['Shopping']
2552,['Business', 'Arts', 'Sports', 'Society'],['Business']
22646,['Shopping', 'Society', 'Arts', 'Sports'],['Shopping']
32740,['Recreation', 'Computers', 'Society', 'Shopping'],['Arts']
49417,['Games', 'Arts', 'Science', 'Computers'],['Recreation']
58764,['Business', 'Shopping', 'Sports', 'Recreation'],['Shopping']
22062,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
2022,['Shopping', 'Computers', 'Business', 'Sports'],['Business']
46366,['Business', 'Shopping', 'Games', 'Computers'],['Business']
53428,['Business', 'Recreation', 'Sports', 'Shopping'],['Shopping']
13251,['Shopping', 'Computers', 'Business', 'Sports'],['Shopping']
53153,['Computers', 'Health', 'Arts', 'Recreation'],['Recreation']
30492,['Recreation', 'Health', 'Reference', 'Games'],['Recreation']
5631,['Shopping', 'Business', 'Society', 'Health'],['Shopping']
25253,['Sports', 'Health', 'Reference', 'Recreation'],['Sports']
24038,['Health', 'Society', 'Computers', 'Business'],['Computers']
58556,['Sports', 'Society', 'Reference', 'Computers'],['Business']
52618,['Sports', 'Computers', 'Society', 'Shopping'],['Computers']
54425,['Recreation', 'Arts', 'Games', 'Computers'],['Computers']
31229,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
24023,['Shopping', 'Health', 'Computers', 'Society'],['Shopping']
12508,['Shopping', 'Computers', 'Arts', 'Recreation'],['Shopping']
43216,['Sports', 'Shopping', 'Recreation', 'Computers'],['Recreation']
47690,['Recreation', 'Business', 'Arts', 'Science'],['Arts']
38011,['Business', 'Shopping', 'Recreation', 'Sports'],['Shopping']
23668,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
22125,['Arts', 'Recreation', 'Games', 'Computers'],['Computers']
32215,['Society', 'Sports', 'Recreation', 'Games'],['Sports']
10301,['Shopping', 'Computers', 'Reference', 'Health'],['Shopping']
58720,['Business', 'Recreation', 'Health', 'Computers'],['Business']
16251,['Recreation', 'Arts', 'Sports', 'Shopping'],['Business']
8396,['Business', 'Shopping', 'Health', 'Computers'],['Business']
29554,['Computers', 'Adult', 'Science', 'Reference'],['Computers']
8219,['Sports', 'Recreation', 'Health', 'Business'],['Sports']
11069,['Computers', 'Science', 'Arts', 'Society'],['Computers']
21675,['Business', 'Society', 'Health', 'Computers'],['Business']
9501,['Arts', 'Society', 'Computers', 'Recreation'],['Arts']
12625,['Society', 'Arts', 'Sports', 'Shopping'],['Sports']
1577,['Business', 'Computers', 'Sports', 'Society'],['Business']
7978,['Arts', 'Recreation', 'Games', 'Business'],['Arts']
25047,['Shopping', 'Health', 'Society', 'Arts'],['Shopping']
48291,['Recreation', 'Science', 'Health', 'Computers'],['Recreation']
12741,['Recreation', 'Arts', 'Reference', 'Society'],['Arts']
5775,['Society', 'Reference', 'Health', 'Arts'],['Sports']
28114,['Business', 'Shopping', 'Sports', 'Games'],['Business']
44854,['Business', 'Shopping', 'Sports', 'Society'],['Business']
35271,['Shopping', 'Business', 'Sports', 'Computers'],['Shopping']
43491,['Shopping', 'Society', 'Sports', 'Recreation'],['Shopping']
42893,['Arts', 'Sports', 'Recreation', 'Games'],['Arts']
9817,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
43696,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
8275,['Recreation', 'Reference', 'Arts', 'Games'],['Arts']
57764,['Business', 'Sports', 'Shopping', 'Arts'],['Shopping']
41483,['Arts', 'Shopping', 'Recreation', 'Society'],['Arts']
53094,['Arts', 'Science', 'Sports', 'Health'],['Business']
23766,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
41678,['Sports', 'Society', 'Science', 'Reference'],['Shopping']
23585,['Computers', 'Business', 'Recreation', 'Arts'],['Shopping']
40644,['Shopping', 'Society', 'Recreation', 'Health'],['Shopping']
35262,['Sports', 'Business', 'Arts', 'Health'],['Shopping']
54440,['Recreation', 'Adult', 'Arts', 'Sports'],['Shopping']
41710,['Business', 'Recreation', 'Games', 'Computers'],['Business']
44791,['Business', 'Society', 'Health', 'Science'],['Computers']
34424,['Society', 'Shopping', 'Business', 'Sports'],['Shopping']
42873,['Shopping', 'Society', 'Reference', 'Sports'],['Shopping']
52653,['Business', 'Health', 'Computers', 'Sports'],['Computers']
29833,['Sports', 'Arts', 'Shopping', 'Health'],['Recreation']
28958,['Society', 'Games', 'Sports', 'Science'],['Shopping']
39797,['Arts', 'Recreation', 'Health', 'Science'],['Arts']
2700,['Arts', 'Recreation', 'Health', 'Society'],['Arts']
38426,['Arts', 'Shopping', 'Health', 'Computers'],['Arts']
21494,['Games', 'Adult', 'Health', 'Business'],['Computers']
42244,['Sports', 'Shopping', 'Recreation', 'Business'],['Computers']
27201,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
12873,['Business', 'Sports', 'Society', 'Recreation'],['Business']
52919,['Shopping', 'Society', 'Arts', 'Sports'],['Shopping']
43990,['Recreation', 'Computers', 'Arts', 'Health'],['Arts']
51705,['Business', 'Computers', 'Society', 'Science'],['Shopping']
33385,['Arts', 'Society', 'Health', 'Computers'],['Shopping']
45602,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
49360,['Business', 'Society', 'Shopping', 'Recreation'],['Shopping']
57956,['Arts', 'Recreation', 'Computers', 'Business'],['Business']
15530,['Business', 'Shopping', 'Sports', 'Society'],['Business']
13587,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
31058,['Shopping', 'Recreation', 'Computers', 'Business'],['Recreation']
49663,['Computers', 'Arts', 'Shopping', 'Business'],['Shopping']
17098,['Recreation', 'Health', 'Arts', 'Adult'],['Recreation']
54060,['Recreation', 'Health', 'Shopping', 'Reference'],['Shopping']
16594,['Recreation', 'Business', 'Adult', 'Shopping'],['Recreation']
6800,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
31461,['Shopping', 'Society', 'Recreation', 'Science'],['Shopping']
34370,['Computers', 'Science', 'Health', 'Reference'],['Computers']
49919,['Arts', 'Business', 'Shopping', 'Science'],['Recreation']
32648,['Computers', 'Recreation', 'Science', 'Reference'],['Computers']
46462,['Sports', 'Recreation', 'Health', 'Computers'],['Recreation']
10596,['Recreation', 'Science', 'Sports', 'Health'],['Recreation']
57667,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
6951,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
54985,['Science', 'Computers', 'Reference', 'Recreation'],['Computers']
10006,['Recreation', 'Games', 'Computers', 'Reference'],['Arts']
53020,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33996,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
47712,['Shopping', 'Society', 'Sports', 'Reference'],['Shopping']
23212,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
37001,['Business', 'Sports', 'Shopping', 'Arts'],['Shopping']
15699,['Society', 'Recreation', 'Sports', 'Computers'],['Shopping']
15784,['Business', 'Recreation', 'Sports', 'Shopping'],['Sports']
17202,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
45587,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
31805,['Business', 'Sports', 'Society', 'Arts'],['Shopping']
4962,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
58707,['Arts', 'Business', 'Recreation', 'Computers'],['Recreation']
28860,['Shopping', 'Sports', 'Games', 'Business'],['Shopping']
38289,['Sports', 'Shopping', 'Arts', 'Health'],['Shopping']
30141,['Shopping', 'Society', 'Sports', 'Reference'],['Shopping']
54735,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
22599,['Shopping', 'Society', 'Health', 'Recreation'],['Shopping']
9806,['Shopping', 'Health', 'Business', 'Sports'],['Shopping']
7067,['Arts', 'Games', 'Computers', 'Adult'],['Recreation']
28232,['Arts', 'Games', 'Recreation', 'Reference'],['Arts']
35514,['Shopping', 'Society', 'Business', 'Sports'],['Computers']
43226,['Shopping', 'Recreation', 'Computers', 'Science'],['Recreation']
2470,['Recreation', 'Reference', 'Health', 'Games'],['Recreation']
32143,['Science', 'Reference', 'Recreation', 'Adult'],['Recreation']
35647,['Recreation', 'Society', 'Computers', 'Science'],['Computers']
39615,['Science', 'Health', 'Arts', 'Sports'],['Shopping']
13293,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
24647,['Recreation', 'Games', 'Arts', 'Adult'],['Recreation']
12852,['Sports', 'Reference', 'Society', 'Shopping'],['Sports']
36894,['Shopping', 'Sports', 'Health', 'Business'],['Shopping']
36355,['Business', 'Recreation', 'Shopping', 'Arts'],['Recreation']
50317,['Shopping', 'Society', 'Sports', 'Recreation'],['Shopping']
49404,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
24345,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
43796,['Shopping', 'Computers', 'Society', 'Recreation'],['Computers']
16218,['Shopping', 'Recreation', 'Sports', 'Science'],['Shopping']
40779,['Business', 'Sports', 'Society', 'Games'],['Shopping', 'Arts']
40797,['Recreation', 'Sports', 'Shopping', 'Society'],['Recreation']
23022,['Health', 'Recreation', 'Arts', 'Games'],['Sports']
39417,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
58404,['Sports', 'Shopping', 'Recreation', 'Arts'],['Shopping']
15306,['Business', 'Health', 'Sports', 'Arts'],['Business']
30098,['Business', 'Shopping', 'Arts', 'Computers'],['Shopping']
32070,['Arts', 'Society', 'Sports', 'Shopping'],['Business']
14346,['Recreation', 'Business', 'Arts', 'Computers'],['Recreation']
37250,['Arts', 'Adult', 'Sports', 'Society'],['Shopping']
5285,['Business', 'Computers', 'Sports', 'Recreation'],['Business']
42640,['Shopping', 'Society', 'Recreation', 'Games'],['Shopping']
13939,['Recreation', 'Computers', 'Arts', 'Society'],['Computers']
58844,['Sports', 'Business', 'Shopping', 'Health'],['Arts']
57117,['Arts', 'Sports', 'Computers', 'Science'],['Sports']
39786,['Computers', 'Science', 'Sports', 'Society'],['Computers']
45209,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
6162,['Arts', 'Recreation', 'Computers', 'Society'],['Recreation']
58418,['Arts', 'Sports', 'Society', 'Science'],['Business']
35752,['Reference', 'Recreation', 'Computers', 'Arts'],['Arts']
47371,['Computers', 'Health', 'Business', 'Arts'],['Business']
15879,['Recreation', 'Sports', 'Computers', 'Arts'],['Sports']
17402,['Business', 'Sports', 'Arts', 'Society'],['Sports']
36970,['Sports', 'Society', 'Shopping', 'Business'],['Shopping']
42395,['Computers', 'Sports', 'Shopping', 'Reference'],['Computers']
46228,['Health', 'Arts', 'Sports', 'Society'],['Shopping']
16037,['Recreation', 'Shopping', 'Arts', 'Adult'],['Computers']
5253,['Computers', 'Recreation', 'Shopping', 'Games'],['Shopping']
32669,['Sports', 'Arts', 'Shopping', 'Recreation'],['Shopping']
9137,['Sports', 'Computers', 'Games', 'Arts'],['Sports']
2343,['Sports', 'Society', 'Computers', 'Arts'],['Business']
47652,['Shopping', 'Science', 'Sports', 'Health'],['Business']
26363,['Shopping', 'Arts', 'Society', 'Recreation'],['Business']
13115,['Business', 'Shopping', 'Recreation', 'Computers'],['Arts']
22356,['Arts', 'Shopping', 'Business', 'Sports'],['Recreation']
12007,['Business', 'Arts', 'Science', 'Recreation'],['Arts']
35096,['Games', 'Computers', 'Reference', 'Adult'],['Computers', 'Science']
35941,['Shopping', 'Business', 'Arts', 'Sports'],['Business']
10230,['Sports', 'Arts', 'Business', 'Shopping'],['Sports']
28765,['Business', 'Health', 'Recreation', 'Society'],['Recreation']
37065,['Business', 'Adult', 'Reference', 'Computers'],['Computers']
4334,['Recreation', 'Arts', 'Computers', 'Shopping'],['Recreation']
38733,['Recreation', 'Shopping', 'Business', 'Sports'],['Arts']
3305,['Science', 'Computers', 'Health', 'Business'],['Computers']
28266,['Arts', 'Society', 'Business', 'Shopping'],['Sports']
33943,['Sports', 'Adult', 'Arts', 'Recreation'],['Sports']
52101,['Shopping', 'Business', 'Computers', 'Sports'],['Business']
53441,['Computers', 'Recreation', 'Society', 'Health'],['Computers']
38053,['Business', 'Shopping', 'Recreation', 'Arts'],['Shopping']
4478,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42192,['Computers', 'Reference', 'Science', 'Business'],['Computers']
13186,['Adult', 'Business', 'Science', 'Arts'],['Sports']
49758,['Business', 'Sports', 'Science', 'Adult'],['Sports']
54014,['Computers', 'Reference', 'Health', 'Games'],['Computers']
32666,['Recreation', 'Sports', 'Health', 'Society'],['Recreation']
41272,['Sports', 'Business', 'Recreation', 'Computers'],['Sports']
40105,['Shopping', 'Society', 'Business', 'Sports'],['Business']
5028,['Computers', 'Recreation', 'Games', 'Society'],['Arts']
50296,['Arts', 'Society', 'Computers', 'Sports'],['Arts']
22608,['Society', 'Sports', 'Adult', 'Shopping'],['Business']
30668,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
46583,['Adult', 'Arts', 'Recreation', 'Sports'],['Arts']
5434,['Arts', 'Recreation', 'Computers', 'Business'],['Computers']
37831,['Society', 'Shopping', 'Sports', 'Business'],['Shopping']
14330,['Shopping', 'Business', 'Society', 'Arts'],['Sports']
514,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
44753,['Arts', 'Shopping', 'Society', 'Business'],['Shopping']
11045,['Business', 'Society', 'Recreation', 'Computers'],['Business']
39062,['Society', 'Sports', 'Reference', 'Games'],['Sports']
21556,['Society', 'Health', 'Business', 'Sports'],['Sports']
41669,['Shopping', 'Games', 'Sports', 'Recreation'],['Recreation']
43338,['Society', 'Business', 'Recreation', 'Sports'],['Arts']
52829,['Arts', 'Society', 'Shopping', 'Computers'],['Business']
23676,['Recreation', 'Reference', 'Games', 'Computers'],['Recreation']
12471,['Shopping', 'Society', 'Sports', 'Recreation'],['Business']
15312,['Computers', 'Business', 'Science', 'Society'],['Business']
29834,['Business', 'Computers', 'Reference', 'Health'],['Computers']
50747,['Business', 'Sports', 'Society', 'Recreation'],['Computers']
14366,['Health', 'Science', 'Business', 'Shopping'],['Shopping']
42910,['Business', 'Arts', 'Adult', 'Sports'],['Business']
31535,['Arts', 'Sports', 'Shopping', 'Recreation'],['Business']
43245,['Computers', 'Business', 'Adult', 'Recreation'],['Computers']
108,['Computers', 'Games', 'Arts', 'Sports'],['Computers']
1791,['Shopping', 'Business', 'Arts', 'Society'],['Recreation']
52273,['Recreation', 'Arts', 'Health', 'Games'],['Arts']
37988,['Recreation', 'Computers', 'Society', 'Science'],['Recreation']
43479,['Society', 'Business', 'Shopping', 'Sports'],['Shopping']
32178,['Business', 'Arts', 'Society', 'Sports'],['Recreation']
40176,['Arts', 'Sports', 'Business', 'Science'],['Sports']
40857,['Business', 'Sports', 'Reference', 'Society'],['Computers']
39973,['Society', 'Sports', 'Shopping', 'Recreation'],['Shopping']
20668,['Sports', 'Arts', 'Shopping', 'Business'],['Computers']
15360,['Recreation', 'Arts', 'Reference', 'Health'],['Computers']
16398,['Business', 'Society', 'Sports', 'Health'],['Sports']
13684,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
11501,['Computers', 'Business', 'Science', 'Society'],['Computers']
49389,['Society', 'Sports', 'Shopping', 'Recreation'],['Games']
47607,['Science', 'Recreation', 'Health', 'Computers'],['Computers']
3334,['Society', 'Recreation', 'Health', 'Sports'],['Recreation']
36844,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
53267,['Recreation', 'Health', 'Sports', 'Computers'],['Business']
31273,['Recreation', 'Society', 'Computers', 'Arts'],['Arts']
38439,['Recreation', 'Adult', 'Computers', 'Arts'],['Arts']
50937,['Health', 'Recreation', 'Shopping', 'Computers'],['Recreation']
22928,['Shopping', 'Reference', 'Science', 'Computers'],['Shopping']
2435,['Arts', 'Recreation', 'Society', 'Business'],['Computers']
15000,['Business', 'Shopping', 'Computers', 'Health'],['Business']
504,['Arts', 'Society', 'Shopping', 'Reference'],['Computers']
6330,['Business', 'Society', 'Recreation', 'Shopping'],['Business']
49316,['Business', 'Arts', 'Computers', 'Society'],['Computers']
47891,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
49641,['Computers', 'Society', 'Business', 'Recreation'],['Computers']
41010,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
17443,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
16207,['Arts', 'Recreation', 'Health', 'Computers'],['Computers']
35660,['Science', 'Arts', 'Sports', 'Health'],['Arts']
10034,['Computers', 'Health', 'Society', 'Science'],['Recreation']
46250,['Adult', 'Society', 'Recreation', 'Shopping'],['Shopping']
46475,['Health', 'Business', 'Computers', 'Science'],['Business']
21873,['Recreation', 'Sports', 'Arts', 'Shopping'],['Computers']
52522,['Computers', 'Arts', 'Society', 'Shopping'],['Computers']
54414,['Arts', 'Business', 'Science', 'Health'],['Arts']
8982,['Business', 'Sports', 'Computers', 'Shopping'],['Shopping']
43476,['Shopping', 'Recreation', 'Computers', 'Arts'],['Sports']
50015,['Arts', 'Society', 'Shopping', 'Health'],['Shopping']
46248,['Recreation', 'Business', 'Health', 'Society'],['Recreation']
43019,['Shopping', 'Sports', 'Business', 'Arts'],['Sports']
2722,['Science', 'Business', 'Society', 'Reference'],['Computers']
24714,['Sports', 'Arts', 'Recreation', 'Health'],['Business']
7142,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
1640,['Arts', 'Society', 'Health', 'Sports'],['Arts']
13453,['Business', 'Science', 'Recreation', 'Shopping'],['Computers']
555,['Business', 'Computers', 'Sports', 'Recreation'],['Computers']
48039,['Health', 'Science', 'Recreation', 'Adult'],['Recreation']
10601,['Recreation', 'Society', 'Computers', 'Shopping'],['Recreation']
54784,['Health', 'Arts', 'Recreation', 'Reference'],['Recreation']
57680,['Recreation', 'Business', 'Society', 'Shopping'],['Shopping']
29848,['Business', 'Reference', 'Health', 'Games'],['Arts']
9446,['Health', 'Computers', 'Reference', 'Recreation'],['Computers']
31590,['Health', 'Recreation', 'Society', 'Business'],['Arts']
50524,['Arts', 'Reference', 'Recreation', 'Health'],['Arts']
28117,['Recreation', 'Health', 'Games', 'Reference'],['Recreation']
31413,['Arts', 'Society', 'Reference', 'Sports'],['Arts']
25398,['Computers', 'Business', 'Health', 'Shopping'],['Computers']
7900,['Recreation', 'Arts', 'Health', 'Reference'],['Recreation']
39201,['Recreation', 'Health', 'Shopping', 'Arts'],['Recreation']
39495,['Society', 'Health', 'Shopping', 'Recreation'],['Recreation']
1817,['Business', 'Health', 'Recreation', 'Computers'],['Computers', 'Business']
4263,['Recreation', 'Arts', 'Reference', 'Health'],['Recreation']
6575,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
30514,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
17885,['Arts', 'Health', 'Society', 'Sports'],['Arts']
35354,['Health', 'Business', 'Society', 'Shopping'],['Business']
41006,['Arts', 'Business', 'Science', 'Adult'],['Arts']
49057,['Business', 'Sports', 'Health', 'Society'],['Recreation']
40665,['Sports', 'Games', 'Arts', 'Computers'],['Sports']
57529,['Sports', 'Arts', 'Society', 'Shopping'],['Shopping']
7549,['Business', 'Computers', 'Science', 'Health'],['Computers']
31224,['Games', 'Computers', 'Arts', 'Recreation'],['Computers']
41507,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
30764,['Shopping', 'Business', 'Adult', 'Recreation'],['Shopping']
26585,['Shopping', 'Science', 'Arts', 'Adult'],['Shopping']
7341,['Shopping', 'Business', 'Society', 'Health'],['Shopping']
52208,['Arts', 'Recreation', 'Adult', 'Sports'],['Recreation']
30832,['Sports', 'Society', 'Recreation', 'Business'],['Business']
43201,['Business', 'Sports', 'Health', 'Computers'],['Sports']
29337,['Shopping', 'Games', 'Arts', 'Adult'],['Health']
24308,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
11336,['Arts', 'Shopping', 'Games', 'Adult'],['Computers']
29300,['Business', 'Sports', 'Recreation', 'Computers'],['Computers']
30998,['Computers', 'Business', 'Science', 'Health'],['Computers']
2337,['Adult', 'Business', 'Recreation', 'Arts'],['Computers']
37717,['Business', 'Arts', 'Sports', 'Society'],['Business']
50876,['Sports', 'Computers', 'Arts', 'Society'],['Sports']
48137,['Business', 'Society', 'Science', 'Games'],['Business']
48270,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
7518,['Computers', 'Reference', 'Health', 'Business'],['Business']
23005,['Business', 'Computers', 'Society', 'Shopping'],['Business']
24012,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
54590,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
4849,['Business', 'Sports', 'Society', 'Arts'],['Computers']
58757,['Recreation', 'Reference', 'Computers', 'Arts'],['Recreation']
21912,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
15905,['Arts', 'Shopping', 'Health', 'Business'],['Business']
13965,['Computers', 'Science', 'Business', 'Society'],['Computers']
43965,['Recreation', 'Arts', 'Health', 'Computers'],['Computers']
47155,['Business', 'Sports', 'Recreation', 'Arts'],['Business']
2670,['Business', 'Sports', 'Shopping', 'Health'],['Business']
41664,['Computers', 'Shopping', 'Games', 'Arts'],['Computers']
8425,['Recreation', 'Business', 'Shopping', 'Health'],['Sports']
54049,['Business', 'Shopping', 'Science', 'Health'],['Business']
10309,['Shopping', 'Society', 'Sports', 'Arts'],['Shopping']
1564,['Computers', 'Business', 'Arts', 'Sports'],['Business']
47308,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
44901,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
54993,['Shopping', 'Business', 'Health', 'Sports'],['Shopping']
50714,['Business', 'Shopping', 'Sports', 'Society'],['Computers']
24549,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
16459,['Business', 'Computers', 'Arts', 'Sports'],['Sports']
8979,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
3356,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
48485,['Recreation', 'Business', 'Arts', 'Sports'],['Computers']
5735,['Sports', 'Shopping', 'Arts', 'Society'],['Shopping']
28473,['Recreation', 'Adult', 'Health', 'Computers'],['Computers']
2569,['Recreation', 'Computers', 'Shopping', 'Health'],['Computers']
49691,['Recreation', 'Computers', 'Games', 'Shopping'],['Recreation']
38979,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
56267,['Business', 'Computers', 'Reference', 'Health'],['Recreation']
23258,['Recreation', 'Arts', 'Computers', 'Science'],['Computers']
49508,['Society', 'Recreation', 'Shopping', 'Reference'],['Arts']
14480,['Shopping', 'Business', 'Recreation', 'Sports'],['Shopping']
37778,['Computers', 'Reference', 'Recreation', 'Business'],['Computers']
1979,['Arts', 'Computers', 'Adult', 'Recreation'],['Recreation']
8969,['Society', 'Shopping', 'Sports', 'Science'],['Sports']
10080,['Sports', 'Computers', 'Society', 'Shopping'],['Sports']
17524,['Shopping', 'Recreation', 'Business', 'Sports'],['Shopping']
32627,['Arts', 'Recreation', 'Sports', 'Computers'],['Computers']
37387,['Business', 'Arts', 'Science', 'Health'],['Business']
32457,['Recreation', 'Society', 'Science', 'Computers'],['Recreation']
53183,['Arts', 'Recreation', 'Sports', 'Society'],['Arts']
7295,['Society', 'Shopping', 'Recreation', 'Computers'],['Computers']
40759,['Society', 'Sports', 'Health', 'Reference'],['Sports']
24475,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
45486,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5671,['Recreation', 'Business', 'Health', 'Shopping'],['Recreation']
1102,['Sports', 'Shopping', 'Society', 'Science'],['Shopping']
28930,['Arts', 'Business', 'Sports', 'Health'],['Business']
49222,['Arts', 'Sports', 'Society', 'Recreation'],['Shopping']
24812,['Business', 'Sports', 'Reference', 'Recreation'],['Computers']
37401,['Computers', 'Science', 'Recreation', 'Health'],['Sports']
23227,['Business', 'Society', 'Health', 'Science'],['Recreation']
23140,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
32110,['Sports', 'Games', 'Society', 'Reference'],['Sports']
23450,['Business', 'Recreation', 'Society', 'Science'],['Sports']
16347,['Games', 'Recreation', 'Health', 'Arts'],['Recreation']
41532,['Recreation', 'Science', 'Society', 'Reference'],['Recreation']
47331,['Health', 'Arts', 'Recreation', 'Games'],['Computers']
29041,['Recreation', 'Games', 'Arts', 'Science'],['Computers']
17294,['Shopping', 'Business', 'Sports', 'Science'],['Shopping']
46093,['Shopping', 'Recreation', 'Adult', 'Sports'],['Shopping']
33356,['Computers', 'Business', 'Shopping', 'Arts'],['Business']
466,['Sports', 'Society', 'Reference', 'Recreation'],['Business']
1415,['Recreation', 'Arts', 'Health', 'Computers'],['Recreation']
38768,['Business', 'Society', 'Shopping', 'Sports'],['Sports']
7192,['Arts', 'Business', 'Sports', 'Reference'],['Shopping']
