ref id,Predicted,Actual
57141,['Adult', 'Shopping', 'Society', 'Recreation'],['Adult']
49177,['Business', 'Health', 'Arts', 'Computers'],['Arts']
29898,['Computers', 'Recreation', 'Society', 'Business'],['Computers']
8778,['Reference', 'Science', 'Society', 'Business'],['Recreation']
526,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
48647,['Arts', 'Computers', 'Recreation', 'Business'],['Arts']
32387,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
41920,['Business', 'Science', 'Computers', 'Society'],['Business']
35325,['Shopping', 'Society', 'Business', 'Sports'],['Science']
25623,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
24471,['Business', 'Shopping', 'Arts', 'Recreation'],['Computers']
23881,['Arts', 'Business', 'Computers', 'Science'],['Arts']
43896,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
45284,['Shopping', 'Business', 'Society', 'Computers'],['Science']
8631,['Computers', 'Business', 'Shopping', 'Recreation'],['Computers']
16511,['Business', 'Computers', 'Society', 'Shopping'],['Business']
45866,['Arts', 'Reference', 'Computers', 'Science'],['Arts']
41494,['Shopping', 'Science', 'Business', 'Recreation'],['Science']
1504,['Recreation', 'Arts', 'Health', 'Business'],['Arts']
47974,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
32691,['Shopping', 'Computers', 'Society', 'Arts'],['Shopping']
33790,['Shopping', 'Science', 'Business', 'Computers'],['Science']
54503,['Shopping', 'Recreation', 'Science', 'Business'],['Shopping']
4635,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
7976,['Recreation', 'Computers', 'Shopping', 'Business'],['Recreation']
16286,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
37659,['Recreation', 'Business', 'Sports', 'Arts'],['Recreation']
36976,['Science', 'Society', 'Computers', 'Shopping'],['Science']
27607,['Science', 'Society', 'Computers', 'Reference'],['Science']
50046,['Recreation', 'Arts', 'Shopping', 'Games'],['Recreation']
42481,['Shopping', 'Arts', 'Business', 'Computers'],['Shopping']
9416,['Shopping', 'Business', 'Computers', 'Recreation'],['Business']
44892,['Recreation', 'Computers', 'Games', 'Reference'],['Recreation']
28249,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
57508,['Shopping', 'Arts', 'Computers', 'Recreation'],['Science']
37767,['Arts', 'Business', 'Health', 'Science'],['Arts']
13375,['Sports', 'Shopping', 'Business', 'Computers'],['Sports']
5856,['Recreation', 'Arts', 'Science', 'Reference'],['Recreation']
54535,['Shopping', 'Reference', 'Arts', 'Society'],['Shopping']
25791,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
48816,['Recreation', 'Reference', 'Society', 'Computers'],['Recreation']
48017,['Games', 'Recreation', 'Computers', 'Arts'],['Recreation']
6585,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
42136,['Arts', 'Recreation', 'Computers', 'Science'],['Arts']
34462,['Recreation', 'Arts', 'Reference', 'Science'],['Recreation']
32109,['Shopping', 'Business', 'Science', 'Recreation'],['Shopping']
2788,['Shopping', 'Society', 'Arts', 'Business'],['Science']
36419,['Recreation', 'Business', 'Arts', 'Reference'],['Recreation']
15420,['Recreation', 'Arts', 'Health', 'Business'],['Recreation']
51775,['Business', 'Society', 'Computers', 'Reference'],['Business']
9952,['Sports', 'Computers', 'Arts', 'Recreation'],['Sports']
51879,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
50884,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
30416,['Shopping', 'Arts', 'Society', 'Business'],['Shopping']
38791,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
11227,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
43964,['Computers', 'Games', 'Recreation', 'Arts'],['Computers']
29370,['Computers', 'Science', 'Society', 'Shopping'],['Science']
23366,['Society', 'Sports', 'Science', 'Reference'],['Science']
34244,['Recreation', 'Arts', 'Business', 'Health'],['Recreation']
33673,['Arts', 'Society', 'Computers', 'Science'],['Science']
46888,['Business', 'Recreation', 'Society', 'Arts'],['Arts']
6400,['Recreation', 'Arts', 'Games', 'Science'],['Recreation']
14631,['Science', 'Society', 'Arts', 'Health'],['Science']
13490,['Reference', 'Society', 'Sports', 'Arts'],['Sports']
2215,['Computers', 'Science', 'Reference', 'Recreation'],['Reference', 'Computers']
37035,['Shopping', 'Recreation', 'Business', 'Society'],['Recreation']
22615,['Sports', 'Society', 'Business', 'Arts'],['Sports']
25664,['Business', 'Society', 'Sports', 'Computers'],['Business']
14415,['Health', 'Arts', 'Business', 'Computers'],['Arts']
15204,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
3346,['Computers', 'Reference', 'Science', 'Games'],['Computers']
48939,['Arts', 'Recreation', 'Business', 'Society'],['Recreation']
32969,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
22181,['Society', 'Recreation', 'Sports', 'Computers'],['Recreation']
50383,['Business', 'Science', 'Computers', 'Society'],['Business']
3641,['Recreation', 'Reference', 'Arts', 'Science'],['Recreation']
40021,['Business', 'Society', 'Arts', 'Computers'],['Business']
47937,['Shopping', 'Business', 'Science', 'Recreation'],['Shopping']
32112,['Arts', 'Adult', 'Recreation', 'Computers'],['Arts']
123,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
30139,['Shopping', 'Society', 'Arts', 'Business'],['Shopping']
50160,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
47202,['Arts', 'Recreation', 'Computers', 'Shopping'],['Recreation']
14435,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
32370,['Business', 'Shopping', 'Computers', 'Society'],['Business']
42921,['Business', 'Computers', 'Science', 'Society'],['Business']
28290,['Business', 'Shopping', 'Arts', 'Recreation'],['Shopping']
58673,['Business', 'Shopping', 'Society', 'Computers'],['Business']
1378,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
41238,['Recreation', 'Business', 'Arts', 'Adult'],['Arts']
47697,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
44566,['Business', 'Computers', 'Science', 'Recreation'],['Business']
16561,['Arts', 'Business', 'Recreation', 'Shopping'],['Arts']
50389,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
1303,['Recreation', 'Arts', 'Business', 'Health'],['Recreation']
15439,['Business', 'Computers', 'Shopping', 'Recreation'],['Shopping']
29295,['Sports', 'Business', 'Recreation', 'Society'],['Shopping']
10732,['Arts', 'Computers', 'Business', 'Reference'],['Computers']
22016,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
27296,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
4111,['Arts', 'Recreation', 'Games', 'Business'],['Arts']
26553,['Business', 'Computers', 'Reference', 'Arts'],['Computers']
458,['Business', 'Computers', 'Science', 'Society'],['Business']
49355,['Society', 'Science', 'Recreation', 'Arts'],['Shopping']
7536,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
48225,['Recreation', 'Computers', 'Business', 'Health'],['Computers']
25902,['Arts', 'Reference', 'Society', 'Recreation'],['Arts']
40727,['Sports', 'Society', 'Recreation', 'Computers'],['Sports']
27552,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
28199,['Shopping', 'Recreation', 'Computers', 'Society'],['Sports']
14711,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
39055,['Shopping', 'Arts', 'Business', 'Society'],['Shopping']
37790,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
40354,['Business', 'Computers', 'Health', 'Science'],['Computers']
36112,['Recreation', 'Shopping', 'Computers', 'Society'],['Recreation']
46672,['Business', 'Computers', 'Shopping', 'Society'],['Business']
33784,['Arts', 'Games', 'Recreation', 'Adult'],['Arts']
22186,['Computers', 'Shopping', 'Business', 'Recreation'],['Computers']
26411,['Health', 'Business', 'Arts', 'Science'],['Business']
16106,['Arts', 'Recreation', 'Science', 'Games'],['Arts']
36393,['Computers', 'Society', 'Science', 'Business'],['Computers']
28111,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
13302,['Society', 'Shopping', 'Arts', 'Recreation'],['Society', 'Shopping']
25396,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
37329,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
11602,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
53086,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
47144,['Recreation', 'Business', 'Shopping', 'Science'],['Recreation']
38539,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
13124,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
53472,['Computers', 'Recreation', 'Business', 'Arts'],['Computers']
20599,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
14876,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
49799,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
31286,['Recreation', 'Business', 'Shopping', 'Arts'],['Recreation']
14413,['Arts', 'Shopping', 'Recreation', 'Business'],['Shopping']
1475,['Computers', 'Arts', 'Games', 'Shopping'],['Computers']
29052,['Computers', 'Business', 'Recreation', 'Health'],['Computers']
11696,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
599,['Recreation', 'Arts', 'Adult', 'Science'],['Recreation']
42059,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
21910,['Sports', 'Society', 'Games', 'Shopping'],['Sports']
6336,['Shopping', 'Business', 'Recreation', 'Computers'],['Computers']
29674,['Arts', 'Recreation', 'Computers', 'Games'],['Arts']
28061,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
44939,['Adult', 'Recreation', 'Business', 'Sports'],['Arts']
4198,['Recreation', 'Computers', 'Business', 'Arts'],['Arts']
3352,['Recreation', 'Computers', 'Science', 'Business'],['Computers']
13000,['Computers', 'Reference', 'Recreation', 'Arts'],['Computers']
33328,['Science', 'Computers', 'Business', 'Reference'],['Computers']
41639,['Society', 'Recreation', 'Shopping', 'Business'],['Recreation']
46306,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
322,['Business', 'Reference', 'Society', 'Arts'],['Business']
33785,['Sports', 'Recreation', 'Shopping', 'Society'],['Sports']
49451,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
4285,['Computers', 'Science', 'Arts', 'Business'],['Computers']
11020,['Arts', 'Computers', 'Recreation', 'Science'],['Recreation']
33447,['Business', 'Shopping', 'Computers', 'Society'],['Business']
55128,['Business', 'Society', 'Science', 'Computers'],['Business']
547,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
25107,['Business', 'Shopping', 'Computers', 'Recreation'],['Shopping']
40205,['Recreation', 'Reference', 'Games', 'Business'],['Recreation']
26224,['Business', 'Society', 'Shopping', 'Computers'],['Business']
54276,['Arts', 'Recreation', 'Science', 'Business'],['Arts']
3539,['Business', 'Shopping', 'Reference', 'Computers'],['Business']
22931,['Shopping', 'Computers', 'Business', 'Society'],['Business']
26554,['Shopping', 'Computers', 'Business', 'Arts'],['Shopping']
20653,['Business', 'Arts', 'Shopping', 'Computers'],['Arts']
9074,['Business', 'Society', 'Shopping', 'Computers'],['Business']
23469,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
8038,['Shopping', 'Business', 'Computers', 'Games'],['Shopping']
43475,['Science', 'Business', 'Computers', 'Arts'],['Reference', 'Arts']
4607,['Business', 'Arts', 'Computers', 'Health'],['Arts']
33365,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
50616,['Shopping', 'Arts', 'Science', 'Business'],['Shopping']
31078,['Recreation', 'Arts', 'Society', 'Business'],['Recreation']
23540,['Science', 'Shopping', 'Business', 'Computers'],['Shopping']
3715,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
26332,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
1252,['Computers', 'Adult', 'Arts', 'Science'],['Computers']
15659,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
49732,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
3205,['Business', 'Shopping', 'Computers', 'Recreation'],['Shopping']
23580,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
25304,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
6813,['Sports', 'Business', 'Shopping', 'Society'],['Sports']
48513,['Computers', 'Arts', 'Science', 'Business'],['Computers']
20727,['Computers', 'Shopping', 'Business', 'Arts'],['Shopping']
43184,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
50742,['Arts', 'Recreation', 'Health', 'Business'],['Recreation']
51598,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
3248,['Recreation', 'Business', 'Health', 'Science'],['Recreation']
10492,['Arts', 'Business', 'Recreation', 'Computers'],['Arts']
57757,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
2117,['Arts', 'Adult', 'Shopping', 'Games'],['Arts']
28911,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
24816,['Sports', 'Business', 'Games', 'Shopping'],['Sports']
37406,['Computers', 'Recreation', 'Arts', 'Science'],['Computers']
36900,['Arts', 'Business', 'Recreation', 'Computers'],['Arts']
54298,['Health', 'Arts', 'Recreation', 'Science'],['Recreation']
36928,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
26378,['Games', 'Shopping', 'Sports', 'Computers'],['Computers']
32797,['Arts', 'Science', 'Recreation', 'Reference'],['Arts']
34596,['Recreation', 'Games', 'Business', 'Computers'],['Recreation']
7842,['Arts', 'Shopping', 'Society', 'Recreation'],['Shopping']
25819,['Recreation', 'Science', 'Business', 'Computers'],['Recreation']
41112,['Shopping', 'Science', 'Society', 'Recreation'],['Shopping']
42387,['Shopping', 'Sports', 'Arts', 'Adult'],['Shopping']
53573,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
4376,['Business', 'Arts', 'Computers', 'Recreation'],['Computers']
21913,['Recreation', 'Health', 'Business', 'Computers'],['Recreation']
24729,['Arts', 'Computers', 'Recreation', 'Business'],['Arts']
34457,['Adult', 'Arts', 'Recreation', 'Games'],['Arts']
27159,['Computers', 'Arts', 'Adult', 'Recreation'],['Computers']
16872,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
20258,['Recreation', 'Health', 'Games', 'Computers'],['Recreation']
16714,['Business', 'Shopping', 'Sports', 'Science'],['Recreation', 'Business']
3597,['Arts', 'Recreation', 'Reference', 'Business'],['Arts']
12489,['Computers', 'Business', 'Arts', 'Recreation'],['Computers']
28356,['Computers', 'Shopping', 'Business', 'Sports'],['Sports']
37691,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
6322,['Arts', 'Computers', 'Business', 'Reference'],['Computers']
8353,['Recreation', 'Computers', 'Business', 'Arts'],['Recreation']
22013,['Sports', 'Shopping', 'Recreation', 'Society'],['Sports']
53756,['Arts', 'Recreation', 'Reference', 'Business'],['Arts']
28569,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
6460,['Sports', 'Recreation', 'Computers', 'Arts'],['Sports']
5710,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
12380,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
2552,['Business', 'Shopping', 'Computers', 'Science'],['Business']
22646,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping']
32740,['Arts', 'Computers', 'Games', 'Recreation'],['Arts']
49417,['Recreation', 'Arts', 'Games', 'Computers'],['Recreation']
58764,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
22062,['Sports', 'Business', 'Shopping', 'Recreation'],['Sports']
2022,['Computers', 'Sports', 'Business', 'Health'],['Business']
46366,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
53428,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
13251,['Shopping', 'Arts', 'Business', 'Computers'],['Shopping']
53153,['Recreation', 'Arts', 'Business', 'Computers'],['Recreation']
30492,['Recreation', 'Computers', 'Health', 'Business'],['Recreation']
5631,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
25253,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
24038,['Computers', 'Recreation', 'Society', 'Arts'],['Computers']
58556,['Business', 'Computers', 'Shopping', 'Society'],['Business']
52618,['Shopping', 'Sports', 'Recreation', 'Computers'],['Computers']
54425,['Recreation', 'Arts', 'Games', 'Reference'],['Computers']
31229,['Shopping', 'Business', 'Health', 'Society'],['Shopping']
24023,['Shopping', 'Health', 'Business', 'Recreation'],['Shopping']
12508,['Shopping', 'Business', 'Society', 'Health'],['Shopping']
43216,['Recreation', 'Business', 'Computers', 'Shopping'],['Recreation']
47690,['Arts', 'Recreation', 'Computers', 'Reference'],['Arts']
38011,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
23668,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
22125,['Computers', 'Recreation', 'Reference', 'Science'],['Computers']
32215,['Sports', 'Computers', 'Shopping', 'Business'],['Sports']
10301,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
58720,['Business', 'Society', 'Health', 'Computers'],['Business']
16251,['Business', 'Computers', 'Sports', 'Recreation'],['Business']
8396,['Business', 'Health', 'Shopping', 'Computers'],['Business']
29554,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
8219,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
11069,['Computers', 'Health', 'Recreation', 'Science'],['Computers']
21675,['Business', 'Society', 'Sports', 'Health'],['Business']
9501,['Arts', 'Computers', 'Society', 'Health'],['Arts']
12625,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
1577,['Business', 'Society', 'Computers', 'Shopping'],['Business']
7978,['Arts', 'Games', 'Recreation', 'Business'],['Arts']
25047,['Health', 'Shopping', 'Business', 'Society'],['Shopping']
48291,['Recreation', 'Business', 'Reference', 'Science'],['Recreation']
12741,['Arts', 'Reference', 'Recreation', 'Science'],['Arts']
5775,['Sports', 'Society', 'Shopping', 'Business'],['Sports']
28114,['Business', 'Shopping', 'Computers', 'Society'],['Business']
44854,['Business', 'Shopping', 'Computers', 'Health'],['Business']
35271,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
43491,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
42893,['Recreation', 'Shopping', 'Arts', 'Computers'],['Arts']
9817,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
43696,['Computers', 'Shopping', 'Sports', 'Society'],['Sports']
8275,['Arts', 'Recreation', 'Computers', 'Business'],['Arts']
57764,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
41483,['Arts', 'Recreation', 'Business', 'Games'],['Arts']
53094,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
23766,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
41678,['Shopping', 'Business', 'Health', 'Computers'],['Shopping']
23585,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
40644,['Shopping', 'Society', 'Recreation', 'Arts'],['Shopping']
35262,['Shopping', 'Health', 'Business', 'Arts'],['Shopping']
54440,['Shopping', 'Health', 'Business', 'Society'],['Shopping']
41710,['Business', 'Sports', 'Recreation', 'Shopping'],['Business']
44791,['Health', 'Business', 'Recreation', 'Society'],['Computers']
34424,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
42873,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
52653,['Business', 'Recreation', 'Science', 'Reference'],['Computers']
29833,['Recreation', 'Business', 'Science', 'Arts'],['Recreation']
28958,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
39797,['Arts', 'Recreation', 'Games', 'Reference'],['Arts']
2700,['Arts', 'Recreation', 'Reference', 'Computers'],['Arts']
38426,['Arts', 'Adult', 'Society', 'Shopping'],['Arts']
21494,['Recreation', 'Computers', 'Business', 'Science'],['Computers']
42244,['Computers', 'Business', 'Recreation', 'Games'],['Computers']
27201,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
12873,['Business', 'Shopping', 'Arts', 'Recreation'],['Business']
52919,['Shopping', 'Society', 'Health', 'Recreation'],['Shopping']
43990,['Health', 'Reference', 'Arts', 'Recreation'],['Arts']
51705,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
33385,['Shopping', 'Arts', 'Society', 'Recreation'],['Shopping']
45602,['Shopping', 'Sports', 'Society', 'Recreation'],['Sports']
49360,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
57956,['Business', 'Recreation', 'Shopping', 'Computers'],['Business']
15530,['Business', 'Shopping', 'Recreation', 'Sports'],['Business']
13587,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
31058,['Recreation', 'Sports', 'Health', 'Business'],['Recreation']
49663,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
17098,['Recreation', 'Adult', 'Games', 'Sports'],['Recreation']
54060,['Shopping', 'Recreation', 'Computers', 'Business'],['Shopping']
16594,['Recreation', 'Business', 'Computers', 'Games'],['Recreation']
6800,['Sports', 'Shopping', 'Recreation', 'Business'],['Sports']
31461,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
34370,['Computers', 'Reference', 'Science', 'Recreation'],['Computers']
49919,['Recreation', 'Arts', 'Games', 'Business'],['Recreation']
32648,['Computers', 'Science', 'Business', 'Reference'],['Computers']
46462,['Recreation', 'Business', 'Society', 'Arts'],['Recreation']
10596,['Recreation', 'Business', 'Games', 'Health'],['Recreation']
57667,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
6951,['Sports', 'Recreation', 'Business', 'Shopping'],['Sports']
54985,['Computers', 'Recreation', 'Games', 'Arts'],['Computers']
10006,['Recreation', 'Arts', 'Science', 'Games'],['Arts']
53020,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
33996,['Arts', 'Business', 'Recreation', 'Adult'],['Arts']
47712,['Shopping', 'Recreation', 'Arts', 'Business'],['Shopping']
23212,['Arts', 'Adult', 'Recreation', 'Computers'],['Arts']
37001,['Shopping', 'Society', 'Recreation', 'Sports'],['Shopping']
15699,['Shopping', 'Adult', 'Business', 'Recreation'],['Shopping']
15784,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
17202,['Shopping', 'Sports', 'Recreation', 'Society'],['Sports']
45587,['Arts', 'Business', 'Recreation', 'Computers'],['Arts']
31805,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
4962,['Arts', 'Adult', 'Sports', 'Recreation'],['Arts']
58707,['Recreation', 'Arts', 'Business', 'Shopping'],['Recreation']
28860,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
38289,['Shopping', 'Arts', 'Computers', 'Society'],['Shopping']
30141,['Shopping', 'Business', 'Adult', 'Recreation'],['Shopping']
54735,['Arts', 'Business', 'Health', 'Recreation'],['Arts']
22599,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
9806,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
7067,['Recreation', 'Business', 'Computers', 'Adult'],['Recreation']
28232,['Arts', 'Recreation', 'Computers', 'Society'],['Arts']
35514,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
43226,['Recreation', 'Health', 'Business', 'Arts'],['Recreation']
2470,['Recreation', 'Arts', 'Computers', 'Business'],['Recreation']
32143,['Recreation', 'Reference', 'Science', 'Society'],['Recreation']
35647,['Computers', 'Society', 'Recreation', 'Science'],['Computers']
39615,['Shopping', 'Computers', 'Arts', 'Business'],['Shopping']
13293,['Arts', 'Adult', 'Business', 'Health'],['Arts']
24647,['Recreation', 'Adult', 'Business', 'Arts'],['Recreation']
12852,['Shopping', 'Sports', 'Recreation', 'Computers'],['Sports']
36894,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
36355,['Recreation', 'Business', 'Computers', 'Shopping'],['Recreation']
50317,['Society', 'Computers', 'Shopping', 'Recreation'],['Shopping']
49404,['Sports', 'Reference', 'Business', 'Health'],['Sports']
24345,['Shopping', 'Science', 'Business', 'Society'],['Shopping']
43796,['Computers', 'Shopping', 'Society', 'Business'],['Computers']
16218,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
40779,['Shopping', 'Business', 'Recreation', 'Arts'],['Shopping', 'Arts']
40797,['Recreation', 'Games', 'Business', 'Shopping'],['Recreation']
23022,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
39417,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
58404,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
15306,['Business', 'Computers', 'Society', 'Shopping'],['Business']
30098,['Shopping', 'Computers', 'Business', 'Recreation'],['Shopping']
32070,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
14346,['Recreation', 'Business', 'Computers', 'Shopping'],['Recreation']
37250,['Shopping', 'Recreation', 'Computers', 'Society'],['Shopping']
5285,['Society', 'Business', 'Science', 'Arts'],['Business']
42640,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
13939,['Computers', 'Science', 'Business', 'Health'],['Computers']
58844,['Arts', 'Recreation', 'Computers', 'Business'],['Arts']
57117,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
39786,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
45209,['Sports', 'Arts', 'Shopping', 'Society'],['Sports']
6162,['Recreation', 'Arts', 'Business', 'Sports'],['Recreation']
58418,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
35752,['Arts', 'Recreation', 'Computers', 'Business'],['Arts']
47371,['Business', 'Society', 'Computers', 'Health'],['Business']
15879,['Sports', 'Arts', 'Recreation', 'Society'],['Sports']
17402,['Sports', 'Shopping', 'Recreation', 'Arts'],['Sports']
36970,['Society', 'Shopping', 'Business', 'Recreation'],['Shopping']
42395,['Computers', 'Sports', 'Recreation', 'Games'],['Computers']
46228,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
16037,['Business', 'Health', 'Computers', 'Recreation'],['Computers']
5253,['Shopping', 'Business', 'Computers', 'Arts'],['Shopping']
32669,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
9137,['Computers', 'Shopping', 'Business', 'Society'],['Sports']
2343,['Shopping', 'Society', 'Computers', 'Business'],['Business']
47652,['Business', 'Computers', 'Society', 'Recreation'],['Business']
26363,['Business', 'Society', 'Sports', 'Computers'],['Business']
13115,['Computers', 'Business', 'Shopping', 'Arts'],['Arts']
22356,['Arts', 'Recreation', 'Science', 'Computers'],['Recreation']
12007,['Business', 'Recreation', 'Arts', 'Shopping'],['Arts']
35096,['Computers', 'Science', 'Recreation', 'Games'],['Computers', 'Science']
35941,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
10230,['Sports', 'Computers', 'Recreation', 'Arts'],['Sports']
28765,['Recreation', 'Science', 'Business', 'Society'],['Recreation']
37065,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
4334,['Business', 'Society', 'Arts', 'Computers'],['Recreation']
38733,['Arts', 'Computers', 'Recreation', 'Society'],['Arts']
3305,['Science', 'Business', 'Computers', 'Health'],['Computers']
28266,['Sports', 'Business', 'Health', 'Shopping'],['Sports']
33943,['Sports', 'Shopping', 'Health', 'Business'],['Sports']
52101,['Business', 'Computers', 'Shopping', 'Science'],['Business']
53441,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
38053,['Business', 'Shopping', 'Computers', 'Recreation'],['Shopping']
4478,['Sports', 'Shopping', 'Recreation', 'Computers'],['Sports']
42192,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
13186,['Business', 'Shopping', 'Sports', 'Society'],['Sports']
49758,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
54014,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
32666,['Recreation', 'Computers', 'Arts', 'Health'],['Recreation']
41272,['Sports', 'Arts', 'Recreation', 'Shopping'],['Sports']
40105,['Business', 'Society', 'Computers', 'Recreation'],['Business']
5028,['Games', 'Recreation', 'Computers', 'Arts'],['Arts']
