ref id,Predicted,Actual
0,['Business', 'Sports', 'Society', 'Shopping'],['Adult']
45929,['Arts', 'Society', 'Reference', 'Sports'],['Arts']
45932,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
45933,['Arts', 'Society', 'Reference', 'Sports'],['Arts']
45936,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
11753,['Business', 'Adult', 'Health', 'Arts'],['Computers']
45941,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
45946,['Computers', 'Sports', 'Society', 'Health'],['Arts']
45949,['Arts', 'Recreation', 'Sports', 'Science'],['Arts']
11768,['Science', 'Computers', 'Recreation', 'Games'],['Computers']
45956,['Arts', 'Recreation', 'Business', 'Sports'],['Arts']
45959,['Business', 'Arts', 'Recreation', 'Sports'],['Arts']
11777,['Computers', 'Business', 'Sports', 'Recreation'],['Computers']
11784,['Computers', 'Reference', 'Business', 'Adult'],['Computers']
45970,['Arts', 'Recreation', 'Business', 'Society'],['Arts']
45977,['Arts', 'Adult', 'Games', 'Business'],['Arts']
45983,['Arts', 'Health', 'Shopping', 'Science'],['Arts']
45987,['Arts', 'Business', 'Sports', 'Recreation'],['Arts']
11805,['Computers', 'Health', 'Business', 'Shopping'],['Computers']
11809,['Shopping', 'Arts', 'Recreation', 'Games'],['Computers']
46000,['Arts', 'Shopping', 'Computers', 'Society'],['Arts']
11817,['Computers', 'Business', 'Health', 'Sports'],['Computers']
46003,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
11822,['Recreation', 'Computers', 'Shopping', 'Business'],['Computers']
11824,['Arts', 'Recreation', 'Health', 'Shopping'],['Computers']
11827,['Recreation', 'Computers', 'Health', 'Business'],['Computers']
46019,['Society', 'Arts', 'Recreation', 'Shopping'],['Arts']
11836,['Computers', 'Recreation', 'Health', 'Arts'],['Computers']
46041,['Arts', 'Society', 'Recreation', 'Adult'],['Arts']
11868,['Recreation', 'Arts', 'Adult', 'Science'],['Computers']
46058,['Society', 'Sports', 'Shopping', 'Games'],['Arts']
46062,['Business', 'Health', 'Computers', 'Society'],['Arts']
11880,['Reference', 'Shopping', 'Health', 'Computers'],['Computers']
46076,['Society', 'Business', 'Sports', 'Shopping'],['Arts']
46082,['Society', 'Health', 'Recreation', 'Arts'],['Arts']
46085,['Business', 'Sports', 'Society', 'Shopping'],['Arts']
46088,['Arts', 'Shopping', 'Computers', 'Sports'],['Arts']
46095,['Shopping', 'Business', 'Computers', 'Arts'],['Arts']
46107,['Arts', 'Shopping', 'Computers', 'Sports'],['Arts']
46113,['Society', 'Health', 'Recreation', 'Home'],['Arts']
11930,['Computers', 'Society', 'Recreation', 'Arts'],['Computers']
46117,['Society', 'Health', 'Business', 'Home'],['Arts']
11934,['Arts', 'Recreation', 'Games', 'Sports'],['Computers']
11940,['Business', 'Computers', 'Shopping', 'Recreation'],['Computers']
46128,['Arts', 'Society', 'Recreation', 'Health'],['Arts']
11944,['Business', 'Science', 'Recreation', 'Home'],['Computers']
11951,['Computers', 'Recreation', 'Arts', 'Society'],['Computers']
11966,['Recreation', 'Games', 'Sports', 'Society'],['Computers']
46159,['Society', 'Science', 'Computers', 'Reference'],['Arts']
11978,['Arts', 'Science', 'Recreation', 'Games'],['Computers']
46164,['Business', 'Computers', 'Sports', 'Society'],['Arts']
11982,['Shopping', 'Business', 'Society', 'Computers'],['Computers']
46168,['Arts', 'Recreation', 'News', 'Sports'],['Arts']
11994,['Arts', 'Recreation', 'Games', 'Reference'],['Computers']
12002,['Games', 'Society', 'Recreation', 'Computers'],['Computers']
46195,['Sports', 'Shopping', 'Business', 'Recreation'],['Arts']
12013,['Arts', 'Computers', 'Society', 'Shopping'],['Computers']
46199,['Arts', 'Adult', 'Sports', 'Recreation'],['Arts']
46204,['Arts', 'Society', 'Recreation', 'Shopping'],['Arts']
46205,['Recreation', 'Health', 'Business', 'Shopping'],['Arts']
12023,['Recreation', 'Arts', 'Society', 'Science'],['Computers']
12027,['Recreation', 'Reference', 'Health', 'Games'],['Computers']
46215,['Shopping', 'Computers', 'Business', 'Arts'],['Arts']
46220,['Shopping', 'Sports', 'News', 'Business'],['Arts']
12040,['Adult', 'Recreation', 'Health', 'Computers'],['Computers']
12041,['Recreation', 'Computers', 'Business', 'Reference'],['Computers']
12046,['Games', 'Recreation', 'Reference', 'Computers'],['Computers']
46235,['Arts', 'Recreation', 'Computers', 'News'],['Arts']
46239,['Arts', 'Sports', 'Shopping', 'Society'],['Arts']
46244,['Sports', 'Arts', 'Society', 'Recreation'],['Arts']
46245,['Shopping', 'Business', 'Society', 'News'],['Arts']
12073,['Society', 'Sports', 'Shopping', 'Health'],['Computers']
46259,['Games', 'Computers', 'Arts', 'News'],['Arts']
12076,['Computers', 'Health', 'Science', 'Reference'],['Computers']
12077,['Computers', 'Reference', 'Recreation', 'News'],['Computers']
12078,['Business', 'Sports', 'Society', 'Recreation'],['Computers']
12092,['Computers', 'Shopping', 'Society', 'Recreation'],['Computers']
46289,['Computers', 'Sports', 'Games', 'Business'],['Arts']
46290,['Sports', 'Science', 'Recreation', 'Business'],['Arts']
12106,['Arts', 'Computers', 'Recreation', 'Business'],['Computers']
46294,['Arts', 'Recreation', 'Sports', 'Adult'],['Arts']
12115,['Computers', 'Business', 'Shopping', 'Games'],['Science', 'Computers']
46301,['Shopping', 'Sports', 'Computers', 'Society'],['Arts']
46303,['Recreation', 'Computers', 'Arts', 'Shopping'],['Arts']
12120,['Recreation', 'Computers', 'Business', 'Arts'],['Computers']
12121,['Shopping', 'Arts', 'Society', 'Reference'],['Computers']
12130,['Arts', 'Computers', 'Business', 'Society'],['Computers']
46317,['Recreation', 'Arts', 'Science', 'Computers'],['Arts']
12132,['Shopping', 'Computers', 'Business', 'Sports'],['Computers']
12135,['Shopping', 'Business', 'Society', 'Computers'],['Computers']
46322,['Computers', 'Sports', 'Arts', 'Business'],['Arts']
12139,['Business', 'Computers', 'Shopping', 'Home'],['Computers']
46334,['Recreation', 'Health', 'Sports', 'Shopping'],['Arts']
12149,['Recreation', 'Shopping', 'Sports', 'Society'],['Computers']
46336,['Arts', 'Adult', 'Recreation', 'Sports'],['Arts']
12155,['Recreation', 'Sports', 'Society', 'Home'],['Computers']
12156,['Sports', 'Society', 'Shopping', 'Science'],['Computers']
12161,['Shopping', 'Society', 'Computers', 'Sports'],['Computers']
12164,['Business', 'Recreation', 'Arts', 'Sports'],['Science', 'Computers']
12170,['Business', 'Shopping', 'Sports', 'Recreation'],['Computers']
12175,['Business', 'Computers', 'Adult', 'Games'],['Computers']
12176,['Sports', 'Computers', 'Arts', 'Health'],['Computers']
12177,['Business', 'Science', 'Recreation', 'Society'],['Society', 'Computers']
46364,['Science', 'Reference', 'Society', 'Computers'],['Arts']
12181,['Business', 'Sports', 'Shopping', 'Recreation'],['Computers']
12185,['Games', 'Arts', 'Recreation', 'News'],['Computers']
12186,['Arts', 'Recreation', 'News', 'Games'],['Computers']
12190,['Computers', 'Reference', 'Recreation', 'News'],['Computers']
46376,['Arts', 'Society', 'Reference', 'Recreation'],['Arts']
12193,['Health', 'Computers', 'Business', 'Society'],['Computers']
46382,['Arts', 'Business', 'Adult', 'Sports'],['Arts']
46387,['Society', 'Games', 'Recreation', 'Health'],['Arts']
46389,['Shopping', 'Society', 'Health', 'Arts'],['Arts']
46409,['Business', 'Recreation', 'Computers', 'Arts'],['Arts']
12226,['Reference', 'Adult', 'Recreation', 'Games'],['Computers']
46414,['Computers', 'Health', 'Business', 'Reference'],['Arts']
12229,['Society', 'Recreation', 'Computers', 'Adult'],['Computers']
46416,['Arts', 'Business', 'Sports', 'Society'],['Arts']
12231,['Arts', 'Sports', 'Science', 'News'],['Computers']
12238,['Recreation', 'Computers', 'Arts', 'Adult'],['Computers']
12242,['Business', 'Shopping', 'Recreation', 'Sports'],['Computers']
46430,['Society', 'Arts', 'Science', 'Recreation'],['Arts']
12251,['Recreation', 'Shopping', 'Health', 'Computers'],['Computers']
12254,['Computers', 'Business', 'Sports', 'Society'],['Computers']
12258,['Business', 'Computers', 'Health', 'Shopping'],['Computers']
46446,['Business', 'Shopping', 'Computers', 'Arts'],['Arts']
46452,['Computers', 'Health', 'Games', 'Arts'],['Arts']
12267,['Recreation', 'Home', 'Health', 'Computers'],['Computers']
46459,['Shopping', 'Computers', 'Health', 'Society'],['Arts']
12272,['Computers', 'Business', 'Science', 'Games'],['Computers']
46461,['Arts', 'Society', 'Health', 'Business'],['Arts']
46468,['Computers', 'Sports', 'Shopping', 'Recreation'],['Arts']
46470,['Games', 'Health', 'Home', 'Arts'],['Arts']
12284,['Business', 'Shopping', 'Computers', 'Recreation'],['Computers']
12291,['Sports', 'Shopping', 'Recreation', 'Business'],['Computers']
46479,['Arts', 'Sports', 'Health', 'Business'],['Arts']
46481,['Business', 'Shopping', 'Arts', 'Sports'],['Arts']
46485,['Business', 'News', 'Home', 'Arts'],['Arts']
46492,['Health', 'Arts', 'Sports', 'Society'],['Arts']
46494,['Recreation', 'Games', 'Society', 'Business'],['Arts']
12309,['Computers', 'Business', 'Recreation', 'Games'],['Computers']
46499,['Sports', 'Science', 'Recreation', 'Games'],['Arts']
12315,['Shopping', 'Reference', 'Computers', 'Sports'],['Computers']
46503,['Shopping', 'Reference', 'Business', 'Arts'],['Arts']
12333,['Computers', 'Recreation', 'Arts', 'Sports'],['Computers']
46524,['Recreation', 'Arts', 'Sports', 'Society'],['Arts']
12339,['Computers', 'Reference', 'Recreation', 'Arts'],['Computers']
46527,['Sports', 'Computers', 'Society', 'Arts'],['Arts']
12345,['Arts', 'Computers', 'Reference', 'Recreation'],['Computers']
46534,['Recreation', 'Business', 'Health', 'Games'],['Arts']
46540,['Society', 'Computers', 'Sports', 'Recreation'],['Arts']
46541,['Games', 'Arts', 'Sports', 'Shopping'],['Arts']
46542,['Society', 'Business', 'Sports', 'Science'],['Arts']
46543,['Arts', 'Sports', 'Society', 'Science'],['Arts']
46544,['Health', 'Sports', 'Science', 'Arts'],['Arts', 'Games']
46546,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
46547,['Arts', 'Society', 'Sports', 'Science'],['Arts']
12363,['Sports', 'Society', 'Shopping', 'Reference'],['Computers']
46566,['Arts', 'Sports', 'Society', 'Business'],['Arts']
12381,['Health', 'Business', 'Recreation', 'Home'],['Computers']
12385,['Games', 'Computers', 'Shopping', 'Home'],['Computers']
12386,['Shopping', 'Computers', 'Society', 'Science'],['Computers']
12391,['Recreation', 'Games', 'Reference', 'Arts'],['Computers']
46588,['Arts', 'Shopping', 'Sports', 'Society'],['Arts']
12411,['Computers', 'Games', 'Shopping', 'Health'],['Computers']
46605,['Arts', 'Sports', 'Adult', 'Society'],['Arts']
12418,['Science', 'Reference', 'Recreation', 'News'],['Computers']
46607,['Business', 'Arts', 'Sports', 'Shopping'],['Arts']
12420,['Computers', 'Recreation', 'Business', 'Health'],['Computers']
46608,['Business', 'Health', 'Shopping', 'Sports'],['Arts']
12429,['Shopping', 'Health', 'Recreation', 'Computers'],['Computers']
46627,['Recreation', 'Sports', 'Reference', 'News'],['Arts']
46629,['Shopping', 'Arts', 'Society', 'Sports'],['Arts']
12448,['Shopping', 'Business', 'Arts', 'News'],['Computers']
46637,['Arts', 'Society', 'Shopping', 'Health'],['Arts']
12451,['Computers', 'Arts', 'Shopping', 'Science'],['Computers']
46639,['Society', 'Shopping', 'Recreation', 'Computers'],['Arts']
46643,['Recreation', 'Shopping', 'Computers', 'Arts'],['Arts']
46645,['Sports', 'Society', 'Shopping', 'Health'],['Arts']
12458,['Computers', 'Science', 'Recreation', 'Health'],['Computers']
46655,['Sports', 'Computers', 'Health', 'Society'],['Arts']
46658,['Sports', 'Computers', 'Shopping', 'Society'],['Arts']
46665,['Sports', 'Games', 'Business', 'Recreation'],['Arts']
46670,['Games', 'Arts', 'Sports', 'Science'],['Arts']
12488,['Recreation', 'Arts', 'Reference', 'Home'],['Computers']
46676,['Shopping', 'Society', 'Arts', 'Recreation'],['Arts']
46678,['Sports', 'Society', 'Shopping', 'Science'],['Arts']
46684,['Arts', 'Sports', 'Shopping', 'Computers'],['Arts']
46687,['Arts', 'Computers', 'Home', 'Sports'],['Arts']
12500,['Sports', 'Arts', 'Society', 'Shopping'],['Computers']
46693,['Shopping', 'Recreation', 'Games', 'Computers'],['Arts']
12508,['Computers', 'Health', 'Business', 'Recreation'],['Computers']
12514,['Games', 'Shopping', 'Computers', 'Sports'],['Computers']
46715,['Society', 'Recreation', 'Health', 'Shopping'],['Arts']
12526,['Recreation', 'Home', 'Computers', 'Health'],['Computers']
46717,['Sports', 'Health', 'Adult', 'Recreation'],['Arts']
12530,['Business', 'Arts', 'Games', 'Computers'],['Computers']
46720,['Shopping', 'Recreation', 'Health', 'Computers'],['Arts']
46721,['Arts', 'Sports', 'Shopping', 'Society'],['Arts']
46726,['Arts', 'Society', 'Shopping', 'Computers'],['Arts']
46727,['Arts', 'Health', 'Sports', 'Society'],['Arts']
46731,['Shopping', 'Health', 'Sports', 'Business'],['Arts']
12542,['Business', 'Computers', 'Home', 'Shopping'],['Computers']
12544,['Arts', 'Computers', 'Recreation', 'Shopping'],['Computers']
46743,['Society', 'Shopping', 'Health', 'Business'],['Arts']
46744,['Arts', 'Computers', 'Games', 'Business'],['Arts']
46762,['Science', 'Recreation', 'Society', 'Shopping'],['Arts']
46772,['Arts', 'Society', 'Business', 'Sports'],['Arts']
46776,['Arts', 'Society', 'Recreation', 'Health'],['Arts']
12591,['Computers', 'Arts', 'Recreation', 'News'],['Computers']
46784,['Sports', 'Recreation', 'Games', 'Arts'],['Arts']
12595,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
12596,['Recreation', 'Computers', 'Health', 'Science'],['Computers']
46787,['Business', 'Sports', 'Shopping', 'Computers'],['Arts']
12598,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
12608,['Sports', 'Computers', 'Society', 'Shopping'],['Computers']
46802,['Business', 'Sports', 'Recreation', 'Arts'],['Arts']
12614,['Computers', 'Recreation', 'Games', 'Arts'],['Computers']
12624,['Sports', 'Society', 'Health', 'Business'],['Computers']
46817,['News', 'Society', 'Arts', 'Recreation'],['Arts']
46825,['Society', 'Sports', 'Science', 'Business'],['Arts']
46827,['Arts', 'Sports', 'Recreation', 'Business'],['Arts']
12640,['Computers', 'Games', 'Recreation', 'Adult'],['Computers']
46836,['Science', 'Business', 'Shopping', 'Sports'],['Arts']
12646,['Recreation', 'Reference', 'Computers', 'Shopping'],['Computers']
12648,['Computers', 'Arts', 'Health', 'Science'],['Computers']
12649,['Society', 'Sports', 'Science', 'Arts'],['Computers']
46845,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
46865,['Sports', 'Society', 'Shopping', 'Science'],['Arts']
46872,['Arts', 'Sports', 'Recreation', 'Computers'],['Arts']
12686,['Health', 'Society', 'Computers', 'Business'],['Computers']
12692,['Business', 'Health', 'Computers', 'Arts'],['Computers']
12693,['Business', 'Arts', 'Reference', 'Games'],['Computers']
12694,['Science', 'Reference', 'Health', 'Recreation'],['Computers']
12698,['Recreation', 'Shopping', 'Computers', 'Arts'],['Computers']
12701,['Arts', 'Recreation', 'Games', 'Reference'],['Computers']
46892,['Arts', 'Shopping', 'Home', 'Computers'],['Arts']
46896,['Shopping', 'Society', 'Health', 'Arts'],['Arts']
12708,['Society', 'Reference', 'Computers', 'Arts'],['Computers']
12713,['Computers', 'Recreation', 'Games', 'Arts'],['Computers']
12714,['Computers', 'Health', 'Business', 'Shopping'],['Computers']
12716,['Games', 'Recreation', 'Health', 'Computers'],['Computers']
46910,['Business', 'Recreation', 'Games', 'Computers'],['Arts']
12722,['Sports', 'Society', 'Shopping', 'Health'],['Computers']
46917,['Games', 'Computers', 'Society', 'Home'],['Arts']
46922,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
12739,['Computers', 'Recreation', 'Science', 'Health'],['Computers']
12742,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
12747,['Recreation', 'Health', 'Computers', 'Business'],['Computers']
12750,['Computers', 'Science', 'Arts', 'Reference'],['Computers']
12752,['Computers', 'Health', 'Science', 'Reference'],['Computers']
12757,['Computers', 'Recreation', 'Arts', 'Reference'],['Computers']
46949,['Computers', 'Society', 'Business', 'Sports'],['Arts']
12759,['Recreation', 'Computers', 'Arts', 'Society'],['Computers']
46955,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
12765,['Science', 'Computers', 'Recreation', 'Games'],['Computers']
46962,['Business', 'Arts', 'Shopping', 'Computers'],['Arts']
46969,['Recreation', 'Sports', 'Arts', 'Shopping'],['Arts']
46972,['Computers', 'Science', 'News', 'Health'],['Arts']
12784,['Recreation', 'Computers', 'Arts', 'Science'],['Computers']
46976,['Reference', 'Recreation', 'Arts', 'Computers'],['Arts']
12788,['Recreation', 'Computers', 'Arts', 'Science'],['Computers']
46986,['Computers', 'Society', 'News', 'Arts'],['Arts']
46989,['Recreation', 'Arts', 'Society', 'Science'],['Arts']
46991,['Recreation', 'Games', 'Computers', 'Shopping'],['Arts']
12811,['Arts', 'Computers', 'Science', 'Games'],['Computers']
47005,['Adult', 'Recreation', 'Sports', 'Arts'],['Arts']
47007,['Arts', 'Shopping', 'Health', 'Business'],['Arts']
12817,['Computers', 'Society', 'Science', 'Games'],['Computers']
47011,['Society', 'Recreation', 'Arts', 'Health'],['Arts']
12839,['Games', 'Computers', 'Reference', 'Science'],['Computers']
12843,['Society', 'Recreation', 'Arts', 'Games'],['Computers']
12847,['Games', 'Adult', 'Science', 'Reference'],['Computers']
12852,['Computers', 'Society', 'Arts', 'Sports'],['Computers']
12853,['Recreation', 'Business', 'Home', 'Health'],['Computers']
47044,['Arts', 'Science', 'Recreation', 'Society'],['Arts']
12859,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
47051,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
47053,['Arts', 'Health', 'Sports', 'Recreation'],['Arts']
47054,['Sports', 'Society', 'Reference', 'Health'],['Arts']
12863,['Sports', 'Recreation', 'Business', 'Arts'],['Computers']
12887,['Business', 'Recreation', 'Shopping', 'Society'],['Computers']
12897,['Society', 'Sports', 'Science', 'Recreation'],['Computers']
47090,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
47092,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
12903,['Business', 'Computers', 'Science', 'News'],['Computers']
12904,['Computers', 'Arts', 'Home', 'Adult'],['Computers']
12909,['Games', 'Recreation', 'Arts', 'Health'],['Computers']
12916,['Computers', 'Reference', 'Recreation', 'Games'],['Computers']
12919,['Science', 'Computers', 'Recreation', 'Games'],['Computers']
47111,['Health', 'Shopping', 'Games', 'Sports'],['Arts']
12924,['Shopping', 'Sports', 'Recreation', 'Games'],['Computers']
12930,['Computers', 'Recreation', 'Adult', 'Games'],['Computers']
47123,['Arts', 'Society', 'Sports', 'Recreation'],['Arts']
12932,['Business', 'Arts', 'Shopping', 'Computers'],['Computers']
12933,['Computers', 'Recreation', 'Games', 'Shopping'],['Computers']
12938,['Business', 'Shopping', 'Science', 'Computers'],['Computers']
12942,['Computers', 'Science', 'Reference', 'Business'],['Computers']
12944,['Sports', 'Shopping', 'Science', 'Games'],['Computers']
47142,['Home', 'Society', 'Science', 'Health'],['Arts']
47152,['Arts', 'Shopping', 'Business', 'Reference'],['Arts']
47158,['Arts', 'Recreation', 'Sports', 'Computers'],['Arts']
47160,['Recreation', 'Computers', 'Arts', 'Sports'],['Arts']
12975,['Shopping', 'Business', 'Science', 'Health'],['Computers']
47169,['Arts', 'Society', 'Recreation', 'Computers'],['Arts']
47175,['Computers', 'Arts', 'Society', 'Recreation'],['Arts']
12991,['Computers', 'Business', 'Sports', 'Recreation'],['Computers']
47188,['Shopping', 'Society', 'Recreation', 'Computers'],['Arts']
13000,['Arts', 'Business', 'Sports', 'Society'],['Computers']
13006,['Computers', 'Business', 'Society', 'Shopping'],['Computers']
13014,['Shopping', 'Recreation', 'Business', 'Computers'],['Computers']
47219,['Health', 'Sports', 'Games', 'Business'],['Arts']
47223,['Arts', 'Society', 'Business', 'Shopping'],['Arts']
13035,['Computers', 'Business', 'Arts', 'Sports'],['Computers']
13037,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
13038,['Computers', 'Business', 'Sports', 'Society'],['Computers']
13040,['Science', 'Shopping', 'Recreation', 'Sports'],['Computers']
13041,['Recreation', 'Reference', 'News', 'Health'],['Computers']
13042,['Sports', 'Recreation', 'News', 'Computers'],['Computers']
47235,['Society', 'Business', 'News', 'Sports'],['Arts']
47240,['Arts', 'Recreation', 'News', 'Business'],['Arts']
13050,['Computers', 'Recreation', 'Sports', 'Society'],['Computers']
47245,['Sports', 'Computers', 'Arts', 'Society'],['Arts']
13056,['Society', 'Sports', 'Health', 'Computers'],['Computers']
47260,['Arts', 'Shopping', 'Recreation', 'Health'],['Arts']
13072,['Science', 'Computers', 'Recreation', 'Health'],['Computers']
13080,['Sports', 'Computers', 'Arts', 'Science'],['Computers']
47277,['Shopping', 'Recreation', 'Business', 'Society'],['Arts']
13085,['Business', 'Arts', 'Shopping', 'Computers'],['Computers']
13086,['Arts', 'Society', 'Shopping', 'Computers'],['Computers']
13090,['Business', 'Recreation', 'Sports', 'Shopping'],['Computers']
47287,['Arts', 'Sports', 'Health', 'Society'],['Arts']
13095,['Arts', 'Reference', 'Recreation', 'Games'],['Computers']
13099,['Arts', 'Computers', 'Sports', 'Recreation'],['Computers']
13103,['Computers', 'Science', 'Recreation', 'Health'],['Computers']
47298,['Recreation', 'Sports', 'Shopping', 'Home'],['Arts']
13108,['Society', 'Shopping', 'Science', 'Recreation'],['Computers']
13116,['Shopping', 'Business', 'Sports', 'Recreation'],['Computers']
47310,['Arts', 'Sports', 'Shopping', 'Recreation'],['Arts']
13121,['Computers', 'Society', 'Shopping', 'Science'],['Computers']
47319,['Business', 'Recreation', 'Arts', 'Society'],['Arts']
13129,['Business', 'Shopping', 'Computers', 'Arts'],['Computers']
13135,['Computers', 'Society', 'Shopping', 'Recreation'],['Computers']
13143,['Business', 'Sports', 'Society', 'Recreation'],['Computers']
47339,['Arts', 'Society', 'Shopping', 'Business'],['Arts']
47343,['Arts', 'Business', 'Shopping', 'Sports'],['Arts']
13153,['Computers', 'Business', 'Health', 'Sports'],['Computers']
47348,['Arts', 'Computers', 'Society', 'Sports'],['Arts']
47350,['Recreation', 'Arts', 'Society', 'Games'],['Arts']
47352,['Society', 'Sports', 'Recreation', 'Business'],['Arts']
13161,['Computers', 'Recreation', 'Science', 'Health'],['Computers']
47357,['Arts', 'Business', 'Sports', 'Shopping'],['Arts']
13172,['Business', 'Science', 'Health', 'Recreation'],['Computers']
13173,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
47380,['Computers', 'Business', 'Arts', 'News'],['Arts']
13197,['Science', 'Computers', 'Business', 'Arts'],['Computers']
47398,['Arts', 'Recreation', 'Business', 'Adult'],['Arts']
13208,['Computers', 'Business', 'News', 'Society'],['Computers']
13212,['Computers', 'Arts', 'Reference', 'Shopping'],['Computers']
47408,['Sports', 'Arts', 'Business', 'Shopping'],['Arts']
13215,['Arts', 'Reference', 'Recreation', 'Games'],['Computers']
47411,['Sports', 'Science', 'Health', 'Computers'],['Arts']
13223,['Computers', 'Society', 'Science', 'Recreation'],['Computers']
47422,['Sports', 'Shopping', 'Society', 'Computers'],['Arts']
47423,['Sports', 'Shopping', 'Business', 'Society'],['Arts']
13230,['Recreation', 'Computers', 'Games', 'Science'],['Computers']
13233,['Computers', 'Recreation', 'Sports', 'Shopping'],['Computers']
13236,['Sports', 'Games', 'Computers', 'Arts'],['Computers']
47435,['Health', 'Society', 'Computers', 'Arts'],['Arts']
13240,['Recreation', 'Health', 'Games', 'Computers'],['Computers']
47436,['Society', 'Sports', 'Health', 'Science'],['Arts']
13242,['Computers', 'Recreation', 'Games', 'Arts'],['Computers']
47438,['Arts', 'Health', 'Recreation', 'Business'],['Arts']
47440,['Games', 'Recreation', 'Home', 'Computers'],['Arts']
13246,['Shopping', 'Sports', 'Business', 'Science'],['Computers']
13252,['Computers', 'Recreation', 'Reference', 'Adult'],['Computers']
47452,['Business', 'Sports', 'Computers', 'Society'],['Arts']
47453,['Arts', 'Shopping', 'Sports', 'Society'],['Arts']
47456,['Arts', 'Shopping', 'Business', 'Reference'],['Arts']
13265,['Recreation', 'Reference', 'Computers', 'News'],['Computers']
13266,['Recreation', 'News', 'Arts', 'Science'],['Computers']
47462,['Arts', 'Society', 'Sports', 'Recreation'],['Arts']
47478,['Society', 'Arts', 'Sports', 'Shopping'],['Arts']
47481,['Arts', 'Reference', 'Health', 'Society'],['Arts']
47486,['Health', 'Sports', 'Society', 'Games'],['Arts']
13295,['Business', 'Sports', 'Shopping', 'Society'],['Computers']
47496,['Computers', 'Arts', 'Sports', 'Shopping'],['Arts']
47498,['Computers', 'Health', 'Business', 'Science'],['Arts']
13309,['Computers', 'Recreation', 'Arts', 'Shopping'],['Computers']
47505,['Arts', 'Recreation', 'Computers', 'Sports'],['Arts']
13317,['Arts', 'Sports', 'Society', 'Shopping'],['Computers']
47513,['Arts', 'Society', 'Business', 'Sports'],['Arts']
47515,['Health', 'Games', 'Sports', 'Recreation'],['Arts']
13321,['Computers', 'Arts', 'Sports', 'Business'],['Computers']
47527,['Computers', 'Business', 'Arts', 'Sports'],['Arts']
13334,['Arts', 'Sports', 'Recreation', 'Business'],['Computers']
13338,['Arts', 'Games', 'News', 'Health'],['Computers']
47540,['Arts', 'Sports', 'Society', 'Science'],['Arts']
47542,['Society', 'Recreation', 'Business', 'Computers'],['Arts']
13347,['Recreation', 'Business', 'News', 'Games'],['Computers']
13349,['Business', 'Arts', 'Sports', 'Recreation'],['Computers']
13352,['Health', 'Sports', 'Science', 'Computers'],['Computers']
13365,['Business', 'Shopping', 'Computers', 'Sports'],['Computers']
47563,['Shopping', 'Games', 'Arts', 'Business'],['Arts']
47569,['Society', 'Health', 'Sports', 'Science'],['Arts']
47574,['Arts', 'Recreation', 'Sports', 'Science'],['Arts']
13383,['Adult', 'Sports', 'Recreation', 'Computers'],['Computers']
47589,['Arts', 'Recreation', 'Society', 'Business'],['Arts']
47596,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
13402,['Business', 'Sports', 'Reference', 'Recreation'],['Computers']
13403,['Computers', 'Recreation', 'Science', 'Games'],['Computers']
13404,['Recreation', 'Games', 'Computers', 'Science'],['Computers']
47601,['Business', 'Computers', 'Shopping', 'Science'],['Business']
13410,['Sports', 'Games', 'Reference', 'Society'],['Computers']
47608,['Recreation', 'Society', 'Health', 'Computers'],['Business']
47615,['Sports', 'Business', 'Health', 'Arts'],['Business']
47624,['Business', 'Computers', 'Shopping', 'Health'],['Business']
47625,['Business', 'Health', 'Home', 'Science'],['Business']
47626,['Games', 'Sports', 'Computers', 'Business'],['Business']
47629,['Computers', 'Business', 'Sports', 'Society'],['Business']
47630,['Business', 'Health', 'Sports', 'Society'],['Business']
47637,['Reference', 'Health', 'Science', 'Computers'],['Business', 'Science']
47640,['Society', 'Shopping', 'Computers', 'Sports'],['Business']
13446,['Computers', 'Recreation', 'News', 'Adult'],['Computers']
47648,['Shopping', 'Recreation', 'Sports', 'Society'],['Business']
13467,['Recreation', 'Games', 'Computers', 'Business'],['Computers']
13476,['Computers', 'Recreation', 'Adult', 'Reference'],['Computers']
13479,['Adult', 'Recreation', 'Computers', 'Arts'],['Computers']
13480,['Games', 'Computers', 'Arts', 'Recreation'],['Computers']
47680,['Business', 'Society', 'Computers', 'Sports'],['Business']
13484,['Recreation', 'Computers', 'Business', 'Arts'],['Computers']
13488,['Recreation', 'Shopping', 'Health', 'Computers'],['Computers']
