ref id,Predicted,Actual
0,['Adult', 'Society', 'Recreation', 'Computers'],['Adult']
12181,['Shopping', 'Business', 'Health', 'Computers'],['Computers']
12185,['Computers', 'Arts', 'Recreation', 'Games'],['Computers']
12186,['Reference', 'Computers', 'Recreation', 'Science'],['Computers']
12190,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
46376,['Arts', 'Shopping', 'Computers', 'Business'],['Arts']
12193,['Computers', 'Arts', 'Reference', 'News'],['Computers']
46382,['Shopping', 'Recreation', 'Arts', 'Society'],['Arts']
46387,['Business', 'Arts', 'Shopping', 'Computers'],['Arts']
46389,['Society', 'Shopping', 'Arts', 'Business'],['Arts']
46409,['Arts', 'Business', 'Recreation', 'Shopping'],['Arts']
12226,['Computers', 'Recreation', 'Reference', 'Science'],['Computers']
46414,['Computers', 'Society', 'Recreation', 'Shopping'],['Arts']
12229,['Computers', 'Recreation', 'Shopping', 'Society'],['Computers']
46416,['Business', 'Arts', 'News', 'Shopping'],['Arts']
12231,['Computers', 'Business', 'Arts', 'Recreation'],['Computers']
12238,['Arts', 'Recreation', 'Games', 'Computers'],['Computers']
12242,['Shopping', 'Business', 'Computers', 'Science'],['Computers']
46430,['Arts', 'Society', 'Recreation', 'Business'],['Arts']
12251,['Recreation', 'Science', 'Business', 'Computers'],['Computers']
12254,['Shopping', 'Science', 'Recreation', 'Business'],['Computers']
12258,['Computers', 'Business', 'Home', 'Shopping'],['Computers']
46446,['Arts', 'News', 'Society', 'Recreation'],['Arts']
46452,['Society', 'Arts', 'Recreation', 'Sports'],['Arts']
12267,['Business', 'Home', 'Computers', 'Health'],['Computers']
46459,['Arts', 'Recreation', 'Shopping', 'News'],['Arts']
12272,['Computers', 'Business', 'Science', 'Arts'],['Computers']
46461,['Adult', 'Arts', 'Society', 'Recreation'],['Arts']
46468,['Computers', 'Arts', 'Society', 'Health'],['Arts']
46470,['Sports', 'News', 'Arts', 'Health'],['Arts']
12284,['Business', 'Computers', 'Shopping', 'News'],['Computers']
12291,['Recreation', 'Arts', 'Society', 'Shopping'],['Computers']
46479,['Arts', 'Shopping', 'News', 'Health'],['Arts']
46481,['Arts', 'Business', 'Shopping', 'Society'],['Arts']
46485,['Arts', 'Society', 'News', 'Adult'],['Arts']
46492,['Arts', 'Sports', 'Health', 'Society'],['Arts']
46494,['Society', 'Arts', 'Shopping', 'Recreation'],['Arts']
12309,['Computers', 'Business', 'Science', 'Reference'],['Computers']
46499,['Arts', 'News', 'Business', 'Games'],['Arts']
12315,['Computers', 'Recreation', 'Shopping', 'Society'],['Computers']
46503,['Health', 'Games', 'Adult', 'Arts'],['Arts']
12333,['Computers', 'Arts', 'Recreation', 'Games'],['Computers']
46524,['Society', 'Sports', 'Arts', 'Recreation'],['Arts']
12339,['Computers', 'Health', 'Recreation', 'Home'],['Computers']
46527,['Arts', 'Shopping', 'Adult', 'Science'],['Arts']
12345,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
46534,['Shopping', 'Computers', 'Recreation', 'Arts'],['Arts']
46540,['Health', 'Arts', 'Recreation', 'Sports'],['Arts']
46541,['Games', 'Arts', 'Computers', 'Shopping'],['Arts']
46542,['Shopping', 'Computers', 'Business', 'Science'],['Arts']
46543,['Society', 'Arts', 'Health', 'Recreation'],['Arts']
46544,['Arts', 'Computers', 'Recreation', 'Games'],['Arts', 'Games']
46546,['Arts', 'Computers', 'Recreation', 'Shopping'],['Arts']
46547,['Arts', 'Society', 'Recreation', 'Computers'],['Arts']
12363,['Recreation', 'Shopping', 'Computers', 'Society'],['Computers']
46566,['Arts', 'Adult', 'Computers', 'Recreation'],['Arts']
12381,['Computers', 'Health', 'Recreation', 'Arts'],['Computers']
12385,['Games', 'Computers', 'Shopping', 'Home'],['Computers']
12386,['Computers', 'Arts', 'Shopping', 'Society'],['Computers']
12391,['Computers', 'Recreation', 'Business', 'Arts'],['Computers']
46588,['Arts', 'Shopping', 'Recreation', 'Computers'],['Arts']
12411,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
46605,['Arts', 'Shopping', 'Computers', 'News'],['Arts']
12418,['Business', 'Computers', 'Science', 'Reference'],['Computers']
46607,['Arts', 'Shopping', 'Business', 'Computers'],['Arts']
12420,['Computers', 'Science', 'Business', 'Arts'],['Computers']
46608,['Shopping', 'Arts', 'Business', 'Recreation'],['Arts']
12429,['Computers', 'Science', 'Shopping', 'Arts'],['Computers']
46627,['Arts', 'Computers', 'Business', 'Shopping'],['Arts']
46629,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
12448,['Computers', 'Business', 'Arts', 'Recreation'],['Computers']
46637,['Shopping', 'Arts', 'Recreation', 'Society'],['Arts']
12451,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
46639,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
46643,['Arts', 'Shopping', 'Society', 'Computers'],['Arts']
46645,['Shopping', 'Recreation', 'Sports', 'Computers'],['Arts']
12458,['Computers', 'Science', 'Recreation', 'Arts'],['Computers']
46655,['Computers', 'Recreation', 'Shopping', 'Society'],['Arts']
46658,['Computers', 'Recreation', 'Shopping', 'Arts'],['Arts']
46665,['Shopping', 'Recreation', 'Society', 'Arts'],['Arts']
46670,['Shopping', 'Arts', 'Recreation', 'Computers'],['Arts']
12488,['Computers', 'Recreation', 'News', 'Arts'],['Computers']
46676,['Arts', 'Shopping', 'Society', 'Computers'],['Arts']
46678,['Computers', 'Recreation', 'Shopping', 'Games'],['Arts']
46684,['Arts', 'Society', 'Computers', 'Recreation'],['Arts']
46687,['Games', 'Arts', 'Computers', 'News'],['Arts']
12500,['Computers', 'Recreation', 'Games', 'News'],['Computers']
46693,['Society', 'Computers', 'Shopping', 'Arts'],['Arts']
12508,['Computers', 'Business', 'Reference', 'Science'],['Computers']
12514,['Games', 'Shopping', 'Sports', 'Computers'],['Computers']
46715,['Arts', 'Society', 'Health', 'Shopping'],['Arts']
12526,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
46717,['Society', 'Arts', 'Computers', 'Shopping'],['Arts']
12530,['Computers', 'Business', 'Arts', 'Games'],['Computers']
46720,['Arts', 'Shopping', 'Society', 'Computers'],['Arts']
46721,['Society', 'Shopping', 'Arts', 'Computers'],['Arts']
46726,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
46727,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
46731,['Society', 'Business', 'Shopping', 'Arts'],['Arts']
12542,['Computers', 'Business', 'Home', 'Recreation'],['Computers']
12544,['Arts', 'Computers', 'News', 'Recreation'],['Computers']
46743,['Arts', 'Society', 'Sports', 'Games'],['Arts']
46744,['Shopping', 'Arts', 'Recreation', 'Computers'],['Arts']
46762,['Reference', 'Computers', 'Arts', 'Science'],['Arts']
46772,['Computers', 'Recreation', 'Shopping', 'Arts'],['Arts']
46776,['Arts', 'Society', 'Recreation', 'Computers'],['Arts']
12591,['News', 'Computers', 'Arts', 'Science'],['Computers']
46784,['Shopping', 'Arts', 'Recreation', 'Society'],['Arts']
12595,['Computers', 'News', 'Health', 'Business'],['Computers']
12596,['Computers', 'Reference', 'Science', 'Arts'],['Computers']
46787,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
12598,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
12608,['Sports', 'Shopping', 'Recreation', 'Computers'],['Computers']
46802,['Arts', 'Sports', 'Shopping', 'Computers'],['Arts']
12614,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
12624,['Recreation', 'Computers', 'Shopping', 'Society'],['Computers']
46817,['Arts', 'Health', 'Recreation', 'Society'],['Arts']
46825,['Arts', 'Society', 'Computers', 'Shopping'],['Arts']
46827,['Arts', 'Society', 'Adult', 'Shopping'],['Arts']
12640,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
46836,['Arts', 'Society', 'Business', 'Shopping'],['Arts']
12646,['Computers', 'Recreation', 'Health', 'Business'],['Computers']
12648,['Computers', 'Science', 'Recreation', 'Health'],['Computers']
12649,['Computers', 'Society', 'Science', 'Arts'],['Computers']
46845,['Arts', 'Sports', 'Shopping', 'Games'],['Arts']
46865,['Shopping', 'Recreation', 'Computers', 'Society'],['Arts']
46872,['Shopping', 'Arts', 'Computers', 'Recreation'],['Arts']
12686,['Business', 'Health', 'Recreation', 'Society'],['Computers']
12692,['Business', 'Recreation', 'Science', 'Health'],['Computers']
12693,['Computers', 'Business', 'Recreation', 'Society'],['Computers']
12694,['Science', 'Society', 'Reference', 'Recreation'],['Computers']
12698,['News', 'Computers', 'Society', 'Arts'],['Computers']
12701,['Computers', 'Science', 'Reference', 'News'],['Computers']
46892,['Shopping', 'Arts', 'Computers', 'Business'],['Arts']
46896,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
12708,['Society', 'Business', 'Computers', 'Recreation'],['Computers']
12713,['Computers', 'Recreation', 'Games', 'Reference'],['Computers']
12714,['Business', 'Computers', 'Arts', 'Science'],['Computers']
12716,['Computers', 'Recreation', 'Shopping', 'Games'],['Computers']
46910,['Arts', 'Society', 'Business', 'Recreation'],['Arts']
12722,['Recreation', 'Computers', 'Society', 'Shopping'],['Computers']
46917,['Arts', 'Computers', 'Shopping', 'Business'],['Arts']
46922,['Arts', 'Business', 'Shopping', 'Society'],['Arts']
12739,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
12742,['Computers', 'Science', 'Recreation', 'Business'],['Computers']
12747,['Recreation', 'Science', 'Computers', 'Arts'],['Computers']
12750,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
12752,['Computers', 'Reference', 'Science', 'Recreation'],['Computers']
12757,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
46949,['Computers', 'Society', 'Shopping', 'Games'],['Arts']
12759,['Computers', 'Science', 'Recreation', 'Society'],['Computers']
46955,['Arts', 'Adult', 'Games', 'Society'],['Arts']
12765,['Computers', 'Recreation', 'Science', 'Games'],['Computers']
46962,['Society', 'Shopping', 'Computers', 'Recreation'],['Arts']
46969,['Society', 'Arts', 'Shopping', 'Recreation'],['Arts']
46972,['Society', 'Games', 'Reference', 'Sports'],['Arts']
12784,['Computers', 'Science', 'Games', 'Recreation'],['Computers']
46976,['Arts', 'Shopping', 'Society', 'Computers'],['Arts']
12788,['Computers', 'Games', 'Science', 'Reference'],['Computers']
46986,['Recreation', 'Society', 'Arts', 'Science'],['Arts']
46989,['Recreation', 'Computers', 'Sports', 'Health'],['Arts']
46991,['Computers', 'Recreation', 'Shopping', 'Business'],['Arts']
12811,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
47005,['Recreation', 'Shopping', 'Society', 'Computers'],['Arts']
47007,['Arts', 'Home', 'Business', 'Recreation'],['Arts']
12817,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
47011,['Arts', 'Society', 'Computers', 'Business'],['Arts']
12839,['Games', 'Computers', 'Business', 'Science'],['Computers']
12843,['Computers', 'Society', 'Arts', 'Business'],['Computers']
12847,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
12852,['Computers', 'Business', 'Science', 'Society'],['Computers']
12853,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
47044,['Arts', 'Reference', 'Society', 'Shopping'],['Arts']
12859,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
47051,['Arts', 'Recreation', 'Shopping', 'Business'],['Arts']
47053,['Arts', 'Society', 'Recreation', 'Health'],['Arts']
47054,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
12863,['Computers', 'Recreation', 'Science', 'News'],['Computers']
12887,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
12897,['Computers', 'Recreation', 'Arts', 'Business'],['Computers']
47090,['Arts', 'Sports', 'Computers', 'Society'],['Arts']
47092,['Arts', 'Sports', 'Computers', 'Shopping'],['Arts']
12903,['Computers', 'Science', 'Business', 'Shopping'],['Computers']
12904,['Computers', 'Recreation', 'Games', 'Science'],['Computers']
12909,['Computers', 'Recreation', 'Games', 'Arts'],['Computers']
12916,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
12919,['Computers', 'Science', 'Arts', 'Recreation'],['Computers']
47111,['Shopping', 'Arts', 'Business', 'Recreation'],['Arts']
12924,['Computers', 'Shopping', 'Recreation', 'Business'],['Computers']
12930,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
47123,['Society', 'Home', 'Health', 'Arts'],['Arts']
12932,['Computers', 'Science', 'Recreation', 'Shopping'],['Computers']
12933,['Health', 'Computers', 'Recreation', 'Science'],['Computers']
12938,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
12942,['Computers', 'Science', 'Shopping', 'Recreation'],['Computers']
12944,['News', 'Science', 'Games', 'Arts'],['Computers']
47142,['Arts', 'Society', 'Business', 'Shopping'],['Arts']
47152,['Arts', 'Recreation', 'News', 'Shopping'],['Arts']
47158,['Arts', 'Business', 'Home', 'Health'],['Arts']
47160,['Arts', 'News', 'Society', 'Business'],['Arts']
12975,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
47169,['Arts', 'Shopping', 'Recreation', 'News'],['Arts']
47175,['Arts', 'Computers', 'Shopping', 'Business'],['Arts']
12991,['Computers', 'Business', 'Science', 'Society'],['Computers']
47188,['Arts', 'Shopping', 'Recreation', 'Sports'],['Arts']
13000,['Computers', 'Health', 'Business', 'Science'],['Computers']
13006,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
13014,['Computers', 'Home', 'Business', 'Shopping'],['Computers']
47219,['Arts', 'Health', 'Business', 'Shopping'],['Arts']
47223,['Arts', 'Shopping', 'Computers', 'Recreation'],['Arts']
13035,['Computers', 'Business', 'Reference', 'Home'],['Computers']
13037,['Computers', 'Business', 'Science', 'Games'],['Computers']
13038,['Computers', 'Business', 'Science', 'Society'],['Computers']
13040,['Computers', 'Business', 'Science', 'Society'],['Computers']
13041,['Computers', 'Recreation', 'Home', 'Reference'],['Computers']
13042,['Computers', 'Recreation', 'Games', 'Science'],['Computers']
47235,['Business', 'Society', 'Recreation', 'Arts'],['Arts']
47240,['Arts', 'News', 'Society', 'Health'],['Arts']
13050,['Computers', 'Business', 'Health', 'Recreation'],['Computers']
47245,['Shopping', 'Recreation', 'Computers', 'Society'],['Arts']
13056,['Computers', 'Society', 'Games', 'Business'],['Computers']
47260,['Arts', 'News', 'Recreation', 'Sports'],['Arts']
13072,['Computers', 'Business', 'Science', 'Reference'],['Computers']
13080,['Shopping', 'Recreation', 'Computers', 'Sports'],['Computers']
47277,['Arts', 'Computers', 'Recreation', 'Shopping'],['Arts']
13085,['Computers', 'Arts', 'Home', 'Games'],['Computers']
13086,['Computers', 'Business', 'Shopping', 'Arts'],['Computers']
13090,['Home', 'Computers', 'Business', 'Recreation'],['Computers']
47287,['Arts', 'Home', 'Recreation', 'Health'],['Arts']
13095,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
13099,['Computers', 'Home', 'Business', 'Arts'],['Computers']
13103,['Computers', 'Science', 'Reference', 'Games'],['Computers']
47298,['Arts', 'Society', 'Sports', 'News'],['Arts']
13108,['Computers', 'Society', 'Science', 'Business'],['Computers']
13116,['Computers', 'Games', 'Shopping', 'Home'],['Computers']
47310,['Arts', 'News', 'Society', 'Recreation'],['Arts']
13121,['Computers', 'Reference', 'Business', 'Home'],['Computers']
47319,['Arts', 'Shopping', 'Business', 'Computers'],['Arts']
13129,['Computers', 'Society', 'News', 'Business'],['Computers']
13135,['Computers', 'Shopping', 'Home', 'Science'],['Computers']
13143,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
47339,['Arts', 'Society', 'Sports', 'News'],['Arts']
47343,['Health', 'Arts', 'Shopping', 'Society'],['Arts']
13153,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
47348,['Arts', 'News', 'Computers', 'Business'],['Arts']
47350,['Arts', 'Society', 'Shopping', 'Recreation'],['Arts']
47352,['Arts', 'Shopping', 'Society', 'Business'],['Arts']
13161,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
47357,['News', 'Arts', 'Recreation', 'Business'],['Arts']
13172,['Business', 'Health', 'Recreation', 'Computers'],['Computers']
13173,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
47380,['Arts', 'News', 'Recreation', 'Business'],['Arts']
13197,['Computers', 'Science', 'Recreation', 'Arts'],['Computers']
47398,['Computers', 'Arts', 'Shopping', 'Business'],['Arts']
13208,['Computers', 'Business', 'Science', 'Arts'],['Computers']
13212,['Computers', 'Business', 'Science', 'Health'],['Computers']
47408,['Business', 'Shopping', 'Arts', 'Computers'],['Arts']
13215,['Computers', 'Arts', 'Business', 'Recreation'],['Computers']
47411,['Computers', 'Recreation', 'Business', 'Shopping'],['Arts']
13223,['Computers', 'Health', 'Science', 'Arts'],['Computers']
47422,['Recreation', 'Shopping', 'Computers', 'Society'],['Arts']
47423,['Shopping', 'Recreation', 'Computers', 'Society'],['Arts']
13230,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
13233,['Computers', 'Science', 'Health', 'Recreation'],['Computers']
13236,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
47435,['Computers', 'Business', 'Shopping', 'Recreation'],['Arts']
13240,['Computers', 'Science', 'Health', 'Recreation'],['Computers']
47436,['Arts', 'Society', 'News', 'Health'],['Arts']
13242,['Computers', 'Health', 'Business', 'Science'],['Computers']
47438,['Arts', 'Shopping', 'Computers', 'Society'],['Arts']
47440,['Shopping', 'Recreation', 'Computers', 'Society'],['Arts']
13246,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
13252,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
47452,['Business', 'Shopping', 'Arts', 'Science'],['Arts']
47453,['Arts', 'Shopping', 'Computers', 'Society'],['Arts']
47456,['Computers', 'Business', 'Arts', 'Shopping'],['Arts']
13265,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
13266,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
47462,['Arts', 'Computers', 'Society', 'Shopping'],['Arts']
47478,['Arts', 'Shopping', 'Recreation', 'Business'],['Arts']
47481,['Arts', 'Reference', 'Society', 'Science'],['Arts']
47486,['Arts', 'Shopping', 'Health', 'Recreation'],['Arts']
13295,['Computers', 'Arts', 'Recreation', 'Science'],['Computers']
47496,['Arts', 'Shopping', 'Recreation', 'Computers'],['Arts']
47498,['Computers', 'Business', 'Society', 'Shopping'],['Arts']
13309,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
47505,['Recreation', 'Arts', 'Computers', 'Society'],['Arts']
13317,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
47513,['Arts', 'Business', 'Shopping', 'Society'],['Arts']
47515,['Arts', 'Shopping', 'Computers', 'Recreation'],['Arts']
13321,['Home', 'Computers', 'Recreation', 'Arts'],['Computers']
47527,['Computers', 'Arts', 'Reference', 'Business'],['Arts']
13334,['Computers', 'Games', 'Business', 'Recreation'],['Computers']
13338,['Computers', 'Games', 'Recreation', 'Business'],['Computers']
47540,['Computers', 'Shopping', 'Reference', 'Arts'],['Arts']
47542,['Business', 'Society', 'Arts', 'Computers'],['Arts']
13347,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
13349,['Games', 'Computers', 'Shopping', 'Business'],['Computers']
13352,['Computers', 'Recreation', 'Science', 'Games'],['Computers']
13365,['Business', 'Computers', 'Science', 'Games'],['Computers']
47563,['Arts', 'Business', 'Society', 'Shopping'],['Arts']
47569,['Arts', 'Business', 'Society', 'Computers'],['Arts']
47574,['Arts', 'Sports', 'Computers', 'Society'],['Arts']
13383,['Computers', 'Shopping', 'Science', 'Business'],['Computers']
47589,['Arts', 'Society', 'Business', 'Computers'],['Arts']
47596,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
13402,['Computers', 'News', 'Reference', 'Recreation'],['Computers']
13403,['Computers', 'Recreation', 'Health', 'Science'],['Computers']
13404,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
47601,['Business', 'Shopping', 'Computers', 'Society'],['Business']
13410,['Computers', 'Recreation', 'Games', 'Science'],['Computers']
47608,['Business', 'Computers', 'Shopping', 'Society'],['Business']
47615,['Business', 'Shopping', 'Computers', 'Society'],['Business']
47624,['Business', 'Society', 'Computers', 'Shopping'],['Business']
47625,['Business', 'Society', 'Science', 'News'],['Business']
47626,['Business', 'Arts', 'Society', 'Reference'],['Business']
47629,['Sports', 'Business', 'Recreation', 'Computers'],['Business']
47630,['Business', 'Health', 'Computers', 'Shopping'],['Business']
47637,['Science', 'Computers', 'Business', 'Society'],['Business', 'Science']
47640,['Shopping', 'Society', 'Recreation', 'Computers'],['Business']
13446,['Computers', 'Home', 'Health', 'Recreation'],['Computers']
47648,['Business', 'Health', 'Arts', 'Computers'],['Business']
13467,['Computers', 'Science', 'Recreation', 'Arts'],['Computers']
13476,['Computers', 'Recreation', 'Games', 'Health'],['Computers']
13479,['Computers', 'Recreation', 'Adult', 'Business'],['Computers']
13480,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
47680,['Business', 'Computers', 'Science', 'Society'],['Business']
13484,['Business', 'Computers', 'Science', 'Arts'],['Computers']
13488,['Computers', 'Games', 'News', 'Arts'],['Computers']
13492,['Science', 'Computers', 'Business', 'Recreation'],['Computers']
47697,['Business', 'Science', 'Computers', 'Shopping'],['Business']
13508,['News', 'Computers', 'Society', 'Arts'],['Computers']
13510,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
13528,['Business', 'Computers', 'Recreation', 'Arts'],['Computers']
47727,['Shopping', 'Recreation', 'Business', 'Society'],['Business']
13535,['Computers', 'Shopping', 'Science', 'Recreation'],['Computers']
47734,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
47743,['Recreation', 'Computers', 'Shopping', 'Business'],['Business']
13546,['Business', 'Computers', 'Recreation', 'Arts'],['Computers']
13551,['Computers', 'Arts', 'Science', 'Recreation'],['Computers']
13554,['Computers', 'Health', 'Recreation', 'Arts'],['Computers']
47755,['Shopping', 'Recreation', 'Computers', 'Society'],['Business', 'Science']
47756,['Business', 'Recreation', 'Shopping', 'Society'],['Business']
47757,['Business', 'News', 'Shopping', 'Science'],['Business']
13561,['News', 'Arts', 'Home', 'Computers'],['Computers']
47764,['Shopping', 'Home', 'Society', 'News'],['Business']
47766,['Business', 'Shopping', 'Computers', 'Society'],['Business']
13573,['Computers', 'Games', 'Recreation', 'Arts'],['Computers']
47771,['Business', 'Shopping', 'Arts', 'Home'],['Business']
13578,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
47776,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
13580,['Games', 'Computers', 'Arts', 'Recreation'],['Games']
47782,['Business', 'Computers', 'Shopping', 'Society'],['Business']
47785,['Shopping', 'Home', 'Recreation', 'Society'],['Business']
47787,['Shopping', 'Business', 'Recreation', 'Health'],['Business']
13592,['Recreation', 'Games', 'Arts', 'Home'],['Games']
47794,['Business', 'Sports', 'Computers', 'Society'],['Business']
13599,['Games', 'Arts', 'Computers', 'News'],['Games']
47797,['Society', 'Science', 'Business', 'Computers'],['Business']
13606,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
13612,['Games', 'Sports', 'Home', 'Shopping'],['Games']
47815,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
47816,['Business', 'Shopping', 'Sports', 'Computers'],['Business']
47817,['Business', 'Health', 'Computers', 'Recreation'],['Business']
47819,['Business', 'Shopping', 'Reference', 'Recreation'],['Business']
47821,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
13627,['Games', 'Recreation', 'Computers', 'Business'],['Games']
47831,['Business', 'Recreation', 'Shopping', 'Computers'],['Business', 'Recreation']
47836,['Sports', 'Recreation', 'Business', 'Computers'],['Business', 'Recreation']
47840,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
13644,['Games', 'Shopping', 'Computers', 'Business'],['Games']
47845,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
47847,['Business', 'Computers', 'Shopping', 'Science'],['Business']
47852,['Business', 'Shopping', 'Recreation', 'Sports'],['Business']
13656,['Recreation', 'Computers', 'Games', 'Health'],['Games']
13663,['Games', 'Computers', 'Recreation', 'News'],['Games']
13668,['Games', 'Recreation', 'Arts', 'Home'],['Games']
47870,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
47876,['Business', 'Shopping', 'Recreation', 'Sports'],['Business']
13679,['Games', 'Recreation', 'Home', 'Arts'],['Games']
13686,['Recreation', 'Computers', 'Games', 'Business'],['Games']
47884,['Business', 'Shopping', 'Recreation', 'Arts'],['Business']
47885,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
47892,['Business', 'Shopping', 'Recreation', 'Sports'],['Business']
13697,['Games', 'Computers', 'Recreation', 'Business'],['Games']
47904,['Business', 'Science', 'Computers', 'Shopping'],['Business']
47906,['Business', 'Society', 'Health', 'Computers'],['Business']
47908,['Business', 'Health', 'Society', 'Computers'],['Business']
47911,['Business', 'Health', 'Society', 'Computers'],['Business']
13721,['Games', 'Shopping', 'Computers', 'Home'],['Games']
47921,['Business', 'Shopping', 'Arts', 'Home'],['Business']
47924,['Business', 'Computers', 'Shopping', 'Science'],['Business']
47926,['Business', 'Computers', 'Science', 'Society'],['Business']
13730,['Computers', 'Games', 'Recreation', 'Science'],['Games']
13738,['Sports', 'Games', 'Recreation', 'Arts'],['Games']
13740,['Games', 'Recreation', 'Computers', 'Health'],['Games']
47941,['Business', 'Health', 'Computers', 'Society'],['Business']
47948,['Shopping', 'Computers', 'Business', 'Arts'],['Business']
13761,['Games', 'Recreation', 'Business', 'Computers'],['Games']
13764,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
47962,['Business', 'Society', 'Arts', 'Shopping'],['Business']
47977,['Business', 'Science', 'Computers', 'Shopping'],['Business']
47980,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
47983,['Business', 'Computers', 'Shopping', 'Society'],['Business']
13791,['Games', 'Arts', 'Recreation', 'Sports'],['Games']
47996,['Business', 'Computers', 'Society', 'News'],['Business']
47998,['Business', 'Reference', 'Computers', 'Society'],['Business']
48001,['Arts', 'Society', 'Business', 'Computers'],['Business']
13805,['Games', 'Recreation', 'Science', 'Health'],['Games']
48003,['Business', 'Shopping', 'Recreation', 'Science'],['Business']
48014,['Computers', 'Shopping', 'Recreation', 'Science'],['Business', 'Society']
13817,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
48018,['Computers', 'Business', 'Shopping', 'Society'],['Business']
13821,['Games', 'Recreation', 'Computers', 'Health'],['Games']
48031,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
48042,['Business', 'Shopping', 'Health', 'Computers'],['Business']
48043,['Business', 'Health', 'Arts', 'Computers'],['Business']
48045,['Health', 'Business', 'Society', 'Science'],['Business']
48055,['Home', 'Business', 'Shopping', 'Computers'],['Business']
48057,['Business', 'Computers', 'Science', 'Shopping'],['Business']
48064,['Science', 'Computers', 'Business', 'Reference'],['Business', 'Science']
48067,['Business', 'Society', 'Computers', 'Recreation'],['Business']
48068,['Business', 'Computers', 'Science', 'Shopping'],['Business']
13873,['Business', 'Recreation', 'Health', 'Arts'],['Games']
13889,['Games', 'Computers', 'Business', 'Recreation'],['Games']
13892,['Games', 'Recreation', 'Reference', 'Business'],['Games']
48094,['Business', 'Recreation', 'Health', 'Shopping'],['Business']
13904,['Games', 'Shopping', 'Computers', 'Business'],['Games']
48105,['Shopping', 'Computers', 'Recreation', 'Society'],['Business']
48107,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
13910,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
13912,['Games', 'Sports', 'Shopping', 'Computers'],['Games']
48111,['Business', 'Shopping', 'Science', 'Computers'],['Business']
13915,['Games', 'Business', 'Recreation', 'Sports'],['Games']
13919,['Games', 'Arts', 'Computers', 'Recreation'],['Games']
