ref id,Predicted,Actual
57141,['Shopping', 'Business', 'Games', 'Arts'],['Adult']
35325,['Business', 'Health', 'Society', 'Shopping'],['Science']
25623,['Reference', 'Adult', 'Sports', 'Shopping'],['Shopping']
24471,['Computers', 'Recreation', 'Arts', 'Health'],['Computers']
23881,['Computers', 'Arts', 'Business', 'Games'],['Arts']
43896,['Recreation', 'Business', 'Reference', 'Computers'],['Sports']
45284,['Business', 'Computers', 'Recreation', 'Science'],['Science']
8631,['Shopping', 'Recreation', 'Arts', 'Reference'],['Computers']
16511,['Business', 'Computers', 'Recreation', 'Science'],['Business']
45866,['Science', 'Health', 'Society', 'Arts'],['Arts']
41494,['Shopping', 'Computers', 'Business', 'Games'],['Science']
1504,['Business', 'Computers', 'Arts', 'Society'],['Arts']
47974,['Recreation', 'Business', 'Computers', 'Games'],['Computers']
32691,['Computers', 'Society', 'Shopping', 'Business'],['Shopping']
33790,['Computers', 'Business', 'Society', 'Recreation'],['Science']
54503,['Computers', 'Games', 'Adult', 'Recreation'],['Shopping']
4635,['Shopping', 'Business', 'Sports', 'Games'],['Sports']
7976,['Recreation', 'Computers', 'Shopping', 'Business'],['Recreation']
16286,['Business', 'Shopping', 'Recreation', 'Computers'],['Shopping']
37659,['Business', 'Recreation', 'Computers', 'Arts'],['Recreation']
36976,['Business', 'Recreation', 'Computers', 'Science'],['Science']
27607,['Business', 'Health', 'Computers', 'Adult'],['Science']
50046,['Arts', 'Health', 'Recreation', 'Science'],['Recreation']
42481,['Business', 'Shopping', 'Adult', 'Computers'],['Shopping']
9416,['Business', 'Computers', 'Recreation', 'Science'],['Business']
44892,['Recreation', 'Science', 'Games', 'Reference'],['Recreation']
28249,['Reference', 'Health', 'Sports', 'Shopping'],['Sports']
57508,['Recreation', 'Computers', 'Business', 'Society'],['Science']
37767,['Computers', 'Shopping', 'Business', 'Health'],['Arts']
13375,['Business', 'Games', 'Health', 'Sports'],['Sports']
5856,['Computers', 'Business', 'Reference', 'Recreation'],['Recreation']
54535,['Business', 'Computers', 'Arts', 'Shopping'],['Shopping']
25791,['Shopping', 'Computers', 'Health', 'Science'],['Shopping']
48816,['Business', 'Computers', 'Recreation', 'Science'],['Recreation']
48017,['Business', 'Computers', 'Recreation', 'Reference'],['Recreation']
6585,['Business', 'Science', 'Society', 'Shopping'],['Business']
42136,['Business', 'Games', 'Society', 'Adult'],['Arts']
34462,['Recreation', 'Science', 'Games', 'Adult'],['Recreation']
32109,['Science', 'Recreation', 'Computers', 'Business'],['Shopping']
2788,['Business', 'Computers', 'Science', 'Recreation'],['Science']
36419,['Recreation', 'Science', 'Games', 'Adult'],['Recreation']
15420,['Reference', 'Computers', 'Business', 'Recreation'],['Recreation']
51775,['Business', 'Computers', 'Recreation', 'Adult'],['Business']
9952,['Computers', 'Business', 'Science', 'Recreation'],['Sports']
51879,['Business', 'Recreation', 'Adult', 'Reference'],['Shopping']
50884,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
30416,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
38791,['Business', 'Health', 'Society', 'Recreation'],['Shopping']
11227,['Recreation', 'Health', 'Business', 'Sports'],['Sports']
43964,['Recreation', 'Science', 'Games', 'Computers'],['Computers']
29370,['Computers', 'Health', 'Business', 'Recreation'],['Science']
23366,['Business', 'Society', 'Computers', 'Reference'],['Science']
34244,['Computers', 'Society', 'Recreation', 'Reference'],['Recreation']
33673,['Computers', 'Business', 'Recreation', 'Adult'],['Science']
46888,['Business', 'Recreation', 'Reference', 'Games'],['Arts']
6400,['Business', 'Arts', 'Computers', 'Recreation'],['Recreation']
14631,['Computers', 'Recreation', 'Science', 'Arts'],['Science']
13490,['Business', 'Recreation', 'Computers', 'Society'],['Sports']
2215,['Society', 'Science', 'Computers', 'Reference'],['Reference', 'Computers']
37035,['Computers', 'Games', 'Science', 'Society'],['Recreation']
22615,['Recreation', 'Business', 'Health', 'Society'],['Sports']
25664,['Computers', 'Business', 'Recreation', 'Adult'],['Business']
14415,['Recreation', 'Computers', 'Adult', 'Shopping'],['Arts']
15204,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
3346,['Science', 'Recreation', 'Games', 'Adult'],['Computers']
48939,['Business', 'Recreation', 'Computers', 'Adult'],['Recreation']
32969,['Business', 'Shopping', 'Computers', 'Recreation'],['Computers']
22181,['Recreation', 'Society', 'Computers', 'Games'],['Recreation']
50383,['Recreation', 'Business', 'Computers', 'Arts'],['Business']
3641,['Recreation', 'Computers', 'Reference', 'Adult'],['Recreation']
40021,['Business', 'Reference', 'Recreation', 'Science'],['Business']
47937,['Shopping', 'Computers', 'Arts', 'Health'],['Shopping']
32112,['Business', 'Computers', 'Recreation', 'Science'],['Arts']
123,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
30139,['Business', 'Recreation', 'Computers', 'Shopping'],['Shopping']
50160,['Business', 'Computers', 'Recreation', 'Science'],['Arts']
47202,['Business', 'Computers', 'Science', 'Recreation'],['Recreation']
14435,['Computers', 'Recreation', 'Adult', 'Science'],['Sports']
32370,['Business', 'Health', 'Recreation', 'Computers'],['Business']
42921,['Computers', 'Business', 'Adult', 'Science'],['Business']
28290,['Business', 'Computers', 'Arts', 'Recreation'],['Shopping']
58673,['Business', 'Health', 'Shopping', 'Society'],['Business']
1378,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
41238,['Recreation', 'Science', 'Computers', 'Business'],['Arts']
47697,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
44566,['Business', 'Reference', 'Science', 'Society'],['Business']
16561,['Business', 'Recreation', 'Computers', 'Arts'],['Arts']
50389,['Business', 'Recreation', 'Computers', 'Reference'],['Sports']
1303,['Computers', 'Reference', 'Recreation', 'Business'],['Recreation']
15439,['Computers', 'Adult', 'Science', 'Recreation'],['Shopping']
29295,['Science', 'Adult', 'Sports', 'Recreation'],['Shopping']
10732,['Computers', 'Recreation', 'Games', 'Business'],['Computers']
22016,['Business', 'Science', 'Recreation', 'Computers'],['Shopping']
27296,['Recreation', 'Games', 'Business', 'Computers'],['Shopping']
4111,['Business', 'Shopping', 'Reference', 'Society'],['Arts']
26553,['Reference', 'Business', 'Society', 'Computers'],['Computers']
458,['Reference', 'Games', 'Recreation', 'Business'],['Business']
49355,['Computers', 'Business', 'Recreation', 'Society'],['Shopping']
7536,['Business', 'Science', 'Recreation', 'Computers'],['Shopping']
48225,['Arts', 'Games', 'Recreation', 'Computers'],['Computers']
25902,['Computers', 'Arts', 'Shopping', 'Reference'],['Arts']
40727,['Business', 'Science', 'Recreation', 'Computers'],['Sports']
27552,['Business', 'Health', 'Shopping', 'Recreation'],['Shopping']
28199,['Shopping', 'Games', 'Business', 'Society'],['Sports']
14711,['Business', 'Computers', 'Recreation', 'Adult'],['Shopping']
39055,['Business', 'Computers', 'Recreation', 'Reference'],['Shopping']
37790,['Business', 'Sports', 'Shopping', 'Health'],['Shopping']
40354,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
36112,['Business', 'Computers', 'Shopping', 'Recreation'],['Recreation']
46672,['Business', 'Computers', 'Adult', 'Recreation'],['Business']
33784,['Computers', 'Arts', 'Health', 'Recreation'],['Arts']
22186,['Shopping', 'Business', 'Science', 'Computers'],['Computers']
26411,['Computers', 'Business', 'Recreation', 'Adult'],['Business']
16106,['Recreation', 'Business', 'Science', 'Adult'],['Arts']
36393,['Business', 'Computers', 'Recreation', 'Society'],['Computers']
28111,['Recreation', 'Sports', 'Business', 'Society'],['Sports']
13302,['Society', 'Recreation', 'Shopping', 'Games'],['Society', 'Shopping']
25396,['Business', 'Health', 'Reference', 'Recreation'],['Computers']
37329,['Business', 'Recreation', 'Computers', 'Sports'],['Sports']
11602,['Computers', 'Recreation', 'Games', 'Science'],['Computers']
53086,['Business', 'Recreation', 'Computers', 'Society'],['Sports']
47144,['Computers', 'Shopping', 'Arts', 'Reference'],['Recreation']
38539,['Business', 'Science', 'Computers', 'Society'],['Computers']
13124,['Business', 'Computers', 'Recreation', 'Society'],['Shopping']
53472,['Computers', 'Society', 'Recreation', 'Science'],['Computers']
20599,['Business', 'Computers', 'Science', 'Recreation'],['Sports']
14876,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
49799,['Recreation', 'Shopping', 'Sports', 'Business'],['Sports']
31286,['Recreation', 'Computers', 'Reference', 'Arts'],['Recreation']
14413,['Business', 'Society', 'Recreation', 'Health'],['Shopping']
1475,['Recreation', 'Business', 'Computers', 'Society'],['Computers']
29052,['Computers', 'Games', 'Business', 'Health'],['Computers']
11696,['Business', 'Society', 'Recreation', 'Shopping'],['Shopping']
599,['Recreation', 'Health', 'Adult', 'Computers'],['Recreation']
42059,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
21910,['Computers', 'Recreation', 'Shopping', 'Health'],['Sports']
6336,['Business', 'Shopping', 'Society', 'Reference'],['Computers']
29674,['Games', 'Computers', 'Recreation', 'Science'],['Arts']
28061,['Business', 'Health', 'Shopping', 'Adult'],['Shopping']
44939,['Recreation', 'Business', 'Society', 'Reference'],['Arts']
4198,['Recreation', 'Business', 'Society', 'Health'],['Arts']
3352,['Health', 'Recreation', 'Arts', 'Computers'],['Computers']
13000,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
33328,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
41639,['Business', 'Recreation', 'Arts', 'Computers'],['Recreation']
46306,['Business', 'Recreation', 'Shopping', 'Adult'],['Shopping']
322,['Business', 'Society', 'Health', 'Computers'],['Business']
33785,['Business', 'Adult', 'Computers', 'Recreation'],['Sports']
49451,['Computers', 'Reference', 'Business', 'Recreation'],['Computers']
4285,['Computers', 'Recreation', 'Business', 'Society'],['Computers']
11020,['Recreation', 'Health', 'Business', 'Science'],['Recreation']
33447,['Business', 'Computers', 'Recreation', 'Society'],['Business']
55128,['Recreation', 'Business', 'Computers', 'Reference'],['Business']
547,['Business', 'Recreation', 'Computers', 'Science'],['Business']
25107,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
40205,['Recreation', 'Business', 'Society', 'Computers'],['Recreation']
26224,['Business', 'Computers', 'Recreation', 'Society'],['Business']
54276,['Business', 'Health', 'Society', 'Reference'],['Arts']
3539,['Society', 'Computers', 'Shopping', 'Business'],['Business']
22931,['Business', 'Computers', 'Recreation', 'Society'],['Business']
26554,['Computers', 'Business', 'Shopping', 'Recreation'],['Shopping']
20653,['Business', 'Computers', 'Recreation', 'Science'],['Arts']
9074,['Computers', 'Adult', 'Shopping', 'Society'],['Business']
23469,['Business', 'Shopping', 'Society', 'Computers'],['Shopping']
8038,['Science', 'Recreation', 'Computers', 'Business'],['Shopping']
43475,['Computers', 'Business', 'Recreation', 'Arts'],['Reference', 'Arts']
4607,['Adult', 'Arts', 'Science', 'Games'],['Arts']
33365,['Business', 'Computers', 'Reference', 'Adult'],['Sports']
50616,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
31078,['Computers', 'Business', 'Recreation', 'Reference'],['Recreation']
23540,['Recreation', 'Society', 'Business', 'Computers'],['Shopping']
3715,['Business', 'Computers', 'Recreation', 'Science'],['Sports']
26332,['Business', 'Science', 'Recreation', 'Computers'],['Sports']
1252,['Computers', 'Arts', 'Games', 'Reference'],['Computers']
15659,['Sports', 'Computers', 'Business', 'Science'],['Shopping']
49732,['Reference', 'Computers', 'Health', 'Recreation'],['Computers']
3205,['Shopping', 'Games', 'Business', 'Arts'],['Shopping']
23580,['Business', 'Health', 'Shopping', 'Adult'],['Business']
25304,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
6813,['Business', 'Computers', 'Recreation', 'Science'],['Sports']
48513,['Computers', 'Shopping', 'Health', 'Business'],['Computers']
20727,['Computers', 'Society', 'Games', 'Science'],['Shopping']
43184,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
50742,['Games', 'Recreation', 'Arts', 'Science'],['Recreation']
51598,['Computers', 'Society', 'Shopping', 'Business'],['Shopping']
3248,['Computers', 'Recreation', 'Business', 'Shopping'],['Recreation']
10492,['Recreation', 'Business', 'Computers', 'Arts'],['Arts']
57757,['Computers', 'Business', 'Arts', 'Recreation'],['Sports']
2117,['Computers', 'Business', 'Adult', 'Health'],['Arts']
28911,['Business', 'Shopping', 'Recreation', 'Sports'],['Sports']
24816,['Shopping', 'Computers', 'Society', 'Games'],['Sports']
37406,['Recreation', 'Computers', 'Arts', 'Business'],['Computers']
36900,['Computers', 'Games', 'Arts', 'Business'],['Arts']
54298,['Computers', 'Adult', 'Health', 'Business'],['Recreation']
36928,['Business', 'Recreation', 'Computers', 'Science'],['Sports']
26378,['Games', 'Computers', 'Science', 'Recreation'],['Computers']
32797,['Computers', 'Society', 'Reference', 'Science'],['Arts']
34596,['Business', 'Recreation', 'Society', 'Arts'],['Recreation']
7842,['Recreation', 'Business', 'Adult', 'Computers'],['Shopping']
25819,['Adult', 'Computers', 'Arts', 'Shopping'],['Recreation']
41112,['Science', 'Adult', 'Sports', 'Business'],['Shopping']
42387,['Business', 'Computers', 'Recreation', 'Adult'],['Shopping']
53573,['Business', 'Recreation', 'Health', 'Adult'],['Business']
4376,['Business', 'Adult', 'Computers', 'Reference'],['Computers']
21913,['Recreation', 'Science', 'Games', 'Business'],['Recreation']
24729,['Business', 'Computers', 'Recreation', 'Society'],['Arts']
34457,['Adult', 'Shopping', 'Health', 'Recreation'],['Arts']
27159,['Computers', 'Science', 'Arts', 'Games'],['Computers']
16872,['Business', 'Recreation', 'Computers', 'Society'],['Sports']
20258,['Business', 'Computers', 'Arts', 'Games'],['Recreation']
16714,['Business', 'Recreation', 'Computers', 'Arts'],['Recreation', 'Business']
3597,['Shopping', 'Computers', 'Health', 'Business'],['Arts']
12489,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
28356,['Computers', 'Business', 'Recreation', 'Science'],['Sports']
37691,['Business', 'Science', 'Society', 'Computers'],['Sports']
6322,['Reference', 'Computers', 'Business', 'Arts'],['Computers']
8353,['Business', 'Recreation', 'Computers', 'Science'],['Recreation']
22013,['Recreation', 'Computers', 'Society', 'Shopping'],['Sports']
53756,['Computers', 'Science', 'Recreation', 'Adult'],['Arts']
28569,['Business', 'Recreation', 'Health', 'Society'],['Shopping']
6460,['Recreation', 'Computers', 'Science', 'Reference'],['Sports']
5710,['Shopping', 'Business', 'Health', 'Arts'],['Business']
12380,['Business', 'Recreation', 'Arts', 'Computers'],['Shopping']
2552,['Computers', 'Business', 'Recreation', 'Adult'],['Business']
22646,['Business', 'Society', 'Computers', 'Adult'],['Shopping']
32740,['Business', 'Computers', 'Recreation', 'Science'],['Arts']
49417,['Recreation', 'Business', 'Health', 'Adult'],['Recreation']
58764,['Business', 'Adult', 'Reference', 'Recreation'],['Shopping']
22062,['Business', 'Computers', 'Recreation', 'Science'],['Sports']
2022,['Business', 'Computers', 'Adult', 'Reference'],['Business']
46366,['Business', 'Society', 'Recreation', 'Computers'],['Business']
53428,['Science', 'Business', 'Recreation', 'Computers'],['Shopping']
13251,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
53153,['Computers', 'Recreation', 'Science', 'Reference'],['Recreation']
30492,['Recreation', 'Games', 'Computers', 'Arts'],['Recreation']
5631,['Games', 'Adult', 'Business', 'Health'],['Shopping']
25253,['Business', 'Computers', 'Reference', 'Recreation'],['Sports']
24038,['Recreation', 'Computers', 'Business', 'Arts'],['Computers']
58556,['Shopping', 'Business', 'Arts', 'Society'],['Business']
52618,['Shopping', 'Games', 'Arts', 'Business'],['Computers']
54425,['Recreation', 'Games', 'Science', 'Arts'],['Computers']
31229,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
24023,['Health', 'Business', 'Recreation', 'Shopping'],['Shopping']
12508,['Computers', 'Adult', 'Business', 'Shopping'],['Shopping']
43216,['Business', 'Society', 'Recreation', 'Arts'],['Recreation']
47690,['Business', 'Reference', 'Computers', 'Arts'],['Arts']
38011,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
23668,['Business', 'Shopping', 'Games', 'Society'],['Sports']
22125,['Computers', 'Reference', 'Adult', 'Recreation'],['Computers']
32215,['Shopping', 'Computers', 'Games', 'Reference'],['Sports']
10301,['Business', 'Recreation', 'Arts', 'Games'],['Shopping']
58720,['Health', 'Recreation', 'Business', 'Adult'],['Business']
16251,['Business', 'Recreation', 'Computers', 'Sports'],['Business']
8396,['Business', 'Computers', 'Recreation', 'Adult'],['Business']
29554,['Society', 'Reference', 'Business', 'Computers'],['Computers']
8219,['Business', 'Computers', 'Science', 'Recreation'],['Sports']
11069,['Computers', 'Recreation', 'Arts', 'Society'],['Computers']
21675,['Society', 'Business', 'Health', 'Computers'],['Business']
9501,['Business', 'Computers', 'Science', 'Recreation'],['Arts']
12625,['Business', 'Computers', 'Recreation', 'Science'],['Sports']
1577,['Business', 'Computers', 'Adult', 'Reference'],['Business']
7978,['Business', 'Computers', 'Recreation', 'Arts'],['Arts']
25047,['Business', 'Society', 'Computers', 'Recreation'],['Shopping']
48291,['Computers', 'Recreation', 'Arts', 'Shopping'],['Recreation']
12741,['Computers', 'Reference', 'Business', 'Recreation'],['Arts']
5775,['Recreation', 'Society', 'Shopping', 'Arts'],['Sports']
28114,['Computers', 'Science', 'Business', 'Society'],['Business']
44854,['Business', 'Recreation', 'Computers', 'Society'],['Business']
35271,['Business', 'Computers', 'Adult', 'Reference'],['Shopping']
43491,['Business', 'Shopping', 'Recreation', 'Computers'],['Shopping']
42893,['Business', 'Recreation', 'Computers', 'Arts'],['Arts']
9817,['Shopping', 'Business', 'Reference', 'Society'],['Shopping']
43696,['Shopping', 'Games', 'Arts', 'Business'],['Sports']
8275,['Recreation', 'Adult', 'Business', 'Society'],['Arts']
57764,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
41483,['Computers', 'Business', 'Recreation', 'Shopping'],['Arts']
53094,['Business', 'Health', 'Shopping', 'Recreation'],['Business']
23766,['Business', 'Arts', 'Society', 'Computers'],['Sports']
41678,['Business', 'Shopping', 'Health', 'Society'],['Shopping']
23585,['Business', 'Computers', 'Shopping', 'Adult'],['Shopping']
40644,['Society', 'Computers', 'Recreation', 'Business'],['Shopping']
35262,['Business', 'Computers', 'Health', 'Shopping'],['Shopping']
54440,['Shopping', 'Health', 'Business', 'Adult'],['Shopping']
41710,['Business', 'Recreation', 'Shopping', 'Health'],['Business']
44791,['Business', 'Computers', 'Arts', 'Recreation'],['Computers']
34424,['Computers', 'Society', 'Games', 'Shopping'],['Shopping']
42873,['Business', 'Computers', 'Recreation', 'Shopping'],['Shopping']
52653,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
29833,['Business', 'Computers', 'Science', 'Recreation'],['Recreation']
28958,['Computers', 'Shopping', 'Arts', 'Games'],['Shopping']
39797,['Business', 'Computers', 'Recreation', 'Reference'],['Arts']
2700,['Business', 'Reference', 'Adult', 'Computers'],['Arts']
38426,['Games', 'Reference', 'Computers', 'Arts'],['Arts']
21494,['Shopping', 'Computers', 'Sports', 'Recreation'],['Computers']
42244,['Recreation', 'Business', 'Computers', 'Games'],['Computers']
27201,['Business', 'Recreation', 'Shopping', 'Health'],['Business']
12873,['Business', 'Adult', 'Shopping', 'Health'],['Business']
52919,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
43990,['Business', 'Computers', 'Science', 'Adult'],['Arts']
51705,['Business', 'Health', 'Recreation', 'Society'],['Shopping']
33385,['Society', 'Shopping', 'Computers', 'Arts'],['Shopping']
45602,['Shopping', 'Business', 'Games', 'Society'],['Sports']
49360,['Shopping', 'Society', 'Business', 'Adult'],['Shopping']
57956,['Business', 'Recreation', 'Adult', 'Computers'],['Business']
15530,['Business', 'Shopping', 'Adult', 'Recreation'],['Business']
13587,['Reference', 'Recreation', 'Business', 'Sports'],['Sports']
31058,['Business', 'Recreation', 'Reference', 'Computers'],['Recreation']
49663,['Business', 'Computers', 'Adult', 'Recreation'],['Shopping']
17098,['Recreation', 'Computers', 'Science', 'Games'],['Recreation']
54060,['Computers', 'Shopping', 'Recreation', 'Business'],['Shopping']
16594,['Games', 'Recreation', 'Business', 'Science'],['Recreation']
6800,['Science', 'Games', 'Business', 'Society'],['Sports']
31461,['Recreation', 'Business', 'Computers', 'Adult'],['Shopping']
34370,['Computers', 'Society', 'Recreation', 'Science'],['Computers']
49919,['Business', 'Recreation', 'Computers', 'Adult'],['Recreation']
32648,['Computers', 'Science', 'Games', 'Recreation'],['Computers']
46462,['Computers', 'Business', 'Society', 'Recreation'],['Recreation']
10596,['Recreation', 'Reference', 'Computers', 'Adult'],['Recreation']
57667,['Games', 'Shopping', 'Arts', 'Business'],['Sports']
6951,['Business', 'Recreation', 'Science', 'Reference'],['Sports']
54985,['Recreation', 'Computers', 'Society', 'Games'],['Computers']
10006,['Games', 'Recreation', 'Science', 'Adult'],['Arts']
53020,['Shopping', 'Games', 'Business', 'Society'],['Sports']
33996,['Arts', 'Adult', 'Society', 'Computers'],['Arts']
47712,['Business', 'Recreation', 'Computers', 'Games'],['Shopping']
23212,['Adult', 'Arts', 'Computers', 'Games'],['Arts']
37001,['Business', 'Arts', 'Recreation', 'Computers'],['Shopping']
15699,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
15784,['Science', 'Recreation', 'Computers', 'Business'],['Sports']
17202,['Business', 'Shopping', 'Games', 'Society'],['Sports']
45587,['Adult', 'Business', 'Computers', 'Arts'],['Arts']
31805,['Science', 'Business', 'Recreation', 'Computers'],['Shopping']
4962,['Arts', 'Adult', 'Society', 'Recreation'],['Arts']
58707,['Business', 'Computers', 'Recreation', 'Science'],['Recreation']
28860,['Business', 'Shopping', 'Adult', 'Computers'],['Shopping']
38289,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
30141,['Business', 'Recreation', 'Computers', 'Arts'],['Shopping']
54735,['Arts', 'Adult', 'Business', 'Computers'],['Arts']
22599,['Computers', 'Society', 'Shopping', 'Games'],['Shopping']
9806,['Business', 'Computers', 'Society', 'Recreation'],['Shopping']
7067,['Shopping', 'Computers', 'Health', 'Recreation'],['Recreation']
28232,['Recreation', 'Adult', 'Science', 'Business'],['Arts']
35514,['Science', 'Recreation', 'Computers', 'Business'],['Computers']
43226,['Recreation', 'Computers', 'Arts', 'Business'],['Recreation']
2470,['Recreation', 'Computers', 'Business', 'Reference'],['Recreation']
32143,['Recreation', 'Business', 'Computers', 'Sports'],['Recreation']
35647,['Recreation', 'Computers', 'Arts', 'Reference'],['Computers']
39615,['Shopping', 'Computers', 'Business', 'Arts'],['Shopping']
13293,['Arts', 'Computers', 'Adult', 'Society'],['Arts']
24647,['Computers', 'Science', 'Recreation', 'Business'],['Recreation']
12852,['Shopping', 'Games', 'Business', 'Arts'],['Sports']
36894,['Business', 'Science', 'Recreation', 'Computers'],['Shopping']
36355,['Computers', 'Business', 'Recreation', 'Science'],['Recreation']
50317,['Society', 'Computers', 'Business', 'Recreation'],['Shopping']
49404,['Business', 'Recreation', 'Health', 'Society'],['Sports']
24345,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
43796,['Computers', 'Shopping', 'Recreation', 'Society'],['Computers']
16218,['Computers', 'Shopping', 'Recreation', 'Society'],['Shopping']
40779,['Recreation', 'Computers', 'Business', 'Science'],['Shopping', 'Arts']
40797,['Adult', 'Recreation', 'Society', 'Reference'],['Recreation']
23022,['Shopping', 'Business', 'Health', 'Computers'],['Sports']
39417,['Business', 'Recreation', 'Adult', 'Computers'],['Shopping']
58404,['Business', 'Adult', 'Reference', 'Computers'],['Shopping']
15306,['Business', 'Computers', 'Recreation', 'Adult'],['Business']
30098,['Business', 'Science', 'Computers', 'Adult'],['Shopping']
32070,['Computers', 'Business', 'Recreation', 'Science'],['Business']
14346,['Business', 'Computers', 'Recreation', 'Science'],['Recreation']
37250,['Business', 'Recreation', 'Computers', 'Society'],['Shopping']
5285,['Business', 'Recreation', 'Society', 'Computers'],['Business']
42640,['Recreation', 'Computers', 'Games', 'Business'],['Shopping']
13939,['Recreation', 'Business', 'Computers', 'Reference'],['Computers']
58844,['Business', 'Computers', 'Science', 'Recreation'],['Arts']
57117,['Recreation', 'Business', 'Society', 'Sports'],['Sports']
39786,['Recreation', 'Science', 'Business', 'Computers'],['Computers']
45209,['Business', 'Computers', 'Recreation', 'Arts'],['Sports']
6162,['Computers', 'Business', 'Recreation', 'Shopping'],['Recreation']
58418,['Shopping', 'Arts', 'Business', 'Health'],['Business']
35752,['Business', 'Computers', 'Recreation', 'Science'],['Arts']
47371,['Computers', 'Business', 'Recreation', 'Adult'],['Business']
15879,['Computers', 'Recreation', 'Business', 'Adult'],['Sports']
17402,['Society', 'Recreation', 'Health', 'Computers'],['Sports']
36970,['Computers', 'Business', 'Recreation', 'Science'],['Shopping']
42395,['Recreation', 'Science', 'Sports', 'Arts'],['Computers']
46228,['Computers', 'Health', 'Shopping', 'Business'],['Shopping']
16037,['Business', 'Computers', 'Reference', 'Science'],['Computers']
5253,['Recreation', 'Business', 'Computers', 'Health'],['Shopping']
32669,['Business', 'Recreation', 'Computers', 'Science'],['Shopping']
9137,['Business', 'Shopping', 'Society', 'Games'],['Sports']
2343,['Shopping', 'Games', 'Society', 'Business'],['Business']
47652,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
26363,['Business', 'Computers', 'Recreation', 'Science'],['Business']
13115,['Science', 'Recreation', 'Computers', 'Business'],['Arts']
22356,['Business', 'Computers', 'Arts', 'Recreation'],['Recreation']
12007,['Business', 'Computers', 'Recreation', 'Adult'],['Arts']
35096,['Recreation', 'Computers', 'Business', 'Science'],['Computers', 'Science']
35941,['Games', 'Recreation', 'Arts', 'Computers'],['Business']
10230,['Computers', 'Business', 'Science', 'Recreation'],['Sports']
28765,['Reference', 'Business', 'Arts', 'Health'],['Recreation']
37065,['Recreation', 'Business', 'Adult', 'Computers'],['Computers']
4334,['Computers', 'Shopping', 'Business', 'Arts'],['Recreation']
38733,['Science', 'Recreation', 'Computers', 'Reference'],['Arts']
3305,['Business', 'Science', 'Reference', 'Computers'],['Computers']
28266,['Shopping', 'Recreation', 'Computers', 'Health'],['Sports']
33943,['Business', 'Recreation', 'Computers', 'Arts'],['Sports']
52101,['Business', 'Computers', 'Recreation', 'Adult'],['Business']
53441,['Business', 'Computers', 'Recreation', 'Arts'],['Computers']
38053,['Society', 'Health', 'Recreation', 'Business'],['Shopping']
4478,['Shopping', 'Games', 'Business', 'Society'],['Sports']
42192,['Games', 'Science', 'Computers', 'Recreation'],['Computers']
13186,['Shopping', 'Business', 'Health', 'Recreation'],['Sports']
49758,['Adult', 'Recreation', 'Reference', 'Shopping'],['Sports']
54014,['Business', 'Recreation', 'Computers', 'Society'],['Computers']
32666,['Computers', 'Recreation', 'Reference', 'Arts'],['Recreation']
41272,['Recreation', 'Business', 'Health', 'Computers'],['Sports']
40105,['Computers', 'Business', 'Reference', 'Recreation'],['Business']
5028,['Computers', 'Business', 'Games', 'Science'],['Arts']
50296,['Computers', 'Recreation', 'Business', 'Science'],['Arts']
22608,['Business', 'Computers', 'Recreation', 'Reference'],['Business']
30668,['Business', 'Computers', 'Society', 'Recreation'],['Business']
46583,['Arts', 'Computers', 'Adult', 'Recreation'],['Arts']
5434,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
37831,['Business', 'Computers', 'Recreation', 'Science'],['Shopping']
14330,['Business', 'Computers', 'Recreation', 'Adult'],['Sports']
514,['Business', 'Computers', 'Science', 'Adult'],['Arts']
44753,['Society', 'Business', 'Health', 'Computers'],['Shopping']
11045,['Business', 'Computers', 'Recreation', 'Science'],['Business']
39062,['Computers', 'Society', 'Shopping', 'Arts'],['Sports']
21556,['Recreation', 'Society', 'Computers', 'Health'],['Sports']
41669,['Business', 'Games', 'Reference', 'Recreation'],['Recreation']
