ref id,Predicted,Actual
57141,['Adult', 'Society', 'Arts', 'Reference'],['Adult']
51879,['Shopping', 'Business', 'Recreation', 'Sports'],['Shopping']
50884,['Shopping', 'Computers', 'Business', 'Recreation'],['Shopping']
30416,['Shopping', 'Arts', 'Society', 'Computers'],['Shopping']
38791,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
11227,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
43964,['Games', 'Recreation', 'Reference', 'Science'],['Computers']
29370,['Reference', 'Science', 'Computers', 'Society'],['Science']
23366,['Reference', 'Society', 'Health', 'Science'],['Science']
34244,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
33673,['Arts', 'Society', 'Reference', 'Computers'],['Science']
46888,['Society', 'Recreation', 'Reference', 'Business'],['Arts']
6400,['Adult', 'Society', 'Arts', 'Sports'],['Recreation']
14631,['Health', 'Society', 'Science', 'Reference'],['Science']
13490,['Reference', 'Health', 'Society', 'Science'],['Sports']
2215,['Reference', 'Science', 'Health', 'Computers'],['Reference', 'Computers']
37035,['Shopping', 'Recreation', 'Adult', 'Business'],['Recreation']
22615,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
25664,['Business', 'Society', 'Computers', 'Health'],['Business']
14415,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
15204,['Shopping', 'Arts', 'Computers', 'Recreation'],['Shopping']
3346,['Science', 'Games', 'Reference', 'Computers'],['Computers']
48939,['Recreation', 'Arts', 'Reference', 'Society'],['Recreation']
32969,['Computers', 'Business', 'Science', 'Shopping'],['Computers']
22181,['Society', 'Sports', 'Reference', 'Recreation'],['Recreation']
50383,['Business', 'Science', 'Society', 'Computers'],['Business']
3641,['Reference', 'Recreation', 'Science', 'Arts'],['Recreation']
40021,['Business', 'Science', 'Society', 'Computers'],['Business']
47937,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
32112,['Adult', 'Arts', 'Recreation', 'Games'],['Arts']
123,['Shopping', 'Arts', 'Recreation', 'Business'],['Shopping']
30139,['Shopping', 'Arts', 'Recreation', 'Society'],['Shopping']
50160,['Arts', 'Recreation', 'Games', 'Adult'],['Arts']
47202,['Recreation', 'Arts', 'Games', 'Adult'],['Recreation']
14435,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
32370,['Business', 'Science', 'Health', 'Society'],['Business']
42921,['Business', 'Computers', 'Science', 'Society'],['Business']
28290,['Business', 'Recreation', 'Shopping', 'Society'],['Shopping']
58673,['Business', 'Sports', 'Society', 'Shopping'],['Business']
1378,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
41238,['Recreation', 'Arts', 'Adult', 'Computers'],['Arts']
47697,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
44566,['Business', 'Science', 'Computers', 'Health'],['Business']
16561,['Arts', 'Games', 'Computers', 'Science'],['Arts']
50389,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
1303,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
15439,['Business', 'Society', 'Shopping', 'Recreation'],['Shopping']
29295,['Recreation', 'Sports', 'Science', 'Games'],['Shopping']
10732,['Computers', 'Arts', 'Games', 'Recreation'],['Computers']
22016,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
27296,['Shopping', 'Adult', 'Arts', 'Society'],['Shopping']
4111,['Recreation', 'Games', 'Arts', 'Society'],['Arts']
26553,['Computers', 'Science', 'Reference', 'Business'],['Computers']
458,['Business', 'Science', 'Society', 'Computers'],['Business']
49355,['Society', 'Science', 'Recreation', 'Health'],['Shopping']
7536,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
48225,['Recreation', 'Games', 'Reference', 'Computers'],['Computers']
25902,['Games', 'Arts', 'Recreation', 'Reference'],['Arts']
40727,['Sports', 'Games', 'Society', 'Arts'],['Sports']
27552,['Shopping', 'Business', 'Health', 'Society'],['Shopping']
28199,['Computers', 'Sports', 'Games', 'Recreation'],['Sports']
14711,['Shopping', 'Business', 'Recreation', 'Games'],['Shopping']
39055,['Shopping', 'Arts', 'Adult', 'Health'],['Shopping']
37790,['Business', 'Shopping', 'Recreation', 'Society'],['Shopping']
40354,['Computers', 'Business', 'Science', 'Health'],['Computers']
36112,['Recreation', 'Computers', 'Games', 'Arts'],['Recreation']
46672,['Business', 'Computers', 'Science', 'Society'],['Business']
33784,['Arts', 'Games', 'Recreation', 'Society'],['Arts']
22186,['Shopping', 'Computers', 'Business', 'Sports'],['Computers']
26411,['Society', 'Health', 'Science', 'Business'],['Business']
16106,['Arts', 'Games', 'Reference', 'Recreation'],['Arts']
36393,['Computers', 'Science', 'Games', 'Society'],['Computers']
28111,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
13302,['Society', 'Shopping', 'Health', 'Recreation'],['Society', 'Shopping']
25396,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
37329,['Sports', 'Games', 'Business', 'Society'],['Sports']
11602,['Computers', 'Games', 'Business', 'Reference'],['Computers']
53086,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
47144,['Shopping', 'Recreation', 'Business', 'Sports'],['Recreation']
38539,['Computers', 'Science', 'Business', 'Games'],['Computers']
13124,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
53472,['Computers', 'Games', 'Reference', 'Recreation'],['Computers']
20599,['Sports', 'Games', 'Society', 'Computers'],['Sports']
14876,['Shopping', 'Adult', 'Business', 'Society'],['Shopping']
49799,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
31286,['Recreation', 'Games', 'Shopping', 'Arts'],['Recreation']
14413,['Shopping', 'Arts', 'Recreation', 'Adult'],['Shopping']
1475,['Computers', 'Games', 'Recreation', 'Arts'],['Computers']
29052,['Computers', 'Games', 'Recreation', 'Science'],['Computers']
11696,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
599,['Recreation', 'Games', 'Science', 'Business'],['Recreation']
42059,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
21910,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
6336,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
29674,['Recreation', 'Reference', 'Games', 'Arts'],['Arts']
28061,['Shopping', 'Recreation', 'Business', 'Games'],['Shopping']
44939,['Sports', 'Computers', 'Recreation', 'Science'],['Arts']
4198,['Recreation', 'Games', 'Reference', 'Health'],['Arts']
3352,['Arts', 'Recreation', 'Games', 'Adult'],['Computers']
13000,['Computers', 'Reference', 'Games', 'Recreation'],['Computers']
33328,['Computers', 'Business', 'Science', 'Reference'],['Computers']
41639,['Recreation', 'Society', 'Reference', 'Science'],['Recreation']
46306,['Arts', 'Computers', 'Business', 'Shopping'],['Shopping']
322,['Business', 'Reference', 'Health', 'Society'],['Business']
33785,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
49451,['Computers', 'Arts', 'Games', 'Science'],['Computers']
4285,['Computers', 'Science', 'Games', 'Reference'],['Computers']
11020,['Games', 'Computers', 'Recreation', 'Arts'],['Recreation']
33447,['Business', 'Computers', 'Society', 'Reference'],['Business']
55128,['Business', 'Society', 'Reference', 'Health'],['Business']
547,['Business', 'Society', 'Health', 'Recreation'],['Business']
25107,['Business', 'Shopping', 'Computers', 'Society'],['Shopping']
40205,['Recreation', 'Games', 'Reference', 'Arts'],['Recreation']
26224,['Business', 'Society', 'Reference', 'Computers'],['Business']
54276,['Science', 'Health', 'Arts', 'Reference'],['Arts']
3539,['Business', 'Society', 'Computers', 'Reference'],['Business']
22931,['Computers', 'Business', 'Society', 'Science'],['Business']
26554,['Shopping', 'Computers', 'Sports', 'Society'],['Shopping']
20653,['Business', 'Arts', 'Adult', 'Recreation'],['Arts']
9074,['Business', 'Society', 'Computers', 'Reference'],['Business']
23469,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
8038,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
43475,['Computers', 'Science', 'Arts', 'Recreation'],['Reference', 'Arts']
4607,['Computers', 'Games', 'Business', 'Arts'],['Arts']
33365,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
50616,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
31078,['Recreation', 'Society', 'Science', 'Reference'],['Recreation']
23540,['Shopping', 'Science', 'Computers', 'Adult'],['Shopping']
3715,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
26332,['Sports', 'Games', 'Science', 'Recreation'],['Sports']
1252,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
15659,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
49732,['Computers', 'Science', 'Recreation', 'Business'],['Computers']
3205,['Business', 'Science', 'Society', 'Recreation'],['Shopping']
23580,['Business', 'Society', 'Computers', 'Recreation'],['Business']
25304,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
6813,['Sports', 'Business', 'Recreation', 'Society'],['Sports']
48513,['Computers', 'Science', 'Reference', 'Business'],['Computers']
20727,['Shopping', 'Computers', 'Arts', 'Business'],['Shopping']
43184,['Business', 'Shopping', 'Society', 'Computers'],['Shopping']
50742,['Recreation', 'Games', 'Arts', 'Reference'],['Recreation']
51598,['Shopping', 'Business', 'Computers', 'Sports'],['Shopping']
3248,['Recreation', 'Science', 'Games', 'Business'],['Recreation']
10492,['Arts', 'Recreation', 'Reference', 'Games'],['Arts']
57757,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
2117,['Arts', 'Games', 'Computers', 'Adult'],['Arts']
28911,['Recreation', 'Sports', 'Society', 'Business'],['Sports']
24816,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
37406,['Computers', 'Games', 'Reference', 'Science'],['Computers']
36900,['Arts', 'Computers', 'Recreation', 'Business'],['Arts']
54298,['Science', 'Health', 'Games', 'Business'],['Recreation']
36928,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
26378,['Games', 'Recreation', 'Adult', 'Sports'],['Computers']
32797,['Reference', 'Arts', 'Recreation', 'Games'],['Arts']
34596,['Recreation', 'Games', 'Science', 'Reference'],['Recreation']
7842,['Arts', 'Society', 'Recreation', 'Shopping'],['Shopping']
25819,['Recreation', 'Science', 'Computers', 'Business'],['Recreation']
41112,['Shopping', 'Recreation', 'Science', 'Arts'],['Shopping']
42387,['Shopping', 'Arts', 'Sports', 'Recreation'],['Shopping']
53573,['Business', 'Science', 'Society', 'Shopping'],['Business']
4376,['Business', 'Reference', 'Science', 'Health'],['Computers']
21913,['Recreation', 'Business', 'Shopping', 'Arts'],['Recreation']
24729,['Computers', 'Recreation', 'Arts', 'Games'],['Arts']
34457,['Arts', 'Society', 'Games', 'Sports'],['Arts']
27159,['Computers', 'Games', 'Arts', 'Science'],['Computers']
16872,['Sports', 'Recreation', 'Games', 'Shopping'],['Sports']
20258,['Recreation', 'Games', 'Arts', 'Society'],['Recreation']
16714,['Business', 'Shopping', 'Science', 'Health'],['Recreation', 'Business']
3597,['Arts', 'Reference', 'Recreation', 'Games'],['Arts']
12489,['Computers', 'Games', 'Arts', 'Recreation'],['Computers']
28356,['Computers', 'Business', 'Sports', 'Shopping'],['Sports']
37691,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
6322,['Arts', 'Computers', 'Reference', 'Games'],['Computers']
8353,['Recreation', 'Games', 'Computers', 'Arts'],['Recreation']
22013,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
53756,['Arts', 'Reference', 'Recreation', 'Games'],['Arts']
28569,['Business', 'Shopping', 'Computers', 'Recreation'],['Shopping']
6460,['Sports', 'Games', 'Recreation', 'Arts'],['Sports']
5710,['Business', 'Computers', 'Science', 'Health'],['Business']
12380,['Shopping', 'Business', 'Adult', 'Recreation'],['Shopping']
2552,['Business', 'Science', 'Society', 'Computers'],['Business']
22646,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
32740,['Games', 'Recreation', 'Arts', 'Computers'],['Arts']
49417,['Recreation', 'Games', 'Reference', 'Adult'],['Recreation']
58764,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
22062,['Sports', 'Recreation', 'Business', 'Games'],['Sports']
2022,['Computers', 'Health', 'Society', 'Business'],['Business']
46366,['Business', 'Society', 'Health', 'Science'],['Business']
53428,['Shopping', 'Society', 'Adult', 'Arts'],['Shopping']
13251,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
53153,['Recreation', 'Games', 'Computers', 'Arts'],['Recreation']
30492,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
5631,['Shopping', 'Business', 'Science', 'Computers'],['Shopping']
25253,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
24038,['Arts', 'Science', 'Computers', 'Recreation'],['Computers']
58556,['Business', 'Science', 'Health', 'Computers'],['Business']
52618,['Sports', 'Arts', 'Society', 'Computers'],['Computers']
54425,['Games', 'Recreation', 'Arts', 'Adult'],['Computers']
31229,['Shopping', 'Health', 'Business', 'Society'],['Shopping']
24023,['Health', 'Shopping', 'Business', 'Society'],['Shopping']
12508,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
43216,['Recreation', 'Games', 'Computers', 'Reference'],['Recreation']
47690,['Arts', 'Recreation', 'Games', 'Reference'],['Arts']
38011,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
23668,['Computers', 'Society', 'Arts', 'Sports'],['Sports']
22125,['Computers', 'Reference', 'Science', 'Recreation'],['Computers']
32215,['Sports', 'Society', 'Health', 'Business'],['Sports']
10301,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
58720,['Business', 'Health', 'Society', 'Computers'],['Business']
16251,['Business', 'Computers', 'Reference', 'Society'],['Business']
8396,['Business', 'Health', 'Society', 'Shopping'],['Business']
29554,['Computers', 'Science', 'Reference', 'Games'],['Computers']
8219,['Sports', 'Society', 'Business', 'Recreation'],['Sports']
11069,['Computers', 'Games', 'Recreation', 'Science'],['Computers']
21675,['Business', 'Health', 'Society', 'Computers'],['Business']
9501,['Arts', 'Society', 'Reference', 'Adult'],['Arts']
12625,['Sports', 'Games', 'Shopping', 'Recreation'],['Sports']
1577,['Business', 'Science', 'Health', 'Computers'],['Business']
7978,['Arts', 'Games', 'Reference', 'Recreation'],['Arts']
25047,['Health', 'Business', 'Shopping', 'Society'],['Shopping']
48291,['Recreation', 'Business', 'Reference', 'Science'],['Recreation']
12741,['Reference', 'Recreation', 'Arts', 'Science'],['Arts']
5775,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
28114,['Business', 'Society', 'Computers', 'Shopping'],['Business']
44854,['Business', 'Computers', 'Health', 'Recreation'],['Business']
35271,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
43491,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
42893,['Recreation', 'Arts', 'Adult', 'Games'],['Arts']
9817,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
43696,['Computers', 'Reference', 'Society', 'Health'],['Sports']
8275,['Arts', 'Reference', 'Recreation', 'Science'],['Arts']
57764,['Shopping', 'Business', 'Health', 'Science'],['Shopping']
41483,['Arts', 'Recreation', 'Business', 'Games'],['Arts']
53094,['Business', 'Computers', 'Health', 'Games'],['Business']
23766,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
41678,['Health', 'Business', 'Science', 'Society'],['Shopping']
23585,['Shopping', 'Business', 'Recreation', 'Adult'],['Shopping']
40644,['Shopping', 'Society', 'Health', 'Recreation'],['Shopping']
35262,['Shopping', 'Business', 'Health', 'Computers'],['Shopping']
54440,['Health', 'Shopping', 'Business', 'Society'],['Shopping']
41710,['Recreation', 'Sports', 'Business', 'Society'],['Business']
44791,['Health', 'Science', 'Society', 'Reference'],['Computers']
34424,['Shopping', 'Recreation', 'Society', 'Business'],['Shopping']
42873,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
52653,['Reference', 'Science', 'Health', 'Recreation'],['Computers']
29833,['Recreation', 'Adult', 'Business', 'Sports'],['Recreation']
28958,['Recreation', 'Shopping', 'Society', 'Business'],['Shopping']
39797,['Games', 'Arts', 'Recreation', 'Adult'],['Arts']
2700,['Arts', 'Games', 'Recreation', 'Computers'],['Arts']
38426,['Arts', 'Adult', 'Sports', 'Society'],['Arts']
21494,['Recreation', 'Games', 'Reference', 'Science'],['Computers']
42244,['Computers', 'Games', 'Business', 'Adult'],['Computers']
27201,['Business', 'Health', 'Recreation', 'Sports'],['Business']
12873,['Recreation', 'Business', 'Games', 'Arts'],['Business']
52919,['Shopping', 'Society', 'Arts', 'Recreation'],['Shopping']
43990,['Reference', 'Health', 'Recreation', 'Games'],['Arts']
51705,['Shopping', 'Business', 'Recreation', 'Science'],['Shopping']
33385,['Recreation', 'Society', 'Shopping', 'Games'],['Shopping']
45602,['Society', 'Science', 'Health', 'Arts'],['Sports']
49360,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
57956,['Business', 'Sports', 'Recreation', 'Society'],['Business']
15530,['Business', 'Recreation', 'Sports', 'Shopping'],['Business']
13587,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
31058,['Recreation', 'Society', 'Sports', 'Reference'],['Recreation']
49663,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
17098,['Recreation', 'Games', 'Adult', 'Business'],['Recreation']
54060,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
16594,['Recreation', 'Games', 'Reference', 'Business'],['Recreation']
6800,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
31461,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
34370,['Reference', 'Science', 'Computers', 'Arts'],['Computers']
49919,['Recreation', 'Games', 'Arts', 'Reference'],['Recreation']
32648,['Computers', 'Science', 'Reference', 'Business'],['Computers']
46462,['Recreation', 'Games', 'Reference', 'Business'],['Recreation']
10596,['Recreation', 'Games', 'Health', 'Reference'],['Recreation']
57667,['Sports', 'Games', 'Recreation', 'Reference'],['Sports']
6951,['Sports', 'Reference', 'Society', 'Shopping'],['Sports']
54985,['Computers', 'Reference', 'Science', 'Recreation'],['Computers']
10006,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
53020,['Arts', 'Sports', 'Computers', 'Society'],['Sports']
33996,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
47712,['Shopping', 'Society', 'Business', 'Arts'],['Shopping']
23212,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
37001,['Shopping', 'Sports', 'Recreation', 'Society'],['Shopping']
15699,['Shopping', 'Adult', 'Society', 'Arts'],['Shopping']
15784,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
17202,['Sports', 'Computers', 'Arts', 'Society'],['Sports']
45587,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
31805,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
4962,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
58707,['Recreation', 'Adult', 'Arts', 'Reference'],['Recreation']
28860,['Shopping', 'Business', 'Arts', 'Adult'],['Shopping']
38289,['Shopping', 'Computers', 'Recreation', 'Society'],['Shopping']
30141,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
54735,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
22599,['Shopping', 'Business', 'Society', 'Computers'],['Shopping']
9806,['Shopping', 'Business', 'Recreation', 'Computers'],['Shopping']
7067,['Recreation', 'Adult', 'Reference', 'Health'],['Recreation']
28232,['Arts', 'Games', 'Recreation', 'Adult'],['Arts']
35514,['Computers', 'Business', 'Society', 'Science'],['Computers']
43226,['Recreation', 'Reference', 'Games', 'Health'],['Recreation']
2470,['Recreation', 'Adult', 'Reference', 'Games'],['Recreation']
32143,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
35647,['Computers', 'Science', 'Games', 'Reference'],['Computers']
39615,['Shopping', 'Computers', 'Games', 'Arts'],['Shopping']
13293,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
24647,['Recreation', 'Reference', 'Health', 'Games'],['Recreation']
12852,['Computers', 'Arts', 'Sports', 'Society'],['Sports']
36894,['Shopping', 'Arts', 'Computers', 'Business'],['Shopping']
36355,['Recreation', 'Shopping', 'Sports', 'Society'],['Recreation']
50317,['Adult', 'Society', 'Arts', 'Shopping'],['Shopping']
49404,['Sports', 'Reference', 'Health', 'Society'],['Sports']
24345,['Shopping', 'Business', 'Society', 'Science'],['Shopping']
43796,['Computers', 'Science', 'Business', 'Reference'],['Computers']
16218,['Shopping', 'Recreation', 'Business', 'Society'],['Shopping']
40779,['Shopping', 'Sports', 'Society', 'Science'],['Shopping', 'Arts']
40797,['Recreation', 'Business', 'Games', 'Sports'],['Recreation']
23022,['Games', 'Sports', 'Recreation', 'Shopping'],['Sports']
39417,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
58404,['Computers', 'Arts', 'Shopping', 'Business'],['Shopping']
15306,['Business', 'Computers', 'Society', 'Health'],['Business']
30098,['Shopping', 'Computers', 'Business', 'Science'],['Shopping']
32070,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
14346,['Recreation', 'Business', 'Science', 'Shopping'],['Recreation']
37250,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
5285,['Society', 'Business', 'Science', 'Reference'],['Business']
42640,['Shopping', 'Business', 'Adult', 'Games'],['Shopping']
13939,['Science', 'Reference', 'Health', 'Computers'],['Computers']
58844,['Recreation', 'Arts', 'Adult', 'Games'],['Arts']
57117,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
39786,['Computers', 'Science', 'Business', 'Reference'],['Computers']
45209,['Sports', 'Arts', 'Society', 'Adult'],['Sports']
6162,['Recreation', 'Games', 'Arts', 'Sports'],['Recreation']
58418,['Business', 'Computers', 'Society', 'Reference'],['Business']
35752,['Arts', 'Recreation', 'Games', 'Computers'],['Arts']
47371,['Business', 'Society', 'Computers', 'Reference'],['Business']
15879,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
17402,['Recreation', 'Society', 'Sports', 'Arts'],['Sports']
36970,['Society', 'Shopping', 'Health', 'Recreation'],['Shopping']
42395,['Sports', 'Games', 'Computers', 'Arts'],['Computers']
46228,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
16037,['Recreation', 'Business', 'Reference', 'Arts'],['Computers']
5253,['Computers', 'Business', 'Reference', 'Science'],['Shopping']
32669,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
9137,['Computers', 'Business', 'Science', 'Health'],['Sports']
2343,['Business', 'Computers', 'Shopping', 'Society'],['Business']
47652,['Business', 'Computers', 'Society', 'Science'],['Business']
26363,['Business', 'Society', 'Computers', 'Sports'],['Business']
13115,['Shopping', 'Recreation', 'Computers', 'Business'],['Arts']
22356,['Arts', 'Recreation', 'Computers', 'Science'],['Recreation']
12007,['Recreation', 'Sports', 'Arts', 'Society'],['Arts']
35096,['Computers', 'Science', 'Games', 'Reference'],['Computers', 'Science']
35941,['Shopping', 'Recreation', 'Sports', 'Business'],['Business']
10230,['Sports', 'Games', 'Society', 'Arts'],['Sports']
28765,['Recreation', 'Science', 'Business', 'Reference'],['Recreation']
37065,['Business', 'Science', 'Recreation', 'Computers'],['Computers']
4334,['Business', 'Recreation', 'Reference', 'Science'],['Recreation']
38733,['Recreation', 'Arts', 'Games', 'Computers'],['Arts']
3305,['Science', 'Reference', 'Health', 'Computers'],['Computers']
28266,['Sports', 'Recreation', 'Society', 'Business'],['Sports']
33943,['Sports', 'Society', 'Shopping', 'Arts'],['Sports']
52101,['Business', 'Computers', 'Society', 'Science'],['Business']
53441,['Computers', 'Recreation', 'Science', 'Games'],['Computers']
38053,['Business', 'Recreation', 'Science', 'Society'],['Shopping']
4478,['Sports', 'Recreation', 'Shopping', 'Games'],['Sports']
42192,['Computers', 'Science', 'Business', 'Reference'],['Computers']
13186,['Society', 'Health', 'Reference', 'Sports'],['Sports']
49758,['Sports', 'Recreation', 'Society', 'Arts'],['Sports']
54014,['Science', 'Computers', 'Business', 'Reference'],['Computers']
32666,['Recreation', 'Games', 'Adult', 'Computers'],['Recreation']
41272,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
40105,['Business', 'Computers', 'Society', 'Games'],['Business']
5028,['Games', 'Recreation', 'Arts', 'Adult'],['Arts']
50296,['Games', 'Computers', 'Adult', 'Recreation'],['Arts']
22608,['Computers', 'Society', 'Reference', 'Business'],['Business']
30668,['Business', 'Society', 'Science', 'Computers'],['Business']
46583,['Adult', 'Arts', 'Games', 'Reference'],['Arts']
5434,['Computers', 'Society', 'Games', 'Recreation'],['Computers']
37831,['Arts', 'Society', 'Games', 'Recreation'],['Shopping']
14330,['Society', 'Sports', 'Business', 'Reference'],['Sports']
514,['Arts', 'Shopping', 'Adult', 'Recreation'],['Arts']
44753,['Society', 'Arts', 'Business', 'Recreation'],['Shopping']
11045,['Business', 'Society', 'Science', 'Health'],['Business']
39062,['Sports', 'Reference', 'Society', 'Recreation'],['Sports']
21556,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
41669,['Shopping', 'Recreation', 'Games', 'Society'],['Recreation']
43338,['Recreation', 'Sports', 'Arts', 'Society'],['Arts']
52829,['Business', 'Computers', 'Society', 'Games'],['Business']
23676,['Recreation', 'Reference', 'Games', 'Adult'],['Recreation']
12471,['Arts', 'Reference', 'Computers', 'Games'],['Business']
15312,['Business', 'Computers', 'Science', 'Society'],['Business']
29834,['Computers', 'Business', 'Science', 'Reference'],['Computers']
50747,['Computers', 'Business', 'Science', 'Reference'],['Computers']
14366,['Computers', 'Science', 'Business', 'Recreation'],['Shopping']
42910,['Business', 'Computers', 'Science', 'Society'],['Business']
31535,['Business', 'Computers', 'Society', 'Science'],['Business']
43245,['Computers', 'Business', 'Science', 'Society'],['Computers']
108,['Computers', 'Society', 'Recreation', 'Games'],['Computers']
1791,['Shopping', 'Business', 'Recreation', 'Games'],['Recreation']
52273,['Reference', 'Arts', 'Recreation', 'Games'],['Arts']
37988,['Recreation', 'Science', 'Arts', 'Games'],['Recreation']
43479,['Society', 'Health', 'Shopping', 'Arts'],['Shopping']
32178,['Recreation', 'Games', 'Arts', 'Science'],['Recreation']
40176,['Sports', 'Recreation', 'Games', 'Society'],['Sports']
40857,['Computers', 'Science', 'Reference', 'Society'],['Computers']
39973,['Society', 'Recreation', 'Arts', 'Reference'],['Shopping']
20668,['Health', 'Business', 'Society', 'Science'],['Computers']
15360,['Reference', 'Science', 'Computers', 'Health'],['Computers']
16398,['Sports', 'Recreation', 'Games', 'Business'],['Sports']
13684,['Sports', 'Recreation', 'Adult', 'Games'],['Sports']
11501,['Computers', 'Business', 'Science', 'Society'],['Computers']
49389,['Sports', 'Recreation', 'Games', 'Arts'],['Games']
47607,['Reference', 'Science', 'Health', 'Computers'],['Computers']
3334,['Recreation', 'Society', 'Shopping', 'Business'],['Recreation']
36844,['Arts', 'Sports', 'Computers', 'Society'],['Sports']
53267,['Society', 'Health', 'Science', 'Reference'],['Business']
31273,['Arts', 'Reference', 'Recreation', 'Computers'],['Arts']
38439,['Arts', 'Reference', 'Recreation', 'Games'],['Arts']
50937,['Recreation', 'Science', 'Society', 'Games'],['Recreation']
22928,['Reference', 'Science', 'Computers', 'Business'],['Shopping']
2435,['Computers', 'Science', 'Games', 'Recreation'],['Computers']
15000,['Business', 'Computers', 'Science', 'Reference'],['Business']
504,['Shopping', 'Recreation', 'Games', 'Business'],['Computers']
6330,['Business', 'Computers', 'Society', 'Science'],['Business']
49316,['Computers', 'Arts', 'Reference', 'Business'],['Computers']
47891,['Business', 'Computers', 'Science', 'Sports'],['Business']
49641,['Computers', 'Science', 'Society', 'Reference'],['Computers']
41010,['Sports', 'Recreation', 'Arts', 'Games'],['Sports']
17443,['Computers', 'Science', 'Business', 'Reference'],['Computers']
16207,['Computers', 'Business', 'Games', 'Science'],['Computers']
35660,['Arts', 'Reference', 'Science', 'Recreation'],['Arts']
