ref id,Predicted,Actual
57141,['Adult', 'Arts', 'Business', 'Sports'],['Adult']
6813,['Sports', 'Shopping', 'Society', 'Games'],['Sports']
48513,['Business', 'Science', 'Games', 'Recreation'],['Computers']
20727,['Shopping', 'Computers', 'Arts', 'Science'],['Shopping']
43184,['Shopping', 'Health', 'Recreation', 'Computers'],['Shopping']
50742,['Arts', 'Health', 'Reference', 'Games'],['Recreation']
51598,['Business', 'Shopping', 'Sports', 'Arts'],['Shopping']
3248,['Recreation', 'Games', 'Arts', 'Shopping'],['Recreation']
10492,['Arts', 'Recreation', 'Computers', 'Business'],['Arts']
57757,['Sports', 'Society', 'Shopping', 'Adult'],['Sports']
2117,['Recreation', 'Games', 'Computers', 'Society'],['Arts']
28911,['Sports', 'Shopping', 'Games', 'Arts'],['Sports']
24816,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
37406,['Computers', 'Health', 'Games', 'Arts'],['Computers']
36900,['Business', 'Society', 'Arts', 'Science'],['Arts']
54298,['Recreation', 'Health', 'Games', 'Business'],['Recreation']
36928,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
26378,['Games', 'Recreation', 'Sports', 'Business'],['Computers']
32797,['Recreation', 'Arts', 'Sports', 'Science'],['Arts']
34596,['Sports', 'Recreation', 'Shopping', 'Games'],['Recreation']
7842,['Society', 'Shopping', 'Recreation', 'Business'],['Shopping']
25819,['Arts', 'Science', 'Business', 'Health'],['Recreation']
41112,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
42387,['Shopping', 'Sports', 'Games', 'Arts'],['Shopping']
53573,['Business', 'Recreation', 'Computers', 'Sports'],['Business']
4376,['Business', 'Computers', 'Science', 'Health'],['Computers']
21913,['Recreation', 'Health', 'Business', 'Games'],['Recreation']
24729,['Arts', 'Recreation', 'Science', 'Computers'],['Arts']
34457,['Arts', 'Computers', 'Sports', 'Science'],['Arts']
27159,['Arts', 'Computers', 'Business', 'Science'],['Computers']
16872,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
20258,['Recreation', 'Games', 'Arts', 'Sports'],['Recreation']
16714,['Business', 'Sports', 'Science', 'Reference'],['Recreation', 'Business']
3597,['Recreation', 'Science', 'Games', 'Computers'],['Arts']
12489,['Business', 'Science', 'Recreation', 'Computers'],['Computers']
28356,['Computers', 'Sports', 'Society', 'Shopping'],['Sports']
37691,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
6322,['Arts', 'Recreation', 'Sports', 'Shopping'],['Computers']
8353,['Recreation', 'Computers', 'Business', 'Sports'],['Recreation']
22013,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
53756,['Arts', 'Reference', 'Games', 'Science'],['Arts']
28569,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
6460,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
5710,['Health', 'Business', 'Shopping', 'Science'],['Business']
12380,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
2552,['Business', 'Computers', 'Recreation', 'Arts'],['Business']
22646,['Shopping', 'Sports', 'Society', 'Computers'],['Shopping']
32740,['Games', 'Arts', 'Recreation', 'Health'],['Arts']
49417,['Recreation', 'Games', 'Computers', 'Business'],['Recreation']
58764,['Shopping', 'Society', 'Health', 'Sports'],['Shopping']
22062,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
2022,['Sports', 'Society', 'Computers', 'Shopping'],['Business']
46366,['Business', 'Health', 'Computers', 'Sports'],['Business']
53428,['Shopping', 'Sports', 'Society', 'Health'],['Shopping']
13251,['Shopping', 'Sports', 'Adult', 'Society'],['Shopping']
53153,['Recreation', 'Computers', 'Business', 'Shopping'],['Recreation']
30492,['Recreation', 'Reference', 'Computers', 'Games'],['Recreation']
5631,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
25253,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
24038,['Recreation', 'Computers', 'Arts', 'Reference'],['Computers']
58556,['Business', 'Health', 'Computers', 'Society'],['Business']
52618,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
54425,['Arts', 'Recreation', 'Computers', 'Health'],['Computers']
31229,['Shopping', 'Health', 'Business', 'Society'],['Shopping']
24023,['Shopping', 'Society', 'Sports', 'Business'],['Shopping']
12508,['Shopping', 'Health', 'Recreation', 'Business'],['Shopping']
43216,['Business', 'Shopping', 'Recreation', 'Computers'],['Recreation']
47690,['Arts', 'Recreation', 'Computers', 'Games'],['Arts']
38011,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
23668,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
22125,['Computers', 'Business', 'Society', 'Recreation'],['Computers']
32215,['Sports', 'Society', 'Health', 'Games'],['Sports']
10301,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
58720,['Business', 'Adult', 'Shopping', 'Health'],['Business']
16251,['Computers', 'Business', 'Sports', 'Shopping'],['Business']
8396,['Health', 'Society', 'Shopping', 'Science'],['Business']
29554,['Recreation', 'Computers', 'Business', 'Reference'],['Computers']
8219,['Sports', 'Recreation', 'Computers', 'Business'],['Sports']
11069,['Computers', 'Arts', 'Shopping', 'Health'],['Computers']
21675,['Business', 'Society', 'Health', 'Computers'],['Business']
9501,['Science', 'Reference', 'Arts', 'Recreation'],['Arts']
12625,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
1577,['Society', 'Games', 'Business', 'Recreation'],['Business']
7978,['Recreation', 'Science', 'Arts', 'Sports'],['Arts']
25047,['Shopping', 'Health', 'Business', 'Science'],['Shopping']
48291,['Recreation', 'Health', 'Business', 'Computers'],['Recreation']
12741,['Arts', 'Reference', 'Computers', 'Business'],['Arts']
5775,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
28114,['Shopping', 'Sports', 'Computers', 'Business'],['Business']
44854,['Business', 'Shopping', 'Society', 'Health'],['Business']
35271,['Shopping', 'Computers', 'Games', 'Sports'],['Shopping']
43491,['Shopping', 'Sports', 'Recreation', 'Computers'],['Shopping']
42893,['Recreation', 'Health', 'Arts', 'Reference'],['Arts']
9817,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
43696,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
8275,['Arts', 'Recreation', 'Health', 'Sports'],['Arts']
57764,['Shopping', 'Health', 'Business', 'Sports'],['Shopping']
41483,['Business', 'Reference', 'Recreation', 'Society'],['Arts']
53094,['Business', 'Sports', 'Shopping', 'Science'],['Business']
23766,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
41678,['Health', 'Society', 'Shopping', 'Sports'],['Shopping']
23585,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
40644,['Shopping', 'Society', 'Health', 'Adult'],['Shopping']
35262,['Computers', 'Sports', 'Society', 'Shopping'],['Shopping']
54440,['Health', 'Society', 'Shopping', 'Business'],['Shopping']
41710,['Arts', 'Sports', 'Business', 'Shopping'],['Business']
44791,['Recreation', 'Health', 'Business', 'Arts'],['Computers']
34424,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
42873,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
52653,['Business', 'Recreation', 'Computers', 'Society'],['Computers']
29833,['Recreation', 'Games', 'Business', 'Sports'],['Recreation']
28958,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
39797,['Arts', 'Recreation', 'Business', 'Adult'],['Arts']
2700,['Business', 'Society', 'Shopping', 'Reference'],['Arts']
38426,['Business', 'Arts', 'Games', 'Recreation'],['Arts']
21494,['Recreation', 'Computers', 'Arts', 'Sports'],['Computers']
42244,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
27201,['Society', 'Business', 'Sports', 'Shopping'],['Business']
12873,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
52919,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
43990,['Recreation', 'Arts', 'Adult', 'Science'],['Arts']
51705,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
33385,['Society', 'Shopping', 'Arts', 'Sports'],['Shopping']
45602,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
49360,['Shopping', 'Games', 'Sports', 'Society'],['Shopping']
57956,['Sports', 'Computers', 'Business', 'Shopping'],['Business']
15530,['Games', 'Sports', 'Society', 'Business'],['Business']
13587,['Sports', 'Shopping', 'Science', 'Health'],['Sports']
31058,['Recreation', 'Society', 'Games', 'Sports'],['Recreation']
49663,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
17098,['Recreation', 'Science', 'Business', 'Health'],['Recreation']
54060,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
16594,['Recreation', 'Computers', 'Games', 'Science'],['Recreation']
6800,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
31461,['Shopping', 'Health', 'Computers', 'Business'],['Shopping']
34370,['Computers', 'Reference', 'Recreation', 'Games'],['Computers']
49919,['Reference', 'Recreation', 'Arts', 'Health'],['Recreation']
32648,['Computers', 'Arts', 'Recreation', 'Games'],['Computers']
46462,['Recreation', 'Science', 'Reference', 'Health'],['Recreation']
10596,['Recreation', 'Health', 'Business', 'Adult'],['Recreation']
57667,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
6951,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
54985,['Science', 'Games', 'Computers', 'Arts'],['Computers']
10006,['Arts', 'Science', 'Recreation', 'Games'],['Arts']
53020,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33996,['Arts', 'Society', 'Recreation', 'Sports'],['Arts']
47712,['Shopping', 'Society', 'Sports', 'Science'],['Shopping']
23212,['Reference', 'Recreation', 'Arts', 'Shopping'],['Arts']
37001,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
15699,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
15784,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
17202,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
45587,['Arts', 'Business', 'Sports', 'Society'],['Arts']
31805,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
4962,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
58707,['Recreation', 'Shopping', 'Arts', 'Sports'],['Recreation']
28860,['Shopping', 'Business', 'Sports', 'Arts'],['Shopping']
38289,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
30141,['Shopping', 'Health', 'Adult', 'Reference'],['Shopping']
54735,['Arts', 'Science', 'Sports', 'Society'],['Arts']
22599,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
9806,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
7067,['Recreation', 'Adult', 'Business', 'Shopping'],['Recreation']
28232,['Arts', 'Science', 'Shopping', 'Computers'],['Arts']
35514,['Business', 'Computers', 'Society', 'Science'],['Computers']
43226,['Recreation', 'Science', 'Health', 'Business'],['Recreation']
2470,['Recreation', 'Arts', 'Sports', 'Reference'],['Recreation']
32143,['Recreation', 'Reference', 'Computers', 'Arts'],['Recreation']
35647,['Recreation', 'Computers', 'Arts', 'Science'],['Computers']
39615,['Shopping', 'Society', 'Computers', 'Business'],['Shopping']
13293,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
24647,['Recreation', 'Business', 'Science', 'Reference'],['Recreation']
12852,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
36894,['Shopping', 'Sports', 'Business', 'Society'],['Shopping']
36355,['Recreation', 'Science', 'Business', 'Sports'],['Recreation']
50317,['Shopping', 'Computers', 'Business', 'Sports'],['Shopping']
49404,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
24345,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
43796,['Computers', 'Business', 'Sports', 'Shopping'],['Computers']
16218,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
40779,['Shopping', 'Computers', 'Recreation', 'Health'],['Shopping', 'Arts']
40797,['Recreation', 'Business', 'Computers', 'Arts'],['Recreation']
23022,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
39417,['Shopping', 'Society', 'Science', 'Recreation'],['Shopping']
58404,['Computers', 'Business', 'Shopping', 'Science'],['Shopping']
15306,['Business', 'Recreation', 'Computers', 'Arts'],['Business']
30098,['Shopping', 'Business', 'Adult', 'Sports'],['Shopping']
32070,['Shopping', 'Arts', 'Sports', 'Reference'],['Business']
14346,['Recreation', 'Business', 'Shopping', 'Computers'],['Recreation']
37250,['Shopping', 'Society', 'Recreation', 'Health'],['Shopping']
5285,['Computers', 'Society', 'Business', 'Shopping'],['Business']
42640,['Shopping', 'Health', 'Computers', 'Sports'],['Shopping']
13939,['Computers', 'Science', 'Adult', 'Recreation'],['Computers']
58844,['Recreation', 'Science', 'Arts', 'Society'],['Arts']
57117,['Sports', 'Games', 'Computers', 'Society'],['Sports']
39786,['Computers', 'Business', 'Society', 'Science'],['Computers']
45209,['Sports', 'Business', 'Arts', 'Society'],['Sports']
6162,['Recreation', 'Arts', 'Games', 'Sports'],['Recreation']
58418,['Sports', 'Arts', 'Society', 'Shopping'],['Business']
35752,['Arts', 'Computers', 'Science', 'Games'],['Arts']
47371,['Business', 'Computers', 'Health', 'Sports'],['Business']
15879,['Society', 'Sports', 'Shopping', 'Computers'],['Sports']
17402,['Sports', 'Society', 'Shopping', 'Computers'],['Sports']
36970,['Shopping', 'Society', 'Recreation', 'Sports'],['Shopping']
42395,['Games', 'Sports', 'Science', 'Recreation'],['Computers']
46228,['Shopping', 'Business', 'Recreation', 'Health'],['Shopping']
16037,['Recreation', 'Adult', 'Science', 'Health'],['Computers']
5253,['Sports', 'Shopping', 'Business', 'Science'],['Shopping']
32669,['Shopping', 'Society', 'Science', 'Computers'],['Shopping']
9137,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
2343,['Recreation', 'Games', 'Sports', 'Shopping'],['Business']
47652,['Business', 'Society', 'Health', 'Games'],['Business']
26363,['Society', 'Shopping', 'Health', 'Business'],['Business']
13115,['Business', 'Computers', 'Sports', 'Society'],['Arts']
22356,['Recreation', 'Arts', 'Society', 'Science'],['Recreation']
12007,['Recreation', 'Society', 'Sports', 'Shopping'],['Arts']
35096,['Recreation', 'Computers', 'Games', 'Science'],['Computers', 'Science']
35941,['Society', 'Sports', 'Recreation', 'Health'],['Business']
10230,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
28765,['Shopping', 'Reference', 'Arts', 'Recreation'],['Recreation']
37065,['Business', 'Computers', 'Science', 'Arts'],['Computers']
4334,['Business', 'Health', 'Arts', 'Science'],['Recreation']
38733,['Recreation', 'Arts', 'Games', 'Computers'],['Arts']
3305,['Science', 'Business', 'Health', 'Computers'],['Computers']
28266,['Sports', 'Society', 'Games', 'Arts'],['Sports']
33943,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
52101,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
53441,['Computers', 'Health', 'Sports', 'Science'],['Computers']
38053,['Society', 'Science', 'Computers', 'Sports'],['Shopping']
4478,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42192,['Business', 'Health', 'Games', 'Computers'],['Computers']
13186,['Society', 'Sports', 'Shopping', 'Health'],['Sports']
49758,['Sports', 'Society', 'Games', 'Computers'],['Sports']
54014,['Computers', 'Science', 'Games', 'Arts'],['Computers']
32666,['Recreation', 'Shopping', 'Science', 'Health'],['Recreation']
41272,['Sports', 'Society', 'Shopping', 'Health'],['Sports']
40105,['Business', 'Society', 'Health', 'Shopping'],['Business']
5028,['Science', 'Recreation', 'Computers', 'Arts'],['Arts']
50296,['Computers', 'Business', 'Shopping', 'Reference'],['Arts']
22608,['Business', 'Society', 'Sports', 'Shopping'],['Business']
30668,['Business', 'Society', 'Sports', 'Shopping'],['Business']
46583,['Arts', 'Business', 'Shopping', 'Reference'],['Arts']
5434,['Business', 'Arts', 'Society', 'Recreation'],['Computers']
37831,['Society', 'Arts', 'Shopping', 'Computers'],['Shopping']
14330,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
514,['Shopping', 'Arts', 'Sports', 'Society'],['Arts']
44753,['Shopping', 'Society', 'Health', 'Computers'],['Shopping']
11045,['Business', 'Computers', 'Sports', 'Society'],['Business']
39062,['Society', 'Sports', 'Recreation', 'Science'],['Sports']
21556,['Sports', 'Games', 'Health', 'Business'],['Sports']
41669,['Shopping', 'Reference', 'Business', 'Arts'],['Recreation']
43338,['Sports', 'Computers', 'Business', 'Shopping'],['Arts']
52829,['Computers', 'Business', 'Reference', 'Health'],['Business']
23676,['Recreation', 'Health', 'Games', 'Computers'],['Recreation']
12471,['Recreation', 'Computers', 'Sports', 'Society'],['Business']
15312,['Business', 'Society', 'Computers', 'Shopping'],['Business']
29834,['Business', 'Computers', 'Health', 'Sports'],['Computers']
50747,['Computers', 'Reference', 'Business', 'Sports'],['Computers']
14366,['Science', 'Shopping', 'Computers', 'Recreation'],['Shopping']
42910,['Business', 'Shopping', 'Health', 'Computers'],['Business']
31535,['Business', 'Society', 'Sports', 'Shopping'],['Business']
43245,['Computers', 'Society', 'Sports', 'Health'],['Computers']
108,['Shopping', 'Computers', 'Arts', 'Society'],['Computers']
1791,['Business', 'Health', 'Shopping', 'Recreation'],['Recreation']
52273,['Arts', 'Recreation', 'Health', 'Computers'],['Arts']
37988,['Health', 'Shopping', 'Science', 'Recreation'],['Recreation']
43479,['Sports', 'Shopping', 'Society', 'Science'],['Shopping']
32178,['Recreation', 'Games', 'Arts', 'Reference'],['Recreation']
40176,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
40857,['Business', 'Recreation', 'Arts', 'Sports'],['Computers']
39973,['Shopping', 'Recreation', 'Reference', 'Business'],['Shopping']
20668,['Health', 'Society', 'Shopping', 'Games'],['Computers']
15360,['Business', 'Computers', 'Reference', 'Recreation'],['Computers']
16398,['Sports', 'Business', 'Society', 'Shopping'],['Sports']
13684,['Sports', 'Society', 'Health', 'Recreation'],['Sports']
11501,['Computers', 'Business', 'Science', 'Health'],['Computers']
49389,['Shopping', 'Sports', 'Computers', 'Science'],['Games']
47607,['Science', 'Business', 'Shopping', 'Reference'],['Computers']
3334,['Business', 'Shopping', 'Games', 'Recreation'],['Recreation']
36844,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
53267,['Society', 'Sports', 'Recreation', 'Business'],['Business']
31273,['Health', 'Games', 'Arts', 'Society'],['Arts']
38439,['Recreation', 'Arts', 'Society', 'Adult'],['Arts']
50937,['Business', 'Society', 'Shopping', 'Recreation'],['Recreation']
22928,['Society', 'Shopping', 'Sports', 'Science'],['Shopping']
2435,['Business', 'Computers', 'Recreation', 'Health'],['Computers']
15000,['Business', 'Computers', 'Sports', 'Society'],['Business']
504,['Shopping', 'Recreation', 'Business', 'Sports'],['Computers']
6330,['Business', 'Sports', 'Computers', 'Society'],['Business']
49316,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
47891,['Business', 'Computers', 'Reference', 'Recreation'],['Business']
49641,['Computers', 'Science', 'Recreation', 'Health'],['Computers']
41010,['Sports', 'Society', 'Shopping', 'Reference'],['Sports']
17443,['Computers', 'Science', 'Reference', 'Shopping'],['Computers']
16207,['Computers', 'Recreation', 'Arts', 'Health'],['Computers']
35660,['Arts', 'Recreation', 'Shopping', 'Sports'],['Arts']
10034,['Recreation', 'Business', 'Arts', 'Sports'],['Recreation']
46250,['Shopping', 'Arts', 'Science', 'Health'],['Shopping']
46475,['Society', 'Computers', 'Business', 'Sports'],['Business']
21873,['Business', 'Shopping', 'Science', 'Reference'],['Computers']
52522,['Computers', 'Business', 'Reference', 'Science'],['Computers']
54414,['Arts', 'Reference', 'Computers', 'Sports'],['Arts']
8982,['Shopping', 'Sports', 'Society', 'Games'],['Shopping']
43476,['Adult', 'Society', 'Shopping', 'Sports'],['Sports']
50015,['Shopping', 'Computers', 'Adult', 'Sports'],['Shopping']
46248,['Business', 'Arts', 'Reference', 'Recreation'],['Recreation']
43019,['Sports', 'Shopping', 'Computers', 'Business'],['Sports']
2722,['Science', 'Recreation', 'Business', 'Society'],['Computers']
24714,['Computers', 'Sports', 'Arts', 'Society'],['Business']
7142,['Arts', 'Recreation', 'Business', 'Science'],['Arts']
1640,['Science', 'Computers', 'Arts', 'Shopping'],['Arts']
13453,['Business', 'Science', 'Society', 'Computers'],['Computers']
555,['Computers', 'Games', 'Recreation', 'Arts'],['Computers']
48039,['Health', 'Recreation', 'Society', 'Reference'],['Recreation']
10601,['Recreation', 'Games', 'Arts', 'Shopping'],['Recreation']
54784,['Health', 'Recreation', 'Science', 'Computers'],['Recreation']
57680,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
29848,['Reference', 'Recreation', 'Arts', 'Shopping'],['Arts']
9446,['Computers', 'Science', 'Recreation', 'Business'],['Computers']
31590,['Health', 'Science', 'Sports', 'Reference'],['Arts']
50524,['Arts', 'Health', 'Shopping', 'Reference'],['Arts']
28117,['Recreation', 'Games', 'Sports', 'Reference'],['Recreation']
31413,['Arts', 'Computers', 'Science', 'Reference'],['Arts']
25398,['Business', 'Computers', 'Arts', 'Sports'],['Computers']
7900,['Arts', 'Recreation', 'Shopping', 'Sports'],['Recreation']
39201,['Health', 'Computers', 'Science', 'Recreation'],['Recreation']
39495,['Health', 'Business', 'Shopping', 'Science'],['Recreation']
1817,['Society', 'Computers', 'Business', 'Sports'],['Computers', 'Business']
4263,['Recreation', 'Arts', 'Science', 'Games'],['Recreation']
6575,['Shopping', 'Sports', 'Recreation', 'Society'],['Shopping']
30514,['Arts', 'Recreation', 'Games', 'Sports'],['Arts']
17885,['Arts', 'Recreation', 'Health', 'Sports'],['Arts']
35354,['Computers', 'Society', 'Shopping', 'Business'],['Business']
41006,['Arts', 'Reference', 'Recreation', 'Business'],['Arts']
49057,['Games', 'Arts', 'Business', 'Health'],['Recreation']
40665,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
57529,['Shopping', 'Health', 'Computers', 'Business'],['Shopping']
7549,['Computers', 'Business', 'Reference', 'Recreation'],['Computers']
31224,['Computers', 'Business', 'Reference', 'Health'],['Computers']
41507,['Shopping', 'Sports', 'Society', 'Science'],['Sports']
30764,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
26585,['Shopping', 'Society', 'Adult', 'Sports'],['Shopping']
7341,['Shopping', 'Science', 'Recreation', 'Business'],['Shopping']
52208,['Recreation', 'Health', 'Computers', 'Business'],['Recreation']
30832,['Science', 'Computers', 'Sports', 'Society'],['Business']
43201,['Sports', 'Society', 'Science', 'Business'],['Sports']
29337,['Shopping', 'Health', 'Society', 'Games'],['Health']
24308,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
11336,['Recreation', 'Games', 'Business', 'Arts'],['Computers']
29300,['Business', 'Computers', 'Recreation', 'Health'],['Computers']
30998,['Business', 'Computers', 'Sports', 'Society'],['Computers']
2337,['Health', 'Computers', 'Reference', 'Recreation'],['Computers']
37717,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
50876,['Arts', 'Sports', 'Business', 'Shopping'],['Sports']
48137,['Business', 'Shopping', 'Health', 'Games'],['Business']
48270,['Health', 'Business', 'Science', 'Computers'],['Computers']
7518,['Arts', 'Computers', 'Business', 'Sports'],['Business']
23005,['Business', 'Sports', 'Computers', 'Society'],['Business']
24012,['Shopping', 'Business', 'Adult', 'Sports'],['Shopping']
54590,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
4849,['Computers', 'Science', 'Business', 'Reference'],['Computers']
58757,['Recreation', 'Arts', 'Sports', 'Games'],['Recreation']
21912,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
15905,['Business', 'Shopping', 'Sports', 'Computers'],['Business']
13965,['Science', 'Computers', 'Society', 'Health'],['Computers']
43965,['Computers', 'Society', 'Science', 'Health'],['Computers']
47155,['Business', 'Computers', 'Sports', 'Arts'],['Business']
2670,['Business', 'Society', 'Shopping', 'Computers'],['Business']
41664,['Computers', 'Reference', 'Shopping', 'Health'],['Computers']
8425,['Sports', 'Shopping', 'Games', 'Business'],['Sports']
54049,['Business', 'Sports', 'Shopping', 'Science'],['Business']
10309,['Sports', 'Shopping', 'Games', 'Business'],['Shopping']
1564,['Computers', 'Business', 'Society', 'Recreation'],['Business']
47308,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
44901,['Sports', 'Society', 'Business', 'Arts'],['Sports']
54993,['Shopping', 'Sports', 'Arts', 'Society'],['Shopping']
50714,['Sports', 'Recreation', 'Business', 'Arts'],['Computers']
24549,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
16459,['Society', 'Adult', 'Sports', 'Health'],['Sports']
8979,['Arts', 'Adult', 'Sports', 'Society'],['Arts']
3356,['Shopping', 'Computers', 'Business', 'Recreation'],['Shopping']
48485,['Arts', 'Computers', 'Games', 'Science'],['Computers']
5735,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
28473,['Business', 'Reference', 'Health', 'Computers'],['Computers']
2569,['Games', 'Business', 'Arts', 'Recreation'],['Computers']
49691,['Recreation', 'Computers', 'Science', 'Reference'],['Recreation']
38979,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
56267,['Arts', 'Business', 'Science', 'Recreation'],['Recreation']
23258,['Computers', 'Reference', 'Health', 'Business'],['Computers']
49508,['Recreation', 'Arts', 'Adult', 'Reference'],['Arts']
14480,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
37778,['Recreation', 'Reference', 'Society', 'Health'],['Computers']
1979,['Recreation', 'Computers', 'Science', 'Reference'],['Recreation']
8969,['Sports', 'Society', 'Shopping', 'Games'],['Sports']
10080,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
17524,['Shopping', 'Recreation', 'Games', 'Business'],['Shopping']
32627,['Recreation', 'Arts', 'Games', 'Computers'],['Computers']
37387,['Business', 'Health', 'Society', 'Shopping'],['Business']
32457,['Business', 'Computers', 'Science', 'Reference'],['Recreation']
53183,['Sports', 'Health', 'Games', 'Business'],['Arts']
7295,['Computers', 'Business', 'Recreation', 'Shopping'],['Computers']
40759,['Sports', 'Health', 'Society', 'Science'],['Sports']
24475,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
45486,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
5671,['Recreation', 'Science', 'Business', 'Reference'],['Recreation']
1102,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
28930,['Business', 'Shopping', 'Games', 'Arts'],['Business']
49222,['Computers', 'Business', 'Sports', 'Society'],['Shopping']
24812,['Health', 'Computers', 'Business', 'Arts'],['Computers']
37401,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
23227,['Business', 'Computers', 'Sports', 'Science'],['Recreation']
23140,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
32110,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
23450,['Sports', 'Society', 'Recreation', 'Business'],['Sports']
16347,['Recreation', 'Shopping', 'Health', 'Computers'],['Recreation']
41532,['Recreation', 'Business', 'Computers', 'Health'],['Recreation']
47331,['Reference', 'Arts', 'Recreation', 'Health'],['Computers']
29041,['Recreation', 'Business', 'Adult', 'Computers'],['Computers']
17294,['Shopping', 'Sports', 'Business', 'Society'],['Shopping']
46093,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
33356,['Sports', 'Business', 'Society', 'Shopping'],['Business']
466,['Society', 'Science', 'Health', 'Recreation'],['Business']
1415,['Recreation', 'Shopping', 'Computers', 'Science'],['Recreation']
38768,['Society', 'Sports', 'Shopping', 'Games'],['Sports']
7192,['Shopping', 'Sports', 'Health', 'Business'],['Shopping']
29926,['Games', 'Computers', 'Arts', 'Adult'],['Computers']
28987,['Society', 'Shopping', 'Sports', 'Recreation'],['Shopping']
36801,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
13879,['Recreation', 'Business', 'Computers', 'Adult'],['Recreation']
