ref id,Predicted,Actual
0,['Adult', 'Science', 'Arts', 'Sports'],['Adult']
48705,['Business', 'Computers', 'Science', 'Sports'],['Business']
14508,['Games', 'Science', 'News', 'Sports'],['Games']
48708,['Business', 'Computers', 'Health', 'Sports'],['Business']
48716,['Business', 'Science', 'Recreation', 'Sports'],['Business']
48723,['Computers', 'Society', 'Shopping', 'Science'],['Business']
14532,['Health', 'Games', 'Arts', 'Science'],['Games']
48741,['Business', 'Society', 'Health', 'Computers'],['Business']
48746,['Business', 'Sports', 'Society', 'Computers'],['Business']
14549,['Arts', 'Recreation', 'Sports', 'Society'],['Games']
14556,['Games', 'Recreation', 'Arts', 'Adult'],['Games']
14560,['Society', 'Recreation', 'Business', 'Sports'],['Games']
48758,['Business', 'Shopping', 'Recreation', 'Sports'],['Business']
14565,['Games', 'Arts', 'Science', 'News'],['Games']
48777,['Society', 'Computers', 'Business', 'News'],['Business']
48779,['Business', 'Computers', 'Sports', 'Shopping'],['Business']
14584,['Computers', 'Health', 'Business', 'Games'],['Games']
14599,['Games', 'Computers', 'Adult', 'Sports'],['Games']
48798,['Business', 'Society', 'Computers', 'Home'],['Business']
14602,['Recreation', 'Games', 'Computers', 'Arts'],['Games']
14607,['Games', 'Recreation', 'Arts', 'Adult'],['Games']
14620,['Health', 'Games', 'Arts', 'Science'],['Games']
14628,['Games', 'Reference', 'Recreation', 'News'],['Games']
48829,['Shopping', 'Home', 'Computers', 'Adult'],['Business']
48834,['Shopping', 'Society', 'Recreation', 'Home'],['Business']
48845,['Business', 'Society', 'Sports', 'Shopping'],['Business']
14649,['Games', 'Home', 'Recreation', 'Health'],['Games']
14653,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
14655,['Games', 'Shopping', 'Sports', 'Recreation'],['Games']
14656,['Arts', 'Recreation', 'Society', 'Science'],['Games']
14660,['Arts', 'Adult', 'Recreation', 'Shopping'],['Games']
48863,['Business', 'Shopping', 'Health', 'Computers'],['Business']
14674,['Games', 'Shopping', 'Home', 'Business'],['Games']
14680,['Games', 'Arts', 'Science', 'Sports'],['Games']
14682,['Games', 'Science', 'Recreation', 'Computers'],['Games']
14685,['Games', 'Recreation', 'Business', 'Computers'],['Games']
48890,['Business', 'Society', 'Shopping', 'Sports'],['Business']
48891,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
48894,['Business', 'Shopping', 'Society', 'Sports'],['Business']
48908,['Science', 'Business', 'Sports', 'Games'],['Business']
14712,['Business', 'Shopping', 'Recreation', 'Computers'],['Games']
48911,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
48915,['Business', 'Computers', 'Society', 'Shopping'],['Business']
14718,['Games', 'Computers', 'Science', 'Health'],['Games']
14719,['Games', 'Computers', 'Society', 'Science'],['Games']
14720,['Recreation', 'News', 'Games', 'Arts'],['Games']
48941,['Business', 'Shopping', 'Sports', 'Society'],['Business']
48942,['Health', 'Business', 'Sports', 'Shopping'],['Business']
48943,['Business', 'Shopping', 'Society', 'Health'],['Business']
14746,['Computers', 'Reference', 'Recreation', 'Health'],['Games']
14753,['Games', 'Computers', 'Sports', 'Recreation'],['Games']
48956,['Business', 'Society', 'Shopping', 'Reference'],['Business']
14787,['Reference', 'Business', 'Science', 'Recreation'],['Games']
14790,['Games', 'Recreation', 'Home', 'Computers'],['Games']
14796,['Games', 'Reference', 'Recreation', 'Computers'],['Games']
14799,['Recreation', 'Games', 'Science', 'Reference'],['Games']
49007,['Sports', 'Shopping', 'Science', 'Reference'],['Business']
49008,['Business', 'Health', 'Sports', 'Science'],['Business', 'Home']
14813,['Recreation', 'Reference', 'Home', 'Games'],['Games']
49014,['Health', 'Computers', 'Business', 'Adult'],['Business']
49019,['Health', 'Society', 'Sports', 'Games'],['Business']
14823,['Recreation', 'Health', 'Science', 'News'],['Games']
49025,['Sports', 'Home', 'Business', 'Computers'],['Business']
14827,['Business', 'Games', 'Shopping', 'Computers'],['Games']
14833,['Games', 'Health', 'Science', 'Recreation'],['Games']
49034,['Business', 'Health', 'Arts', 'Shopping'],['Business']
49036,['Sports', 'Shopping', 'Health', 'Computers'],['Business']
14838,['Recreation', 'Computers', 'Games', 'Home'],['Games']
14848,['Reference', 'Society', 'Science', 'Recreation'],['Games']
49059,['Business', 'Computers', 'Society', 'Shopping'],['Business']
49069,['Business', 'Computers', 'Society', 'Shopping'],['Business']
49071,['Health', 'Sports', 'Society', 'Shopping'],['Business']
14879,['Games', 'Science', 'Computers', 'Sports'],['Games']
49084,['Shopping', 'Business', 'Society', 'Recreation'],['Business']
14886,['Games', 'Recreation', 'Business', 'News'],['Games']
14897,['Games', 'Arts', 'Recreation', 'Home'],['Games']
49105,['Business', 'Shopping', 'Recreation', 'Home'],['Business']
49108,['Business', 'Society', 'Health', 'Sports'],['Business']
14912,['Recreation', 'Games', 'Computers', 'Business'],['Games']
14913,['Computers', 'Health', 'Science', 'Reference'],['Games']
49114,['Business', 'Society', 'Shopping', 'Home'],['Business']
49118,['Business', 'Society', 'Arts', 'Sports'],['Business']
49128,['Shopping', 'Arts', 'Recreation', 'Business'],['Business', 'Shopping']
49141,['Shopping', 'Business', 'Home', 'Recreation'],['Business']
14951,['Shopping', 'Computers', 'Sports', 'Reference'],['Games']
49154,['Business', 'Shopping', 'Sports', 'Society'],['Business']
49162,['Computers', 'Business', 'News', 'Health'],['Business']
49163,['Shopping', 'Computers', 'Adult', 'Home'],['Business']
14978,['Games', 'Arts', 'Sports', 'Society'],['Games']
49186,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
14991,['Games', 'Sports', 'Recreation', 'News'],['Games']
14993,['Games', 'Recreation', 'Reference', 'Computers'],['Games']
14996,['Recreation', 'Games', 'Science', 'Computers'],['Games']
14997,['Games', 'Science', 'News', 'Computers'],['Games']
49197,['Business', 'Sports', 'Society', 'Science'],['Business']
49212,['Business', 'Health', 'Society', 'Sports'],['Business']
49219,['Business', 'Health', 'Society', 'Computers'],['Business']
15023,['Games', 'Health', 'Computers', 'Recreation'],['Games']
15025,['Games', 'Shopping', 'Arts', 'Sports'],['Games']
15027,['Games', 'Computers', 'Home', 'Adult'],['Games']
15031,['Games', 'Recreation', 'News', 'Computers'],['Games']
15032,['Games', 'Recreation', 'Health', 'Business'],['Games']
49233,['Health', 'Sports', 'Society', 'Home'],['Business']
49242,['Business', 'Computers', 'Sports', 'Shopping'],['Business']
15044,['Games', 'Computers', 'Reference', 'Sports'],['Games']
49244,['Shopping', 'Business', 'Games', 'Sports'],['Business', 'Shopping']
15046,['Recreation', 'Games', 'Reference', 'Arts'],['Games']
15047,['Games', 'Health', 'Recreation', 'Home'],['Games']
15055,['Arts', 'Games', 'Home', 'Recreation'],['Games']
49259,['Business', 'Arts', 'Society', 'Computers'],['Business']
49264,['Computers', 'Business', 'Science', 'Recreation'],['Business']
15065,['Shopping', 'Reference', 'Computers', 'Arts'],['Games']
15070,['Arts', 'Recreation', 'Games', 'News'],['Games']
49271,['Business', 'Shopping', 'Sports', 'Computers'],['Business']
15073,['Recreation', 'News', 'Games', 'Arts'],['Games']
49278,['Business', 'Society', 'Recreation', 'Health'],['Business']
49286,['Business', 'Shopping', 'Sports', 'Society'],['Business']
15094,['Recreation', 'Arts', 'Science', 'Home'],['Games']
15096,['Sports', 'Shopping', 'Business', 'Science'],['Games']
49297,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
15098,['Business', 'Recreation', 'Sports', 'Science'],['Games']
15100,['Games', 'Recreation', 'Home', 'Sports'],['Games']
49300,['Business', 'Sports', 'Shopping', 'Health'],['Business']
15102,['Games', 'Recreation', 'Sports', 'Home'],['Games']
49305,['Business', 'Shopping', 'Home', 'Adult'],['Business']
15106,['Games', 'Recreation', 'Computers', 'Sports'],['Games']
15109,['Home', 'Games', 'News', 'Computers'],['Games']
15115,['Games', 'Home', 'Computers', 'Reference'],['Games']
15119,['Recreation', 'Computers', 'Arts', 'Shopping'],['Games']
49320,['Business', 'Society', 'Shopping', 'Reference'],['Business']
49324,['Business', 'Computers', 'Society', 'Recreation'],['Business']
15125,['Recreation', 'Games', 'Reference', 'Health'],['Games']
15128,['Recreation', 'News', 'Games', 'Home'],['Games']
15131,['Games', 'Reference', 'Recreation', 'News'],['Games']
49331,['Business', 'Computers', 'Shopping', 'Sports'],['Business']
15138,['Games', 'Sports', 'Health', 'Society'],['Games']
49340,['Business', 'Computers', 'Society', 'Sports'],['Business']
15141,['Computers', 'Games', 'Society', 'Shopping'],['Games']
15143,['Health', 'Recreation', 'Home', 'Reference'],['Health']
49343,['Business', 'Society', 'Science', 'Recreation'],['Business']
49346,['Business', 'Society', 'Science', 'Recreation'],['Business']
49347,['Society', 'Business', 'Sports', 'News'],['Business']
15161,['Health', 'Business', 'Science', 'Society'],['Health']
49362,['Business', 'Computers', 'Shopping', 'Sports'],['Business']
15169,['Health', 'Science', 'Recreation', 'Society'],['Health']
49369,['Business', 'Shopping', 'Science', 'Games'],['Business']
15171,['Arts', 'Reference', 'Recreation', 'Health'],['Health']
15172,['Health', 'Sports', 'Science', 'Recreation'],['Health']
15186,['Health', 'Science', 'Home', 'Business'],['Health']
49388,['Business', 'Health', 'Reference', 'Games'],['Business']
15189,['Health', 'Business', 'Adult', 'Shopping'],['Health']
15194,['Health', 'Arts', 'Adult', 'Society'],['Health']
15195,['Recreation', 'Health', 'News', 'Reference'],['Health']
49396,['Business', 'Computers', 'Shopping', 'Sports'],['Business']
15197,['Computers', 'Society', 'Shopping', 'Science'],['Health']
49397,['Business', 'News', 'Health', 'Games'],['Business']
49401,['Business', 'Shopping', 'Science', 'Health'],['Business']
15201,['Health', 'Home', 'Society', 'News'],['Health']
49402,['Sports', 'Home', 'Shopping', 'Health'],['Business']
49403,['Shopping', 'Computers', 'Recreation', 'Health'],['Business']
15205,['Science', 'Recreation', 'Computers', 'Business'],['Health']
15216,['Health', 'Business', 'Recreation', 'Science'],['Health']
15220,['Recreation', 'Health', 'Adult', 'Society'],['Health']
15227,['Health', 'Reference', 'Recreation', 'Computers'],['Health']
49432,['Sports', 'Society', 'Business', 'Shopping'],['Business']
49434,['Business', 'Shopping', 'Reference', 'Sports'],['Business']
15239,['Health', 'Science', 'Computers', 'Arts'],['Health']
49440,['Business', 'Sports', 'Recreation', 'Health'],['Business']
49442,['Business', 'Home', 'Computers', 'Adult'],['Business']
49444,['Business', 'Society', 'Shopping', 'News'],['Business']
15249,['Health', 'Recreation', 'Arts', 'Home'],['Health']
15256,['Health', 'Recreation', 'Society', 'News'],['Health']
15261,['Society', 'Adult', 'Recreation', 'Health'],['Health']
15265,['Computers', 'Science', 'Health', 'Games'],['Health']
49466,['Business', 'Arts', 'Sports', 'Society'],['Business']
49468,['Society', 'Computers', 'Business', 'Health'],['Business']
15271,['Health', 'Games', 'Adult', 'Society'],['Health']
15274,['Health', 'Recreation', 'Business', 'Computers'],['Health']
49497,['Computers', 'Society', 'Health', 'Science'],['Business']
15304,['Recreation', 'Health', 'Reference', 'Home'],['Science', 'Health', 'Home']
49510,['Business', 'Computers', 'Science', 'Recreation'],['Business']
49511,['Business', 'Sports', 'Arts', 'Shopping'],['Business']
15311,['Arts', 'Recreation', 'Reference', 'Home'],['Health']
15312,['Health', 'Business', 'Reference', 'Sports'],['Health']
15314,['Recreation', 'Health', 'Games', 'Business'],['Health']
15318,['Health', 'Science', 'Sports', 'Business'],['Health']
49524,['Society', 'Business', 'Arts', 'Shopping'],['Business']
49525,['Business', 'News', 'Computers', 'Sports'],['Business']
49535,['Shopping', 'Business', 'Sports', 'News'],['Business']
49538,['Health', 'Business', 'Shopping', 'Reference'],['Business']
15338,['Health', 'Sports', 'Recreation', 'Computers'],['Health']
49540,['Business', 'Health', 'Computers', 'Society'],['Business']
15346,['Business', 'Shopping', 'Health', 'Arts'],['Health']
15351,['Health', 'Shopping', 'Science', 'Recreation'],['Health']
15355,['Recreation', 'Business', 'Health', 'Games'],['Health']
15356,['Health', 'Arts', 'Adult', 'Society'],['Health']
49556,['Business', 'Arts', 'Sports', 'Society'],['Business']
49557,['Computers', 'Business', 'Sports', 'Society'],['Business']
15360,['Health', 'Recreation', 'Home', 'Games'],['Health']
49569,['Society', 'Shopping', 'Computers', 'Recreation'],['Business']
15372,['Science', 'Recreation', 'Business', 'Adult'],['Health']
15374,['Business', 'Science', 'Health', 'Reference'],['Health']
49603,['Computers', 'Business', 'Society', 'Games'],['Business']
15403,['Health', 'Shopping', 'Arts', 'Sports'],['Health']
49608,['Health', 'Business', 'Sports', 'Society'],['Business']
49611,['Business', 'Shopping', 'Sports', 'Computers'],['Business']
15410,['Health', 'Computers', 'Society', 'Sports'],['Health']
49612,['Shopping', 'Society', 'Computers', 'Sports'],['Business']
15418,['Health', 'Science', 'News', 'Sports'],['Health']
15423,['Health', 'Recreation', 'Computers', 'Society'],['Health']
15424,['Health', 'Business', 'Science', 'Home'],['Health']
15427,['Recreation', 'Health', 'Business', 'Home'],['Health']
15430,['Recreation', 'Health', 'Science', 'Home'],['Health']
15438,['Health', 'Business', 'Recreation', 'Games'],['Health']
15441,['Recreation', 'Health', 'Science', 'News'],['Recreation', 'Health']
15443,['Health', 'Science', 'Business', 'Sports'],['Health']
15447,['Reference', 'Health', 'Computers', 'Society'],['Health']
49658,['Business', 'Computers', 'Society', 'Home'],['Business']
15457,['Health', 'Computers', 'Recreation', 'News'],['Health']
49659,['Shopping', 'Computers', 'Business', 'Recreation'],['Business']
49660,['Business', 'Arts', 'Society', 'Computers'],['Business']
15460,['Recreation', 'Computers', 'Business', 'Sports'],['Health']
49663,['Business', 'Computers', 'Shopping', 'Sports'],['Business']
15463,['Recreation', 'Health', 'Arts', 'Business'],['Health']
49671,['Home', 'Shopping', 'Business', 'Sports'],['Business']
15473,['Health', 'Science', 'Recreation', 'Computers'],['Health']
49679,['Computers', 'Business', 'Society', 'Shopping'],['Business']
15480,['Recreation', 'Health', 'Business', 'Computers'],['Health']
15488,['Health', 'Recreation', 'Arts', 'Reference'],['Health']
49696,['Business', 'Shopping', 'Health', 'Adult'],['Business']
49697,['Business', 'Society', 'Recreation', 'Adult'],['Business']
49707,['Business', 'Computers', 'Sports', 'Society'],['Business']
15513,['Health', 'Shopping', 'Science', 'Games'],['Health']
49715,['Business', 'Health', 'Sports', 'Shopping'],['Business']
49721,['Business', 'Health', 'Society', 'Home'],['Business']
15521,['Home', 'Business', 'Science', 'Recreation'],['Health']
49726,['Business', 'Shopping', 'Computers', 'Health'],['Business']
49728,['Business', 'Computers', 'Sports', 'Society'],['Business']
49731,['Business', 'Society', 'Shopping', 'Reference'],['Business']
49737,['Business', 'Computers', 'Society', 'Shopping'],['Business']
15541,['Health', 'Reference', 'Recreation', 'News'],['Health']
49744,['Business', 'Health', 'Science', 'Computers'],['Business']
49745,['Computers', 'Business', 'Society', 'Sports'],['Business']
15547,['Health', 'Games', 'Computers', 'Business'],['Health']
49756,['Business', 'Society', 'Arts', 'Sports'],['Business']
49760,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
15567,['Health', 'Games', 'Business', 'Science'],['Health']
15569,['Science', 'News', 'Arts', 'Health'],['Health']
49772,['Home', 'Arts', 'Sports', 'Society'],['Business']
15577,['Recreation', 'Arts', 'Games', 'Health'],['Health']
15591,['Business', 'Arts', 'Shopping', 'Science'],['Health']
49793,['Shopping', 'Business', 'Sports', 'Science'],['Business']
49795,['News', 'Business', 'Sports', 'Shopping'],['Business']
49807,['Society', 'Reference', 'Business', 'Sports'],['Business']
49809,['Computers', 'Business', 'Sports', 'Reference'],['Business']
15611,['Business', 'Computers', 'Science', 'Recreation'],['Health']
15617,['Business', 'Arts', 'Science', 'Reference'],['Health']
15627,['Arts', 'Home', 'Business', 'Society'],['Health']
15642,['Health', 'Recreation', 'News', 'Science'],['Health']
15651,['Arts', 'Recreation', 'Business', 'Home'],['Health']
15654,['Computers', 'Science', 'Home', 'Health'],['Health']
49856,['Business', 'Health', 'Society', 'Science'],['Business']
49857,['Business', 'Computers', 'Society', 'Shopping'],['Business']
15659,['Health', 'Reference', 'Recreation', 'Games'],['Health']
49864,['Business', 'Arts', 'Health', 'Reference'],['Business']
15663,['Home', 'Health', 'Shopping', 'Reference'],['Health']
15669,['Science', 'Health', 'Business', 'Recreation'],['Health']
15671,['Arts', 'Recreation', 'Computers', 'Shopping'],['Health']
15673,['Business', 'Science', 'Reference', 'Recreation'],['Health']
49879,['Business', 'Society', 'Computers', 'Recreation'],['Business']
15680,['Science', 'Health', 'Business', 'Reference'],['Health']
49889,['Shopping', 'Sports', 'Society', 'Computers'],['Business']
15701,['Health', 'Science', 'Recreation', 'Sports'],['Health']
49905,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
15704,['Business', 'Shopping', 'Home', 'Society'],['Health']
49908,['Business', 'Sports', 'Computers', 'Society'],['Business']
15716,['Health', 'Recreation', 'Reference', 'Society'],['Health']
15717,['Health', 'Recreation', 'Business', 'Sports'],['Health']
15720,['Health', 'Shopping', 'Recreation', 'Home'],['Health']
15722,['Health', 'Recreation', 'Reference', 'Computers'],['Health']
49939,['Shopping', 'Sports', 'Business', 'Society'],['Business']
15737,['Recreation', 'Health', 'Arts', 'Business'],['Health']
49945,['Computers', 'Sports', 'Society', 'Shopping'],['Business']
49946,['Shopping', 'Business', 'Sports', 'Society'],['Business']
15747,['Health', 'Reference', 'Sports', 'Society'],['Health']
49955,['Society', 'Health', 'Arts', 'Recreation'],['Business']
15760,['Health', 'Business', 'Reference', 'Recreation'],['Health']
49970,['Business', 'Shopping', 'Society', 'Science'],['Business']
15769,['Recreation', 'Society', 'Reference', 'Health'],['Health']
15774,['Business', 'Science', 'Health', 'Recreation'],['Health']
15776,['Health', 'Shopping', 'Computers', 'Business'],['Health']
15786,['Health', 'Business', 'Society', 'Recreation'],['Health']
15788,['Health', 'Home', 'Arts', 'Science'],['Society', 'Health']
15806,['Health', 'Business', 'Recreation', 'Computers'],['Health']
15810,['Recreation', 'Health', 'Society', 'News'],['Health']
50023,['Shopping', 'Business', 'Sports', 'Science'],['Business']
15823,['Health', 'Shopping', 'Recreation', 'Sports'],['Health']
50033,['Recreation', 'Shopping', 'Business', 'Health'],['Business']
15837,['Health', 'Reference', 'Computers', 'Science'],['Health']
50045,['Society', 'Sports', 'Shopping', 'Health'],['Business']
15846,['Health', 'Science', 'Recreation', 'Society'],['Health']
50052,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
50063,['Business', 'Arts', 'Science', 'Home'],['Business']
50064,['Business', 'Health', 'Society', 'Shopping'],['Business']
15863,['Health', 'Arts', 'Recreation', 'Sports'],['Health']
15864,['Health', 'Computers', 'Science', 'Reference'],['Health']
50069,['Business', 'Shopping', 'Society', 'Health'],['Business']
15868,['Health', 'Business', 'Reference', 'Recreation'],['Health']
50074,['Society', 'Arts', 'Shopping', 'Science'],['Business']
50075,['Business', 'Society', 'Sports', 'News'],['Business']
15875,['Health', 'Recreation', 'Home', 'Science'],['Health']
50082,['Business', 'Sports', 'Computers', 'Shopping'],['Business']
15878,['Health', 'Business', 'Sports', 'Society'],['Health']
15897,['Health', 'Science', 'Reference', 'Computers'],['Health']
15904,['Health', 'Recreation', 'Science', 'Arts'],['Health']
15907,['Health', 'Recreation', 'Games', 'Shopping'],['Health']
15909,['Health', 'Home', 'Science', 'Recreation'],['Health']
50117,['Health', 'Business', 'Sports', 'Society'],['Business']
50118,['Health', 'Business', 'Society', 'Science'],['Business']
15921,['Health', 'Reference', 'Arts', 'Sports'],['Health']
15922,['Health', 'Science', 'Arts', 'Sports'],['Health']
15932,['Health', 'Business', 'Science', 'Recreation'],['Health']
15938,['Health', 'Recreation', 'Business', 'Reference'],['Health']
15940,['Health', 'Science', 'Recreation', 'Business'],['Health']
15944,['Health', 'Home', 'Sports', 'Society'],['Health']
15945,['Health', 'Reference', 'Recreation', 'Business'],['Health']
50151,['Shopping', 'Arts', 'Business', 'Sports'],['Business']
15948,['Health', 'Business', 'Society', 'Science'],['Health']
15949,['Health', 'Science', 'Society', 'Business'],['Health']
50154,['Shopping', 'Business', 'Sports', 'Society'],['Business']
15954,['Science', 'Games', 'Business', 'Recreation'],['Health']
15957,['Health', 'Business', 'Arts', 'Reference'],['Health']
50175,['Adult', 'Shopping', 'Sports', 'Society'],['Business']
50176,['Business', 'Computers', 'Science', 'Recreation'],['Business']
15987,['Health', 'Science', 'Reference', 'Computers'],['Health']
15998,['Arts', 'Society', 'Science', 'News'],['Health']
50204,['Business', 'Arts', 'Society', 'Shopping'],['Business']
16001,['Health', 'Recreation', 'Business', 'Arts'],['Health']
16006,['Sports', 'Society', 'Shopping', 'Science'],['Health']
50212,['Business', 'Computers', 'Sports', 'Shopping'],['Business']
50213,['Computers', 'Recreation', 'Sports', 'Shopping'],['Business']
50223,['Business', 'Arts', 'Adult', 'Sports'],['Business']
16020,['Health', 'Recreation', 'Home', 'Business'],['Health']
50227,['Business', 'Sports', 'Society', 'Reference'],['Business']
50229,['Business', 'Society', 'Home', 'Health'],['Business']
50232,['Shopping', 'Society', 'Business', 'Sports'],['Business']
16036,['Health', 'News', 'Home', 'Arts'],['Health']
50243,['Science', 'Business', 'Reference', 'News'],['Business']
16042,['Health', 'Business', 'News', 'Home'],['Health']
50247,['Business', 'Society', 'Sports', 'Shopping'],['Business']
50258,['Business', 'Arts', 'Sports', 'News'],['Business']
50259,['Society', 'Health', 'Computers', 'Business'],['Business']
16071,['Recreation', 'Home', 'Business', 'News'],['Health']
16096,['Business', 'Health', 'Society', 'Shopping'],['Health']
16100,['Health', 'Recreation', 'Science', 'Home'],['Health']
16110,['Health', 'Reference', 'Science', 'Recreation'],['Health']
50317,['Shopping', 'Business', 'Society', 'Home'],['Business']
16113,['Health', 'Business', 'News', 'Computers'],['Health']
50324,['Computers', 'Business', 'Society', 'Shopping'],['Business']
50329,['Business', 'Shopping', 'Science', 'Sports'],['Business']
16132,['Health', 'Science', 'Recreation', 'Business'],['Health']
50350,['Shopping', 'Business', 'Recreation', 'Sports'],['Business', 'Shopping']
16165,['Adult', 'Reference', 'Games', 'Health'],['Health']
16166,['Health', 'Science', 'Reference', 'Recreation'],['Health']
50376,['Business', 'Games', 'Sports', 'Society'],['Business']
16172,['Health', 'Reference', 'Business', 'Sports'],['Health']
50379,['Shopping', 'Science', 'Business', 'Sports'],['Business']
16174,['Health', 'Recreation', 'Science', 'Sports'],['Health']
16179,['Health', 'Business', 'Science', 'Home'],['Health']
16184,['Health', 'Shopping', 'Science', 'Recreation'],['Health']
16185,['Business', 'Computers', 'Adult', 'Recreation'],['Health']
50392,['Computers', 'Shopping', 'Business', 'Society'],['Business']
50397,['Business', 'Health', 'Computers', 'Arts'],['Business']
50402,['Business', 'Shopping', 'Society', 'Computers'],['Business']
50403,['Society', 'Sports', 'Shopping', 'Health'],['Business']
50411,['Society', 'Business', 'Recreation', 'Sports'],['Business']
16206,['Health', 'Business', 'Home', 'Computers'],['Health']
50416,['Sports', 'Recreation', 'Society', 'Home'],['Business']
16211,['Health', 'Business', 'Society', 'Shopping'],['Health']
16213,['Health', 'Business', 'Computers', 'Sports'],['Health']
16214,['Health', 'Reference', 'Business', 'Recreation'],['Health']
16215,['Health', 'Business', 'Society', 'Recreation'],['Health']
16216,['Health', 'Business', 'Adult', 'Sports'],['Health']
16217,['Health', 'Business', 'Science', 'Computers'],['Health']
50425,['Business', 'Science', 'Games', 'Computers'],['Business']
50426,['Shopping', 'Society', 'Arts', 'Reference'],['Business']
50428,['Sports', 'Business', 'Society', 'Recreation'],['Business']
50431,['Shopping', 'Health', 'Computers', 'Games'],['Business']
50434,['Shopping', 'Business', 'Health', 'Sports'],['Business']
50436,['Home', 'Business', 'Arts', 'Science'],['Business']
16231,['Health', 'Sports', 'Recreation', 'Games'],['Health']
16238,['Health', 'Business', 'Sports', 'Society'],['Health']
16239,['Health', 'Recreation', 'Computers', 'Sports'],['Health']
16247,['Health', 'Society', 'Reference', 'Games'],['Health']
50455,['Business', 'Society', 'Recreation', 'Arts'],['Business']
50458,['Sports', 'Shopping', 'Computers', 'Society'],['Business']
16255,['Health', 'Reference', 'Business', 'Computers'],['Health']
50466,['Shopping', 'Sports', 'Business', 'Home'],['Business']
50467,['Business', 'Shopping', 'Society', 'Health'],['Business']
50469,['Business', 'Health', 'Games', 'Computers'],['Business']
50472,['Sports', 'Society', 'Shopping', 'Recreation'],['Business']
16267,['Recreation', 'Arts', 'Society', 'Shopping'],['Health']
16268,['Business', 'Health', 'Science', 'Home'],['Health']
50481,['Shopping', 'Business', 'Reference', 'Games'],['Business']
50489,['Shopping', 'Society', 'Games', 'Business'],['Business']
50491,['Shopping', 'Business', 'Arts', 'News'],['Business']
50507,['Arts', 'Sports', 'Society', 'Recreation'],['Business']
16304,['Health', 'Society', 'Business', 'Science'],['Health']
16308,['Health', 'Arts', 'Society', 'Shopping'],['Health']
16310,['Health', 'Business', 'Games', 'Computers'],['Health']
16311,['Health', 'Science', 'Recreation', 'Sports'],['Health']
50518,['Arts', 'Society', 'Shopping', 'News'],['Business']
16313,['Science', 'Health', 'Arts', 'Reference'],['Health']
50520,['Business', 'Shopping', 'Sports', 'Society'],['Business']
16316,['Health', 'Business', 'Arts', 'Sports'],['Health']
16321,['Health', 'Science', 'News', 'Home'],['Health']
50529,['Recreation', 'Sports', 'Arts', 'Society'],['Computers']
50539,['Games', 'Adult', 'Sports', 'Society'],['Computers']
50550,['Computers', 'Society', 'Shopping', 'Reference'],['Computers']
50560,['Computers', 'Shopping', 'Science', 'Sports'],['Computers']
50565,['Computers', 'Health', 'Sports', 'Recreation'],['Computers']
50575,['Reference', 'Computers', 'Sports', 'Society'],['Computers']
16370,['Science', 'Reference', 'Recreation', 'Arts'],['Health']
50582,['Computers', 'Business', 'Home', 'Sports'],['Computers']
16380,['Health', 'Shopping', 'Reference', 'Recreation'],['Society', 'Health']
50597,['Computers', 'Society', 'Science', 'Health'],['Computers']
50613,['Computers', 'Business', 'Health', 'Sports'],['Computers']
16409,['Computers', 'Health', 'Games', 'Recreation'],['Health']
16412,['Health', 'Recreation', 'Society', 'Science'],['Health']
16418,['Health', 'Business', 'Science', 'Reference'],['Health']
50636,['Computers', 'Reference', 'Home', 'Business'],['Computers']
50642,['Computers', 'Reference', 'Recreation', 'Health'],['Computers']
50645,['Arts', 'Computers', 'Business', 'Shopping'],['Computers']
16445,['Adult', 'Arts', 'Science', 'Reference'],['Health']
50654,['Computers', 'Recreation', 'Science', 'Reference'],['Computers']
50657,['Computers', 'Society', 'Arts', 'Sports'],['Computers']
50672,['Arts', 'Society', 'Health', 'Computers'],['Computers']
16465,['Health', 'Business', 'Recreation', 'Arts'],['Health']
50680,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
50682,['Sports', 'Computers', 'Society', 'Health'],['Computers']
50684,['Health', 'Society', 'Computers', 'Science'],['Computers']
16480,['Business', 'Science', 'Reference', 'Recreation'],['Health']
50691,['Society', 'Arts', 'Reference', 'Home'],['Computers']
16485,['Health', 'Recreation', 'News', 'Computers'],['Health']
16486,['Business', 'Science', 'Recreation', 'Health'],['Health']
50696,['Computers', 'Games', 'Adult', 'Sports'],['Computers']
50706,['Computers', 'Society', 'Business', 'Arts'],['Computers']
50707,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
50710,['Computers', 'Society', 'Science', 'Health'],['Computers']
50712,['Computers', 'Business', 'Society', 'Arts'],['Computers']
16505,['Health', 'Adult', 'Society', 'Science'],['Health']
50716,['Computers', 'Society', 'Arts', 'Reference'],['Computers']
50724,['Society', 'Science', 'Arts', 'Games'],['Computers']
50727,['Computers', 'Recreation', 'Arts', 'Sports'],['Computers']
50734,['Computers', 'Sports', 'Science', 'Reference'],['Computers']
16530,['Health', 'Arts', 'Sports', 'Society'],['Health']
