ref id,Predicted,Actual
0,['Business', 'Society', 'Arts', 'Sports'],['Adult']
47629,['Shopping', 'Business', 'Science', 'Arts'],['Business']
47630,['Business', 'Health', 'Computers', 'Science'],['Business']
47637,['Reference', 'Science', 'Health', 'Society'],['Business', 'Science']
47640,['Sports', 'Society', 'Recreation', 'Arts'],['Business']
13446,['Computers', 'Recreation', 'Health', 'Reference'],['Computers']
47648,['Business', 'Health', 'Shopping', 'Arts'],['Business']
13467,['Computers', 'Science', 'Arts', 'Games'],['Computers']
13476,['Computers', 'Games', 'Recreation', 'Science'],['Computers']
13479,['Computers', 'Adult', 'Recreation', 'Business'],['Computers']
13480,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
47680,['Business', 'Computers', 'Science', 'Society'],['Business']
13484,['Business', 'Science', 'Computers', 'Reference'],['Computers']
13488,['News', 'Computers', 'Science', 'Games'],['Computers']
13492,['Science', 'Computers', 'Arts', 'Recreation'],['Computers']
47697,['Business', 'Computers', 'Science', 'Shopping'],['Business']
13508,['News', 'Arts', 'Computers', 'Health'],['Computers']
13510,['Computers', 'Science', 'Business', 'Arts'],['Computers']
13528,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
47727,['Shopping', 'Recreation', 'Business', 'Society'],['Business']
13535,['Computers', 'Business', 'Science', 'Home'],['Computers']
47734,['Business', 'Recreation', 'Computers', 'Shopping'],['Business']
47743,['Sports', 'Recreation', 'Computers', 'Society'],['Business']
13546,['Business', 'Computers', 'Arts', 'Recreation'],['Computers']
13551,['Computers', 'Science', 'Reference', 'Arts'],['Computers']
13554,['Computers', 'Recreation', 'Science', 'Health'],['Computers']
47755,['Sports', 'Computers', 'Recreation', 'Arts'],['Business', 'Science']
47756,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
47757,['Business', 'News', 'Society', 'Science'],['Business']
13561,['News', 'Home', 'Games', 'Arts'],['Computers']
47764,['Shopping', 'Business', 'Arts', 'Science'],['Business']
47766,['Business', 'Shopping', 'Sports', 'Computers'],['Business']
13573,['Computers', 'Games', 'Recreation', 'Arts'],['Computers']
47771,['Shopping', 'Business', 'Home', 'Arts'],['Business']
13578,['Computers', 'Shopping', 'Business', 'Sports'],['Computers']
47776,['Business', 'Computers', 'Arts', 'Society'],['Business']
13580,['Games', 'Reference', 'Home', 'Arts'],['Games']
47782,['Business', 'Computers', 'Shopping', 'Science'],['Business']
47785,['Shopping', 'Business', 'Science', 'Arts'],['Business']
47787,['Business', 'Shopping', 'Health', 'Science'],['Business']
13592,['Health', 'Recreation', 'Arts', 'Science'],['Games']
47794,['Society', 'Business', 'Computers', 'Health'],['Business']
13599,['Shopping', 'Business', 'Science', 'Arts'],['Games']
47797,['Society', 'Science', 'Business', 'Computers'],['Business']
13606,['Games', 'Adult', 'Arts', 'Recreation'],['Games']
13612,['Games', 'Home', 'Sports', 'News'],['Games']
47815,['Business', 'Computers', 'Sports', 'Recreation'],['Business']
47816,['Sports', 'Business', 'Society', 'Computers'],['Business']
47817,['Health', 'Business', 'Society', 'Science'],['Business']
47819,['Business', 'Shopping', 'Reference', 'Home'],['Business']
47821,['Business', 'Recreation', 'Shopping', 'Society'],['Business']
13627,['Games', 'Computers', 'Recreation', 'Home'],['Games']
47831,['Business', 'Shopping', 'Recreation', 'Society'],['Business', 'Recreation']
47836,['Sports', 'Recreation', 'Business', 'Computers'],['Business', 'Recreation']
47840,['Shopping', 'Business', 'Computers', 'Society'],['Business']
13644,['Games', 'Sports', 'Computers', 'Shopping'],['Games']
47845,['Business', 'Shopping', 'Recreation', 'Society'],['Business']
47847,['Business', 'Computers', 'Health', 'Science'],['Business']
47852,['Business', 'Sports', 'Recreation', 'Shopping'],['Business']
13656,['Recreation', 'Computers', 'Games', 'Health'],['Games']
13663,['Games', 'Recreation', 'Computers', 'Reference'],['Games']
13668,['Games', 'News', 'Reference', 'Home'],['Games']
47870,['Business', 'Shopping', 'Science', 'Computers'],['Business']
47876,['Business', 'Shopping', 'Sports', 'Recreation'],['Business']
13679,['Games', 'Home', 'Recreation', 'Reference'],['Games']
13686,['Games', 'Computers', 'Recreation', 'Science'],['Games']
47884,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
47885,['Business', 'Shopping', 'Sports', 'Recreation'],['Business']
47892,['Shopping', 'Business', 'Science', 'Arts'],['Business']
13697,['Games', 'Home', 'News', 'Recreation'],['Games']
47904,['Business', 'Science', 'Computers', 'News'],['Business']
47906,['Business', 'Society', 'Health', 'Sports'],['Business']
47908,['Business', 'Shopping', 'Science', 'Recreation'],['Business']
47911,['Business', 'Society', 'Health', 'Science'],['Business']
13721,['Games', 'Home', 'News', 'Shopping'],['Games']
47921,['Shopping', 'Business', 'Home', 'Society'],['Business']
47924,['Business', 'Science', 'Computers', 'Reference'],['Business']
47926,['Business', 'Computers', 'Science', 'Society'],['Business']
13730,['Games', 'Computers', 'Recreation', 'Science'],['Games']
13738,['Games', 'Sports', 'Recreation', 'Health'],['Games']
13740,['Games', 'Science', 'Recreation', 'Reference'],['Games']
47941,['Business', 'Health', 'Society', 'Science'],['Business']
47948,['Sports', 'Computers', 'Arts', 'Business'],['Business']
13761,['Games', 'News', 'Recreation', 'Home'],['Games']
13764,['Games', 'Reference', 'News', 'Home'],['Games']
47962,['Business', 'Society', 'Computers', 'Health'],['Business']
47977,['Business', 'Computers', 'Science', 'Arts'],['Business']
47980,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47983,['Business', 'Computers', 'Science', 'Reference'],['Business']
13791,['Games', 'Home', 'Adult', 'News'],['Games']
47996,['Business', 'Society', 'News', 'Computers'],['Business']
47998,['Shopping', 'Business', 'Computers', 'Science'],['Business']
48001,['Business', 'Society', 'Arts', 'Shopping'],['Business']
13805,['Games', 'News', 'Recreation', 'Arts'],['Games']
48003,['Business', 'Shopping', 'Home', 'Science'],['Business']
48014,['Sports', 'Computers', 'Arts', 'Recreation'],['Business', 'Society']
13817,['Games', 'Home', 'News', 'Recreation'],['Games']
48018,['Computers', 'Business', 'Science', 'Society'],['Business']
13821,['Games', 'Recreation', 'Society', 'Computers'],['Games']
48031,['Shopping', 'Business', 'Science', 'Computers'],['Business']
48042,['Business', 'Shopping', 'Health', 'Computers'],['Business']
48043,['Business', 'Health', 'Home', 'Computers'],['Business']
48045,['Business', 'Health', 'Society', 'Science'],['Business']
48055,['Business', 'Shopping', 'Home', 'Health'],['Business']
48057,['Business', 'News', 'Computers', 'Home'],['Business']
48064,['Science', 'Computers', 'Business', 'Reference'],['Business', 'Science']
48067,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
48068,['Business', 'Computers', 'Science', 'Shopping'],['Business']
13873,['Health', 'Business', 'Recreation', 'Home'],['Games']
13889,['Games', 'News', 'Computers', 'Business'],['Games']
13892,['Games', 'Recreation', 'Reference', 'Arts'],['Games']
48094,['Business', 'Health', 'Computers', 'Home'],['Business']
13904,['Shopping', 'Games', 'Business', 'Science'],['Games']
48105,['Sports', 'Computers', 'Recreation', 'Arts'],['Business']
48107,['Shopping', 'Business', 'Computers', 'Society'],['Business']
13910,['Recreation', 'Games', 'Arts', 'Computers'],['Games']
13912,['Shopping', 'Business', 'Science', 'Arts'],['Games']
48111,['Business', 'Science', 'Computers', 'Shopping'],['Business']
13915,['Games', 'Recreation', 'Business', 'Science'],['Games']
13919,['Games', 'News', 'Home', 'Adult'],['Games']
13956,['Games', 'Home', 'Arts', 'News'],['Games']
48159,['Business', 'Science', 'Home', 'Shopping'],['Business']
13963,['Business', 'Shopping', 'Society', 'Sports'],['Business']
13966,['Business', 'News', 'Arts', 'Society'],['Business']
48185,['Business', 'Home', 'Shopping', 'Society'],['Business']
13994,['Computers', 'Science', 'Recreation', 'Health'],['Computers']
48192,['Business', 'Home', 'Science', 'Computers'],['Business']
13998,['Sports', 'Recreation', 'Computers', 'Arts'],['Computers']
14004,['Games', 'Computers', 'Reference', 'News'],['Games']
48204,['Shopping', 'Business', 'Science', 'Arts'],['Business']
48207,['Shopping', 'Business', 'Society', 'Computers'],['Business']
14010,['News', 'Business', 'Computers', 'Science'],['News']
48208,['Shopping', 'Arts', 'Business', 'Recreation'],['Business']
14020,['Computers', 'Business', 'Adult', 'Recreation'],['News']
48222,['Shopping', 'Business', 'Arts', 'Society'],['Business']
48223,['Business', 'Arts', 'Society', 'Shopping'],['Business']
14029,['Recreation', 'Computers', 'Arts', 'Society'],['News']
48228,['Shopping', 'Business', 'Adult', 'Society'],['Business', 'Shopping']
48234,['Business', 'Shopping', 'Computers', 'Science'],['Business', 'Sports']
14038,['Recreation', 'News', 'Sports', 'Arts'],['News']
14040,['Recreation', 'Science', 'Reference', 'News'],['News']
48244,['Shopping', 'Business', 'Science', 'Health'],['Business']
48245,['Health', 'Business', 'Shopping', 'Home'],['Business']
48252,['Shopping', 'Business', 'Computers', 'Recreation'],['Business']
14055,['Recreation', 'Arts', 'Computers', 'News'],['News']
14061,['Arts', 'Business', 'Recreation', 'Society'],['News']
14063,['Society', 'Computers', 'Arts', 'News'],['News']
48261,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
48266,['Arts', 'Business', 'Sports', 'Computers'],['Business']
48268,['Shopping', 'Business', 'Arts', 'Society'],['Business']
14072,['Recreation', 'Business', 'Arts', 'Shopping'],['Recreation']
14074,['Recreation', 'Arts', 'Home', 'Business'],['Recreation']
48272,['Shopping', 'Business', 'Arts', 'Science'],['Business']
14078,['Recreation', 'Arts', 'Business', 'Health'],['Recreation']
48277,['Shopping', 'Business', 'Health', 'Society'],['Business']
14085,['Recreation', 'Reference', 'Arts', 'Business'],['Recreation']
48285,['Business', 'Shopping', 'Home', 'Computers'],['Business']
48287,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
14096,['Arts', 'Recreation', 'Business', 'Computers'],['Recreation']
14103,['Recreation', 'Arts', 'Reference', 'Science'],['Recreation']
14105,['Sports', 'Recreation', 'Computers', 'Arts'],['Shopping']
14109,['Games', 'News', 'Home', 'Reference'],['Games']
48307,['Business', 'Sports', 'Society', 'Shopping'],['Business']
14122,['Games', 'Sports', 'Computers', 'Recreation'],['Games']
48319,['Business', 'Computers', 'Health', 'Society'],['Business']
48323,['Business', 'Computers', 'Society', 'Reference'],['Business']
48327,['Computers', 'Business', 'Shopping', 'Society'],['Business']
14133,['Recreation', 'Sports', 'Arts', 'Computers'],['Games']
48330,['Business', 'Shopping', 'Computers', 'Science'],['Business']
48340,['Shopping', 'Business', 'Sports', 'Recreation'],['Business']
48351,['Computers', 'Business', 'Reference', 'Home'],['Business']
14156,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
14157,['Games', 'Reference', 'Home', 'Arts'],['Games']
14164,['Business', 'Recreation', 'Arts', 'Society'],['Games']
48364,['Business', 'Computers', 'Shopping', 'Society'],['Business']
14168,['Games', 'News', 'Computers', 'Recreation'],['Games']
14171,['Games', 'Computers', 'Business', 'Science'],['Games']
14172,['Games', 'Science', 'Home', 'Computers'],['Games']
48371,['Business', 'Society', 'Health', 'Arts'],['Business']
14181,['Games', 'News', 'Home', 'Reference'],['Games']
14184,['Games', 'Computers', 'News', 'Home'],['Games']
48381,['Business', 'Home', 'Computers', 'Society'],['Business']
48392,['Business', 'Society', 'Computers', 'Shopping'],['Business']
48393,['Computers', 'Business', 'Sports', 'Society'],['Business']
14199,['Games', 'Home', 'Reference', 'News'],['Games']
48399,['Business', 'Computers', 'Health', 'Society'],['Business']
48400,['Business', 'Society', 'Computers', 'Health'],['Business']
14204,['Games', 'News', 'Reference', 'Recreation'],['Games']
14237,['Shopping', 'Business', 'Science', 'Arts'],['Games']
14244,['Games', 'Reference', 'News', 'Adult'],['Games']
14247,['Games', 'Home', 'Shopping', 'Sports'],['Games']
48447,['Business', 'Health', 'Shopping', 'Science'],['Business']
14252,['Business', 'Games', 'Computers', 'Health'],['Games']
14254,['Shopping', 'Business', 'Arts', 'Sports'],['Games']
48463,['Business', 'Computers', 'Society', 'Arts'],['Business']
14267,['Arts', 'Recreation', 'Business', 'Sports'],['Games']
14272,['Shopping', 'Business', 'Science', 'Arts'],['Games']
48472,['Business', 'Shopping', 'Science', 'Computers'],['Business']
48476,['Business', 'Society', 'Health', 'Sports'],['Business']
14281,['Games', 'News', 'Recreation', 'Arts'],['Games']
48482,['Business', 'Computers', 'Health', 'Arts'],['Business']
48484,['Business', 'Society', 'Arts', 'Shopping'],['Business']
14290,['Games', 'Reference', 'Recreation', 'Science'],['Games']
14294,['Recreation', 'Computers', 'Arts', 'Business'],['Games']
14297,['Computers', 'Recreation', 'Arts', 'Business'],['Games']
48497,['Business', 'Health', 'Sports', 'Arts'],['Business']
48501,['Shopping', 'Business', 'Arts', 'Science'],['Business']
14311,['Shopping', 'Business', 'Science', 'Arts'],['Games']
14315,['Games', 'Sports', 'Computers', 'Society'],['Games']
48518,['Sports', 'Arts', 'Computers', 'Recreation'],['Business']
48519,['Computers', 'Business', 'Science', 'Health'],['Business']
14326,['Games', 'Recreation', 'Computers', 'Science'],['Games']
14329,['Games', 'Recreation', 'Arts', 'Society'],['Society', 'Games']
14331,['Games', 'Reference', 'Home', 'News'],['Games']
14332,['Games', 'News', 'Reference', 'Home'],['Games']
48532,['Business', 'Computers', 'Science', 'Shopping'],['Business']
14340,['Recreation', 'Computers', 'Arts', 'Games'],['Games']
48545,['Business', 'Society', 'Computers', 'Shopping'],['Business']
48546,['Business', 'Society', 'Science', 'Computers'],['Business']
14350,['Recreation', 'Games', 'Arts', 'Computers'],['Games']
48553,['Shopping', 'Business', 'Arts', 'Science'],['Business']
14361,['Games', 'News', 'Reference', 'Home'],['Games']
48558,['Shopping', 'Business', 'Computers', 'Science'],['Business']
48567,['Business', 'Society', 'Science', 'Arts'],['Business']
48573,['Shopping', 'Business', 'Science', 'Arts'],['Business']
48577,['Business', 'Shopping', 'Society', 'Sports'],['Business']
14382,['Games', 'Shopping', 'Arts', 'Recreation'],['Games']
48582,['Computers', 'Business', 'Sports', 'Health'],['Business']
48588,['Computers', 'Business', 'Shopping', 'Science'],['Business']
14394,['Games', 'Home', 'Computers', 'News'],['Games']
14405,['Games', 'Reference', 'Recreation', 'News'],['Games']
14418,['Games', 'Shopping', 'Arts', 'Recreation'],['Games']
14428,['Recreation', 'Games', 'Adult', 'Business'],['Games']
48627,['Business', 'Home', 'Arts', 'Society'],['Business']
14432,['Games', 'Recreation', 'Arts', 'Society'],['Games']
48630,['Business', 'Computers', 'Society', 'Science'],['Business']
14442,['Recreation', 'Games', 'Arts', 'Computers'],['Games']
48649,['Shopping', 'Business', 'Science', 'Arts'],['Business']
14452,['Arts', 'Recreation', 'Computers', 'Games'],['Games']
14459,['Recreation', 'Games', 'Arts', 'Reference'],['Games']
14465,['Games', 'Reference', 'Science', 'Recreation'],['Games']
14473,['Games', 'News', 'Reference', 'Science'],['Games']
14480,['Games', 'Reference', 'Home', 'Computers'],['Games']
48682,['Shopping', 'Business', 'Science', 'Arts'],['Business']
14489,['Games', 'News', 'Recreation', 'Home'],['Games']
14490,['Games', 'Computers', 'Reference', 'Science'],['Games']
48689,['Business', 'Society', 'Shopping', 'Recreation'],['Business']
14495,['Games', 'News', 'Reference', 'Home'],['Games']
48695,['Business', 'Shopping', 'Science', 'Health'],['Business']
48704,['Business', 'Recreation', 'Computers', 'Science'],['Business']
48705,['Computers', 'Business', 'Science', 'Society'],['Business']
14508,['Games', 'Recreation', 'Science', 'Arts'],['Games']
48708,['Business', 'Sports', 'Society', 'Recreation'],['Business']
48716,['Business', 'Computers', 'Science', 'Shopping'],['Business']
48723,['Business', 'Society', 'Computers', 'Shopping'],['Business']
14532,['Games', 'Computers', 'Recreation', 'Science'],['Games']
48741,['Shopping', 'Business', 'Science', 'Arts'],['Business']
48746,['Business', 'Computers', 'Health', 'Science'],['Business']
14549,['Computers', 'Recreation', 'Games', 'Arts'],['Games']
14556,['Games', 'Home', 'Reference', 'News'],['Games']
14560,['Recreation', 'Games', 'Sports', 'Science'],['Games']
48758,['Business', 'Society', 'Health', 'Sports'],['Business']
14565,['Games', 'Reference', 'Recreation', 'Science'],['Games']
48777,['Business', 'Computers', 'Arts', 'Health'],['Business']
48779,['Shopping', 'Business', 'Science', 'Arts'],['Business']
14584,['Computers', 'Business', 'Games', 'Health'],['Games']
14599,['Games', 'Reference', 'News', 'Home'],['Games']
48798,['Business', 'Computers', 'Health', 'Home'],['Business']
14602,['Arts', 'Games', 'Recreation', 'Computers'],['Games']
14607,['Games', 'Home', 'News', 'Recreation'],['Games']
14620,['Games', 'Recreation', 'Adult', 'Home'],['Games']
14628,['Games', 'News', 'Home', 'Computers'],['Games']
48829,['Shopping', 'Business', 'Science', 'Home'],['Business']
48834,['Shopping', 'Business', 'Science', 'Arts'],['Business']
48845,['Business', 'Computers', 'Society', 'Shopping'],['Business']
14649,['Games', 'Home', 'Adult', 'Recreation'],['Games']
14653,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
14655,['Games', 'Computers', 'Arts', 'Business'],['Games']
14656,['Arts', 'Shopping', 'Games', 'Sports'],['Games']
14660,['Games', 'News', 'Reference', 'Computers'],['Games']
48863,['Business', 'Computers', 'Society', 'Shopping'],['Business']
14674,['Games', 'Home', 'News', 'Recreation'],['Games']
14680,['Games', 'Reference', 'Computers', 'Recreation'],['Games']
14682,['Games', 'News', 'Home', 'Recreation'],['Games']
14685,['Games', 'Adult', 'Computers', 'Recreation'],['Games']
48890,['Business', 'Shopping', 'Home', 'Health'],['Business']
48891,['Business', 'Shopping', 'Computers', 'Home'],['Business']
48894,['Business', 'Home', 'Society', 'Shopping'],['Business']
48908,['Computers', 'Business', 'Arts', 'Society'],['Business']
14712,['Games', 'Recreation', 'Shopping', 'Arts'],['Games']
48911,['Sports', 'Computers', 'Business', 'Society'],['Business']
48915,['Business', 'Home', 'Society', 'Shopping'],['Business']
14718,['Games', 'Home', 'News', 'Recreation'],['Games']
14719,['Shopping', 'Business', 'Science', 'Arts'],['Games']
14720,['Games', 'Adult', 'Arts', 'Shopping'],['Games']
48941,['Shopping', 'Business', 'Science', 'Arts'],['Business']
48942,['Home', 'Business', 'Society', 'Shopping'],['Business']
48943,['Business', 'Shopping', 'Health', 'Home'],['Business']
14746,['Recreation', 'Computers', 'Arts', 'Business'],['Games']
14753,['Games', 'Computers', 'Home', 'Arts'],['Games']
48956,['Business', 'Health', 'Shopping', 'Home'],['Business']
14787,['Science', 'Games', 'Reference', 'Recreation'],['Games']
14790,['Games', 'News', 'Reference', 'Home'],['Games']
14796,['Games', 'News', 'Arts', 'Home'],['Games']
14799,['Games', 'Reference', 'Recreation', 'News'],['Games']
49007,['Sports', 'Recreation', 'Arts', 'Business'],['Business']
49008,['Business', 'Arts', 'Computers', 'Sports'],['Business', 'Home']
14813,['Home', 'Recreation', 'Games', 'Health'],['Games']
49014,['Health', 'Sports', 'Business', 'Computers'],['Business']
49019,['Health', 'Society', 'Arts', 'Science'],['Business']
14823,['Games', 'Home', 'Recreation', 'Science'],['Games']
49025,['Sports', 'Computers', 'Recreation', 'Society'],['Business']
14827,['Games', 'News', 'Computers', 'Business'],['Games']
14833,['Games', 'News', 'Science', 'Arts'],['Games']
49034,['Business', 'Health', 'Computers', 'Society'],['Business']
49036,['Sports', 'Arts', 'Recreation', 'Society'],['Business']
14838,['Recreation', 'Science', 'Games', 'Reference'],['Games']
14848,['Arts', 'Recreation', 'Games', 'Reference'],['Games']
49059,['Business', 'Health', 'Computers', 'Shopping'],['Business']
49069,['Business', 'Health', 'Society', 'Computers'],['Business']
49071,['Computers', 'Shopping', 'Business', 'Society'],['Business']
14879,['Games', 'Reference', 'News', 'Science'],['Games']
49084,['Shopping', 'Business', 'Health', 'Home'],['Business']
14886,['Games', 'Science', 'News', 'Recreation'],['Games']
14897,['Games', 'News', 'Science', 'Arts'],['Games']
49105,['Business', 'Home', 'Shopping', 'Society'],['Business']
49108,['Business', 'Shopping', 'Computers', 'Society'],['Business']
14912,['Games', 'Home', 'Recreation', 'Reference'],['Games']
14913,['Games', 'Computers', 'Recreation', 'Arts'],['Games']
49114,['Business', 'Society', 'Sports', 'Shopping'],['Business']
49118,['Business', 'Arts', 'Computers', 'Society'],['Business']
49128,['Business', 'Shopping', 'Science', 'Computers'],['Business', 'Shopping']
49141,['Business', 'Shopping', 'Recreation', 'News'],['Business']
14951,['Arts', 'Shopping', 'Science', 'Computers'],['Games']
49154,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
49162,['Shopping', 'Business', 'Science', 'Arts'],['Business']
49163,['Computers', 'Business', 'Reference', 'Home'],['Business']
14978,['Games', 'Reference', 'Home', 'News'],['Games']
49186,['Business', 'Shopping', 'Society', 'Sports'],['Business']
14991,['Sports', 'Recreation', 'Games', 'Computers'],['Games']
14993,['Games', 'Home', 'Reference', 'News'],['Games']
14996,['Games', 'Recreation', 'Arts', 'Reference'],['Games']
14997,['Games', 'Recreation', 'Computers', 'Reference'],['Games']
49197,['Business', 'Computers', 'Science', 'Reference'],['Business']
49212,['Business', 'Computers', 'Health', 'Society'],['Business']
49219,['Business', 'Health', 'Shopping', 'Arts'],['Business']
15023,['Games', 'News', 'Home', 'Recreation'],['Games']
15025,['Games', 'Reference', 'Recreation', 'Computers'],['Games']
15027,['Games', 'News', 'Home', 'Science'],['Games']
15031,['Games', 'Home', 'News', 'Reference'],['Games']
15032,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
49233,['Health', 'Society', 'Home', 'News'],['Business']
49242,['Business', 'Computers', 'Society', 'Shopping'],['Business']
15044,['Games', 'Recreation', 'Arts', 'Society'],['Games']
49244,['Business', 'Shopping', 'Computers', 'Recreation'],['Business', 'Shopping']
15046,['Recreation', 'Games', 'Adult', 'Arts'],['Games']
15047,['Games', 'Recreation', 'Arts', 'Reference'],['Games']
15055,['Games', 'News', 'Recreation', 'Reference'],['Games']
49259,['Business', 'Shopping', 'Computers', 'Society'],['Business']
49264,['Business', 'Science', 'Shopping', 'Computers'],['Business']
15065,['Games', 'Shopping', 'Society', 'Arts'],['Games']
15070,['Games', 'Recreation', 'Adult', 'Home'],['Games']
49271,['Business', 'Science', 'Shopping', 'Computers'],['Business']
15073,['Recreation', 'Games', 'Reference', 'Arts'],['Games']
49278,['Business', 'Computers', 'Science', 'Society'],['Business']
49286,['Business', 'Society', 'Shopping', 'Science'],['Business']
15094,['Sports', 'Games', 'Shopping', 'Business'],['Games']
15096,['Games', 'Home', 'Sports', 'Recreation'],['Games']
49297,['Computers', 'Business', 'Shopping', 'Society'],['Business']
15098,['Games', 'News', 'Arts', 'Recreation'],['Games']
15100,['Games', 'Home', 'News', 'Reference'],['Games']
49300,['Business', 'Computers', 'Society', 'Shopping'],['Business']
15102,['Recreation', 'Games', 'Arts', 'Computers'],['Games']
49305,['Business', 'Society', 'Computers', 'Shopping'],['Business']
15106,['Games', 'Health', 'Recreation', 'Business'],['Games']
15109,['Arts', 'Recreation', 'Games', 'Reference'],['Games']
15115,['Games', 'Reference', 'Recreation', 'Science'],['Games']
15119,['Recreation', 'Games', 'Society', 'Arts'],['Games']
49320,['Computers', 'Sports', 'Business', 'Arts'],['Business']
49324,['Business', 'Society', 'Computers', 'News'],['Business']
15125,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
15128,['Computers', 'Recreation', 'Business', 'News'],['Games']
15131,['Games', 'Recreation', 'Home', 'Science'],['Games']
49331,['Computers', 'Business', 'Sports', 'Society'],['Business']
15138,['Games', 'News', 'Home', 'Adult'],['Games']
49340,['Business', 'Computers', 'Arts', 'Recreation'],['Business']
15141,['Recreation', 'Games', 'Arts', 'Business'],['Games']
15143,['Health', 'Reference', 'Arts', 'Business'],['Health']
49343,['Business', 'Science', 'Computers', 'Society'],['Business']
49346,['Society', 'Health', 'Science', 'Business'],['Business']
49347,['Business', 'Society', 'Computers', 'Science'],['Business']
15161,['Health', 'Science', 'Home', 'Business'],['Health']
49362,['Business', 'Computers', 'Society', 'Science'],['Business']
15169,['Health', 'Business', 'Science', 'Home'],['Health']
49369,['Business', 'Computers', 'Sports', 'Society'],['Business']
15171,['Recreation', 'Health', 'Arts', 'Games'],['Health']
15172,['News', 'Health', 'Science', 'Business'],['Health']
15186,['Health', 'Business', 'Science', 'Home'],['Health']
49388,['Business', 'Health', 'Society', 'Science'],['Business']
15189,['Health', 'Business', 'Science', 'Home'],['Health']
15194,['Recreation', 'Computers', 'Health', 'Business'],['Health']
15195,['Health', 'Recreation', 'Business', 'Computers'],['Health']
49396,['Business', 'Computers', 'Society', 'Health'],['Business']
15197,['Recreation', 'Computers', 'Arts', 'Business'],['Health']
49397,['Business', 'Computers', 'Society', 'Shopping'],['Business']
49401,['Business', 'Society', 'Reference', 'Health'],['Business']
15201,['Health', 'Home', 'News', 'Science'],['Health']
49402,['Computers', 'Games', 'Recreation', 'Arts'],['Business']
49403,['Shopping', 'Business', 'Society', 'Sports'],['Business']
15205,['Health', 'Recreation', 'Computers', 'Games'],['Health']
15216,['Health', 'Business', 'Shopping', 'Science'],['Health']
15220,['Health', 'Recreation', 'Science', 'Society'],['Health']
15227,['Health', 'Recreation', 'Games', 'Home'],['Health']
49432,['Shopping', 'Business', 'Arts', 'Science'],['Business']
49434,['Shopping', 'Business', 'Society', 'Recreation'],['Business']
15239,['Health', 'Science', 'Business', 'Reference'],['Health']
49440,['Business', 'Computers', 'Society', 'Shopping'],['Business']
49442,['Business', 'Society', 'Sports', 'Home'],['Business']
49444,['Business', 'Health', 'Society', 'Computers'],['Business']
15249,['Health', 'Reference', 'Recreation', 'Business'],['Health']
15256,['Recreation', 'Health', 'Arts', 'Games'],['Health']
15261,['Business', 'Recreation', 'Sports', 'Society'],['Health']
15265,['Recreation', 'Computers', 'Health', 'Arts'],['Health']
49466,['Shopping', 'Business', 'Science', 'Arts'],['Business']
49468,['Business', 'Society', 'Computers', 'Arts'],['Business']
15271,['Health', 'Recreation', 'Home', 'Games'],['Health']
15274,['Health', 'Reference', 'Recreation', 'Science'],['Health']
49497,['Shopping', 'Business', 'Health', 'Science'],['Business']
15304,['Home', 'Recreation', 'Science', 'Arts'],['Science', 'Health', 'Home']
49510,['Business', 'Society', 'Computers', 'Shopping'],['Business']
49511,['Business', 'Shopping', 'Computers', 'Science'],['Business']
15311,['Adult', 'Recreation', 'Home', 'Health'],['Health']
15312,['Health', 'Reference', 'Business', 'News'],['Health']
15314,['Health', 'Recreation', 'Arts', 'Business'],['Health']
15318,['Health', 'Science', 'News', 'Recreation'],['Health']
49524,['Business', 'Society', 'Computers', 'Health'],['Business']
49525,['Shopping', 'Business', 'Science', 'Health'],['Business']
49535,['Business', 'Reference', 'Society', 'Health'],['Business']
49538,['Business', 'Science', 'Reference', 'Society'],['Business']
15338,['Health', 'Business', 'Recreation', 'Arts'],['Health']
49540,['Business', 'Society', 'Health', 'Computers'],['Business']
15346,['Business', 'Health', 'Home', 'Computers'],['Health']
15351,['Health', 'Business', 'Shopping', 'Sports'],['Health']
15355,['Health', 'Home', 'Business', 'Computers'],['Health']
15356,['Health', 'Reference', 'Science', 'Business'],['Health']
49556,['Health', 'Society', 'Science', 'Computers'],['Business']
49557,['Business', 'Computers', 'Society', 'Arts'],['Business']
15360,['Health', 'Recreation', 'Science', 'Arts'],['Health']
49569,['Society', 'Arts', 'Health', 'Science'],['Business']
15372,['Recreation', 'Arts', 'Reference', 'Health'],['Health']
15374,['Health', 'Science', 'Home', 'Business'],['Health']
49603,['Business', 'Computers', 'Society', 'Science'],['Business']
15403,['Health', 'Recreation', 'Home', 'Business'],['Health']
49608,['Health', 'Business', 'Science', 'Recreation'],['Business']
49611,['Business', 'Shopping', 'Computers', 'News'],['Business']
15410,['Health', 'Recreation', 'Reference', 'Science'],['Health']
