ref id,Predicted,Actual
34079,['Society', 'Shopping', 'Recreation', 'Sports'],['Shopping']
12497,['Recreation', 'Business', 'Computers', 'Arts'],['Computers']
12504,['Computers', 'Recreation', 'Business', 'Health'],['Computers']
46694,['Arts', 'Computers', 'Reference', 'Business'],['Arts']
46698,['Arts', 'Games', 'Recreation', 'Reference'],['Arts']
46700,['Arts', 'Recreation', 'Society', 'News'],['News', 'Arts']
12518,['Arts', 'Recreation', 'Computers', 'Business'],['Computers']
46716,['News', 'Society', 'Arts', 'Recreation'],['Arts']
12529,['Computers', 'Recreation', 'Science', 'Business'],['Recreation', 'Computers']
12546,['Computers', 'Arts', 'Business', 'Reference'],['Computers']
12557,['Computers', 'Recreation', 'Business', 'Arts'],['Computers']
46753,['Arts', 'Games', 'Business', 'Computers'],['Arts']
12564,['Computers', 'Arts', 'Business', 'Science'],['Computers']
46757,['Shopping', 'Arts', 'Society', 'Recreation'],['Arts']
46761,['Society', 'Business', 'Arts', 'Reference'],['Arts']
46764,['Arts', 'Computers', 'Shopping', 'Business'],['Arts']
12578,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
12586,['Computers', 'Science', 'Business', 'Reference'],['Computers']
46778,['Computers', 'Business', 'Society', 'Shopping'],['Arts']
12596,['Computers', 'Reference', 'Arts', 'Science'],['Computers']
46788,['Shopping', 'Business', 'Computers', 'Recreation'],['Arts']
12598,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
46790,['Arts', 'Adult', 'Shopping', 'Recreation'],['Arts']
12606,['Computers', 'Recreation', 'Arts', 'Business'],['Computers']
12609,['Computers', 'Business', 'Recreation', 'Games'],['Computers']
46800,['Arts', 'Shopping', 'Business', 'Sports'],['Arts']
12615,['Reference', 'Computers', 'Arts', 'Recreation'],['Computers']
46807,['Arts', 'Reference', 'Computers', 'Shopping'],['Arts']
12631,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
12632,['Games', 'Recreation', 'Computers', 'Arts'],['Computers']
46822,['Arts', 'Recreation', 'Computers', 'Business'],['Arts']
12639,['Computers', 'Business', 'Reference', 'Recreation'],['Computers']
46833,['Arts', 'Sports', 'Adult', 'Shopping'],['Arts']
12643,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
12646,['Computers', 'Recreation', 'Business', 'Health'],['Computers']
12647,['Computers', 'Science', 'Games', 'Recreation'],['Computers']
46838,['Arts', 'Sports', 'Adult', 'Shopping'],['Arts']
46840,['Society', 'Arts', 'Sports', 'Recreation'],['Arts']
46842,['Arts', 'Shopping', 'Sports', 'Business'],['Arts']
12654,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
12660,['Computers', 'News', 'Business', 'Recreation'],['Computers']
46853,['Recreation', 'Business', 'Arts', 'Sports'],['Arts']
46855,['Arts', 'Society', 'Shopping', 'Computers'],['Arts']
46861,['Shopping', 'Home', 'Arts', 'Games'],['Arts']
12680,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
12683,['Computers', 'Science', 'Business', 'Reference'],['Computers']
12685,['Business', 'Science', 'Computers', 'Reference'],['Computers']
46877,['Arts', 'Business', 'Computers', 'Shopping'],['Arts']
12692,['Business', 'Recreation', 'Computers', 'Science'],['Computers']
46886,['Shopping', 'Business', 'Society', 'Sports'],['Arts']
46887,['Arts', 'Recreation', 'Computers', 'Sports'],['Arts']
12699,['Home', 'Computers', 'Business', 'Health'],['Computers']
46891,['Recreation', 'Arts', 'Computers', 'Sports'],['Arts']
46895,['Arts', 'Society', 'News', 'Recreation'],['Arts']
12706,['Business', 'Computers', 'Reference', 'Home'],['Computers']
46897,['Arts', 'Computers', 'Business', 'Shopping'],['Arts']
46902,['Arts', 'Computers', 'Sports', 'Business'],['Arts']
12712,['Business', 'Recreation', 'Science', 'Reference'],['Computers']
12716,['Computers', 'Business', 'Recreation', 'Shopping'],['Computers']
12723,['Business', 'Recreation', 'News', 'Reference'],['Computers']
46930,['Arts', 'Shopping', 'Business', 'Reference'],['Arts']
46931,['Arts', 'Business', 'Society', 'Shopping'],['Arts']
12741,['Computers', 'Business', 'Recreation', 'Reference'],['Computers']
46934,['Society', 'Arts', 'Shopping', 'Health'],['Arts']
46936,['Arts', 'Computers', 'Home', 'News'],['Arts']
46937,['Computers', 'Health', 'Business', 'Society'],['Arts']
12747,['Recreation', 'Computers', 'Science', 'Reference'],['Computers']
46938,['Arts', 'Business', 'Computers', 'Society'],['Arts']
46941,['Arts', 'Business', 'Shopping', 'Computers'],['Arts']
12757,['Computers', 'Recreation', 'Reference', 'Business'],['Computers']
12758,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
46949,['Computers', 'Business', 'Society', 'Shopping'],['Arts']
12764,['Computers', 'Science', 'Business', 'Reference'],['Computers']
46958,['Arts', 'Society', 'Recreation', 'Computers'],['Arts']
46960,['Arts', 'Shopping', 'Society', 'Computers'],['Arts']
12772,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
46967,['Arts', 'News', 'Society', 'Recreation'],['Arts']
46980,['Business', 'Shopping', 'Computers', 'Recreation'],['Arts']
12792,['Computers', 'Business', 'Reference', 'Science'],['Computers']
46989,['Recreation', 'Computers', 'Sports', 'Health'],['Arts']
12799,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
12813,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
12814,['Computers', 'Business', 'Reference', 'Recreation'],['Computers']
47012,['Arts', 'Society', 'Sports', 'Shopping'],['Arts']
47015,['Business', 'Computers', 'Recreation', 'Shopping'],['Arts']
12827,['Computers', 'Health', 'Recreation', 'Science'],['Computers']
47025,['Arts', 'Computers', 'Society', 'Business'],['Arts']
47029,['Arts', 'Business', 'Society', 'Computers'],['Arts']
12838,['Computers', 'Business', 'Science', 'Reference'],['Computers']
47031,['Arts', 'Health', 'Sports', 'Recreation'],['Arts']
47036,['Society', 'Arts', 'Recreation', 'Reference'],['Arts']
12848,['Computers', 'Business', 'Arts', 'Recreation'],['Computers']
47042,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
12851,['Computers', 'Science', 'Business', 'Recreation'],['Computers']
47044,['Arts', 'Reference', 'News', 'Society'],['Arts']
47045,['Arts', 'Society', 'Sports', 'Recreation'],['Arts']
12855,['Computers', 'Business', 'Shopping', 'Recreation'],['Computers']
12856,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
47049,['Arts', 'Recreation', 'News', 'Society'],['Arts']
12862,['Computers', 'Business', 'Science', 'Games'],['Computers']
47054,['Arts', 'Society', 'Sports', 'Recreation'],['Arts']
47057,['Arts', 'Reference', 'Recreation', 'Society'],['Arts']
12866,['Computers', 'Business', 'Recreation', 'Science'],['Computers']
47059,['Society', 'Reference', 'Computers', 'Arts'],['Arts']
47061,['Arts', 'Health', 'Society', 'Recreation'],['Arts']
12874,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
47069,['Arts', 'Sports', 'Business', 'Recreation'],['Arts']
47073,['Arts', 'Shopping', 'Reference', 'Society'],['Arts']
12884,['Computers', 'Science', 'Shopping', 'Recreation'],['Computers']
47076,['Arts', 'Sports', 'Society', 'Recreation'],['Arts']
47084,['Arts', 'Sports', 'Computers', 'Shopping'],['Arts']
47085,['Arts', 'Health', 'News', 'Recreation'],['Arts']
47086,['Society', 'Home', 'Arts', 'Shopping'],['Arts']
12895,['Science', 'Computers', 'Business', 'Recreation'],['Computers']
47088,['Arts', 'Sports', 'Computers', 'Shopping'],['Arts']
47090,['Arts', 'Sports', 'Computers', 'Shopping'],['Arts']
12903,['Computers', 'Business', 'Science', 'Reference'],['Computers']
47096,['Arts', 'Sports', 'Computers', 'Shopping'],['Arts']
12907,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
12908,['Arts', 'Recreation', 'Business', 'Computers'],['Computers']
12911,['Computers', 'Science', 'Recreation', 'Business'],['Computers']
47104,['Arts', 'Business', 'Society', 'Computers'],['Arts']
47105,['Arts', 'Science', 'Computers', 'Recreation'],['Arts']
12915,['Computers', 'Science', 'Arts', 'Recreation'],['Computers']
12919,['Computers', 'Arts', 'Recreation', 'Science'],['Computers']
12924,['Computers', 'Recreation', 'Shopping', 'Business'],['Computers']
47121,['Arts', 'Sports', 'Computers', 'Shopping'],['Arts']
47123,['Society', 'Business', 'Health', 'Home'],['Arts']
47135,['Arts', 'Shopping', 'Society', 'Sports'],['Arts']
47140,['Arts', 'Sports', 'Business', 'Recreation'],['Arts']
12956,['Arts', 'Recreation', 'Computers', 'Business'],['Computers']
47152,['Arts', 'Recreation', 'News', 'Shopping'],['Arts']
47153,['Arts', 'Games', 'Recreation', 'Computers'],['Arts']
47154,['Arts', 'Shopping', 'Recreation', 'Computers'],['Arts']
12968,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
47162,['Arts', 'Home', 'Shopping', 'Computers'],['Home', 'Arts']
12981,['Computers', 'Science', 'Business', 'Reference'],['Computers']
47179,['Arts', 'Business', 'Recreation', 'Computers'],['Arts']
47184,['Arts', 'Recreation', 'Business', 'Computers'],['Arts']
47189,['Arts', 'News', 'Computers', 'Business'],['Arts']
47194,['Recreation', 'Society', 'Arts', 'Shopping'],['Arts']
47195,['Arts', 'News', 'Computers', 'Recreation'],['Arts']
13006,['Computers', 'Business', 'Shopping', 'Society'],['Computers']
47206,['Arts', 'Business', 'Shopping', 'Computers'],['Arts']
47217,['Arts', 'Recreation', 'Shopping', 'Home'],['Arts']
47220,['Shopping', 'Business', 'Recreation', 'Computers'],['Arts']
47221,['Arts', 'Recreation', 'Shopping', 'Computers'],['Arts']
47222,['Shopping', 'Business', 'Arts', 'Computers'],['Arts']
13040,['Computers', 'Business', 'Science', 'Reference'],['Computers']
13042,['Computers', 'Recreation', 'Business', 'Health'],['Computers']
47237,['Arts', 'News', 'Recreation', 'Society'],['News', 'Arts']
13051,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
13058,['Computers', 'Business', 'Science', 'Reference'],['Computers']
47252,['Arts', 'Business', 'Recreation', 'Society'],['Arts']
47256,['Arts', 'Society', 'Science', 'Business'],['Arts']
47266,['Arts', 'Shopping', 'Computers', 'Games'],['Arts']
13076,['Shopping', 'Computers', 'Recreation', 'Business'],['Computers']
47278,['Arts', 'Computers', 'Shopping', 'Recreation'],['Arts']
47280,['Society', 'Health', 'Shopping', 'Arts'],['Arts']
47281,['Arts', 'Business', 'Recreation', 'Shopping'],['Arts']
47291,['Society', 'Arts', 'Business', 'News'],['Arts']
47304,['Arts', 'Society', 'News', 'Business'],['Arts']
47311,['Society', 'Arts', 'Business', 'Health'],['Arts']
13128,['Reference', 'Business', 'Computers', 'Science'],['Computers']
47334,['Arts', 'Sports', 'News', 'Recreation'],['Arts']
13142,['Computers', 'Recreation', 'Business', 'Science'],['Computers']
47337,['Arts', 'Home', 'News', 'Health'],['Arts']
13145,['Computers', 'Science', 'Business', 'Arts'],['Computers']
47357,['News', 'Arts', 'Business', 'Recreation'],['Arts']
13169,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
13171,['Computers', 'Business', 'Arts', 'Recreation'],['Computers']
13173,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
47368,['Arts', 'News', 'Sports', 'Recreation'],['Arts']
13175,['Computers', 'Business', 'Reference', 'News'],['Computers']
47372,['Arts', 'News', 'Recreation', 'Business'],['Arts']
13180,['Computers', 'Business', 'Health', 'Recreation'],['Computers']
47375,['Arts', 'Society', 'Business', 'Computers'],['Arts']
47377,['News', 'Arts', 'Sports', 'Business'],['Arts']
47378,['Arts', 'Home', 'Shopping', 'Society'],['Arts']
47383,['Arts', 'Society', 'News', 'Business'],['Arts']
47389,['Business', 'Arts', 'Computers', 'Sports'],['Arts']
13203,['Computers', 'Business', 'Science', 'Society'],['Computers']
13208,['Computers', 'Business', 'Arts', 'Science'],['Computers']
47407,['Arts', 'Recreation', 'Sports', 'Computers'],['Arts']
47412,['Arts', 'Shopping', 'Business', 'Society'],['Arts']
47416,['Computers', 'Business', 'Science', 'Arts'],['Arts']
47419,['Society', 'Computers', 'Sports', 'Business'],['Arts']
13231,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
13232,['Computers', 'Business', 'Recreation', 'Reference'],['Computers']
47427,['Shopping', 'Business', 'Computers', 'Recreation'],['Arts']
47428,['Computers', 'Shopping', 'Arts', 'Business'],['Arts']
47434,['Arts', 'Shopping', 'Health', 'Business'],['Arts']
13249,['Computers', 'Business', 'Recreation', 'Arts'],['Computers']
13256,['Computers', 'Reference', 'Health', 'Science'],['Computers']
47459,['Arts', 'Computers', 'Business', 'Games'],['Arts']
13266,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
47462,['Arts', 'Computers', 'Shopping', 'Society'],['Arts']
13278,['Society', 'Computers', 'Arts', 'Business'],['Computers']
13279,['Computers', 'News', 'Recreation', 'Home'],['Computers']
13280,['Recreation', 'Computers', 'Arts', 'Home'],['Computers']
13282,['Computers', 'Home', 'Recreation', 'Business'],['Computers']
47478,['Arts', 'Shopping', 'Business', 'Recreation'],['Arts']
47498,['Computers', 'Business', 'Society', 'Sports'],['Arts']
47499,['Computers', 'Arts', 'Shopping', 'Business'],['Arts']
13304,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
47502,['Computers', 'Arts', 'Business', 'Shopping'],['Arts']
13308,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
47506,['Arts', 'Shopping', 'Business', 'Sports'],['Arts']
13312,['Business', 'Computers', 'Reference', 'Recreation'],['Computers']
13325,['Computers', 'Arts', 'Shopping', 'Games'],['Computers']
13326,['Computers', 'Business', 'Health', 'Recreation'],['Computers']
47527,['Computers', 'Arts', 'Business', 'Reference'],['Arts']
13336,['Recreation', 'Shopping', 'Business', 'Health'],['Computers']
47532,['Arts', 'Business', 'Games', 'News'],['Arts']
13346,['Computers', 'Home', 'Recreation', 'Arts'],['Computers']
47547,['Arts', 'News', 'Society', 'Business'],['Arts']
13352,['Computers', 'Recreation', 'Business', 'Reference'],['Computers']
13357,['Computers', 'Recreation', 'Business', 'Home'],['Computers']
13370,['Computers', 'Recreation', 'Science', 'Arts'],['Computers']
47567,['Arts', 'Business', 'Games', 'Adult'],['Arts']
13375,['Computers', 'Business', 'Science', 'Arts'],['Computers']
47575,['Health', 'Recreation', 'Business', 'Sports'],['Arts']
13384,['Computers', 'Adult', 'Business', 'Recreation'],['Computers']
47592,['Arts', 'Business', 'News', 'Computers'],['Arts']
47593,['Business', 'Shopping', 'Arts', 'Computers'],['Arts']
47598,['Business', 'Health', 'Science', 'Society'],['Business']
47601,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
13408,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
47606,['Business', 'Society', 'Computers', 'News'],['Business']
13421,['Computers', 'Recreation', 'Business', 'Arts'],['Computers']
47622,['Business', 'Computers', 'Shopping', 'Science'],['Business']
13427,['Computers', 'Recreation', 'Business', 'Sports'],['Computers']
47626,['Business', 'Arts', 'Society', 'Reference'],['Business']
47630,['Business', 'Health', 'Computers', 'Reference'],['Business']
13434,['Computers', 'Recreation', 'Arts', 'Reference'],['Computers']
47637,['Science', 'Computers', 'Society', 'Reference'],['Science', 'Business']
47653,['Business', 'Society', 'Health', 'Computers'],['Business']
47659,['Business', 'Science', 'Shopping', 'Computers'],['Business']
13473,['Computers', 'Business', 'Recreation', 'Health'],['Computers']
13474,['Health', 'Computers', 'Recreation', 'Business'],['Computers']
13475,['Computers', 'Recreation', 'Reference', 'Business'],['Computers']
13476,['Computers', 'Recreation', 'Games', 'Business'],['Computers']
13477,['Computers', 'Business', 'Science', 'Health'],['Computers']
47680,['Business', 'Computers', 'Science', 'Society'],['Business']
13484,['Business', 'Computers', 'Arts', 'Science'],['Computers']
47682,['Business', 'Shopping', 'Computers', 'Health'],['Business']
47695,['Business', 'Society', 'Shopping', 'Sports'],['Business']
47699,['Computers', 'Science', 'Society', 'Business'],['Business', 'Recreation']
47700,['Business', 'Computers', 'Science', 'News'],['Business']
47703,['Business', 'Computers', 'Recreation', 'Shopping'],['Business']
47704,['Business', 'Sports', 'Computers', 'Society'],['Business']
47714,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
47733,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
13536,['Recreation', 'Business', 'Computers', 'Health'],['Computers']
13537,['Business', 'Computers', 'Recreation', 'Science'],['Computers']
13541,['Health', 'News', 'Computers', 'Recreation'],['Computers']
13544,['Computers', 'Arts', 'Recreation', 'Health'],['Computers']
13547,['Arts', 'Business', 'Recreation', 'Computers'],['Computers']
47747,['Business', 'Shopping', 'Society', 'Recreation'],['Science', 'Business']
47749,['Business', 'Shopping', 'Recreation', 'Home'],['Business']
13554,['Computers', 'Health', 'Recreation', 'Business'],['Computers']
13558,['Computers', 'Arts', 'Recreation', 'Science'],['Computers']
13570,['Recreation', 'Business', 'Games', 'Shopping'],['Computers']
13579,['Business', 'Computers', 'Recreation', 'Adult'],['Computers']
47781,['Business', 'Computers', 'Health', 'Science'],['Business']
13584,['Arts', 'Reference', 'Recreation', 'Business'],['Games']
13586,['Games', 'Computers', 'Arts', 'Sports'],['Games']
47785,['Shopping', 'Business', 'Recreation', 'Computers'],['Business']
47794,['Business', 'Sports', 'Computers', 'Health'],['Business']
13608,['Games', 'Recreation', 'News', 'Business'],['Games']
13609,['Games', 'Computers', 'Arts', 'Home'],['Games']
47813,['Society', 'Business', 'Recreation', 'Computers'],['Business']
47814,['Business', 'Society', 'Computers', 'Recreation'],['Business']
47823,['Business', 'Recreation', 'Society', 'Arts'],['Business']
47826,['Shopping', 'Business', 'Computers', 'Sports'],['Business']
47828,['Recreation', 'Arts', 'Business', 'Shopping'],['Business', 'Recreation']
47841,['Business', 'Shopping', 'Recreation', 'Arts'],['Business', 'Recreation']
47843,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
13647,['Games', 'Recreation', 'Business', 'Reference'],['Games']
13648,['Games', 'Recreation', 'Business', 'Arts'],['Games']
13651,['Arts', 'Recreation', 'Games', 'Business'],['Games']
47855,['Sports', 'Business', 'Recreation', 'Shopping'],['Business']
13660,['Health', 'Recreation', 'Arts', 'Business'],['Games']
47861,['Business', 'Computers', 'Shopping', 'Society'],['Business']
47862,['Business', 'Recreation', 'Sports', 'Shopping'],['Business']
13670,['Games', 'Recreation', 'Computers', 'Business'],['Games']
13671,['Games', 'Recreation', 'Arts', 'Business'],['Games']
47876,['Business', 'Shopping', 'Recreation', 'Sports'],['Business']
47877,['Business', 'Society', 'Computers', 'Shopping'],['Business']
13682,['Games', 'Recreation', 'Arts', 'Reference'],['Games']
47888,['Shopping', 'Business', 'Home', 'Society'],['Business']
13691,['Sports', 'Recreation', 'Games', 'Business'],['Games']
47892,['Business', 'Shopping', 'Recreation', 'Sports'],['Business']
13697,['Games', 'Computers', 'Business', 'Home'],['Games']
47905,['Business', 'Shopping', 'Recreation', 'Sports'],['Business']
13716,['Sports', 'Games', 'Recreation', 'Business'],['Games']
47929,['Business', 'Health', 'Computers', 'Science'],['Business']
13732,['Games', 'Computers', 'Business', 'Recreation'],['Games']
13736,['Games', 'Sports', 'Recreation', 'Business'],['Games']
13738,['Sports', 'Games', 'Recreation', 'Business'],['Games']
47937,['Business', 'Computers', 'Health', 'Science'],['Business']
13740,['Games', 'Recreation', 'Computers', 'Business'],['Games']
47940,['Computers', 'Business', 'Society', 'Science'],['Business']
47941,['Business', 'Computers', 'Health', 'Society'],['Business']
47942,['Business', 'Computers', 'Shopping', 'Health'],['Business']
13745,['Games', 'Recreation', 'Business', 'Arts'],['Games']
47947,['Business', 'Sports', 'Science', 'Computers'],['Business']
13750,['Games', 'Recreation', 'Computers', 'Business'],['Games']
47949,['Business', 'Science', 'Computers', 'Society'],['Business']
13754,['Games', 'Recreation', 'Business', 'Health'],['Games']
47953,['Business', 'Computers', 'Society', 'Reference'],['Business']
13756,['Games', 'Recreation', 'Business', 'Arts'],['Games']
13757,['Games', 'Recreation', 'Business', 'Computers'],['Games']
13759,['Games', 'Computers', 'Business', 'Recreation'],['Games']
13760,['Recreation', 'Sports', 'Society', 'Games'],['Games']
47962,['Business', 'Society', 'Computers', 'Arts'],['Business']
47974,['Business', 'Computers', 'Science', 'Recreation'],['Business']
13777,['Games', 'Recreation', 'Business', 'Health'],['Games']
13783,['Games', 'Computers', 'Recreation', 'Arts'],['Games']
47982,['Society', 'Business', 'Reference', 'Computers'],['Business']
13791,['Games', 'Arts', 'Recreation', 'Sports'],['Games']
48000,['Business', 'Computers', 'Sports', 'Society'],['Business', 'Computers']
48001,['Arts', 'Society', 'Business', 'Computers'],['Business']
13805,['Games', 'Recreation', 'Business', 'Health'],['Games']
13807,['Business', 'Recreation', 'Shopping', 'Computers'],['Games']
13808,['Sports', 'Games', 'Recreation', 'Arts'],['Games']
13811,['Games', 'Recreation', 'Arts', 'Business'],['Games']
48013,['Shopping', 'Business', 'Computers', 'Arts'],['Business']
13820,['Games', 'News', 'Arts', 'Computers'],['Games']
13821,['Games', 'Recreation', 'Computers', 'Business'],['Games']
48021,['Computers', 'Business', 'Society', 'Recreation'],['Business']
13825,['Games', 'Recreation', 'Computers', 'Arts'],['Games']
13827,['Games', 'Recreation', 'Arts', 'Business'],['Games']
13832,['Games', 'Computers', 'Business', 'Arts'],['Games']
48032,['Arts', 'Society', 'Business', 'Computers'],['Business']
48033,['Business', 'Computers', 'Health', 'Shopping'],['Business']
13840,['Games', 'Business', 'Shopping', 'Computers'],['Games']
13844,['Shopping', 'Business', 'Computers', 'Games'],['Games']
13849,['Games', 'Business', 'Shopping', 'Recreation'],['Games']
13851,['Games', 'Business', 'Shopping', 'Sports'],['Games']
13852,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
13864,['Shopping', 'Business', 'Arts', 'Computers'],['Games']
13869,['Shopping', 'Arts', 'Business', 'Computers'],['Games']
13877,['Business', 'Recreation', 'News', 'Science'],['Games']
13878,['Recreation', 'Business', 'Games', 'Arts'],['Games']
48078,['Business', 'Shopping', 'Recreation', 'Reference'],['Business']
13889,['Games', 'Computers', 'Business', 'Recreation'],['Games']
48087,['Business', 'Shopping', 'Computers', 'Science'],['Business']
13896,['Games', 'Sports', 'Shopping', 'Business'],['Games']
13898,['Games', 'Recreation', 'Computers', 'Arts'],['Games']
48108,['Business', 'Shopping', 'Society', 'Health'],['Business']
13911,['Games', 'Computers', 'Recreation', 'Shopping'],['Games']
13912,['Games', 'Sports', 'Shopping', 'Computers'],['Games']
13913,['Games', 'Business', 'Computers', 'Shopping'],['Games']
48109,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
48110,['Business', 'Computers', 'Science', 'Shopping'],['Business']
13921,['Games', 'Recreation', 'Business', 'Shopping'],['Games']
48119,['Computers', 'Business', 'Recreation', 'Shopping'],['Business']
13928,['Games', 'Shopping', 'Business', 'Recreation'],['Games']
13929,['Recreation', 'Business', 'Science', 'Games'],['Games']
48126,['Business', 'Computers', 'Shopping', 'Science'],['Business']
48130,['Business', 'Arts', 'Shopping', 'Recreation'],['Business']
48137,['Business', 'Home', 'Society', 'Health'],['Business']
13941,['Recreation', 'Computers', 'Business', 'Shopping'],['Games']
48140,['Business', 'Computers', 'Shopping', 'Games'],['Business']
48149,['Shopping', 'Business', 'Recreation', 'Society'],['Business']
48155,['Business', 'Science', 'Computers', 'Reference'],['Business']
48172,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
48174,['Business', 'Shopping', 'Society', 'Recreation'],['Business']
48177,['Home', 'Business', 'Recreation', 'Arts'],['Business']
48186,['Business', 'Arts', 'Shopping', 'Computers'],['Business']
13993,['Sports', 'Business', 'Shopping', 'Computers'],['Computers']
13997,['Computers', 'Business', 'Recreation', 'Shopping'],['Computers']
48198,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
14005,['Recreation', 'Shopping', 'Computers', 'Business'],['Games']
14021,['Business', 'News', 'Science', 'Arts'],['News']
14022,['Business', 'Computers', 'Recreation', 'Health'],['News']
48222,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
14025,['Arts', 'Recreation', 'Computers', 'Business'],['News']
14026,['Computers', 'Business', 'Science', 'Recreation'],['News']
14027,['News', 'Arts', 'Society', 'Recreation'],['News']
48223,['Business', 'Shopping', 'Arts', 'Sports'],['Business']
48227,['Health', 'Shopping', 'Business', 'Arts'],['Business']
14032,['Recreation', 'Science', 'Business', 'News'],['News']
48235,['Shopping', 'Business', 'Arts', 'Recreation'],['Business']
14047,['Recreation', 'Arts', 'Business', 'Computers'],['News']
48245,['Health', 'Shopping', 'Business', 'Home'],['Business']
48251,['Shopping', 'Business', 'Arts', 'Computers'],['Business']
14057,['Recreation', 'Business', 'Science', 'Shopping'],['News']
14058,['News', 'Computers', 'Recreation', 'Reference'],['News']
14064,['Business', 'Computers', 'Recreation', 'Arts'],['News']
48264,['Shopping', 'Business', 'Arts', 'Computers'],['Business']
14069,['Recreation', 'Shopping', 'Arts', 'Business'],['Recreation']
48268,['Society', 'Arts', 'Shopping', 'Business'],['Business']
48270,['Business', 'Shopping', 'Computers', 'Home'],['Business']
14077,['Recreation', 'Computers', 'Business', 'Shopping'],['Recreation']
48275,['Shopping', 'Business', 'Recreation', 'Arts'],['Business']
48276,['Business', 'Society', 'Arts', 'Health'],['Business']
14093,['Recreation', 'Games', 'Business', 'Health'],['Recreation']
48291,['Business', 'Shopping', 'Arts', 'Recreation'],['Business']
14097,['Business', 'Computers', 'Recreation', 'Reference'],['Recreation']
48295,['Business', 'Sports', 'Computers', 'News'],['Business']
48306,['Computers', 'Business', 'Reference', 'Society'],['Business']
14110,['Games', 'Recreation', 'Arts', 'Reference'],['Games']
48307,['Business', 'Shopping', 'Home', 'Sports'],['Business']
14112,['Games', 'Recreation', 'Arts', 'Business'],['Games']
48317,['Business', 'Health', 'Home', 'Computers'],['Business']
14123,['Arts', 'Recreation', 'Computers', 'Science'],['Games']
14124,['Games', 'Arts', 'Recreation', 'Computers'],['Games']
48330,['Business', 'Computers', 'Shopping', 'Sports'],['Business']
14143,['Games', 'Recreation', 'Arts', 'Business'],['Games']
48343,['Business', 'Computers', 'Society', 'News'],['Business']
48346,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48351,['Computers', 'Business', 'Reference', 'Society'],['Business']
14156,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
48353,['Business', 'Health', 'Society', 'Shopping'],['Business']
14162,['Computers', 'Arts', 'Business', 'Science'],['Games']
14167,['Games', 'Business', 'Recreation', 'Arts'],['Games']
14172,['Games', 'Science', 'Recreation', 'Business'],['Games']
48373,['Society', 'Reference', 'Business', 'Shopping'],['Business']
48374,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
48375,['Business', 'Shopping', 'Society', 'Health'],['Business']
14184,['Games', 'Computers', 'Recreation', 'Business'],['Games']
14186,['Games', 'Arts', 'Computers', 'Recreation'],['Games']
14195,['Games', 'Recreation', 'Arts', 'Computers'],['Games']
48398,['Computers', 'Business', 'News', 'Shopping'],['Business']
14203,['Games', 'Recreation', 'Computers', 'Arts'],['Games']
48405,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
48408,['Health', 'Business', 'Shopping', 'News'],['Business']
48412,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
48415,['Business', 'Computers', 'Shopping', 'Society'],['Business']
14222,['Recreation', 'Computers', 'Business', 'Reference'],['Games']
48419,['Computers', 'Business', 'Shopping', 'Health'],['Business']
14224,['Games', 'Business', 'Computers', 'Arts'],['Games']
14234,['Business', 'Recreation', 'Games', 'Computers'],['Games']
14236,['Games', 'Arts', 'Business', 'Shopping'],['Games']
48433,['Business', 'Computers', 'Reference', 'Arts'],['Business']
48440,['Business', 'Health', 'Science', 'Recreation'],['Business']
