49773, predicted: Society, actual: Business
52772, predicted: Arts, actual: Computers
52774, predicted: Adult, actual: Computers
52803, predicted: Business, actual: Computers
52896, predicted: Recreation, actual: Games
52976, predicted: Recreation, actual: Games
53145, predicted: Business, actual: Games
53267, predicted: News, actual: Games
53318, predicted: Kids, actual: Games
53397, predicted: Business, actual: Games
53512, predicted: Arts, actual: Games
53555, predicted: Recreation, actual: Games
53578, predicted: Health, actual: Games
53720, predicted: Arts, actual: Health
53907, predicted: Adult, actual: Health
53936, predicted: Computers, actual: Health
54071, predicted: Society, actual: Health
54150, predicted: Society, actual: Health
54194, predicted: Adult, actual: Health
54249, predicted: Adult, actual: Health
54289, predicted: Business, actual: Health
54387, predicted: Business, actual: Health
54576, predicted: Science, actual: Health
54669, predicted: Recreation, actual: Health
54682, predicted: Adult, actual: Health
54885, predicted: Games, actual: Health
54979, predicted: Arts, actual: Health
55102, predicted: Adult, actual: Health
55201, predicted: Computers, actual: Health
55419, predicted: Arts, actual: Health
55429, predicted: Adult, actual: Health
55777, predicted: Arts, actual: Home
56235, predicted: Adult, actual: Kids
56255, predicted: Arts, actual: Kids
56340, predicted: Sports, actual: Kids
56607, predicted: Science, actual: Society
56647, predicted: Arts, actual: Society
56709, predicted: Adult, actual: News
56715, predicted: Adult, actual: News
56779, predicted: Computers, actual: News
56837, predicted: Business, actual: News
56853, predicted: Recreation, actual: News
56930, predicted: Recreation, actual: News
56961, predicted: Arts, actual: Recreation
56991, predicted: Arts, actual: Recreation
904, predicted: Society, actual: Kids
988, predicted: Arts, actual: News
1122, predicted: Business, actual: Regional
1180, predicted: Business, actual: Recreation
1231, predicted: Society, actual: Reference
1280, predicted: Health, actual: Reference
1361, predicted: Shopping, actual: Regional
1381, predicted: Science, actual: Society
1383, predicted: Sports, actual: Regional
1398, predicted: News, actual: Regional
1463, predicted: Reference, actual: Science
1591, predicted: Arts, actual: Shopping
1592, predicted: Arts, actual: Shopping
1621, predicted: News, actual: Society
1657, predicted: Health, actual: Society
1666, predicted: Shopping, actual: Society
1680, predicted: Home, actual: Society
1781, predicted: Shopping, actual: Sports
1797, predicted: Shopping, actual: Sports
2147, predicted: Recreation, actual: Adult
2206, predicted: Business, actual: Adult
2215, predicted: Recreation, actual: Adult
2446, predicted: Recreation, actual: Adult
2458, predicted: Arts, actual: Adult
2505, predicted: Business, actual: Adult
2516, predicted: Shopping, actual: Adult
2520, predicted: Shopping, actual: Adult
2539, predicted: Arts, actual: Adult
2543, predicted: Business, actual: Shopping
2561, predicted: Shopping, actual: Adult
2584, predicted: Business, actual: Adult
2586, predicted: Arts, actual: Adult
2620, predicted: Shopping, actual: Adult
2626, predicted: Shopping, actual: Adult
2627, predicted: Shopping, actual: Adult
2630, predicted: Shopping, actual: Adult
2642, predicted: Recreation, actual: Adult
2651, predicted: Health, actual: Adult
2659, predicted: Business, actual: Adult
2671, predicted: Health, actual: Adult
2691, predicted: Arts, actual: Adult
2694, predicted: Games, actual: Adult
2710, predicted: Recreation, actual: Adult
2715, predicted: Business, actual: Adult
2730, predicted: Arts, actual: Adult
2735, predicted: Recreation, actual: Adult
2742, predicted: Arts, actual: Adult
2760, predicted: Computers, actual: Arts
2793, predicted: Society, actual: Arts
2880, predicted: Arts, actual: Kids
2919, predicted: Reference, actual: Arts
2922, predicted: Computers, actual: Arts
2926, predicted: Reference, actual: Arts
2938, predicted: Shopping, actual: Arts
2988, predicted: Health, actual: Arts
3004, predicted: Recreation, actual: Arts
3043, predicted: Arts, actual: Kids
3124, predicted: Health, actual: Arts
3128, predicted: Society, actual: Arts
3195, predicted: Health, actual: Arts
3258, predicted: Computers, actual: Arts
3298, predicted: Computers, actual: Arts
3411, predicted: Business, actual: Arts
3432, predicted: Recreation, actual: Arts
3442, predicted: Shopping, actual: Arts
3465, predicted: Computers, actual: Arts
3471, predicted: Arts, actual: Business
3485, predicted: Health, actual: Arts
3509, predicted: Recreation, actual: Arts
3537, predicted: Shopping, actual: Arts
3545, predicted: Health, actual: Arts
3548, predicted: Health, actual: Arts
3549, predicted: Recreation, actual: Reference
3580, predicted: Recreation, actual: Arts
3608, predicted: Recreation, actual: Arts
3670, predicted: Kids, actual: Arts
3699, predicted: Recreation, actual: Arts
3702, predicted: Business, actual: Arts
3832, predicted: Arts, actual: Recreation
3944, predicted: Adult, actual: Arts
3982, predicted: Health, actual: Arts
3993, predicted: Health, actual: Arts
4025, predicted: Sports, actual: Arts
4027, predicted: Recreation, actual: Arts
4069, predicted: Computers, actual: Arts
4089, predicted: Health, actual: Arts
4119, predicted: Recreation, actual: Arts
4126, predicted: Business, actual: Arts
4170, predicted: Computers, actual: Games
4194, predicted: Games, actual: Arts
4208, predicted: Computers, actual: Games
4210, predicted: Recreation, actual: Arts
4219, predicted: Computers, actual: Arts
4265, predicted: Computers, actual: Arts
4267, predicted: Adult, actual: Arts
4273, predicted: Adult, actual: Arts
4279, predicted: Recreation, actual: Arts
4283, predicted: Business, actual: Arts
4286, predicted: Recreation, actual: Arts
4288, predicted: Recreation, actual: Arts
4291, predicted: Business, actual: Arts
4305, predicted: Recreation, actual: Arts
4322, predicted: Computers, actual: Arts
4323, predicted: Computers, actual: Arts
4347, predicted: Games, actual: Arts
4383, predicted: Recreation, actual: Reference
4412, predicted: News, actual: Arts
4423, predicted: Recreation, actual: Arts
4439, predicted: Adult, actual: Arts
4463, predicted: Recreation, actual: Kids
4489, predicted: Recreation, actual: Arts
4490, predicted: Society, actual: Arts
4501, predicted: Reference, actual: Arts
4503, predicted: Recreation, actual: Arts
4519, predicted: Sports, actual: Arts
4525, predicted: Business, actual: Arts
4549, predicted: Recreation, actual: Arts
4552, predicted: Games, actual: Arts
4616, predicted: Computers, actual: Arts
4664, predicted: Business, actual: Arts
4669, predicted: Shopping, actual: Arts
4732, predicted: Business, actual: Arts
4754, predicted: Computers, actual: Arts
4766, predicted: Recreation, actual: Arts
4768, predicted: Health, actual: Arts
4776, predicted: Recreation, actual: Arts
4780, predicted: Business, actual: Arts
4800, predicted: Adult, actual: Arts
4802, predicted: Recreation, actual: News
4825, predicted: Recreation, actual: Arts
4839, predicted: Shopping, actual: Arts
4878, predicted: Shopping, actual: Arts
4899, predicted: Reference, actual: Arts
4908, predicted: Computers, actual: Arts
4950, predicted: Society, actual: Arts
5013, predicted: Shopping, actual: Arts
5034, predicted: Computers, actual: Arts
5221, predicted: Business, actual: Shopping
5292, predicted: Business, actual: Arts
5402, predicted: Business, actual: Arts
5418, predicted: Society, actual: Arts
5422, predicted: Recreation, actual: Arts
5428, predicted: Shopping, actual: Arts
5436, predicted: Health, actual: Arts
5439, predicted: Reference, actual: Arts
5445, predicted: Society, actual: Arts
5454, predicted: Recreation, actual: Arts
5492, predicted: Business, actual: Society
5512, predicted: Business, actual: Arts
5548, predicted: Society, actual: Arts
5562, predicted: Shopping, actual: Arts
45, predicted: Arts, actual: Adult
67, predicted: Arts, actual: Society
77, predicted: Computers, actual: Adult
85, predicted: Arts, actual: Adult
97, predicted: Business, actual: Adult
107, predicted: Arts, actual: Adult
118, predicted: Arts, actual: Adult
124, predicted: Kids, actual: Regional
140, predicted: Recreation, actual: News
142, predicted: Arts, actual: News
153, predicted: Kids, actual: Arts
162, predicted: Health, actual: Arts
173, predicted: Arts, actual: Kids
174, predicted: Business, actual: Regional
175, predicted: Arts, actual: Business
188, predicted: Kids, actual: Arts
190, predicted: Games, actual: Kids
198, predicted: Arts, actual: Home
205, predicted: Arts, actual: Society
217, predicted: Sports, actual: Arts
237, predicted: Business, actual: Arts
255, predicted: Arts, actual: News
256, predicted: Business, actual: Regional
262, predicted: Arts, actual: Home
265, predicted: Business, actual: Regional
268, predicted: Health, actual: Business
272, predicted: Business, actual: Computers
284, predicted: Health, actual: Business
287, predicted: Kids, actual: Business
313, predicted: Shopping, actual: Business
318, predicted: Society, actual: Regional
324, predicted: Reference, actual: Business
329, predicted: Business, actual: Regional
352, predicted: Business, actual: Sports
362, predicted: Arts, actual: Computers
394, predicted: Shopping, actual: Computers
396, predicted: Business, actual: Computers
430, predicted: Shopping, actual: Computers
431, predicted: Arts, actual: Games
432, predicted: Arts, actual: Games
442, predicted: Recreation, actual: Games
446, predicted: Games, actual: Sports
453, predicted: Arts, actual: Games
466, predicted: Arts, actual: Games
491, predicted: Shopping, actual: Games
531, predicted: Shopping, actual: Games
554, predicted: Shopping, actual: Health
558, predicted: Recreation, actual: Health
564, predicted: Recreation, actual: Science
579, predicted: Shopping, actual: Health
622, predicted: Society, actual: Health
628, predicted: Business, actual: Health
644, predicted: Science, actual: Health
670, predicted: Adult, actual: Health
676, predicted: Computers, actual: Health
688, predicted: Arts, actual: Home
693, predicted: Home, actual: Society
703, predicted: Shopping, actual: Regional
706, predicted: Home, actual: Recreation
709, predicted: Arts, actual: Computers
716, predicted: Computers, actual: Home
720, predicted: Arts, actual: Home
730, predicted: Shopping, actual: Home
741, predicted: Recreation, actual: Home
756, predicted: Shopping, actual: Home
767, predicted: Computers, actual: Recreation
771, predicted: Arts, actual: Recreation
777, predicted: Adult, actual: Home
782, predicted: Society, actual: Home
792, predicted: Reference, actual: Home
798, predicted: Science, actual: Home
804, predicted: Arts, actual: Home
822, predicted: Business, actual: Kids
829, predicted: Sports, actual: Kids
839, predicted: Kids, actual: Computers
843, predicted: Shopping, actual: Kids
844, predicted: Recreation, actual: Kids
847, predicted: Business, actual: Recreation
854, predicted: Science, actual: Recreation
856, predicted: Business, actual: Reference
862, predicted: Adult, actual: Kids
869, predicted: Society, actual: Kids
870, predicted: Arts, actual: Society
889, predicted: Arts, actual: Kids
923, predicted: Sports, actual: Society
929, predicted: Recreation, actual: Society
937, predicted: Sports, actual: News
942, predicted: Arts, actual: News
960, predicted: Business, actual: News
969, predicted: Arts, actual: News
975, predicted: Shopping, actual: News
989, predicted: Health, actual: News
995, predicted: Arts, actual: Regional
1002, predicted: Arts, actual: News
1010, predicted: Science, actual: News
1026, predicted: Shopping, actual: News
1076, predicted: Business, actual: News
1083, predicted: Arts, actual: News
1085, predicted: Games, actual: Society
1088, predicted: Business, actual: News
1124, predicted: Business, actual: Recreation
1131, predicted: Shopping, actual: Recreation
1139, predicted: Kids, actual: Recreation
1167, predicted: Arts, actual: Recreation
1187, predicted: Science, actual: Recreation
1190, predicted: Arts, actual: Recreation
1213, predicted: Arts, actual: Reference
1232, predicted: Business, actual: Computers
1245, predicted: Health, actual: Reference
1256, predicted: News, actual: Reference
1267, predicted: Arts, actual: Business
1288, predicted: Computers, actual: Reference
1290, predicted: Recreation, actual: Reference
1300, predicted: Shopping, actual: Reference
1325, predicted: Computers, actual: Reference
1339, predicted: Computers, actual: Reference
1343, predicted: Health, actual: Reference
1352, predicted: Business, actual: Shopping
1366, predicted: Arts, actual: Regional
1377, predicted: Sports, actual: Regional
1379, predicted: Business, actual: Regional
1412, predicted: News, actual: Science
1422, predicted: Health, actual: Science
1451, predicted: Recreation, actual: Science
1454, predicted: Business, actual: Reference
1460, predicted: Computers, actual: Business
1461, predicted: Health, actual: Science
1475, predicted: Science, actual: Recreation
1481, predicted: Reference, actual: Science
1496, predicted: Business, actual: Shopping
1513, predicted: Arts, actual: Shopping
1541, predicted: Business, actual: Shopping
1542, predicted: Recreation, actual: Shopping
1547, predicted: Business, actual: Shopping
1584, predicted: Adult, actual: Shopping
1606, predicted: Arts, actual: Business
1612, predicted: Health, actual: Shopping
1623, predicted: Recreation, actual: Society
1626, predicted: Business, actual: Society
1627, predicted: Shopping, actual: Society
1628, predicted: Health, actual: Society
1629, predicted: Computers, actual: Regional
1635, predicted: Business, actual: Society
1638, predicted: Business, actual: Regional
1653, predicted: Games, actual: Society
1699, predicted: Recreation, actual: Society
1711, predicted: Business, actual: Society
1717, predicted: Recreation, actual: Society
1727, predicted: Arts, actual: Sports
1769, predicted: Shopping, actual: Sports
1771, predicted: Arts, actual: Sports
1793, predicted: Recreation, actual: Sports
1823, predicted: Business, actual: Sports
1825, predicted: Shopping, actual: Sports
1840, predicted: Arts, actual: News
1856, predicted: Arts, actual: Adult
1868, predicted: Recreation, actual: Adult
1906, predicted: Games, actual: Adult
1939, predicted: News, actual: Adult
1976, predicted: Arts, actual: Adult
2012, predicted: Arts, actual: Adult
2032, predicted: Games, actual: Adult
2036, predicted: Recreation, actual: Adult
2084, predicted: Computers, actual: Adult
2113, predicted: Society, actual: Adult
2180, predicted: Recreation, actual: Adult
2203, predicted: Recreation, actual: Adult
2244, predicted: Recreation, actual: Adult
2251, predicted: Society, actual: Adult
2275, predicted: Recreation, actual: Adult
2296, predicted: Business, actual: Adult
2301, predicted: Business, actual: Adult
2317, predicted: Recreation, actual: Adult
2321, predicted: Arts, actual: Adult
2330, predicted: Recreation, actual: Adult
2342, predicted: Shopping, actual: Adult
2357, predicted: Arts, actual: Adult
2360, predicted: Recreation, actual: Adult
2368, predicted: Games, actual: Adult
2399, predicted: Shopping, actual: Adult
2411, predicted: Business, actual: Adult
2432, predicted: Sports, actual: Adult
2449, predicted: Health, actual: Adult
2468, predicted: Recreation, actual: Adult
2471, predicted: Recreation, actual: Adult
2472, predicted: Computers, actual: Adult
2481, predicted: Recreation, actual: Adult
2525, predicted: Shopping, actual: Adult
2526, predicted: Shopping, actual: Adult
2583, predicted: Business, actual: Adult
2587, predicted: Health, actual: Adult
2606, predicted: Shopping, actual: Adult
2611, predicted: Shopping, actual: Adult
2622, predicted: Shopping, actual: Adult
2625, predicted: Recreation, actual: Adult
2628, predicted: Recreation, actual: Adult
2634, predicted: Recreation, actual: Adult
2647, predicted: Health, actual: Adult
2667, predicted: Shopping, actual: Adult
2700, predicted: Computers, actual: Adult
2703, predicted: Arts, actual: Adult
2740, predicted: Recreation, actual: Adult
2802, predicted: Society, actual: Arts
2840, predicted: Games, actual: Arts
2855, predicted: Recreation, actual: Arts
2857, predicted: Adult, actual: Arts
2896, predicted: Health, actual: Arts
2908, predicted: Business, actual: Arts
2943, predicted: Recreation, actual: Arts
2953, predicted: Shopping, actual: Arts
2966, predicted: Sports, actual: Arts
2969, predicted: Computers, actual: Arts
2994, predicted: Reference, actual: Arts
3013, predicted: Recreation, actual: Arts
3016, predicted: Business, actual: Reference
3018, predicted: Health, actual: Arts
3034, predicted: Recreation, actual: Arts
3048, predicted: Business, actual: Arts
3075, predicted: Recreation, actual: Arts
3094, predicted: Arts, actual: Kids
3111, predicted: Games, actual: Arts
3112, predicted: Computers, actual: Arts
3114, predicted: News, actual: Arts
3131, predicted: Kids, actual: Arts
3144, predicted: Games, actual: Arts
3145, predicted: Computers, actual: Arts
3163, predicted: Recreation, actual: Arts
3194, predicted: Computers, actual: Arts
3213, predicted: Games, actual: Arts
3223, predicted: Recreation, actual: Arts
3233, predicted: Recreation, actual: Arts
3240, predicted: Home, actual: Arts
3246, predicted: Society, actual: Kids
3255, predicted: Health, actual: Arts
3278, predicted: Science, actual: Arts
3286, predicted: Shopping, actual: Arts
3314, predicted: Computers, actual: Arts
3336, predicted: Business, actual: Arts
3340, predicted: Society, actual: Arts
3348, predicted: Recreation, actual: Arts
3376, predicted: Recreation, actual: Arts
3398, predicted: Recreation, actual: Arts
3410, predicted: Recreation, actual: Arts
3417, predicted: Computers, actual: Arts
3429, predicted: Business, actual: Arts
3435, predicted: Shopping, actual: Arts
3493, predicted: Sports, actual: Arts
3494, predicted: Recreation, actual: Arts
3506, predicted: Business, actual: Arts
3512, predicted: Business, actual: Arts
3522, predicted: Business, actual: Science
3569, predicted: Games, actual: Arts
3582, predicted: Recreation, actual: Arts
3584, predicted: Recreation, actual: Arts
3599, predicted: Business, actual: Arts
3613, predicted: Reference, actual: Arts
3614, predicted: Sports, actual: Arts
3646, predicted: Business, actual: Arts
3649, predicted: Business, actual: Arts
3716, predicted: Games, actual: Arts
3720, predicted: Computers, actual: Arts
3726, predicted: Science, actual: Arts
3744, predicted: Recreation, actual: Arts
3763, predicted: Recreation, actual: Arts
3785, predicted: Society, actual: Arts
3791, predicted: Recreation, actual: Arts
3799, predicted: Society, actual: Arts
3801, predicted: Computers, actual: Arts
3890, predicted: Business, actual: Arts
3908, predicted: Business, actual: Arts
3922, predicted: Recreation, actual: Arts
3928, predicted: Reference, actual: Arts
3946, predicted: Recreation, actual: Arts
3964, predicted: Sports, actual: Arts
3986, predicted: Reference, actual: Arts
3998, predicted: Sports, actual: Arts
4016, predicted: Adult, actual: Arts
4029, predicted: Computers, actual: Arts
4045, predicted: Games, actual: Arts
4070, predicted: Business, actual: Arts
4081, predicted: Computers, actual: Arts
4103, predicted: Business, actual: Arts
4106, predicted: Recreation, actual: Arts
4111, predicted: Recreation, actual: Arts
4127, predicted: Computers, actual: Arts
4140, predicted: Recreation, actual: Arts
4153, predicted: Society, actual: Arts
4159, predicted: Kids, actual: Arts
4162, predicted: Society, actual: Arts
4164, predicted: Recreation, actual: Arts
4166, predicted: Computers, actual: Arts
4215, predicted: Recreation, actual: Arts
4222, predicted: Society, actual: Arts
4235, predicted: Computers, actual: Arts
4252, predicted: Business, actual: Arts
4303, predicted: Recreation, actual: Arts
4384, predicted: Society, actual: News
4387, predicted: Computers, actual: Arts
4450, predicted: Society, actual: Arts
4469, predicted: Kids, actual: Arts
4481, predicted: Business, actual: Arts
4485, predicted: Recreation, actual: Arts
4515, predicted: Business, actual: Arts
4523, predicted: Business, actual: Arts
4536, predicted: Recreation, actual: Arts
4540, predicted: Business, actual: Arts
4566, predicted: News, actual: Arts
4599, predicted: Adult, actual: Arts
4659, predicted: Society, actual: Arts
4693, predicted: Computers, actual: Arts
4698, predicted: Health, actual: Arts
4699, predicted: Recreation, actual: Arts
4714, predicted: Health, actual: Arts
4742, predicted: Games, actual: Arts
4757, predicted: News, actual: Arts
4758, predicted: Arts, actual: Reference
4762, predicted: Society, actual: Arts
4764, predicted: Recreation, actual: Arts
4811, predicted: Recreation, actual: Arts
4817, predicted: Recreation, actual: Arts
4845, predicted: Recreation, actual: Arts
4863, predicted: Adult, actual: Arts
4875, predicted: Recreation, actual: Arts
4880, predicted: Society, actual: Arts
4963, predicted: Health, actual: Arts
5006, predicted: Kids, actual: Arts
5153, predicted: Recreation, actual: Arts
5223, predicted: Shopping, actual: Arts
5242, predicted: Arts, actual: Kids
5270, predicted: Society, actual: Arts
5276, predicted: Recreation, actual: Arts
5374, predicted: Society, actual: Arts
5423, predicted: Shopping, actual: Arts
5430, predicted: Recreation, actual: Arts
5431, predicted: Adult, actual: Arts
5513, predicted: Business, actual: Arts
5527, predicted: Recreation, actual: Arts
5539, predicted: Business, actual: Arts
5567, predicted: Computers, actual: Arts
5617, predicted: Adult, actual: Arts
5678, predicted: Business, actual: Arts
5723, predicted: Shopping, actual: Arts
5733, predicted: Sports, actual: Arts
5756, predicted: Arts, actual: Reference
5766, predicted: Recreation, actual: Arts
5787, predicted: Adult, actual: Arts
5896, predicted: Society, actual: Recreation
5926, predicted: Recreation, actual: Kids
5932, predicted: Sports, actual: Arts
5934, predicted: Games, actual: Arts
5939, predicted: Health, actual: Arts
5964, predicted: Games, actual: Arts
6007, predicted: Recreation, actual: News
6024, predicted: Health, actual: Arts
6032, predicted: Games, actual: Business
6052, predicted: Adult, actual: Business
6075, predicted: Health, actual: Business
6078, predicted: Society, actual: Business
6092, predicted: Adult, actual: Business
6100, predicted: Computers, actual: Business
6106, predicted: Home, actual: Business
6125, predicted: Recreation, actual: Business
6151, predicted: Recreation, actual: Business
6171, predicted: News, actual: Business
6205, predicted: Arts, actual: Business
6209, predicted: Adult, actual: Business
6215, predicted: Science, actual: Business
6235, predicted: Recreation, actual: Business
6243, predicted: Recreation, actual: Business
6276, predicted: Recreation, actual: Business
6297, predicted: Shopping, actual: Sports
6298, predicted: News, actual: Business
6302, predicted: Sports, actual: Business
6328, predicted: Shopping, actual: Business
6332, predicted: Sports, actual: Business
6334, predicted: Health, actual: Business
6335, predicted: Recreation, actual: Business
6340, predicted: Recreation, actual: Business
6347, predicted: Shopping, actual: Business
6355, predicted: Arts, actual: Business
6357, predicted: Shopping, actual: Business
6358, predicted: Arts, actual: Business
6381, predicted: Health, actual: Business
6395, predicted: Health, actual: Business
6421, predicted: Shopping, actual: Business
6427, predicted: Shopping, actual: Business
6441, predicted: Recreation, actual: Shopping
6445, predicted: Shopping, actual: Business
6476, predicted: Recreation, actual: Business
6497, predicted: Arts, actual: Business
6511, predicted: Recreation, actual: Business
6539, predicted: Adult, actual: Business
6570, predicted: Health, actual: Business
6582, predicted: Arts, actual: Business
6602, predicted: Sports, actual: Business
6610, predicted: Shopping, actual: Business
6614, predicted: Society, actual: Business
6642, predicted: Recreation, actual: Business
6652, predicted: Shopping, actual: Business
6661, predicted: Shopping, actual: Business
6682, predicted: Arts, actual: Business
6708, predicted: Computers, actual: Business
6725, predicted: Shopping, actual: Business
6726, predicted: Recreation, actual: Business
6728, predicted: Shopping, actual: Business
6731, predicted: Arts, actual: Business
6733, predicted: Adult, actual: Business
6737, predicted: Arts, actual: Science
6739, predicted: Computers, actual: Business
6764, predicted: Computers, actual: Business
6807, predicted: News, actual: Business
6834, predicted: Society, actual: Business
6853, predicted: Games, actual: Business
6877, predicted: Health, actual: Business
6887, predicted: Arts, actual: Business
6899, predicted: Health, actual: Business
6914, predicted: Recreation, actual: Business
6922, predicted: Arts, actual: Business
6935, predicted: Arts, actual: Business
6966, predicted: Arts, actual: Business
6978, predicted: Shopping, actual: Business
6982, predicted: Home, actual: Business
6993, predicted: Arts, actual: Business
7021, predicted: Shopping, actual: Business
7057, predicted: Computers, actual: Business
7089, predicted: Society, actual: Business
7103, predicted: Shopping, actual: Business
7119, predicted: Computers, actual: Business
7140, predicted: Computers, actual: Business
7190, predicted: Arts, actual: Business
7198, predicted: Computers, actual: Business
7248, predicted: Computers, actual: Business
7264, predicted: Arts, actual: Business
7298, predicted: Computers, actual: Business
7310, predicted: Computers, actual: Business
7312, predicted: Computers, actual: Business
7345, predicted: Computers, actual: Business
7373, predicted: Games, actual: Business
7401, predicted: Kids, actual: Business
7422, predicted: Arts, actual: Business
7424, predicted: Business, actual: Recreation
7443, predicted: Recreation, actual: Business
7445, predicted: Computers, actual: Business
7460, predicted: Recreation, actual: Business
7499, predicted: Computers, actual: Business
7506, predicted: Arts, actual: Business
7559, predicted: Computers, actual: Business
7565, predicted: Computers, actual: Business
7591, predicted: Computers, actual: Business
7605, predicted: Arts, actual: Business
7636, predicted: Health, actual: Business
7658, predicted: Sports, actual: Business
7678, predicted: Games, actual: Science
7722, predicted: Recreation, actual: Business
7759, predicted: Recreation, actual: Business
7780, predicted: Shopping, actual: Science
7792, predicted: Arts, actual: Business
7793, predicted: Games, actual: Business
7827, predicted: Health, actual: Business
7849, predicted: Health, actual: Business
7853, predicted: Sports, actual: Business
7890, predicted: Health, actual: Business
7924, predicted: Computers, actual: Business
7964, predicted: Adult, actual: Business
7987, predicted: Sports, actual: Business
7989, predicted: Arts, actual: Business
8024, predicted: Business, actual: Regional
8030, predicted: Business, actual: Regional
8055, predicted: Games, actual: Kids
8059, predicted: Shopping, actual: Business
8095, predicted: Computers, actual: Business
8110, predicted: Business, actual: Home
8122, predicted: Sports, actual: Business
8135, predicted: Health, actual: Business
8144, predicted: Games, actual: Business
8170, predicted: Computers, actual: Business
8176, predicted: Health, actual: Science
8181, predicted: Business, actual: Science
8209, predicted: Reference, actual: Business
8215, predicted: Recreation, actual: Business
8244, predicted: Kids, actual: Business
8257, predicted: Arts, actual: Business
8267, predicted: Computers, actual: Society
8286, predicted: Games, actual: Business
8288, predicted: Recreation, actual: Business
8297, predicted: Computers, actual: Business
8358, predicted: Shopping, actual: Business
8369, predicted: Arts, actual: Business
8375, predicted: Arts, actual: Business
8402, predicted: Recreation, actual: Business
8420, predicted: Health, actual: Business
8426, predicted: Business, actual: Home
8476, predicted: Computers, actual: Business
8485, predicted: Computers, actual: Business
8514, predicted: Science, actual: Business
8558, predicted: Shopping, actual: Business
8564, predicted: Computers, actual: Science
8614, predicted: Shopping, actual: Business
8640, predicted: Adult, actual: Business
8665, predicted: Society, actual: Business
8686, predicted: Health, actual: Business
8691, predicted: Arts, actual: Business
8697, predicted: Recreation, actual: Business
8730, predicted: Computers, actual: Business
8742, predicted: Society, actual: Business
8761, predicted: Recreation, actual: Business
8797, predicted: Shopping, actual: Business
8826, predicted: Arts, actual: Business
8877, predicted: Kids, actual: Business
8890, predicted: Arts, actual: Business
8898, predicted: Recreation, actual: Home
8907, predicted: News, actual: Business
8915, predicted: Business, actual: Society
8919, predicted: Arts, actual: Regional
8931, predicted: Society, actual: Business
8938, predicted: Science, actual: Business
9008, predicted: Recreation, actual: Business
9014, predicted: Computers, actual: Business
9027, predicted: Health, actual: Business
9032, predicted: Games, actual: Business
9037, predicted: Arts, actual: Business
9040, predicted: Computers, actual: Business
9044, predicted: Society, actual: Business
9056, predicted: Computers, actual: Business
9064, predicted: Computers, actual: Business
9081, predicted: Arts, actual: Business
9109, predicted: Shopping, actual: Business
9126, predicted: Shopping, actual: Business
9132, predicted: Arts, actual: Business
9140, predicted: Adult, actual: Business
9172, predicted: Computers, actual: Business
9183, predicted: Arts, actual: Business
9227, predicted: Adult, actual: Business
9236, predicted: Computers, actual: Business
9246, predicted: Sports, actual: Business
9260, predicted: Adult, actual: Business
9262, predicted: Arts, actual: Business
9264, predicted: Arts, actual: Business
9289, predicted: Business, actual: Recreation
9302, predicted: Arts, actual: Recreation
9305, predicted: Adult, actual: Recreation
9309, predicted: Adult, actual: Recreation
9315, predicted: Computers, actual: Recreation
9319, predicted: Games, actual: Recreation
9387, predicted: Recreation, actual: Business
9398, predicted: Health, actual: Business
9409, predicted: Health, actual: Business
9411, predicted: Science, actual: Business
9420, predicted: Recreation, actual: Business
9455, predicted: Arts, actual: Business
9482, predicted: Computers, actual: Business
9485, predicted: Arts, actual: Business
9486, predicted: Arts, actual: Business
9508, predicted: Health, actual: Business
9510, predicted: Computers, actual: Business
9551, predicted: Sports, actual: Business
9570, predicted: Sports, actual: Business
9580, predicted: Arts, actual: Business
9582, predicted: News, actual: Business
9585, predicted: Recreation, actual: Business
9602, predicted: Shopping, actual: Business
9615, predicted: News, actual: Science
9631, predicted: Recreation, actual: Business
9653, predicted: Computers, actual: Business
9664, predicted: Arts, actual: Business
9672, predicted: Arts, actual: Business
9676, predicted: News, actual: Business
9709, predicted: Arts, actual: Business
9713, predicted: Adult, actual: Business
9725, predicted: Adult, actual: Business
9739, predicted: Society, actual: Business
9755, predicted: Society, actual: Business
9767, predicted: Arts, actual: Business
9769, predicted: Shopping, actual: Business
9772, predicted: Arts, actual: Business
9776, predicted: Recreation, actual: Business
9788, predicted: Computers, actual: Business
9792, predicted: Shopping, actual: Business
9801, predicted: Business, actual: News
9836, predicted: Computers, actual: Business
9845, predicted: Shopping, actual: Business
9896, predicted: Recreation, actual: Business
9901, predicted: Computers, actual: Business
9920, predicted: Sports, actual: Business
9951, predicted: Health, actual: Business
9956, predicted: Arts, actual: Business
9957, predicted: Home, actual: Business
9967, predicted: Adult, actual: Business
9991, predicted: Shopping, actual: Business
9996, predicted: Recreation, actual: Business
10025, predicted: Society, actual: Business
10034, predicted: Arts, actual: Business
10052, predicted: Recreation, actual: Business
10055, predicted: Shopping, actual: Business
10059, predicted: Arts, actual: Business
10062, predicted: Computers, actual: Business
10083, predicted: Computers, actual: Business
10084, predicted: Shopping, actual: Business
10095, predicted: Shopping, actual: Business
10131, predicted: Shopping, actual: Business
10133, predicted: Computers, actual: Business
10157, predicted: Health, actual: Business
10172, predicted: Adult, actual: Business
10180, predicted: Arts, actual: Business
10193, predicted: Shopping, actual: Business
10204, predicted: Games, actual: Business
10233, predicted: Reference, actual: Business
10240, predicted: Games, actual: Business
10248, predicted: Computers, actual: Business
10251, predicted: Recreation, actual: Business
