ref id,Predicted,Actual
0,['Health', 'Shopping', 'Recreation', 'Games'],['Adult']
46199,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46204,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46205,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12023,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12027,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46215,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46220,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12040,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12041,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12046,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46235,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46239,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46244,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46245,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12073,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46259,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12076,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12077,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12078,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12092,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46289,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46290,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12106,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46294,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12115,['Health', 'Shopping', 'Recreation', 'Games'],['Science', 'Computers']
46301,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46303,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12120,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12121,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12130,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46317,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12132,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12135,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46322,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12139,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46334,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12149,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46336,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12155,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12156,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12161,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12164,['Health', 'Shopping', 'Recreation', 'Games'],['Science', 'Computers']
12170,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12175,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12176,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12177,['Health', 'Shopping', 'Recreation', 'Games'],['Society', 'Computers']
46364,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12181,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12185,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12186,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12190,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46376,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12193,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46382,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46387,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46389,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46409,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12226,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46414,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12229,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46416,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12231,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12238,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12242,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46430,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12251,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12254,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12258,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46446,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46452,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12267,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46459,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12272,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46461,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46468,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46470,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12284,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12291,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46479,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46481,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46485,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46492,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46494,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12309,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46499,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12315,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46503,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12333,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46524,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12339,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46527,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12345,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46534,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46540,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46541,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46542,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46543,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46544,['Health', 'Shopping', 'Recreation', 'Games'],['Arts', 'Games']
46546,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46547,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12363,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46566,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12381,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12385,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12386,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12391,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46588,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12411,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46605,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12418,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46607,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12420,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46608,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12429,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46627,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46629,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12448,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46637,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12451,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46639,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46643,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46645,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12458,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46655,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46658,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46665,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46670,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12488,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46676,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46678,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46684,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46687,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12500,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46693,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12508,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12514,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46715,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12526,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46717,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12530,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46720,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46721,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46726,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46727,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46731,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12542,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12544,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46743,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46744,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46762,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46772,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46776,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12591,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46784,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12595,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12596,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46787,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12598,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12608,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46802,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12614,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12624,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46817,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46825,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46827,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12640,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46836,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12646,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12648,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12649,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46845,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46865,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46872,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12686,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12692,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12693,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12694,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12698,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12701,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46892,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46896,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12708,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12713,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12714,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12716,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46910,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12722,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46917,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46922,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12739,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12742,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12747,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12750,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12752,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12757,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46949,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12759,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46955,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12765,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46962,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46969,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46972,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12784,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46976,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12788,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
46986,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46989,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
46991,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12811,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47005,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47007,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12817,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47011,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12839,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12843,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12847,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12852,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12853,['Arts', 'Reference', 'Computers', 'Recreation'],['Computers']
47044,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12859,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47051,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47053,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47054,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12863,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12887,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12897,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47090,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47092,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12903,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12904,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12909,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12916,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12919,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47111,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12924,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12930,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47123,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12932,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12933,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12938,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12942,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
12944,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47142,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47152,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47158,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47160,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12975,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47169,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47175,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
12991,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47188,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13000,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13006,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13014,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47219,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47223,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13035,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13037,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13038,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13040,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13041,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13042,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47235,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47240,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13050,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47245,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13056,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47260,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13072,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13080,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47277,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13085,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13086,['Arts', 'Reference', 'Computers', 'Recreation'],['Computers']
13090,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47287,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13095,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13099,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13103,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47298,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13108,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13116,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47310,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13121,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47319,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13129,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13135,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13143,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47339,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47343,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13153,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47348,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47350,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47352,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13161,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47357,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13172,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13173,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47380,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13197,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47398,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13208,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13212,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47408,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13215,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47411,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13223,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47422,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47423,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13230,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13233,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13236,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47435,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13240,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47436,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13242,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47438,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47440,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13246,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13252,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47452,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47453,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47456,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13265,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13266,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47462,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47478,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47481,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47486,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13295,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47496,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47498,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13309,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47505,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13317,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47513,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47515,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13321,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47527,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13334,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13338,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47540,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47542,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13347,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13349,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13352,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13365,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47563,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47569,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47574,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
13383,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47589,['Health', 'Shopping', 'Recreation', 'Games'],['Arts']
47596,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13402,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13403,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13404,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47601,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13410,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47608,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47615,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47624,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47625,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47626,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47629,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47630,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47637,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Science']
47640,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13446,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47648,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13467,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13476,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13479,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13480,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47680,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13484,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13488,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13492,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47697,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13508,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13510,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13528,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47727,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13535,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47734,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47743,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13546,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13551,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
13554,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47755,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Science']
47756,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47757,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13561,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47764,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47766,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13573,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47771,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13578,['Health', 'Shopping', 'Recreation', 'Games'],['Computers']
47776,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13580,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
47782,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47785,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47787,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13592,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
47794,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13599,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
47797,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13606,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
13612,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
47815,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47816,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47817,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47819,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47821,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13627,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
47831,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Recreation']
47836,['Health', 'Shopping', 'Recreation', 'Games'],['Business', 'Recreation']
47840,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13644,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
47845,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47847,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
47852,['Health', 'Shopping', 'Recreation', 'Games'],['Business']
13656,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
13663,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
13668,['Health', 'Shopping', 'Recreation', 'Games'],['Games']
