ref id,Predicted,Actual
0,['Business', 'Shopping', 'Arts', 'Computers'],['Adult']
13480,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
47680,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13484,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
13488,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
13492,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
47697,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13508,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
13510,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
13528,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
47727,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13535,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
47734,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47743,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13546,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
13551,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
13554,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
47755,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Science']
47756,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47757,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13561,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
47764,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47766,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13573,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
47771,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13578,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
47776,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13580,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47782,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47785,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47787,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13592,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47794,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13599,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47797,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13606,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13612,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47815,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47816,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47817,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47819,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47821,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13627,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47831,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Recreation']
47836,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Recreation']
47840,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13644,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47845,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47847,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47852,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13656,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13663,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13668,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47870,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47876,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13679,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13686,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47884,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47885,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47892,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13697,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47904,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47906,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47908,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47911,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13721,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47921,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47924,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47926,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13730,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13738,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13740,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47941,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47948,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13761,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13764,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47962,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47977,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47980,['Recreation', 'Arts', 'Computers', 'Business'],['Business']
47983,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13791,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
47996,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
47998,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48001,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13805,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48003,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48014,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Society']
13817,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48018,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13821,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48031,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48042,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48043,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48045,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48055,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48057,['Recreation', 'Arts', 'Computers', 'Business'],['Business']
48064,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Science']
48067,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48068,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13873,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13889,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13892,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48094,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13904,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48105,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48107,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13910,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13912,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48111,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13915,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13919,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
13956,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48159,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13963,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13966,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48185,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13994,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
48192,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
13998,['Business', 'Shopping', 'Arts', 'Computers'],['Computers']
14004,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48204,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48207,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14010,['Business', 'Shopping', 'Arts', 'Computers'],['News']
48208,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14020,['Business', 'Shopping', 'Arts', 'Computers'],['News']
48222,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48223,['Recreation', 'Arts', 'Computers', 'Business'],['Business']
14029,['Business', 'Shopping', 'Arts', 'Computers'],['News']
48228,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Shopping']
48234,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Sports']
14038,['Business', 'Shopping', 'Arts', 'Computers'],['News']
14040,['Business', 'Shopping', 'Arts', 'Computers'],['News']
48244,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48245,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48252,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14055,['Business', 'Shopping', 'Arts', 'Computers'],['News']
14061,['Business', 'Shopping', 'Arts', 'Computers'],['News']
14063,['Business', 'Shopping', 'Arts', 'Computers'],['News']
48261,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48266,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48268,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14072,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
14074,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
48272,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14078,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
48277,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14085,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
48285,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48287,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14096,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
14103,['Business', 'Shopping', 'Arts', 'Computers'],['Recreation']
14105,['Business', 'Shopping', 'Arts', 'Computers'],['Shopping']
14109,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48307,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14122,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48319,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48323,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48327,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14133,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48330,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48340,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48351,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14156,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14157,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14164,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48364,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14168,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14171,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14172,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48371,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14181,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14184,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48381,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48392,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48393,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14199,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48399,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48400,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14204,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14237,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14244,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14247,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48447,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14252,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14254,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48463,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14267,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14272,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48472,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48476,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14281,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48482,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48484,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14290,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14294,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14297,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48497,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48501,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14311,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14315,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48518,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48519,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14326,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14329,['Business', 'Shopping', 'Arts', 'Computers'],['Society', 'Games']
14331,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14332,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48532,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14340,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48545,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48546,['Recreation', 'Arts', 'Computers', 'Business'],['Business']
14350,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48553,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14361,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48558,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48567,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48573,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48577,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14382,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48582,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48588,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14394,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14405,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14418,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14428,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48627,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14432,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48630,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14442,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48649,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14452,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14459,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14465,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14473,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14480,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48682,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14489,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14490,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48689,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14495,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48695,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48704,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48705,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14508,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48708,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48716,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48723,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14532,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48741,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48746,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14549,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14556,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14560,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48758,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14565,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48777,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48779,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14584,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14599,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48798,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14602,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14607,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14620,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14628,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48829,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48834,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48845,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14649,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14653,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14655,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14656,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14660,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48863,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14674,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14680,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14682,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14685,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48890,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48891,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48894,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48908,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14712,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48911,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48915,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14718,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14719,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14720,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48941,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48942,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
48943,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14746,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14753,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
48956,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14787,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14790,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14796,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14799,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49007,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49008,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Home']
14813,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49014,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49019,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14823,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49025,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14827,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14833,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49034,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49036,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14838,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14848,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49059,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49069,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49071,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14879,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49084,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14886,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14897,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49105,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49108,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14912,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14913,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49114,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49118,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49128,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Shopping']
49141,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14951,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49154,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49162,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49163,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14978,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49186,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
14991,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14993,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14996,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
14997,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49197,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49212,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49219,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15023,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15025,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15027,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15031,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15032,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49233,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49242,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15044,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49244,['Business', 'Shopping', 'Arts', 'Computers'],['Business', 'Shopping']
15046,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15047,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15055,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49259,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49264,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15065,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15070,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49271,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15073,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49278,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49286,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15094,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15096,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49297,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15098,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15100,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49300,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15102,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49305,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15106,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15109,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15115,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15119,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49320,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49324,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15125,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15128,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15131,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49331,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15138,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
49340,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15141,['Business', 'Shopping', 'Arts', 'Computers'],['Games']
15143,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49343,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49346,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49347,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15161,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49362,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15169,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49369,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15171,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15172,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15186,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49388,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15189,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15194,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15195,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49396,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15197,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49397,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49401,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15201,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49402,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49403,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15205,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15216,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15220,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15227,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49432,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49434,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15239,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49440,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49442,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49444,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15249,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15256,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15261,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15265,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49466,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49468,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15271,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15274,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49497,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15304,['Business', 'Shopping', 'Arts', 'Computers'],['Science', 'Health', 'Home']
49510,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49511,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15311,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15312,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15314,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15318,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49524,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49525,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49535,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
49538,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15338,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
49540,['Business', 'Shopping', 'Arts', 'Computers'],['Business']
15346,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
15351,['Business', 'Shopping', 'Arts', 'Computers'],['Health']
