ref id,Predicted,Actual
44778,['Society', 'Business', 'Health', 'Sports'],['Society']
14165,['Arts', 'Sports', 'Science', 'Health'],['Arts']
12427,['Society', 'Recreation', 'Science', 'Business'],['Science']
11022,['Sports', 'Recreation', 'Health', 'Arts'],['Computers']
11517,['Shopping', 'Computers', 'Business', 'Science'],['Shopping']
5030,['Games', 'Recreation', 'Computers', 'Business'],['Recreation']
41222,['Shopping', 'Business', 'Sports', 'Games'],['Shopping']
37837,['Society', 'Computers', 'Recreation', 'Arts'],['Arts']
49814,['Arts', 'Computers', 'Society', 'Games'],['Sports']
50709,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
12536,['Sports', 'Computers', 'Society', 'Health'],['Recreation']
22898,['Recreation', 'Society', 'Science', 'Computers'],['Recreation']
36672,['Society', 'Sports', 'Arts', 'Games'],['Sports']
12774,['Arts', 'Adult', 'Sports', 'Society'],['Science']
14209,['Recreation', 'Science', 'Arts', 'Health'],['Recreation']
16055,['Recreation', 'Health', 'Computers', 'Society'],['Recreation']
54071,['Health', 'Society', 'Recreation', 'Science'],['Science']
48214,['Computers', 'Arts', 'Society', 'Science'],['Computers']
53076,['Sports', 'Society', 'Games', 'Recreation'],['Sports']
20625,['Business', 'Arts', 'Sports', 'Health'],['Shopping']
22972,['Arts', 'Sports', 'Shopping', 'Science'],['Recreation']
43975,['Computers', 'Sports', 'Society', 'Arts'],['Sports']
2315,['Arts', 'Recreation', 'Society', 'Computers'],['Arts']
14241,['Computers', 'Arts', 'Sports', 'Recreation'],['Arts']
52994,['Business', 'Society', 'Arts', 'Sports'],['Business']
1300,['Recreation', 'Arts', 'Games', 'Business'],['Computers']
40908,['Arts', 'Shopping', 'Recreation', 'Health'],['Arts']
15965,['Recreation', 'Computers', 'Reference', 'Arts'],['Recreation']
5679,['Business', 'Games', 'Shopping', 'Recreation'],['Business']
41524,['Computers', 'Shopping', 'Business', 'Recreation'],['Business']
54713,['Business', 'Sports', 'Shopping', 'Computers'],['Business']
38744,['Shopping', 'Recreation', 'Business', 'Arts'],['Recreation']
30426,['Business', 'Recreation', 'Arts', 'Science'],['Arts']
52642,['Arts', 'Adult', 'Recreation', 'Health'],['Shopping']
24838,['Sports', 'Health', 'Society', 'Business'],['Science']
35751,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
36387,['Shopping', 'Business', 'Sports', 'Health'],['Business']
12534,['Reference', 'Recreation', 'Health', 'Arts'],['Recreation']
22578,['Society', 'Health', 'Arts', 'Computers'],['Business']
513,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33668,['Shopping', 'Arts', 'Society', 'Science'],['Shopping']
20543,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
51312,['Recreation', 'Games', 'Science', 'Health'],['Arts']
40167,['Sports', 'Science', 'Reference', 'Recreation'],['Sports']
48293,['Society', 'Shopping', 'Sports', 'Business'],['Shopping']
24089,['Shopping', 'Business', 'Computers', 'Adult'],['Shopping']
57155,['Recreation', 'Computers', 'Science', 'Games'],['Business']
52024,['Business', 'Health', 'Recreation', 'Adult'],['Business']
10872,['Sports', 'Recreation', 'Shopping', 'Business'],['Computers']
51024,['Business', 'Arts', 'Society', 'Shopping'],['Business']
16406,['Recreation', 'Arts', 'Science', 'Games'],['Arts']
30583,['Health', 'Arts', 'Society', 'Sports'],['Arts']
5277,['Sports', 'Society', 'Shopping', 'Arts'],['Shopping']
16817,['Computers', 'Arts', 'Sports', 'Society'],['Computers']
10283,['Arts', 'Sports', 'Health', 'Computers'],['Shopping']
43746,['Sports', 'Business', 'Society', 'Shopping'],['Business']
10456,['Society', 'Recreation', 'Health', 'Shopping'],['Business']
20511,['Health', 'Shopping', 'Recreation', 'Business'],['Arts']
11308,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
55242,['Recreation', 'Reference', 'Arts', 'Health'],['Recreation']
7574,['Computers', 'Recreation', 'Games', 'Arts'],['Computers']
10474,['Society', 'Health', 'Sports', 'Arts'],['Shopping']
36821,['Society', 'Shopping', 'Computers', 'Business'],['Shopping']
33163,['Computers', 'Recreation', 'Games', 'Shopping'],['Computers']
31986,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
47754,['Recreation', 'Arts', 'Computers', 'Health'],['Arts']
39012,['Sports', 'Society', 'Computers', 'Arts'],['Sports']
7028,['Arts', 'Recreation', 'Science', 'Computers'],['Arts']
16133,['Shopping', 'Business', 'Sports', 'Arts'],['Business']
40623,['Sports', 'Society', 'Shopping', 'Reference'],['Shopping']
39126,['Sports', 'Health', 'Arts', 'Reference'],['Shopping']
5486,['Shopping', 'Computers', 'Recreation', 'Business'],['Shopping']
34234,['Science', 'Computers', 'Recreation', 'Arts'],['Arts']
55190,['Games', 'Sports', 'Computers', 'Arts'],['Computers']
8181,['Sports', 'Society', 'Computers', 'Business'],['Shopping']
13090,['Shopping', 'Business', 'Science', 'Reference'],['Computers']
27555,['Shopping', 'Computers', 'Business', 'Adult'],['Shopping']
46660,['Business', 'Recreation', 'Sports', 'Science'],['Business']
13918,['Sports', 'Shopping', 'Business', 'Society'],['Shopping']
38915,['Recreation', 'Arts', 'Games', 'Science'],['Recreation']
47936,['Society', 'Arts', 'Business', 'Shopping'],['Shopping']
2150,['Health', 'Sports', 'Arts', 'Society'],['Business']
30501,['Reference', 'Recreation', 'Health', 'Games'],['Recreation']
51660,['Shopping', 'Business', 'Sports', 'Computers'],['Shopping']
13803,['Shopping', 'Business', 'Arts', 'Sports'],['Shopping']
38193,['Health', 'Arts', 'Games', 'Computers'],['Computers']
48180,['Arts', 'Society', 'Shopping', 'Business'],['Shopping']
13045,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
58598,['Business', 'Sports', 'Shopping', 'Science'],['Computers']
30687,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
36437,['Shopping', 'Sports', 'Recreation', 'Business'],['Shopping']
38301,['Business', 'Shopping', 'Society', 'Computers'],['Business']
37783,['Arts', 'Computers', 'Business', 'Sports'],['Arts']
28482,['Recreation', 'Health', 'Adult', 'Shopping'],['Computers']
27533,['Computers', 'Arts', 'Health', 'Business'],['Computers']
36722,['Recreation', 'Society', 'Shopping', 'Computers'],['Recreation']
35047,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
42042,['Society', 'Business', 'Arts', 'Sports'],['Shopping']
29437,['Business', 'Arts', 'Recreation', 'Health'],['Computers']
53937,['Arts', 'Health', 'Science', 'Recreation'],['Computers']
6748,['Shopping', 'Business', 'Society', 'Health'],['Shopping']
36451,['Reference', 'Health', 'Games', 'Science'],['Games', 'Arts']
13946,['Computers', 'Shopping', 'Science', 'Business'],['Computers']
47292,['Shopping', 'Sports', 'Business', 'Health'],['Computers']
2382,['Recreation', 'Health', 'Computers', 'Arts'],['Arts']
16455,['Shopping', 'Sports', 'Business', 'Society'],['Shopping']
32548,['Society', 'Recreation', 'Shopping', 'Games'],['Sports']
52840,['Sports', 'Shopping', 'Recreation', 'Adult'],['Shopping']
1318,['Shopping', 'Sports', 'Business', 'Society'],['Shopping']
8931,['Shopping', 'Business', 'Computers', 'Science'],['Shopping']
10758,['Sports', 'Computers', 'Games', 'Society'],['Sports']
16160,['Shopping', 'Society', 'Computers', 'Sports'],['Shopping']
28554,['Computers', 'Health', 'Shopping', 'Recreation'],['Computers']
8314,['Sports', 'Shopping', 'Arts', 'Society'],['Sports']
47274,['Shopping', 'Sports', 'Science', 'Reference'],['Shopping']
24377,['Health', 'Computers', 'Games', 'Science'],['Computers']
11188,['Shopping', 'Sports', 'Business', 'Society'],['Sports']
48654,['Arts', 'Games', 'Sports', 'Society'],['Shopping']
25724,['Arts', 'Sports', 'Recreation', 'Computers'],['Computers']
22655,['Sports', 'Society', 'Business', 'Shopping'],['Sports']
41702,['Shopping', 'Arts', 'Recreation', 'Business'],['Recreation']
37264,['Sports', 'Shopping', 'Games', 'Computers'],['Shopping']
810,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39017,['Business', 'Sports', 'Health', 'Shopping'],['Arts']
17368,['Games', 'Society', 'Science', 'Recreation'],['Shopping']
22706,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
46873,['Society', 'Computers', 'Recreation', 'Business'],['Shopping']
47171,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
46806,['Business', 'Society', 'Shopping', 'Sports'],['Business']
14559,['Recreation', 'Computers', 'Games', 'Business'],['Recreation']
459,['Computers', 'Science', 'Recreation', 'Games'],['Computers']
43009,['Society', 'Sports', 'Shopping', 'Recreation'],['Business']
49262,['Shopping', 'Society', 'Arts', 'Sports'],['Shopping']
51266,['Computers', 'Recreation', 'Arts', 'Sports'],['Computers']
40347,['Business', 'Shopping', 'Recreation', 'Computers'],['Business']
16676,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
27873,['Shopping', 'Sports', 'Computers', 'Business'],['Shopping']
45946,['Shopping', 'Business', 'Arts', 'Adult'],['Shopping']
16337,['Business', 'Shopping', 'Sports', 'Health'],['Business']
5651,['Shopping', 'Health', 'Arts', 'Games'],['Shopping']
32589,['Sports', 'Arts', 'Recreation', 'Adult'],['Shopping']
58034,['Shopping', 'Sports', 'Business', 'Society'],['Business']
29285,['Shopping', 'Computers', 'Society', 'Sports'],['Shopping']
58906,['Computers', 'Science', 'Games', 'Reference'],['Computers']
51793,['Shopping', 'Business', 'Recreation', 'Society'],['Arts']
24790,['Shopping', 'Sports', 'Society', 'Games'],['Shopping']
5058,['Arts', 'Shopping', 'Computers', 'Sports'],['Arts']
50036,['Recreation', 'Health', 'Computers', 'Sports'],['Recreation']
6470,['Reference', 'Sports', 'Shopping', 'Health'],['Shopping']
37746,['Shopping', 'Games', 'Sports', 'Society'],['Arts']
57713,['Shopping', 'Computers', 'Arts', 'Health'],['Computers']
34433,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
37679,['Recreation', 'Society', 'Adult', 'Shopping'],['Shopping']
20299,['Adult', 'Games', 'Computers', 'Sports'],['Arts']
3173,['Shopping', 'Business', 'Sports', 'Health'],['Recreation']
36562,['Arts', 'Adult', 'Recreation', 'Health'],['Computers']
37141,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
40594,['Recreation', 'Games', 'Society', 'Arts'],['Shopping']
55174,['Sports', 'Arts', 'Society', 'Recreation'],['Shopping']
38345,['Recreation', 'Computers', 'Arts', 'Sports'],['Computers']
47085,['Computers', 'Recreation', 'Health', 'Reference'],['Recreation']
12888,['Arts', 'Recreation', 'Reference', 'Health'],['Recreation']
27943,['Recreation', 'Games', 'Arts', 'Reference'],['Recreation']
23687,['Computers', 'Arts', 'Recreation', 'Business'],['Computers']
34035,['Shopping', 'Business', 'Society', 'Science'],['Shopping']
24662,['Sports', 'Recreation', 'Shopping', 'Society'],['Computers']
58008,['Sports', 'Society', 'Shopping', 'Arts'],['Shopping']
32412,['Business', 'Computers', 'Sports', 'Shopping'],['Sports']
43131,['Shopping', 'Business', 'Arts', 'Sports'],['Recreation']
20237,['Recreation', 'Shopping', 'Business', 'Games'],['Arts']
4514,['Sports', 'Shopping', 'Games', 'Business'],['Sports']
40873,['Sports', 'Society', 'Arts', 'Computers'],['Shopping']
55412,['Sports', 'Shopping', 'Society', 'Games'],['Shopping']
47385,['Sports', 'Society', 'Business', 'Arts'],['Recreation', 'Shopping']
57862,['Business', 'Sports', 'Shopping', 'Science'],['Sports']
17383,['Computers', 'Recreation', 'Science', 'Business'],['Computers']
45494,['Recreation', 'Arts', 'Health', 'Computers'],['Recreation']
14273,['Recreation', 'Arts', 'Health', 'Games'],['Recreation']
52551,['Shopping', 'Sports', 'Business', 'Society'],['Shopping']
5421,['Sports', 'Recreation', 'Arts', 'Society'],['Arts']
46208,['Arts', 'Recreation', 'Sports', 'Computers'],['Arts']
17295,['Computers', 'Health', 'Arts', 'Reference'],['Computers']
43195,['Society', 'Sports', 'Recreation', 'Health'],['Science', 'Business']
39538,['Business', 'Computers', 'Sports', 'Shopping'],['Shopping']
49829,['Shopping', 'Business', 'Arts', 'Science'],['Computers']
6064,['Business', 'Computers', 'Sports', 'Shopping'],['Business']
55420,['Sports', 'Society', 'Shopping', 'Science'],['Shopping']
27593,['Sports', 'Health', 'Society', 'Shopping'],['Sports']
33998,['Business', 'Arts', 'Computers', 'Shopping'],['Recreation']
6208,['Shopping', 'Sports', 'Games', 'Business'],['Shopping']
15391,['Shopping', 'Business', 'Society', 'Adult'],['Business']
33773,['Computers', 'Arts', 'Recreation', 'Society'],['Computers']
35542,['Business', 'Shopping', 'Sports', 'Science'],['Computers']
21484,['Business', 'Computers', 'Science', 'Health'],['Computers']
27625,['Recreation', 'Computers', 'Sports', 'Society'],['Recreation']
43514,['Recreation', 'Business', 'Sports', 'Health'],['Recreation']
34627,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
50270,['Business', 'Shopping', 'Computers', 'Sports'],['Business']
54637,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
57648,['Business', 'Shopping', 'Arts', 'Sports'],['Shopping']
31292,['Recreation', 'Science', 'Reference', 'Games'],['Arts', 'Society']
40438,['Sports', 'Business', 'Science', 'Arts'],['Recreation']
35150,['Business', 'Shopping', 'Computers', 'Arts'],['Business']
17557,['Shopping', 'Business', 'Sports', 'Recreation'],['Shopping']
31650,['Recreation', 'Shopping', 'Sports', 'Society'],['Recreation']
23174,['Arts', 'Recreation', 'Computers', 'Science'],['Recreation']
28069,['Society', 'Business', 'Recreation', 'Health'],['Business']
48815,['Sports', 'Society', 'Science', 'Recreation'],['Shopping']
23932,['Sports', 'Shopping', 'Society', 'Recreation'],['Shopping']
29485,['Business', 'Sports', 'Computers', 'Arts'],['Computers']
42050,['Sports', 'Shopping', 'Health', 'Games'],['Arts']
15627,['Shopping', 'Society', 'Business', 'Health'],['Shopping']
42385,['Recreation', 'Computers', 'Business', 'Sports'],['Business']
9212,['Arts', 'Sports', 'Society', 'Business'],['Computers']
41269,['Society', 'Recreation', 'Arts', 'Science'],['Arts']
151,['Shopping', 'Games', 'Arts', 'Sports'],['Computers']
53943,['Sports', 'Shopping', 'Reference', 'Society'],['Recreation', 'Society']
17643,['Shopping', 'Sports', 'Society', 'Computers'],['Business']
52854,['Computers', 'Business', 'Recreation', 'Health'],['Computers']
32715,['Business', 'Arts', 'Sports', 'Recreation'],['Arts']
51044,['Sports', 'Adult', 'Society', 'Recreation'],['Shopping']
19253,['Sports', 'Business', 'Society', 'Shopping'],['Arts']
52374,['Business', 'Recreation', 'Arts', 'Shopping'],['Recreation']
8589,['Arts', 'Recreation', 'Society', 'Sports'],['Sports']
59036,['Sports', 'Society', 'Business', 'Shopping'],['Shopping']
36122,['Arts', 'Health', 'Computers', 'Science'],['Computers']
39924,['Shopping', 'Business', 'Sports', 'Health'],['Shopping']
26489,['Business', 'Health', 'Computers', 'Sports'],['Recreation']
7918,['Society', 'Sports', 'Recreation', 'Games'],['Sports']
26419,['Society', 'Shopping', 'Recreation', 'Business'],['Business']
14717,['Recreation', 'Arts', 'Society', 'Sports'],['Arts']
49785,['Shopping', 'Computers', 'Business', 'Recreation'],['Shopping']
47081,['Recreation', 'Health', 'Arts', 'Sports'],['Computers']
58955,['Arts', 'Adult', 'Recreation', 'Computers'],['Computers']
17340,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
23412,['Recreation', 'Games', 'Health', 'Adult'],['Recreation']
4824,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
23329,['Arts', 'Society', 'Business', 'Shopping'],['Business']
39343,['Sports', 'Society', 'Shopping', 'Recreation'],['Sports']
43337,['Recreation', 'Arts', 'Computers', 'Science'],['Computers']
29543,['Health', 'Games', 'Arts', 'Adult'],['Shopping']
4007,['Arts', 'Sports', 'Society', 'Science'],['Sports']
9038,['Shopping', 'Computers', 'Arts', 'Recreation'],['Recreation']
50948,['Recreation', 'Health', 'Computers', 'Science'],['Computers']
7568,['Business', 'Sports', 'Recreation', 'Society'],['Business']
12418,['Shopping', 'Society', 'Business', 'Sports'],['Shopping']
34714,['Shopping', 'Recreation', 'Health', 'Business'],['Shopping']
52728,['Computers', 'Recreation', 'Science', 'Games'],['Computers']
39175,['Recreation', 'Science', 'Health', 'Games'],['Recreation']
9460,['Sports', 'Shopping', 'Society', 'Science'],['Sports']
3265,['Sports', 'Arts', 'Science', 'Society'],['Sports']
23136,['Recreation', 'Games', 'Health', 'Society'],['Computers']
46248,['Arts', 'Business', 'Recreation', 'Health'],['Recreation']
37696,['Recreation', 'Sports', 'Shopping', 'Society'],['Shopping']
11581,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
25293,['Computers', 'Science', 'Arts', 'Recreation'],['Computers']
49841,['Arts', 'Sports', 'Recreation', 'Computers'],['Sports']
32824,['Arts', 'Society', 'Business', 'Sports'],['Business']
17270,['Shopping', 'Business', 'Games', 'Computers'],['Shopping']
19732,['Science', 'Reference', 'Recreation', 'Health'],['Computers']
51098,['Science', 'Business', 'Recreation', 'Health'],['Recreation']
55493,['Health', 'Science', 'Arts', 'Reference'],['Arts']
49321,['Computers', 'Sports', 'Games', 'Adult'],['Shopping']
30357,['Business', 'Computers', 'Arts', 'Society'],['Computers']
1650,['Recreation', 'Society', 'Sports', 'Science'],['Recreation']
50979,['Business', 'Arts', 'Reference', 'Recreation'],['Arts']
37361,['Sports', 'Society', 'Recreation', 'Arts'],['Sports']
3455,['Society', 'Business', 'Sports', 'Recreation'],['Business']
36269,['Sports', 'Reference', 'Society', 'Computers'],['Sports']
21586,['Games', 'Arts', 'Reference', 'Recreation'],['Arts']
23400,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
15230,['Shopping', 'Sports', 'Health', 'Society'],['Arts']
5306,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
2347,['Health', 'Sports', 'Society', 'Computers'],['Sports']
42500,['Recreation', 'Business', 'Sports', 'Society'],['Recreation']
10253,['Arts', 'Science', 'Games', 'Business'],['Arts']
5331,['Shopping', 'Arts', 'Adult', 'Games'],['Recreation']
40155,['Sports', 'Business', 'Society', 'Recreation'],['Sports']
8887,['Society', 'Arts', 'Shopping', 'Reference'],['Shopping']
12652,['Shopping', 'Society', 'Business', 'Adult'],['Shopping']
28504,['Sports', 'Shopping', 'Business', 'Recreation'],['Shopping']
42883,['Sports', 'Games', 'Computers', 'Arts'],['Sports']
39949,['Shopping', 'Society', 'Reference', 'Recreation'],['Shopping']
17287,['Sports', 'Shopping', 'Games', 'Computers'],['Business']
2828,['Arts', 'Society', 'Business', 'Shopping'],['Recreation']
53331,['Computers', 'Society', 'Games', 'Arts'],['Shopping']
43153,['Computers', 'Arts', 'Science', 'Sports'],['Computers']
48509,['Shopping', 'Arts', 'Society', 'Health'],['Shopping']
15234,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
24231,['Arts', 'Business', 'Recreation', 'Games'],['Business']
39879,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
12823,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
14430,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
34531,['Shopping', 'Arts', 'Adult', 'Business'],['Shopping']
34359,['Sports', 'Computers', 'Shopping', 'Business'],['Computers']
57668,['Sports', 'Recreation', 'Business', 'Society'],['Recreation']
39846,['Shopping', 'Arts', 'Sports', 'Reference'],['Shopping']
52131,['Shopping', 'Society', 'Health', 'Business'],['Shopping']
17483,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
25264,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
51648,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
25481,['Recreation', 'Science', 'Games', 'Arts'],['Recreation']
24463,['Business', 'Shopping', 'Arts', 'Recreation'],['Shopping']
52208,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
29955,['Arts', 'Business', 'Sports', 'Shopping'],['Sports']
8449,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
25116,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
41187,['Computers', 'Recreation', 'Arts', 'Health'],['Computers']
51022,['Recreation', 'Arts', 'Computers', 'Games'],['Arts']
31335,['Recreation', 'Reference', 'Health', 'Arts'],['Recreation']
34143,['Shopping', 'Sports', 'Society', 'Recreation'],['Shopping']
45916,['Sports', 'Arts', 'Society', 'Shopping'],['Sports']
55454,['Arts', 'Recreation', 'Business', 'Games'],['Recreation']
45908,['Sports', 'Business', 'Society', 'Shopping'],['Shopping']
42251,['Sports', 'Shopping', 'Health', 'Business'],['Shopping']
38054,['Recreation', 'Business', 'Science', 'Games'],['Recreation']
46875,['Sports', 'Shopping', 'Arts', 'Health'],['Business']
25394,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
42407,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
17267,['Sports', 'Shopping', 'Society', 'Recreation'],['Sports']
22545,['Recreation', 'Games', 'Science', 'Computers'],['Recreation']
51583,['Sports', 'Recreation', 'Health', 'Society'],['Sports']
39038,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
15590,['Recreation', 'Computers', 'Games', 'Health'],['Computers']
9963,['Society', 'Health', 'Shopping', 'Recreation'],['Shopping']
6819,['Recreation', 'Games', 'Society', 'Sports'],['Shopping']
57295,['Sports', 'Recreation', 'Games', 'Computers'],['Shopping']
46141,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
26385,['Games', 'Reference', 'Science', 'Recreation'],['Computers']
3253,['Games', 'Health', 'Science', 'Recreation'],['Recreation']
36479,['Sports', 'Recreation', 'Reference', 'Business'],['Recreation']
9377,['Shopping', 'Health', 'Recreation', 'Business'],['Shopping']
35663,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
23443,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
29912,['Sports', 'Recreation', 'Society', 'Business'],['Recreation']
35216,['Shopping', 'Business', 'Society', 'Science'],['Shopping']
31503,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
34447,['Business', 'Health', 'Computers', 'Society'],['Business']
7413,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
25756,['Recreation', 'Business', 'Arts', 'Society'],['Shopping']
46916,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1661,['Shopping', 'Business', 'Sports', 'Reference'],['Shopping']
57664,['Recreation', 'Health', 'Games', 'Computers'],['Recreation']
57177,['Arts', 'Science', 'Recreation', 'Games'],['Arts']
12982,['Sports', 'Recreation', 'Science', 'Business'],['Sports']
5885,['Arts', 'Sports', 'Health', 'Computers'],['Shopping']
43590,['Science', 'Recreation', 'Health', 'Arts'],['Recreation']
57048,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
14724,['Shopping', 'Society', 'Games', 'Sports'],['Business']
30664,['Business', 'Shopping', 'Recreation', 'Society'],['Computers']
24951,['Recreation', 'Games', 'Health', 'Adult'],['Recreation']
50015,['Computers', 'Science', 'Games', 'Recreation'],['Computers']
7460,['Games', 'Computers', 'Business', 'Health'],['Computers']
4701,['Computers', 'Business', 'Shopping', 'Science'],['Computers']
30463,['Sports', 'Recreation', 'Arts', 'Shopping'],['Recreation', 'Shopping']
11869,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
29623,['Sports', 'Health', 'Computers', 'Adult'],['Computers']
30398,['Sports', 'Games', 'Shopping', 'Adult'],['Sports']
27256,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
51057,['Sports', 'Society', 'Recreation', 'Computers'],['Computers']
27222,['Computers', 'Health', 'Reference', 'Society'],['Recreation', 'Society']
31869,['Health', 'Computers', 'Reference', 'Shopping'],['Business']
12784,['Shopping', 'Business', 'Reference', 'Computers'],['Business']
40370,['Computers', 'Business', 'Shopping', 'Science'],['Business']
28150,['Recreation', 'Arts', 'Reference', 'Games'],['Sports']
24966,['Recreation', 'Business', 'Arts', 'Computers'],['Recreation']
40996,['Reference', 'Business', 'Arts', 'Recreation'],['Arts']
38746,['Business', 'Computers', 'Sports', 'Reference'],['Business']
15752,['Shopping', 'Sports', 'Business', 'Society'],['Shopping']
48884,['Business', 'Computers', 'Recreation', 'Sports'],['Business']
46420,['Business', 'Shopping', 'Health', 'Sports'],['Business']
17050,['Sports', 'Business', 'Society', 'Arts'],['Business']
42119,['Shopping', 'Arts', 'Adult', 'Business'],['Arts']
2872,['Health', 'Reference', 'Science', 'Sports'],['Shopping']
45364,['Business', 'Shopping', 'Recreation', 'Sports'],['Shopping']
40794,['Health', 'Society', 'Business', 'Adult'],['Shopping']
41634,['Arts', 'Shopping', 'Recreation', 'Business'],['Computers']
38891,['Sports', 'Recreation', 'Business', 'Society'],['Recreation']
53547,['Recreation', 'Health', 'Computers', 'Science'],['Computers']
17992,['Reference', 'Computers', 'Business', 'Adult'],['Shopping']
7820,['Sports', 'Health', 'Recreation', 'Computers'],['Arts']
11584,['Shopping', 'Sports', 'Society', 'Business'],['Shopping']
23320,['Society', 'Health', 'Reference', 'Computers'],['Computers']
51697,['Business', 'Computers', 'Arts', 'Shopping'],['Business']
39748,['Recreation', 'Business', 'Society', 'Reference'],['Recreation']
38077,['Sports', 'Society', 'Computers', 'Shopping'],['Sports']
43155,['Computers', 'Reference', 'Science', 'Arts'],['Computers']
54326,['Sports', 'Society', 'Shopping', 'Business'],['Business']
49868,['Business', 'Shopping', 'Computers', 'Science'],['Shopping']
2253,['Recreation', 'Arts', 'Sports', 'Society'],['Shopping']
37497,['Business', 'Computers', 'Shopping', 'Health'],['Shopping']
41014,['Business', 'Games', 'Recreation', 'Computers'],['Arts']
39206,['Shopping', 'Business', 'Arts', 'Computers'],['Shopping']
14497,['Arts', 'Shopping', 'Recreation', 'Games'],['Recreation', 'Society']
53999,['Business', 'Shopping', 'Computers', 'Arts'],['Shopping']
52216,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
38607,['Arts', 'Society', 'Sports', 'Shopping'],['Business']
4437,['Sports', 'Arts', 'Society', 'Recreation'],['Sports']
59039,['Arts', 'Recreation', 'Society', 'Reference'],['Arts']
4300,['Games', 'Computers', 'Health', 'Recreation'],['Arts']
9228,['Games', 'Arts', 'Science', 'Business'],['Computers']
10723,['Arts', 'Sports', 'Recreation', 'Business'],['Recreation']
36274,['Computers', 'Reference', 'Recreation', 'Science'],['Computers']
7006,['Computers', 'Arts', 'Recreation', 'Adult'],['Business']
27228,['Arts', 'Computers', 'Recreation', 'Business'],['Computers']
43872,['Arts', 'Shopping', 'Sports', 'Health'],['Shopping']
13765,['Recreation', 'Health', 'Adult', 'Reference'],['Recreation']
7095,['Sports', 'Business', 'Shopping', 'Health'],['Business']
35579,['Health', 'Sports', 'Society', 'Shopping'],['Shopping']
2206,['Society', 'Shopping', 'Recreation', 'Health'],['Sports']
3417,['Business', 'Arts', 'Sports', 'Health'],['Business']
50566,['Arts', 'Business', 'Computers', 'Health'],['Business']
3270,['Sports', 'Society', 'Health', 'Shopping'],['Society']
49019,['Recreation', 'Science', 'Sports', 'Reference'],['Recreation']
13203,['Sports', 'Society', 'Arts', 'Shopping'],['Sports']
54303,['Society', 'Shopping', 'Science', 'Health'],['Recreation']
33546,['Arts', 'Society', 'Shopping', 'Computers'],['Shopping']
9372,['Shopping', 'Society', 'Sports', 'Arts'],['Business']
20263,['Business', 'Health', 'Reference', 'Shopping'],['Business']
40625,['Computers', 'Business', 'Arts', 'Games'],['Recreation']
53263,['Science', 'Health', 'Computers', 'Reference'],['Computers']
47588,['Recreation', 'Science', 'Sports', 'Reference'],['Recreation']
32238,['Business', 'Computers', 'Sports', 'Society'],['Business']
11084,['Shopping', 'Arts', 'Sports', 'Business'],['Computers']
50142,['Arts', 'Reference', 'Society', 'Shopping'],['Arts']
46113,['Business', 'Computers', 'Shopping', 'Recreation'],['Business']
