ref id,Predicted,Actual
44778,['Society', 'Health', 'Business', 'Reference'],['Society']
10327,['Business', 'Computers', 'Sports', 'Society'],['Computers']
30343,['Business', 'Society', 'Recreation', 'Computers'],['Business']
15698,['Arts', 'Shopping', 'Recreation', 'Sports'],['Shopping']
57240,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
3523,['Reference', 'Sports', 'Society', 'Shopping'],['Arts']
8662,['Society', 'Reference', 'Arts', 'Science'],['Science']
48642,['Recreation', 'Adult', 'Games', 'Computers'],['Recreation']
31187,['Arts', 'Recreation', 'Reference', 'Games'],['Computers']
14424,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
58370,['Business', 'Society', 'Computers', 'Sports'],['Business']
14165,['Reference', 'Health', 'Arts', 'Science'],['Arts']
12427,['Shopping', 'Society', 'Computers', 'Games'],['Science']
11022,['Science', 'Computers', 'Business', 'Reference'],['Computers']
11517,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
5030,['Recreation', 'Games', 'Arts', 'Science'],['Recreation']
41222,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
37837,['Arts', 'Adult', 'Recreation', 'Society'],['Arts']
49814,['Sports', 'Games', 'Society', 'Arts'],['Sports']
50709,['Shopping', 'Computers', 'Business', 'Sports'],['Shopping']
12536,['Recreation', 'Arts', 'Science', 'Reference'],['Recreation']
22898,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
36672,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
12774,['Society', 'Computers', 'Science', 'Reference'],['Science']
14209,['Reference', 'Recreation', 'Science', 'Health'],['Recreation']
16055,['Reference', 'Recreation', 'Science', 'Health'],['Recreation']
54071,['Society', 'Sports', 'Arts', 'Shopping'],['Science']
48214,['Recreation', 'Games', 'Arts', 'Reference'],['Computers']
53076,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
20625,['Shopping', 'Society', 'Arts', 'Reference'],['Shopping']
22972,['Games', 'Recreation', 'Arts', 'Adult'],['Recreation']
43975,['Reference', 'Health', 'Society', 'Science'],['Sports']
2315,['Recreation', 'Games', 'Computers', 'Adult'],['Arts']
14241,['Arts', 'Recreation', 'Science', 'Health'],['Arts']
52994,['Business', 'Society', 'Computers', 'Health'],['Business']
1300,['Recreation', 'Games', 'Adult', 'Computers'],['Computers']
40908,['Adult', 'Arts', 'Games', 'Recreation'],['Arts']
15965,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
5679,['Business', 'Shopping', 'Society', 'Computers'],['Business']
41524,['Business', 'Computers', 'Society', 'Science'],['Business']
54713,['Business', 'Society', 'Sports', 'Science'],['Business']
38744,['Recreation', 'Games', 'Arts', 'Adult'],['Recreation']
30426,['Games', 'Recreation', 'Arts', 'Reference'],['Arts']
52642,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
24838,['Science', 'Society', 'Health', 'Business'],['Science']
35751,['Sports', 'Games', 'Computers', 'Arts'],['Sports']
36387,['Business', 'Shopping', 'Society', 'Computers'],['Business']
12534,['Reference', 'Recreation', 'Games', 'Science'],['Recreation']
22578,['Business', 'Computers', 'Society', 'Science'],['Business']
513,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
33668,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
20543,['Shopping', 'Adult', 'Society', 'Arts'],['Shopping']
51312,['Adult', 'Games', 'Recreation', 'Arts'],['Arts']
40167,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
48293,['Shopping', 'Arts', 'Computers', 'Games'],['Shopping']
24089,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
57155,['Science', 'Recreation', 'Computers', 'Games'],['Business']
52024,['Business', 'Computers', 'Society', 'Health'],['Business']
10872,['Games', 'Arts', 'Recreation', 'Society'],['Computers']
51024,['Business', 'Science', 'Computers', 'Health'],['Business']
16406,['Games', 'Recreation', 'Adult', 'Arts'],['Arts']
30583,['Arts', 'Society', 'Recreation', 'Health'],['Arts']
5277,['Shopping', 'Recreation', 'Games', 'Society'],['Shopping']
16817,['Computers', 'Recreation', 'Business', 'Games'],['Computers']
10283,['Shopping', 'Sports', 'Arts', 'Society'],['Shopping']
43746,['Sports', 'Society', 'Shopping', 'Computers'],['Business']
10456,['Business', 'Science', 'Society', 'Computers'],['Business']
20511,['Recreation', 'Health', 'Games', 'Sports'],['Arts']
11308,['Business', 'Society', 'Health', 'Sports'],['Sports']
55242,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
7574,['Science', 'Computers', 'Reference', 'Recreation'],['Computers']
10474,['Society', 'Sports', 'Shopping', 'Science'],['Shopping']
36821,['Shopping', 'Adult', 'Business', 'Society'],['Shopping']
33163,['Computers', 'Science', 'Reference', 'Health'],['Computers']
31986,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
47754,['Games', 'Recreation', 'Reference', 'Science'],['Arts']
39012,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
7028,['Games', 'Arts', 'Recreation', 'Sports'],['Arts']
16133,['Shopping', 'Sports', 'Society', 'Science'],['Business']
40623,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
39126,['Sports', 'Shopping', 'Business', 'Society'],['Shopping']
5486,['Shopping', 'Business', 'Society', 'Arts'],['Shopping']
34234,['Reference', 'Science', 'Recreation', 'Health'],['Arts']
55190,['Games', 'Computers', 'Adult', 'Business'],['Computers']
8181,['Shopping', 'Adult', 'Society', 'Business'],['Shopping']
13090,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
27555,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
46660,['Business', 'Computers', 'Science', 'Society'],['Business']
13918,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
38915,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
47936,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
2150,['Society', 'Health', 'Arts', 'Recreation'],['Business']
30501,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
51660,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
13803,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
38193,['Computers', 'Health', 'Science', 'Recreation'],['Computers']
48180,['Shopping', 'Arts', 'Sports', 'Society'],['Shopping']
13045,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
58598,['Business', 'Computers', 'Sports', 'Society'],['Computers']
30687,['Sports', 'Games', 'Recreation', 'Society'],['Sports']
36437,['Shopping', 'Recreation', 'Sports', 'Society'],['Shopping']
38301,['Business', 'Computers', 'Society', 'Science'],['Business']
37783,['Arts', 'Games', 'Recreation', 'Adult'],['Arts']
28482,['Computers', 'Recreation', 'Games', 'Reference'],['Computers']
27533,['Reference', 'Recreation', 'Games', 'Science'],['Computers']
36722,['Recreation', 'Games', 'Adult', 'Arts'],['Recreation']
35047,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
42042,['Shopping', 'Recreation', 'Business', 'Arts'],['Shopping']
29437,['Computers', 'Business', 'Recreation', 'Games'],['Computers']
53937,['Computers', 'Games', 'Recreation', 'Adult'],['Computers']
6748,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
36451,['Recreation', 'Games', 'Reference', 'Science'],['Games', 'Arts']
13946,['Business', 'Computers', 'Science', 'Health'],['Computers']
47292,['Shopping', 'Computers', 'Arts', 'Society'],['Computers']
2382,['Games', 'Recreation', 'Arts', 'Reference'],['Arts']
16455,['Sports', 'Shopping', 'Society', 'Science'],['Shopping']
32548,['Sports', 'Society', 'Games', 'Shopping'],['Sports']
52840,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
1318,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
8931,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
10758,['Computers', 'Society', 'Business', 'Science'],['Sports']
16160,['Shopping', 'Business', 'Computers', 'Games'],['Shopping']
28554,['Computers', 'Science', 'Business', 'Reference'],['Computers']
8314,['Sports', 'Society', 'Recreation', 'Games'],['Sports']
47274,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
24377,['Computers', 'Science', 'Recreation', 'Reference'],['Computers']
11188,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
48654,['Sports', 'Games', 'Shopping', 'Computers'],['Shopping']
25724,['Games', 'Computers', 'Recreation', 'Sports'],['Computers']
22655,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
41702,['Shopping', 'Adult', 'Recreation', 'Games'],['Recreation']
37264,['Shopping', 'Adult', 'Arts', 'Sports'],['Shopping']
810,['Sports', 'Shopping', 'Society', 'Adult'],['Sports']
39017,['Shopping', 'Arts', 'Computers', 'Games'],['Arts']
17368,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
22706,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
46873,['Health', 'Business', 'Science', 'Society'],['Shopping']
47171,['Sports', 'Shopping', 'Games', 'Business'],['Sports']
46806,['Business', 'Sports', 'Society', 'Shopping'],['Business']
14559,['Recreation', 'Computers', 'Science', 'Games'],['Recreation']
459,['Computers', 'Arts', 'Business', 'Reference'],['Computers']
43009,['Business', 'Society', 'Shopping', 'Computers'],['Business']
49262,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
51266,['Computers', 'Games', 'Recreation', 'Adult'],['Computers']
40347,['Business', 'Sports', 'Society', 'Shopping'],['Business']
16676,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
27873,['Shopping', 'Business', 'Computers', 'Recreation'],['Shopping']
45946,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
16337,['Business', 'Sports', 'Society', 'Shopping'],['Business']
5651,['Shopping', 'Arts', 'Society', 'Business'],['Shopping']
32589,['Shopping', 'Society', 'Adult', 'Computers'],['Shopping']
58034,['Business', 'Society', 'Health', 'Sports'],['Business']
29285,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
58906,['Reference', 'Science', 'Computers', 'Recreation'],['Computers']
51793,['Business', 'Shopping', 'Arts', 'Recreation'],['Arts']
24790,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
5058,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
50036,['Recreation', 'Adult', 'Games', 'Computers'],['Recreation']
6470,['Shopping', 'Society', 'Computers', 'Business'],['Shopping']
37746,['Arts', 'Computers', 'Recreation', 'Games'],['Arts']
57713,['Computers', 'Business', 'Science', 'Recreation'],['Computers']
34433,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
37679,['Shopping', 'Sports', 'Business', 'Adult'],['Shopping']
20299,['Adult', 'Games', 'Arts', 'Recreation'],['Arts']
3173,['Shopping', 'Recreation', 'Sports', 'Society'],['Recreation']
36562,['Recreation', 'Games', 'Science', 'Computers'],['Computers']
37141,['Sports', 'Shopping', 'Recreation', 'Games'],['Sports']
40594,['Computers', 'Business', 'Sports', 'Shopping'],['Shopping']
55174,['Society', 'Arts', 'Sports', 'Shopping'],['Shopping']
38345,['Recreation', 'Computers', 'Games', 'Science'],['Computers']
47085,['Recreation', 'Computers', 'Science', 'Games'],['Recreation']
12888,['Recreation', 'Arts', 'Reference', 'Games'],['Recreation']
27943,['Reference', 'Science', 'Recreation', 'Health'],['Recreation']
23687,['Games', 'Computers', 'Arts', 'Recreation'],['Computers']
34035,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
24662,['Shopping', 'Sports', 'Society', 'Adult'],['Computers']
58008,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
32412,['Business', 'Sports', 'Society', 'Shopping'],['Sports']
43131,['Recreation', 'Adult', 'Sports', 'Society'],['Recreation']
20237,['Arts', 'Recreation', 'Society', 'Reference'],['Arts']
4514,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
40873,['Shopping', 'Sports', 'Adult', 'Recreation'],['Shopping']
55412,['Shopping', 'Recreation', 'Society', 'Adult'],['Shopping']
47385,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation', 'Shopping']
57862,['Sports', 'Recreation', 'Shopping', 'Business'],['Sports']
17383,['Recreation', 'Computers', 'Science', 'Reference'],['Computers']
45494,['Recreation', 'Business', 'Games', 'Arts'],['Recreation']
14273,['Recreation', 'Business', 'Games', 'Arts'],['Recreation']
52551,['Shopping', 'Computers', 'Society', 'Games'],['Shopping']
5421,['Recreation', 'Games', 'Arts', 'Adult'],['Arts']
46208,['Arts', 'Games', 'Recreation', 'Adult'],['Arts']
17295,['Computers', 'Recreation', 'Games', 'Adult'],['Computers']
43195,['Business', 'Shopping', 'Society', 'Computers'],['Science', 'Business']
39538,['Business', 'Computers', 'Society', 'Sports'],['Shopping']
49829,['Computers', 'Sports', 'Society', 'Shopping'],['Computers']
6064,['Business', 'Sports', 'Society', 'Shopping'],['Business']
55420,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
27593,['Sports', 'Shopping', 'Games', 'Recreation'],['Sports']
33998,['Recreation', 'Adult', 'Games', 'Computers'],['Recreation']
6208,['Shopping', 'Society', 'Sports', 'Arts'],['Shopping']
15391,['Shopping', 'Sports', 'Society', 'Science'],['Business']
33773,['Computers', 'Arts', 'Recreation', 'Games'],['Computers']
35542,['Computers', 'Business', 'Sports', 'Society'],['Computers']
21484,['Computers', 'Business', 'Science', 'Sports'],['Computers']
27625,['Recreation', 'Games', 'Adult', 'Sports'],['Recreation']
43514,['Business', 'Science', 'Health', 'Recreation'],['Recreation']
34627,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
50270,['Business', 'Science', 'Computers', 'Shopping'],['Business']
54637,['Shopping', 'Business', 'Games', 'Recreation'],['Shopping']
57648,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
31292,['Reference', 'Science', 'Computers', 'Arts'],['Arts', 'Society']
40438,['Sports', 'Shopping', 'Adult', 'Society'],['Recreation']
35150,['Business', 'Sports', 'Society', 'Shopping'],['Business']
17557,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
31650,['Recreation', 'Adult', 'Games', 'Sports'],['Recreation']
23174,['Recreation', 'Games', 'Adult', 'Arts'],['Recreation']
28069,['Business', 'Health', 'Shopping', 'Society'],['Business']
48815,['Society', 'Sports', 'Shopping', 'Science'],['Shopping']
23932,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
29485,['Adult', 'Computers', 'Society', 'Arts'],['Computers']
42050,['Adult', 'Recreation', 'Games', 'Arts'],['Arts']
15627,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
42385,['Business', 'Computers', 'Shopping', 'Society'],['Business']
9212,['Computers', 'Business', 'Arts', 'Science'],['Computers']
41269,['Games', 'Recreation', 'Reference', 'Adult'],['Arts']
151,['Computers', 'Games', 'Arts', 'Adult'],['Computers']
53943,['Recreation', 'Games', 'Arts', 'Health'],['Recreation', 'Society']
17643,['Sports', 'Shopping', 'Society', 'Business'],['Business']
52854,['Computers', 'Science', 'Recreation', 'Games'],['Computers']
32715,['Arts', 'Recreation', 'Games', 'Adult'],['Arts']
51044,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
19253,['Recreation', 'Arts', 'Games', 'Computers'],['Arts']
52374,['Recreation', 'Reference', 'Business', 'Science'],['Recreation']
8589,['Sports', 'Games', 'Arts', 'Society'],['Sports']
59036,['Shopping', 'Business', 'Computers', 'Society'],['Shopping']
36122,['Science', 'Computers', 'Reference', 'Recreation'],['Computers']
39924,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
26489,['Recreation', 'Business', 'Science', 'Games'],['Recreation']
7918,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
26419,['Shopping', 'Computers', 'Business', 'Science'],['Business']
14717,['Arts', 'Recreation', 'Games', 'Adult'],['Arts']
49785,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
47081,['Reference', 'Science', 'Society', 'Arts'],['Computers']
58955,['Computers', 'Arts', 'Games', 'Recreation'],['Computers']
17340,['Shopping', 'Business', 'Adult', 'Recreation'],['Shopping']
23412,['Recreation', 'Games', 'Science', 'Reference'],['Recreation']
4824,['Society', 'Health', 'Science', 'Arts'],['Sports']
23329,['Society', 'Business', 'Computers', 'Health'],['Business']
39343,['Sports', 'Shopping', 'Games', 'Society'],['Sports']
43337,['Science', 'Computers', 'Reference', 'Recreation'],['Computers']
29543,['Shopping', 'Games', 'Recreation', 'Business'],['Shopping']
4007,['Sports', 'Society', 'Arts', 'Games'],['Sports']
9038,['Recreation', 'Shopping', 'Business', 'Sports'],['Recreation']
50948,['Science', 'Computers', 'Recreation', 'Reference'],['Computers']
7568,['Business', 'Health', 'Society', 'Computers'],['Business']
12418,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
34714,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
52728,['Computers', 'Reference', 'Recreation', 'Science'],['Computers']
39175,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
9460,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
3265,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
23136,['Recreation', 'Computers', 'Science', 'Reference'],['Computers']
46248,['Recreation', 'Arts', 'Business', 'Games'],['Recreation']
37696,['Health', 'Shopping', 'Society', 'Recreation'],['Shopping']
11581,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
25293,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
49841,['Sports', 'Shopping', 'Games', 'Arts'],['Sports']
32824,['Society', 'Sports', 'Business', 'Arts'],['Business']
17270,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
19732,['Computers', 'Reference', 'Science', 'Health'],['Computers']
51098,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
55493,['Reference', 'Science', 'Recreation', 'Health'],['Arts']
49321,['Shopping', 'Business', 'Arts', 'Recreation'],['Shopping']
30357,['Computers', 'Games', 'Science', 'Business'],['Computers']
1650,['Recreation', 'Games', 'Adult', 'Arts'],['Recreation']
50979,['Recreation', 'Arts', 'Reference', 'Games'],['Arts']
37361,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
3455,['Shopping', 'Sports', 'Society', 'Business'],['Business']
36269,['Sports', 'Adult', 'Games', 'Recreation'],['Sports']
21586,['Recreation', 'Reference', 'Games', 'Arts'],['Arts']
23400,['Sports', 'Shopping', 'Games', 'Recreation'],['Sports']
15230,['Arts', 'Reference', 'Society', 'Recreation'],['Arts']
5306,['Society', 'Adult', 'Recreation', 'Games'],['Sports']
2347,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
42500,['Recreation', 'Society', 'Sports', 'Arts'],['Recreation']
10253,['Reference', 'Recreation', 'Arts', 'Games'],['Arts']
5331,['Recreation', 'Adult', 'Arts', 'Games'],['Recreation']
40155,['Sports', 'Games', 'Arts', 'Recreation'],['Sports']
8887,['Shopping', 'Adult', 'Society', 'Sports'],['Shopping']
12652,['Shopping', 'Recreation', 'Society', 'Adult'],['Shopping']
28504,['Society', 'Shopping', 'Sports', 'Health'],['Shopping']
42883,['Sports', 'Games', 'Society', 'Shopping'],['Sports']
39949,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
17287,['Society', 'Sports', 'Business', 'Shopping'],['Business']
2828,['Recreation', 'Adult', 'Society', 'Arts'],['Recreation']
53331,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
43153,['Society', 'Arts', 'Sports', 'Shopping'],['Computers']
48509,['Shopping', 'Business', 'Society', 'Recreation'],['Shopping']
15234,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
24231,['Sports', 'Business', 'Shopping', 'Games'],['Business']
39879,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
12823,['Arts', 'Sports', 'Computers', 'Games'],['Sports']
14430,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
34531,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
34359,['Computers', 'Business', 'Science', 'Sports'],['Computers']
57668,['Recreation', 'Games', 'Computers', 'Adult'],['Recreation']
39846,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
52131,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
17483,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
25264,['Shopping', 'Business', 'Computers', 'Adult'],['Shopping']
51648,['Shopping', 'Society', 'Recreation', 'Business'],['Shopping']
25481,['Recreation', 'Games', 'Adult', 'Reference'],['Recreation']
24463,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
52208,['Society', 'Recreation', 'Sports', 'Health'],['Sports']
29955,['Sports', 'Recreation', 'Society', 'Shopping'],['Sports']
8449,['Sports', 'Games', 'Society', 'Recreation'],['Sports']
25116,['Business', 'Shopping', 'Health', 'Science'],['Sports']
41187,['Science', 'Computers', 'Reference', 'Recreation'],['Computers']
51022,['Recreation', 'Games', 'Reference', 'Science'],['Arts']
31335,['Recreation', 'Reference', 'Science', 'Games'],['Recreation']
34143,['Society', 'Shopping', 'Recreation', 'Sports'],['Shopping']
45916,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
55454,['Recreation', 'Science', 'Reference', 'Games'],['Recreation']
45908,['Business', 'Computers', 'Shopping', 'Society'],['Shopping']
42251,['Computers', 'Shopping', 'Business', 'Arts'],['Shopping']
38054,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
46875,['Business', 'Computers', 'Society', 'Sports'],['Business']
25394,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
42407,['Sports', 'Shopping', 'Games', 'Recreation'],['Sports']
17267,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
22545,['Recreation', 'Arts', 'Adult', 'Games'],['Recreation']
51583,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
39038,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
15590,['Computers', 'Reference', 'Science', 'Games'],['Computers']
9963,['Business', 'Society', 'Computers', 'Recreation'],['Shopping']
6819,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
57295,['Shopping', 'Business', 'Arts', 'Society'],['Shopping']
46141,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
26385,['Recreation', 'Computers', 'Science', 'Games'],['Computers']
3253,['Recreation', 'Games', 'Adult', 'Reference'],['Recreation']
36479,['Recreation', 'Society', 'Sports', 'Business'],['Recreation']
9377,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
35663,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
23443,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
29912,['Sports', 'Recreation', 'Society', 'Shopping'],['Recreation']
35216,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
31503,['Sports', 'Shopping', 'Society', 'Arts'],['Sports']
34447,['Business', 'Sports', 'Society', 'Shopping'],['Business']
7413,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
25756,['Shopping', 'Business', 'Recreation', 'Society'],['Shopping']
46916,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
1661,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
57664,['Recreation', 'Reference', 'Games', 'Science'],['Recreation']
57177,['Arts', 'Recreation', 'Games', 'Adult'],['Arts']
12982,['Sports', 'Recreation', 'Society', 'Games'],['Sports']
5885,['Shopping', 'Computers', 'Society', 'Adult'],['Shopping']
43590,['Recreation', 'Science', 'Reference', 'Games'],['Recreation']
57048,['Arts', 'Sports', 'Society', 'Shopping'],['Arts']
14724,['Shopping', 'Sports', 'Society', 'Science'],['Business']
30664,['Adult', 'Games', 'Recreation', 'Computers'],['Computers']
24951,['Recreation', 'Games', 'Reference', 'Science'],['Recreation']
50015,['Games', 'Computers', 'Science', 'Recreation'],['Computers']
7460,['Recreation', 'Computers', 'Games', 'Science'],['Computers']
4701,['Computers', 'Science', 'Business', 'Reference'],['Computers']
30463,['Recreation', 'Sports', 'Shopping', 'Society'],['Recreation', 'Shopping']
11869,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
29623,['Arts', 'Games', 'Computers', 'Recreation'],['Computers']
30398,['Games', 'Sports', 'Shopping', 'Arts'],['Sports']
27256,['Shopping', 'Sports', 'Society', 'Science'],['Shopping']
51057,['Computers', 'Science', 'Recreation', 'Games'],['Computers']
27222,['Science', 'Recreation', 'Reference', 'Business'],['Recreation', 'Society']
31869,['Business', 'Computers', 'Science', 'Health'],['Business']
12784,['Shopping', 'Sports', 'Society', 'Science'],['Business']
40370,['Business', 'Computers', 'Science', 'Sports'],['Business']
28150,['Computers', 'Business', 'Games', 'Society'],['Sports']
24966,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
40996,['Computers', 'Science', 'Recreation', 'Business'],['Arts']
38746,['Business', 'Computers', 'Sports', 'Society'],['Business']
15752,['Shopping', 'Society', 'Arts', 'Business'],['Shopping']
48884,['Business', 'Computers', 'Science', 'Sports'],['Business']
46420,['Business', 'Computers', 'Sports', 'Society'],['Business']
17050,['Business', 'Computers', 'Shopping', 'Science'],['Business']
42119,['Shopping', 'Adult', 'Sports', 'Society'],['Arts']
2872,['Reference', 'Health', 'Science', 'Sports'],['Shopping']
45364,['Shopping', 'Business', 'Sports', 'Society'],['Shopping']
40794,['Business', 'Computers', 'Society', 'Shopping'],['Shopping']
41634,['Recreation', 'Games', 'Computers', 'Adult'],['Computers']
38891,['Recreation', 'Games', 'Adult', 'Society'],['Recreation']
53547,['Science', 'Recreation', 'Computers', 'Business'],['Computers']
17992,['Business', 'Shopping', 'Computers', 'Science'],['Shopping']
7820,['Arts', 'Games', 'Recreation', 'Reference'],['Arts']
11584,['Shopping', 'Society', 'Sports', 'Recreation'],['Shopping']
23320,['Games', 'Recreation', 'Health', 'Science'],['Computers']
51697,['Shopping', 'Business', 'Computers', 'Society'],['Business']
39748,['Health', 'Recreation', 'Reference', 'Science'],['Recreation']
38077,['Sports', 'Society', 'Shopping', 'Arts'],['Sports']
43155,['Science', 'Reference', 'Computers', 'Recreation'],['Computers']
54326,['Shopping', 'Business', 'Society', 'Sports'],['Business']
49868,['Shopping', 'Business', 'Computers', 'Sports'],['Shopping']
2253,['Shopping', 'Business', 'Recreation', 'Adult'],['Shopping']
37497,['Shopping', 'Business', 'Science', 'Computers'],['Shopping']
41014,['Computers', 'Science', 'Business', 'Recreation'],['Arts']
39206,['Shopping', 'Business', 'Society', 'Sports'],['Shopping']
14497,['Recreation', 'Games', 'Reference', 'Science'],['Recreation', 'Society']
53999,['Business', 'Shopping', 'Computers', 'Science'],['Shopping']
52216,['Shopping', 'Society', 'Business', 'Recreation'],['Shopping']
38607,['Shopping', 'Sports', 'Computers', 'Adult'],['Business']
4437,['Society', 'Sports', 'Computers', 'Games'],['Sports']
59039,['Adult', 'Arts', 'Recreation', 'Games'],['Arts']
4300,['Games', 'Recreation', 'Reference', 'Arts'],['Arts']
9228,['Computers', 'Science', 'Reference', 'Recreation'],['Computers']
10723,['Recreation', 'Games', 'Adult', 'Reference'],['Recreation']
36274,['Science', 'Reference', 'Computers', 'Recreation'],['Computers']
7006,['Business', 'Computers', 'Society', 'Science'],['Business']
27228,['Business', 'Computers', 'Science', 'Recreation'],['Computers']
43872,['Sports', 'Society', 'Shopping', 'Business'],['Shopping']
13765,['Health', 'Recreation', 'Science', 'Reference'],['Recreation']
7095,['Business', 'Shopping', 'Computers', 'Recreation'],['Business']
35579,['Computers', 'Science', 'Business', 'Reference'],['Shopping']
2206,['Sports', 'Adult', 'Shopping', 'Society'],['Sports']
3417,['Business', 'Computers', 'Society', 'Sports'],['Business']
50566,['Business', 'Society', 'Computers', 'Sports'],['Business']
3270,['Society', 'Arts', 'Sports', 'Health'],['Society']
49019,['Recreation', 'Sports', 'Society', 'Shopping'],['Recreation']
13203,['Sports', 'Society', 'Shopping', 'Science'],['Sports']
54303,['Recreation', 'Games', 'Adult', 'Society'],['Recreation']
33546,['Shopping', 'Business', 'Health', 'Sports'],['Shopping']
9372,['Business', 'Society', 'Computers', 'Sports'],['Business']
