22529, predicted: ['Kids', 'Arts'], actual: Recreation
47077, predicted: ['Society', 'Kids'], actual: Arts
14310, predicted: ['Computers', 'Arts'], actual: Games
14311, predicted: ['Computers', 'Arts'], actual: Games
26620, predicted: ['Business', 'Sports'], actual: Regional
14314, predicted: ['Computers', 'Science'], actual: Games
52903, predicted: ['Society', 'Reference'], actual: Games
19094, predicted: ['Games', 'Recreation'], actual: Kids
1295, predicted: ['Arts', 'Kids'], actual: Reference
2036, predicted: ['Arts', 'Recreation'], actual: Adult
26613, predicted: ['Sports', 'Kids'], actual: Regional
58375, predicted: ['Society', 'Arts'], actual: Science
10233, predicted: ['Reference', 'News'], actual: Business
28339, predicted: ['Society', 'Home'], actual: Science
47100, predicted: ['Sports', 'Arts'], actual: Shopping
