49773, predicted: ['Business', 'Computers', 'Society'], actual: Business
5369, predicted: ['Arts', 'Kids', 'Games'], actual: Arts
5376, predicted: ['Business', 'Arts', 'Recreation'], actual: Arts
5380, predicted: ['Recreation', 'Arts', 'Science'], actual: Arts
5402, predicted: ['Arts', 'Recreation', 'Business'], actual: Arts
5428, predicted: ['Computers', 'Arts', 'Business'], actual: Arts
5436, predicted: ['Recreation', 'Business', 'Arts'], actual: Arts
5439, predicted: ['Recreation', 'Business', 'Arts'], actual: Arts
5462, predicted: ['Shopping', 'Computers', 'Arts'], actual: Arts
5463, predicted: ['Arts', 'Reference', 'Recreation'], actual: Arts
5497, predicted: ['Arts', 'Computers', 'Recreation'], actual: Arts
5504, predicted: ['Recreation', 'Arts', 'Business'], actual: Arts
5510, predicted: ['News', 'Arts', 'Recreation'], actual: Arts
5548, predicted: ['Recreation', 'Arts', 'Health'], actual: Arts
5559, predicted: ['News', 'Arts', 'Business'], actual: Arts
5562, predicted: ['Business', 'Computers', 'Arts'], actual: Arts
5574, predicted: ['Arts', 'Recreation', 'Business'], actual: Arts
5576, predicted: ['Recreation', 'Arts', 'Business'], actual: Arts
5587, predicted: ['Health', 'Arts', 'Recreation'], actual: Arts
5592, predicted: ['News', 'Health', 'Arts'], actual: Arts
5595, predicted: ['News', 'Arts', 'Recreation'], actual: Arts
6, predicted: ['Adult', 'Society', 'Recreation'], actual: Adult
77, predicted: ['Adult', 'Recreation', 'Computers'], actual: Adult
89, predicted: ['Adult', 'Arts', 'Business'], actual: Adult
97, predicted: ['Adult', 'Recreation', 'Computers'], actual: Adult
107, predicted: ['Adult', 'Arts', 'Recreation'], actual: Adult
118, predicted: ['Adult', 'Shopping', 'Computers'], actual: Adult
125, predicted: ['Business', 'Recreation', 'Arts'], actual: Arts
140, predicted: ['News', 'Arts', 'Business'], actual: News
154, predicted: ['Arts', 'Computers', 'Recreation'], actual: Arts
160, predicted: ['Recreation', 'News', 'Arts'], actual: Arts
162, predicted: ['News', 'Arts', 'Recreation'], actual: Arts
175, predicted: ['Business', 'Computers', 'News'], actual: Business
198, predicted: ['Home', 'Business', 'Science'], actual: Home
217, predicted: ['News', 'Arts', 'Business'], actual: Arts
235, predicted: ['News', 'Arts', 'Regional'], actual: Arts
255, predicted: ['Computers', 'News', 'Business'], actual: News
268, predicted: ['Business', 'Recreation', 'Arts'], actual: Business
272, predicted: ['Business', 'Computers', 'Science'], actual: Computers
278, predicted: ['Recreation', 'Business', 'Computers'], actual: Recreation
284, predicted: ['Computers', 'Business', 'Recreation'], actual: Business
287, predicted: ['Computers', 'Business', 'Recreation'], actual: Business
310, predicted: ['Arts', 'Business', 'Recreation'], actual: Business
313, predicted: ['Business', 'Arts', 'Recreation'], actual: Business
320, predicted: ['Business', 'Computers', 'Shopping'], actual: Business
324, predicted: ['Computers', 'Business', 'Recreation'], actual: Business
366, predicted: ['Business', 'Recreation', 'Computers'], actual: Computers
371, predicted: ['Computers', 'Recreation', 'Arts'], actual: Computers
394, predicted: ['Business', 'Computers', 'Arts'], actual: Computers
396, predicted: ['Business', 'Computers', 'Shopping'], actual: Computers
431, predicted: ['Games', 'Computers', 'Sports'], actual: Games
432, predicted: ['Games', 'Computers', 'Arts'], actual: Games
442, predicted: ['Games', 'Computers', 'Arts'], actual: Games
446, predicted: ['Games', 'Computers', 'Sports'], actual: Sports
466, predicted: ['Computers', 'Arts', 'Games'], actual: Games
482, predicted: ['Games', 'Kids', 'Arts'], actual: Games
527, predicted: ['Arts', 'Games', 'Business'], actual: Games
529, predicted: ['Games', 'Arts', 'Computers'], actual: Games
531, predicted: ['Games', 'Kids', 'Arts'], actual: Games
534, predicted: ['Shopping', 'Games', 'Arts'], actual: Games
541, predicted: ['Health', 'Kids', 'News'], actual: Health
554, predicted: ['Home', 'Health', 'Business'], actual: Health
561, predicted: ['Health', 'Business', 'Home'], actual: Health
579, predicted: ['Shopping', 'Business', 'Health'], actual: Health
592, predicted: ['Health', 'Business', 'Reference'], actual: Health
622, predicted: ['Health', 'Business', 'Kids'], actual: Health
628, predicted: ['Health', 'Business', 'Computers'], actual: Health
632, predicted: ['Health', 'News', 'Recreation'], actual: Health
662, predicted: ['Health', 'Business', 'Kids'], actual: Health
670, predicted: ['Health', 'Business', 'Computers'], actual: Health
676, predicted: ['Health', 'Business', 'Science'], actual: Health
709, predicted: ['Computers', 'Recreation', 'Business'], actual: Computers
716, predicted: ['Business', 'Health', 'Home'], actual: Home
720, predicted: ['Home', 'Business', 'Arts'], actual: Home
721, predicted: ['Home', 'Business', 'Health'], actual: Home
729, predicted: ['Home', 'Business', 'Health'], actual: Home
747, predicted: ['Home', 'Business', 'Kids'], actual: Home
756, predicted: ['Home', 'Business', 'Shopping'], actual: Home
771, predicted: ['Computers', 'Recreation', 'Science'], actual: Recreation
777, predicted: ['Reference', 'Home', 'Science'], actual: Home
798, predicted: ['Home', 'Health', 'Business'], actual: Home
829, predicted: ['Sports', 'Kids', 'Games'], actual: Kids
835, predicted: ['Science', 'Computers', 'Kids'], actual: Kids
839, predicted: ['Games', 'Computers', 'Arts'], actual: Computers
843, predicted: ['Arts', 'Business', 'Kids'], actual: Kids
847, predicted: ['Shopping', 'Recreation', 'Business'], actual: Recreation
856, predicted: ['Science', 'Recreation', 'Reference'], actual: Reference
937, predicted: ['News', 'Sports', 'Business'], actual: News
942, predicted: ['News', 'Arts', 'Business'], actual: News
960, predicted: ['Business', 'Arts', 'News'], actual: News
969, predicted: ['News', 'Business', 'Regional'], actual: News
989, predicted: ['Business', 'News', 'Arts'], actual: News
1002, predicted: ['News', 'Sports', 'Arts'], actual: News
1022, predicted: ['News', 'Arts', 'Health'], actual: News
1052, predicted: ['Business', 'Recreation', 'Arts'], actual: Recreation
1058, predicted: ['News', 'Arts', 'Business'], actual: News
1060, predicted: ['Arts', 'News', 'Kids'], actual: News
1076, predicted: ['Business', 'News', 'Computers'], actual: News
1088, predicted: ['News', 'Business', 'Arts'], actual: News
1130, predicted: ['Recreation', 'Business', 'Games'], actual: Recreation
1139, predicted: ['Recreation', 'Business', 'Home'], actual: Recreation
1143, predicted: ['Computers', 'Business', 'Recreation'], actual: Recreation
1167, predicted: ['Arts', 'News', 'Recreation'], actual: Recreation
1175, predicted: ['Recreation', 'News', 'Computers'], actual: Recreation
1187, predicted: ['Recreation', 'Computers', 'Arts'], actual: Recreation
1190, predicted: ['Recreation', 'Business', 'Shopping'], actual: Recreation
1194, predicted: ['Business', 'Computers', 'Recreation'], actual: Recreation
1213, predicted: ['Computers', 'Reference', 'Arts'], actual: Reference
1215, predicted: ['Reference', 'Health', 'Science'], actual: Reference
1216, predicted: ['Reference', 'Computers', 'Health'], actual: Reference
1225, predicted: ['Reference', 'Arts', 'Health'], actual: Reference
1232, predicted: ['Computers', 'Business', 'Reference'], actual: Computers
1235, predicted: ['Reference', 'Computers', 'Science'], actual: Reference
1245, predicted: ['Health', 'Science', 'Reference'], actual: Reference
1247, predicted: ['Reference', 'Computers', 'Science'], actual: Reference
1276, predicted: ['Reference', 'Computers', 'Health'], actual: Reference
1325, predicted: ['Science', 'Reference', 'Computers'], actual: Reference
1343, predicted: ['Computers', 'Reference', 'Science'], actual: Reference
1352, predicted: ['Shopping', 'Regional', 'Business'], actual: Shopping
1382, predicted: ['Shopping', 'Regional', 'Business'], actual: Shopping
1412, predicted: ['Computers', 'Science', 'Business'], actual: Science
1451, predicted: ['Science', 'Health', 'Computers'], actual: Science
1460, predicted: ['Computers', 'Business', 'Shopping'], actual: Business
1481, predicted: ['Science', 'Computers', 'Reference'], actual: Science
1496, predicted: ['Shopping', 'Regional', 'Business'], actual: Shopping
1500, predicted: ['Shopping', 'Business', 'Recreation'], actual: Shopping
1510, predicted: ['Shopping', 'Arts', 'Business'], actual: Shopping
1537, predicted: ['Shopping', 'Business', 'Recreation'], actual: Shopping
1542, predicted: ['Arts', 'Shopping', 'Business'], actual: Shopping
1545, predicted: ['Arts', 'Shopping', 'Business'], actual: Shopping
1547, predicted: ['Shopping', 'Business', 'Arts'], actual: Shopping
1581, predicted: ['Shopping', 'Business', 'Regional'], actual: Shopping
1605, predicted: ['Shopping', 'Business', 'Regional'], actual: Shopping
1606, predicted: ['Business', 'Recreation', 'Shopping'], actual: Business
1612, predicted: ['Business', 'Shopping', 'Home'], actual: Shopping
1699, predicted: ['Computers', 'Business', 'Society'], actual: Society
1709, predicted: ['Shopping', 'Society', 'Recreation'], actual: Society
1724, predicted: ['Sports', 'Kids', 'Business'], actual: Sports
1727, predicted: ['Sports', 'Shopping', 'Business'], actual: Sports
1735, predicted: ['Sports', 'Kids', 'Games'], actual: Sports
1749, predicted: ['Sports', 'Regional', 'Kids'], actual: Sports
1777, predicted: ['Sports', 'News', 'Regional'], actual: Sports
1823, predicted: ['Sports', 'Computers', 'Business'], actual: Sports
1825, predicted: ['Sports', 'Business', 'Health'], actual: Sports
1831, predicted: ['Sports', 'Kids', 'Regional'], actual: Sports
1836, predicted: ['Sports', 'Kids', 'Regional'], actual: Sports
1840, predicted: ['News', 'Business', 'Arts'], actual: News
1846, predicted: ['Sports', 'News', 'Regional'], actual: Sports
1912, predicted: ['Adult', 'Computers', 'News'], actual: Adult
1982, predicted: ['Adult', 'Shopping', 'Computers'], actual: Adult
1983, predicted: ['Adult', 'Business', 'Computers'], actual: Adult
1992, predicted: ['Adult', 'Recreation', 'Computers'], actual: Adult
1995, predicted: ['Adult', 'Recreation', 'Arts'], actual: Adult
2012, predicted: ['Adult', 'Computers', 'Recreation'], actual: Adult
2013, predicted: ['Adult', 'Arts', 'Computers'], actual: Adult
2020, predicted: ['Adult', 'Society', 'Kids'], actual: Adult
2032, predicted: ['Business', 'Adult', 'Health'], actual: Adult
2036, predicted: ['Computers', 'Adult', 'Recreation'], actual: Adult
2113, predicted: ['Adult', 'Shopping', 'Computers'], actual: Adult
2118, predicted: ['Adult', 'Recreation', 'Business'], actual: Adult
2122, predicted: ['Adult', 'Computers', 'Recreation'], actual: Adult
2127, predicted: ['Adult', 'Computers', 'Shopping'], actual: Adult
2167, predicted: ['Adult', 'Computers', 'Recreation'], actual: Adult
2180, predicted: ['Adult', 'Society', 'Computers'], actual: Adult
2240, predicted: ['Adult', 'Recreation', 'Arts'], actual: Adult
2242, predicted: ['Adult', 'Computers', 'Recreation'], actual: Adult
2245, predicted: ['Adult', 'Computers', 'Recreation'], actual: Adult
2251, predicted: ['Adult', 'Arts', 'Recreation'], actual: Adult
2301, predicted: ['Adult', 'Society', 'Kids'], actual: Adult
2305, predicted: ['Adult', 'Recreation', 'Health'], actual: Adult
2315, predicted: ['Recreation', 'Adult', 'Arts'], actual: Adult
2317, predicted: ['Adult', 'Computers', 'Recreation'], actual: Adult
2321, predicted: ['Adult', 'Health', 'Computers'], actual: Adult
2330, predicted: ['Adult', 'Society', 'Kids'], actual: Adult
2331, predicted: ['Adult', 'Society', 'News'], actual: Adult
2342, predicted: ['Adult', 'Arts', 'Computers'], actual: Adult
2368, predicted: ['Adult', 'Computers', 'Shopping'], actual: Adult
2395, predicted: ['Adult', 'Shopping', 'Computers'], actual: Adult
2399, predicted: ['Adult', 'Shopping', 'Business'], actual: Adult
2401, predicted: ['Adult', 'Shopping', 'Computers'], actual: Adult
2449, predicted: ['Adult', 'Health', 'Home'], actual: Adult
2464, predicted: ['Adult', 'Computers', 'Recreation'], actual: Adult
2468, predicted: ['Adult', 'Recreation', 'Computers'], actual: Adult
2471, predicted: ['Adult', 'Health', 'Recreation'], actual: Adult
2490, predicted: ['Adult', 'Shopping', 'Computers'], actual: Adult
2493, predicted: ['Adult', 'Computers', 'News'], actual: Adult
2525, predicted: ['Shopping', 'Adult', 'Business'], actual: Adult
2526, predicted: ['Adult', 'Business', 'Shopping'], actual: Adult
2529, predicted: ['Adult', 'Kids', 'Arts'], actual: Adult
2587, predicted: ['Adult', 'Shopping', 'Computers'], actual: Adult
2606, predicted: ['Adult', 'Shopping', 'Society'], actual: Adult
2628, predicted: ['Adult', 'Health', 'Arts'], actual: Adult
2678, predicted: ['Health', 'Science', 'Business'], actual: Science
2700, predicted: ['Adult', 'Recreation', 'Arts'], actual: Adult
2712, predicted: ['Adult', 'Computers', 'Business'], actual: Adult
2740, predicted: ['Adult', 'Recreation', 'Computers'], actual: Adult
2764, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
2779, predicted: ['Arts', 'Reference', 'Computers'], actual: Arts
2789, predicted: ['Arts', 'News', 'Computers'], actual: Arts
2794, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
2807, predicted: ['Arts', 'Computers', 'Games'], actual: Arts
2808, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
2823, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
2840, predicted: ['Games', 'Arts', 'Computers'], actual: Arts
2851, predicted: ['Arts', 'Kids', 'Adult'], actual: Arts
2855, predicted: ['Recreation', 'Computers', 'Arts'], actual: Arts
2891, predicted: ['Recreation', 'Business', 'Arts'], actual: Arts
2896, predicted: ['Recreation', 'Arts', 'Society'], actual: Arts
2908, predicted: ['Recreation', 'Computers', 'Arts'], actual: Arts
2943, predicted: ['Recreation', 'Home', 'Arts'], actual: Arts
2969, predicted: ['Recreation', 'Arts', 'Science'], actual: Arts
3013, predicted: ['Recreation', 'News', 'Arts'], actual: Arts
3018, predicted: ['Arts', 'Reference', 'Kids'], actual: Arts
3025, predicted: ['Arts', 'Reference', 'Shopping'], actual: Arts
3034, predicted: ['Games', 'Arts', 'Computers'], actual: Arts
3048, predicted: ['Arts', 'Shopping', 'Reference'], actual: Arts
3052, predicted: ['Arts', 'Recreation', 'Reference'], actual: Arts
3062, predicted: ['Arts', 'Recreation', 'Kids'], actual: Arts
3066, predicted: ['Arts', 'Recreation', 'Reference'], actual: Arts
3075, predicted: ['Recreation', 'Arts', 'Reference'], actual: Arts
3092, predicted: ['Arts', 'Recreation', 'Reference'], actual: Arts
3096, predicted: ['Arts', 'News', 'Reference'], actual: Arts
3114, predicted: ['News', 'Recreation', 'Arts'], actual: Arts
3117, predicted: ['Computers', 'Shopping', 'Arts'], actual: Arts
3145, predicted: ['Computers', 'Recreation', 'Arts'], actual: Arts
3163, predicted: ['Computers', 'Arts', 'Recreation'], actual: Arts
3169, predicted: ['Arts', 'Shopping', 'Reference'], actual: Arts
3194, predicted: ['Arts', 'Recreation', 'Business'], actual: Arts
3197, predicted: ['Shopping', 'Arts', 'Computers'], actual: Arts
3213, predicted: ['Computers', 'Arts', 'Recreation'], actual: Arts
3223, predicted: ['Arts', 'News', 'Reference'], actual: Arts
3233, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
3261, predicted: ['Reference', 'Arts', 'Science'], actual: Arts
3265, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
3278, predicted: ['Science', 'Reference', 'Arts'], actual: Arts
3314, predicted: ['Arts', 'Business', 'Recreation'], actual: Arts
3336, predicted: ['Arts', 'Computers', 'Business'], actual: Arts
3346, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
3348, predicted: ['Recreation', 'Arts', 'Computers'], actual: Arts
3351, predicted: ['Recreation', 'Business', 'Arts'], actual: Arts
3376, predicted: ['Computers', 'Games', 'Arts'], actual: Arts
3395, predicted: ['Arts', 'Recreation', 'Games'], actual: Arts
3417, predicted: ['Arts', 'Business', 'Recreation'], actual: Arts
3451, predicted: ['Business', 'Arts', 'Shopping'], actual: Arts
3582, predicted: ['Recreation', 'Arts', 'Business'], actual: Arts
3599, predicted: ['Arts', 'Computers', 'Business'], actual: Arts
3614, predicted: ['Shopping', 'Business', 'Arts'], actual: Arts
3646, predicted: ['Arts', 'News', 'Computers'], actual: Arts
3665, predicted: ['Business', 'Arts', 'Recreation'], actual: Arts
3679, predicted: ['Recreation', 'Arts', 'Business'], actual: Arts
3720, predicted: ['Arts', 'News', 'Recreation'], actual: Arts
3744, predicted: ['Arts', 'Computers', 'Games'], actual: Arts
3763, predicted: ['Arts', 'Reference', 'Recreation'], actual: Arts
3766, predicted: ['Arts', 'Reference', 'Kids'], actual: Arts
3769, predicted: ['Arts', 'Reference', 'Kids'], actual: Arts
3785, predicted: ['Arts', 'Society', 'Computers'], actual: Arts
3791, predicted: ['Arts', 'Reference', 'Kids'], actual: Arts
3794, predicted: ['Arts', 'Reference', 'Kids'], actual: Arts
3799, predicted: ['Shopping', 'Arts', 'Society'], actual: Arts
3801, predicted: ['News', 'Arts', 'Business'], actual: Arts
3863, predicted: ['Arts', 'Reference', 'Computers'], actual: Arts
3908, predicted: ['Arts', 'Business', 'Science'], actual: Arts
3928, predicted: ['Arts', 'Computers', 'Reference'], actual: Arts
3946, predicted: ['Computers', 'Games', 'Arts'], actual: Arts
3959, predicted: ['Arts', 'Reference', 'News'], actual: Arts
3964, predicted: ['Business', 'Arts', 'Home'], actual: Arts
3986, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
4002, predicted: ['Arts', 'Computers', 'Business'], actual: Arts
4029, predicted: ['Arts', 'Recreation', 'Computers'], actual: Arts
4046, predicted: ['Recreation', 'Arts', 'Home'], actual: Arts
4070, predicted: ['Computers', 'Arts', 'Business'], actual: Arts
4081, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
4106, predicted: ['Arts', 'Shopping', 'Business'], actual: Arts
4127, predicted: ['Recreation', 'Science', 'Arts'], actual: Arts
4140, predicted: ['Recreation', 'Arts', 'Computers'], actual: Arts
4148, predicted: ['Arts', 'Recreation', 'Computers'], actual: Arts
4153, predicted: ['Computers', 'Games', 'Arts'], actual: Arts
4159, predicted: ['Computers', 'Games', 'Arts'], actual: Arts
4164, predicted: ['Computers', 'Arts', 'Games'], actual: Arts
4166, predicted: ['Computers', 'Arts', 'Kids'], actual: Arts
4211, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
4215, predicted: ['Recreation', 'Computers', 'Arts'], actual: Arts
4222, predicted: ['Science', 'Recreation', 'Arts'], actual: Arts
4247, predicted: ['Recreation', 'Arts', 'Health'], actual: Arts
4252, predicted: ['Recreation', 'Arts', 'Business'], actual: Arts
4303, predicted: ['Computers', 'Arts', 'Recreation'], actual: Arts
4318, predicted: ['Arts', 'Reference', 'Kids'], actual: Arts
4461, predicted: ['Recreation', 'Arts', 'Science'], actual: Arts
4469, predicted: ['Arts', 'News', 'Kids'], actual: Arts
4481, predicted: ['Shopping', 'Arts', 'Society'], actual: Arts
4485, predicted: ['Arts', 'Recreation', 'Reference'], actual: Arts
4487, predicted: ['Recreation', 'Computers', 'Arts'], actual: Arts
4502, predicted: ['Adult', 'Recreation', 'Arts'], actual: Arts
4515, predicted: ['Recreation', 'Business', 'Arts'], actual: Arts
4523, predicted: ['Recreation', 'Arts', 'Games'], actual: Arts
4533, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
4536, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
4540, predicted: ['Business', 'Recreation', 'Arts'], actual: Arts
4560, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
4566, predicted: ['Computers', 'Business', 'Arts'], actual: Arts
4582, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
4591, predicted: ['Arts', 'Kids', 'Adult'], actual: Arts
4596, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
4604, predicted: ['Computers', 'Business', 'Arts'], actual: Arts
4659, predicted: ['Society', 'Arts', 'Recreation'], actual: Arts
4686, predicted: ['Arts', 'Reference', 'Shopping'], actual: Arts
4692, predicted: ['Shopping', 'Computers', 'Arts'], actual: Arts
4693, predicted: ['Computers', 'Recreation', 'Arts'], actual: Arts
4698, predicted: ['Games', 'Computers', 'Arts'], actual: Arts
4699, predicted: ['Business', 'Arts', 'Recreation'], actual: Arts
4714, predicted: ['Recreation', 'News', 'Arts'], actual: Arts
4718, predicted: ['Recreation', 'Business', 'Arts'], actual: Arts
4728, predicted: ['Arts', 'Recreation', 'News'], actual: Arts
4742, predicted: ['Recreation', 'Computers', 'Arts'], actual: Arts
4755, predicted: ['Recreation', 'Arts', 'Computers'], actual: Arts
4764, predicted: ['Recreation', 'Arts', 'Business'], actual: Arts
4817, predicted: ['Recreation', 'Arts', 'Science'], actual: Arts
4818, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
4840, predicted: ['Recreation', 'Arts', 'Games'], actual: Arts
4845, predicted: ['Recreation', 'Arts', 'Science'], actual: Arts
4863, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
4880, predicted: ['Arts', 'Recreation', 'Business'], actual: Arts
4939, predicted: ['Recreation', 'Arts', 'Kids'], actual: Arts
4944, predicted: ['Arts', 'Reference', 'Kids'], actual: Arts
4948, predicted: ['Arts', 'News', 'Reference'], actual: Arts
4956, predicted: ['Arts', 'Reference', 'Society'], actual: Arts
4962, predicted: ['Arts', 'Reference', 'Kids'], actual: Arts
4963, predicted: ['Arts', 'Reference', 'Computers'], actual: Arts
4964, predicted: ['Arts', 'Shopping', 'Reference'], actual: Arts
4975, predicted: ['Arts', 'News', 'Reference'], actual: Arts
4991, predicted: ['Arts', 'Kids', 'Reference'], actual: Arts
5006, predicted: ['Arts', 'News', 'Computers'], actual: Arts
5031, predicted: ['Arts', 'Reference', 'News'], actual: Arts
5051, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
5062, predicted: ['Arts', 'Computers', 'Kids'], actual: Arts
5065, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
5072, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
5082, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
5086, predicted: ['Arts', 'Kids', 'Games'], actual: Arts
5088, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5102, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
5134, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
5153, predicted: ['Recreation', 'Arts', 'Computers'], actual: Arts
5156, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5168, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
5191, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5198, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5214, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5227, predicted: ['Arts', 'Recreation', 'Computers'], actual: Arts
5240, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5242, predicted: ['Arts', 'Kids', 'Computers'], actual: Kids
5275, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5300, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5354, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5366, predicted: ['Arts', 'Kids', 'Computers'], actual: Arts
5374, predicted: ['Arts', 'Business', 'Recreation'], actual: Arts
5431, predicted: ['Business', 'Recreation', 'Arts'], actual: Arts
5513, predicted: ['Recreation', 'Arts', 'Business'], actual: Arts
5520, predicted: ['News', 'Computers', 'Arts'], actual: Arts
5527, predicted: ['Arts', 'News', 'Recreation'], actual: Arts
5530, predicted: ['Recreation', 'Computers', 'Arts'], actual: Arts
5539, predicted: ['Recreation', 'Computers', 'Arts'], actual: Arts
5543, predicted: ['Arts', 'News', 'Business'], actual: Arts
5557, predicted: ['Recreation', 'Arts', 'News'], actual: Arts
5607, predicted: ['News', 'Regional', 'Arts'], actual: Arts
5617, predicted: ['Arts', 'News', 'Reference'], actual: Arts
5624, predicted: ['News', 'Arts', 'Health'], actual: Arts
5627, predicted: ['Recreation', 'News', 'Arts'], actual: Arts
5638, predicted: ['News', 'Arts', 'Business'], actual: Arts
5648, predicted: ['Arts', 'Kids', 'Sports'], actual: Arts
5649, predicted: ['Recreation', 'Business', 'Arts'], actual: Arts
5663, predicted: ['Business', 'Home', 'Arts'], actual: Arts
5675, predicted: ['Adult', 'Arts', 'Recreation'], actual: Arts
5687, predicted: ['Computers', 'Shopping', 'Arts'], actual: Arts
5741, predicted: ['Business', 'Arts', 'Computers'], actual: Arts
5749, predicted: ['Arts', 'Computers', 'Recreation'], actual: Arts
5766, predicted: ['Computers', 'Shopping', 'Arts'], actual: Arts
5768, predicted: ['Arts', 'Recreation', 'Business'], actual: Arts
5780, predicted: ['Arts', 'Shopping', 'News'], actual: Arts
5787, predicted: ['Arts', 'Reference', 'Recreation'], actual: Arts
5803, predicted: ['Arts', 'News', 'Recreation'], actual: Arts
5812, predicted: ['Business', 'Recreation', 'Arts'], actual: Arts
5827, predicted: ['Arts', 'Shopping', 'Computers'], actual: Arts
5836, predicted: ['Arts', 'Recreation', 'Kids'], actual: Arts
5896, predicted: ['Recreation', 'Society', 'Science'], actual: Recreation
5964, predicted: ['Recreation', 'Science', 'Arts'], actual: Arts
6002, predicted: ['Recreation', 'Arts', 'Business'], actual: Arts
6032, predicted: ['Computers', 'Business', 'Shopping'], actual: Business
6040, predicted: ['Computers', 'Business', 'Recreation'], actual: Business
6042, predicted: ['Business', 'Health', 'Society'], actual: Business
6049, predicted: ['Business', 'Computers', 'Health'], actual: Business
6052, predicted: ['Business', 'Recreation', 'Health'], actual: Business
6058, predicted: ['Business', 'Regional', 'Computers'], actual: Business
6063, predicted: ['Business', 'Computers', 'Recreation'], actual: Business
6065, predicted: ['Business', 'Computers', 'Regional'], actual: Business
6069, predicted: ['Business', 'Computers', 'Regional'], actual: Business
6070, predicted: ['Business', 'Computers', 'Regional'], actual: Business
6075, predicted: ['Recreation', 'Computers', 'Business'], actual: Business
6078, predicted: ['Business', 'Society', 'Health'], actual: Business
6086, predicted: ['Computers', 'Business', 'Science'], actual: Business
6092, predicted: ['Business', 'Computers', 'Science'], actual: Business
6094, predicted: ['Business', 'Health', 'Science'], actual: Business
6100, predicted: ['Science', 'Business', 'Computers'], actual: Business
6101, predicted: ['Business', 'Computers', 'Science'], actual: Business
6106, predicted: ['Recreation', 'Business', 'Arts'], actual: Business
6124, predicted: ['Business', 'Health', 'Computers'], actual: Business
6125, predicted: ['Recreation', 'Business', 'Arts'], actual: Business
6143, predicted: ['Business', 'Computers', 'Health'], actual: Business
6151, predicted: ['Business', 'Computers', 'Science'], actual: Business
6170, predicted: ['Business', 'Computers', 'Science'], actual: Business
6205, predicted: ['Business', 'Computers', 'Recreation'], actual: Business
6209, predicted: ['Computers', 'Business', 'Recreation'], actual: Business
6215, predicted: ['Science', 'Computers', 'Business'], actual: Business
6235, predicted: ['Recreation', 'Business', 'Computers'], actual: Business
6245, predicted: ['Computers', 'Business', 'Recreation'], actual: Business
6272, predicted: ['Business', 'Computers', 'Recreation'], actual: Business
6276, predicted: ['Recreation', 'Computers', 'Business'], actual: Business
6288, predicted: ['Business', 'Sports', 'Recreation'], actual: Business
6291, predicted: ['Business', 'Arts', 'News'], actual: Business
6298, predicted: ['Business', 'Science', 'Computers'], actual: Business
6302, predicted: ['Shopping', 'Business', 'Recreation'], actual: Business
6314, predicted: ['Business', 'Computers', 'Science'], actual: Business
6328, predicted: ['Shopping', 'Business', 'Regional'], actual: Business
6334, predicted: ['Business', 'Science', 'Computers'], actual: Business
6340, predicted: ['Business', 'Computers', 'Health'], actual: Business
6343, predicted: ['Business', 'Shopping', 'Recreation'], actual: Business
6347, predicted: ['Business', 'Computers', 'Shopping'], actual: Business
6355, predicted: ['Business', 'Health', 'News'], actual: Business
6357, predicted: ['Business', 'Computers', 'Arts'], actual: Business
6358, predicted: ['Business', 'Shopping', 'Health'], actual: Business
6381, predicted: ['Science', 'Business', 'Health'], actual: Business
6395, predicted: ['Computers', 'Business', 'Recreation'], actual: Business
6421, predicted: ['Business', 'Shopping', 'Recreation'], actual: Business
6427, predicted: ['Shopping', 'Business', 'Science'], actual: Business
6441, predicted: ['Shopping', 'Business', 'Recreation'], actual: Shopping
6443, predicted: ['Computers', 'Recreation', 'Business'], actual: Business
