52866, predicted: Business, actual: Games
49024, predicted: Society, actual: News
49037, predicted: Regional, actual: News
49043, predicted: Society, actual: News
49075, predicted: Computers, actual: News
49091, predicted: News, actual: Regional
49101, predicted: Regional, actual: News
49128, predicted: Science, actual: News
49151, predicted: Regional, actual: News
49213, predicted: Business, actual: News
49229, predicted: Business, actual: Home
49230, predicted: Business, actual: Recreation
49253, predicted: Society, actual: News
49260, predicted: Arts, actual: News
49271, predicted: Society, actual: News
49346, predicted: Computers, actual: News
49358, predicted: News, actual: Society
49362, predicted: Science, actual: News
49368, predicted: Arts, actual: Recreation
49390, predicted: Business, actual: Recreation
49408, predicted: Science, actual: Recreation
49435, predicted: Business, actual: Recreation
49444, predicted: Arts, actual: Recreation
49490, predicted: Computers, actual: Recreation
49515, predicted: Home, actual: Recreation
51543, predicted: Business, actual: Recreation
51555, predicted: Science, actual: Reference
51614, predicted: Health, actual: Reference
51647, predicted: Science, actual: Reference
51665, predicted: Reference, actual: Computers
51691, predicted: Health, actual: Reference
51694, predicted: Health, actual: Reference
51743, predicted: Computers, actual: Reference
51795, predicted: Arts, actual: Reference
51828, predicted: Reference, actual: Business
51829, predicted: Arts, actual: Reference
51923, predicted: Arts, actual: Reference
51947, predicted: Computers, actual: Reference
51959, predicted: Business, actual: Reference
52060, predicted: Computers, actual: Reference
52125, predicted: Computers, actual: Reference
52147, predicted: Regional, actual: Shopping
52169, predicted: Computers, actual: Regional
52250, predicted: Shopping, actual: Regional
52280, predicted: Shopping, actual: Regional
52334, predicted: Sports, actual: Shopping
52374, predicted: Society, actual: Science
52414, predicted: Science, actual: Reference
52427, predicted: Science, actual: Business
52449, predicted: Business, actual: Science
52457, predicted: Business, actual: Recreation
52514, predicted: Business, actual: Science
52534, predicted: Reference, actual: Science
52580, predicted: Computers, actual: Shopping
52650, predicted: Recreation, actual: Shopping
58230, predicted: Business, actual: Shopping
37132, predicted: Business, actual: Shopping
37301, predicted: Computers, actual: Shopping
37350, predicted: Recreation, actual: Shopping
37932, predicted: Business, actual: Shopping
38254, predicted: Business, actual: Shopping
38330, predicted: Business, actual: Shopping
38405, predicted: Shopping, actual: Business
38436, predicted: Health, actual: Shopping
38447, predicted: Business, actual: Society
38466, predicted: Games, actual: Society
38496, predicted: Arts, actual: Society
38674, predicted: Regional, actual: Society
38803, predicted: Computers, actual: Regional
38868, predicted: Business, actual: Society
39085, predicted: Society, actual: Regional
39604, predicted: Business, actual: Society
39729, predicted: Games, actual: Society
39869, predicted: Arts, actual: Society
40260, predicted: Health, actual: Society
40426, predicted: Computers, actual: Society
40625, predicted: Games, actual: Sports
40732, predicted: Regional, actual: Sports
40765, predicted: Computers, actual: Sports
40792, predicted: News, actual: Sports
41219, predicted: Games, actual: Sports
41250, predicted: Recreation, actual: Sports
41642, predicted: Health, actual: Sports
42022, predicted: Business, actual: Sports
42195, predicted: Sports, actual: News
42583, predicted: Business, actual: Adult
42657, predicted: Shopping, actual: Adult
42707, predicted: Arts, actual: Adult
42811, predicted: Arts, actual: Adult
42914, predicted: Computers, actual: Adult
42998, predicted: Computers, actual: Adult
43142, predicted: Health, actual: Adult
43681, predicted: Business, actual: Adult
43729, predicted: Games, actual: Adult
43935, predicted: Games, actual: Adult
44085, predicted: Computers, actual: Adult
44105, predicted: Games, actual: Adult
44144, predicted: Shopping, actual: Adult
44145, predicted: Health, actual: Adult
44146, predicted: Health, actual: Adult
44175, predicted: Games, actual: Adult
44209, predicted: Arts, actual: Adult
44244, predicted: Computers, actual: Adult
44250, predicted: Games, actual: Adult
44302, predicted: Recreation, actual: Adult
44315, predicted: Business, actual: Adult
44316, predicted: Arts, actual: Adult
44376, predicted: Recreation, actual: Adult
44401, predicted: Shopping, actual: Adult
44413, predicted: Shopping, actual: Adult
44434, predicted: Games, actual: Adult
44457, predicted: Computers, actual: Adult
44463, predicted: Shopping, actual: Adult
44487, predicted: Recreation, actual: Adult
44496, predicted: Arts, actual: Adult
44499, predicted: Recreation, actual: Adult
44499, predicted: Health, actual: Adult
44506, predicted: Recreation, actual: Adult
44539, predicted: Society, actual: Science
44553, predicted: Society, actual: Adult
44556, predicted: Games, actual: Adult
44561, predicted: Recreation, actual: Adult
44591, predicted: Recreation, actual: Adult
44598, predicted: Health, actual: Adult
44632, predicted: Arts, actual: Adult
44681, predicted: Kids, actual: Arts
44789, predicted: Recreation, actual: Arts
44835, predicted: Kids, actual: Arts
45081, predicted: Games, actual: Arts
45148, predicted: Business, actual: Arts
45181, predicted: Reference, actual: Arts
45219, predicted: Recreation, actual: Arts
45222, predicted: Business, actual: Arts
45250, predicted: Business, actual: Arts
45351, predicted: Recreation, actual: Arts
45362, predicted: Business, actual: Arts
45403, predicted: Recreation, actual: Arts
45413, predicted: Health, actual: Arts
45497, predicted: Business, actual: Arts
45528, predicted: Recreation, actual: Arts
45548, predicted: Arts, actual: Reference
45595, predicted: Reference, actual: Arts
45835, predicted: Recreation, actual: Arts
45836, predicted: Arts, actual: Kids
45884, predicted: Recreation, actual: Arts
45892, predicted: Business, actual: Arts
45902, predicted: Recreation, actual: Arts
45926, predicted: Recreation, actual: Arts
45935, predicted: Recreation, actual: Arts
45977, predicted: Business, actual: Arts
45987, predicted: Business, actual: Arts
45998, predicted: Recreation, actual: Arts
46032, predicted: Recreation, actual: Arts
46071, predicted: Games, actual: Arts
46073, predicted: Computers, actual: Arts
46101, predicted: Computers, actual: Arts
46127, predicted: Shopping, actual: Arts
46171, predicted: Arts, actual: Kids
46172, predicted: Health, actual: Arts
46217, predicted: Adult, actual: Arts
46220, predicted: Recreation, actual: Arts
46264, predicted: Business, actual: Arts
46283, predicted: Health, actual: Arts
46300, predicted: Business, actual: Arts
46319, predicted: Recreation, actual: Arts
46327, predicted: Computers, actual: Arts
46352, predicted: Computers, actual: Arts
46358, predicted: Shopping, actual: Arts
46361, predicted: Recreation, actual: Arts
46423, predicted: Recreation, actual: Arts
46439, predicted: Recreation, actual: Arts
46451, predicted: Recreation, actual: Arts
46462, predicted: Business, actual: Arts
46463, predicted: Computers, actual: Arts
46500, predicted: Recreation, actual: Arts
46506, predicted: Shopping, actual: Arts
46507, predicted: Arts, actual: Science
46529, predicted: Recreation, actual: Arts
46544, predicted: Recreation, actual: Reference
46549, predicted: Business, actual: Arts
46566, predicted: Recreation, actual: Arts
46587, predicted: Recreation, actual: Arts
46590, predicted: Health, actual: Arts
46620, predicted: Health, actual: Arts
46684, predicted: Business, actual: Arts
46691, predicted: Society, actual: Arts
46715, predicted: Recreation, actual: Arts
46725, predicted: News, actual: Arts
46745, predicted: Business, actual: Arts
46754, predicted: Home, actual: Arts
46765, predicted: Business, actual: Arts
46774, predicted: Society, actual: Arts
46778, predicted: Recreation, actual: Arts
46781, predicted: Recreation, actual: Arts
46790, predicted: Shopping, actual: Arts
46815, predicted: Computers, actual: Arts
46820, predicted: Business, actual: Arts
46839, predicted: Society, actual: Arts
46847, predicted: Reference, actual: Arts
46877, predicted: Shopping, actual: Arts
46894, predicted: Business, actual: Arts
46911, predicted: Business, actual: Arts
46918, predicted: Business, actual: Arts
46934, predicted: Computers, actual: Arts
46962, predicted: Computers, actual: Arts
46964, predicted: Sports, actual: Arts
46979, predicted: Computers, actual: Arts
46988, predicted: Business, actual: Arts
47035, predicted: Science, actual: Arts
47042, predicted: Games, actual: Arts
47055, predicted: Business, actual: Arts
47077, predicted: Computers, actual: Arts
47092, predicted: Home, actual: Arts
47093, predicted: Games, actual: Arts
47129, predicted: Computers, actual: Arts
47160, predicted: Recreation, actual: Arts
47263, predicted: Computers, actual: Arts
47297, predicted: Recreation, actual: Arts
47319, predicted: Computers, actual: Arts
47367, predicted: Business, actual: Arts
47375, predicted: Business, actual: Arts
47392, predicted: Science, actual: Arts
47407, predicted: Health, actual: Arts
47420, predicted: Games, actual: Arts
47435, predicted: Arts, actual: Games
47446, predicted: Computers, actual: Arts
47451, predicted: Games, actual: Arts
47474, predicted: Recreation, actual: Arts
47476, predicted: News, actual: Arts
47506, predicted: Business, actual: Arts
47507, predicted: Business, actual: Arts
47517, predicted: Computers, actual: Arts
47521, predicted: Business, actual: Arts
47523, predicted: Kids, actual: Arts
47529, predicted: Arts, actual: News
47530, predicted: Recreation, actual: Arts
47559, predicted: Computers, actual: Arts
47619, predicted: Recreation, actual: Arts
47636, predicted: Kids, actual: Arts
47743, predicted: Business, actual: Arts
47762, predicted: Kids, actual: Arts
47770, predicted: Business, actual: Arts
47773, predicted: Recreation, actual: Arts
47825, predicted: Kids, actual: Arts
47861, predicted: Shopping, actual: Arts
47885, predicted: Science, actual: Arts
47891, predicted: Business, actual: Arts
47912, predicted: Recreation, actual: Arts
47914, predicted: Health, actual: Arts
47916, predicted: Recreation, actual: Arts
47965, predicted: Adult, actual: Arts
47984, predicted: Recreation, actual: Arts
48029, predicted: Business, actual: Arts
48037, predicted: Recreation, actual: Arts
48050, predicted: Kids, actual: Arts
48057, predicted: Arts, actual: Reference
48081, predicted: Shopping, actual: Arts
48194, predicted: Business, actual: Arts
48199, predicted: Adult, actual: Arts
52866, predicted: Games, actual: Arts
47238, predicted: Business, actual: Arts
47293, predicted: Games, actual: Arts
49552, predicted: Recreation, actual: Arts
49564, predicted: Business, actual: Arts
49568, predicted: Recreation, actual: Arts
49574, predicted: Recreation, actual: Arts
49587, predicted: Computers, actual: Arts
49600, predicted: Science, actual: Arts
49619, predicted: Business, actual: Arts
49667, predicted: Business, actual: Arts
49697, predicted: Business, actual: Arts
45949, predicted: Arts, actual: Kids
46041, predicted: Health, actual: Arts
46510, predicted: Business, actual: Arts
46930, predicted: Computers, actual: Arts
48141, predicted: Computers, actual: Arts
48168, predicted: Business, actual: Arts
48187, predicted: News, actual: Arts
48234, predicted: Reference, actual: Arts
48252, predicted: Recreation, actual: Arts
48267, predicted: News, actual: Arts
48323, predicted: Recreation, actual: Arts
48368, predicted: Sports, actual: Arts
48432, predicted: Kids, actual: Arts
48440, predicted: Society, actual: Arts
48473, predicted: News, actual: Arts
48507, predicted: Computers, actual: Arts
48522, predicted: Recreation, actual: Arts
48566, predicted: Recreation, actual: Arts
48585, predicted: Reference, actual: Arts
48589, predicted: Games, actual: Arts
48591, predicted: Business, actual: Arts
48613, predicted: Shopping, actual: Arts
48630, predicted: Recreation, actual: Arts
48657, predicted: Reference, actual: Arts
48664, predicted: Computers, actual: Arts
48717, predicted: Arts, actual: Reference
48731, predicted: Business, actual: Arts
48772, predicted: Shopping, actual: Arts
48851, predicted: Recreation, actual: Arts
48871, predicted: Shopping, actual: Arts
48872, predicted: Science, actual: Arts
48877, predicted: Computers, actual: Recreation
48915, predicted: Arts, actual: Kids
48960, predicted: Recreation, actual: Arts
49021, predicted: Business, actual: Arts
49024, predicted: Health, actual: Arts
49037, predicted: Business, actual: Arts
49075, predicted: Arts, actual: News
49091, predicted: Science, actual: Arts
49101, predicted: Computers, actual: Business
49128, predicted: Society, actual: Business
49358, predicted: Computers, actual: Business
49408, predicted: Arts, actual: Business
49444, predicted: Computers, actual: Business
49515, predicted: Arts, actual: Business
51590, predicted: Computers, actual: Business
51614, predicted: Business, actual: Society
51647, predicted: Computers, actual: Business
51665, predicted: Science, actual: Business
51691, predicted: Health, actual: Business
51699, predicted: Computers, actual: Business
51828, predicted: Recreation, actual: Business
51829, predicted: Recreation, actual: Business
51923, predicted: Computers, actual: Business
51947, predicted: Business, actual: Sports
51959, predicted: Computers, actual: Business
52060, predicted: Recreation, actual: Business
52125, predicted: Business, actual: Shopping
52147, predicted: Shopping, actual: Business
52250, predicted: Science, actual: Business
52280, predicted: Health, actual: Business
52337, predicted: Recreation, actual: Business
52374, predicted: Shopping, actual: Business
52414, predicted: Recreation, actual: Business
52427, predicted: Computers, actual: Business
52449, predicted: Computers, actual: Business
52457, predicted: Adult, actual: Business
52514, predicted: Shopping, actual: Business
52534, predicted: Arts, actual: Business
52564, predicted: Business, actual: Shopping
52580, predicted: Recreation, actual: Business
58230, predicted: Shopping, actual: Business
4053, predicted: Arts, actual: Business
37290, predicted: Shopping, actual: Business
37301, predicted: Recreation, actual: Business
38254, predicted: Health, actual: Business
38466, predicted: Recreation, actual: Business
38674, predicted: Health, actual: Business
38868, predicted: Health, actual: Business
39085, predicted: Recreation, actual: Business
39656, predicted: Computers, actual: Business
39729, predicted: Computers, actual: Business
39869, predicted: Business, actual: Computers
40426, predicted: Shopping, actual: Business
40429, predicted: Arts, actual: Business
40472, predicted: Shopping, actual: Business
40625, predicted: Science, actual: Business
40732, predicted: Business, actual: Science
40784, predicted: Arts, actual: Business
41219, predicted: Recreation, actual: Business
42036, predicted: Computers, actual: Business
42195, predicted: Arts, actual: Business
42553, predicted: Computers, actual: Business
42583, predicted: Recreation, actual: Business
42914, predicted: Recreation, actual: Business
43122, predicted: Computers, actual: Business
43142, predicted: Recreation, actual: Business
43170, predicted: Shopping, actual: Business
43354, predicted: Recreation, actual: Business
43400, predicted: Arts, actual: Business
43533, predicted: News, actual: Business
43935, predicted: Games, actual: Business
44085, predicted: Recreation, actual: Business
44138, predicted: Adult, actual: Business
44171, predicted: Computers, actual: Business
44175, predicted: Computers, actual: Business
44184, predicted: Computers, actual: Business
44273, predicted: Computers, actual: Business
44327, predicted: Business, actual: Recreation
44331, predicted: Health, actual: Business
44339, predicted: Computers, actual: Business
44340, predicted: Recreation, actual: Business
44399, predicted: Health, actual: Business
44407, predicted: Arts, actual: Business
44457, predicted: Computers, actual: Business
44463, predicted: Shopping, actual: Business
44487, predicted: Games, actual: Business
44499, predicted: Shopping, actual: Business
44539, predicted: Computers, actual: Business
44553, predicted: Recreation, actual: Science
44556, predicted: Recreation, actual: Business
44558, predicted: Computers, actual: Business
44591, predicted: Arts, actual: Business
44598, predicted: Society, actual: Business
44632, predicted: Games, actual: Business
44639, predicted: Computers, actual: Business
44725, predicted: Business, actual: Science
44789, predicted: Science, actual: Business
45219, predicted: Computers, actual: Business
45237, predicted: Health, actual: Business
45250, predicted: Arts, actual: Business
45351, predicted: Arts, actual: Business
45362, predicted: Computers, actual: Business
45389, predicted: Business, actual: Regional
45403, predicted: Society, actual: Regional
45413, predicted: Business, actual: Kids
45548, predicted: Recreation, actual: Business
45559, predicted: Health, actual: Business
45595, predicted: Business, actual: Home
45605, predicted: Shopping, actual: Business
45668, predicted: Science, actual: Business
45680, predicted: Shopping, actual: Business
45758, predicted: Business, actual: Science
45830, predicted: Business, actual: Science
45835, predicted: Health, actual: Business
45836, predicted: News, actual: Business
45896, predicted: Health, actual: Business
45899, predicted: Health, actual: Business
45902, predicted: Health, actual: Business
45926, predicted: Health, actual: Business
45935, predicted: Business, actual: Society
45977, predicted: Health, actual: Business
46032, predicted: Shopping, actual: Business
46057, predicted: Sports, actual: Business
46071, predicted: Recreation, actual: Business
46100, predicted: Recreation, actual: Business
46127, predicted: Shopping, actual: Business
46171, predicted: Recreation, actual: Business
46172, predicted: Health, actual: Business
46264, predicted: Business, actual: Home
46327, predicted: Shopping, actual: Business
46358, predicted: Health, actual: Business
46361, predicted: Health, actual: Business
46419, predicted: Society, actual: Business
46423, predicted: Business, actual: Science
46439, predicted: Business, actual: Computers
46544, predicted: Science, actual: Business
46587, predicted: Health, actual: Business
46640, predicted: Arts, actual: Business
46745, predicted: Sports, actual: Business
46764, predicted: Science, actual: Business
46765, predicted: Computers, actual: Business
46774, predicted: Arts, actual: Business
46790, predicted: Business, actual: Home
46796, predicted: Computers, actual: Business
46839, predicted: Business, actual: Society
46847, predicted: Business, actual: Regional
46849, predicted: News, actual: Business
46898, predicted: Computers, actual: Business
46924, predicted: Adult, actual: Business
46964, predicted: Reference, actual: Business
46979, predicted: Health, actual: Business
47035, predicted: Recreation, actual: Business
47042, predicted: Computers, actual: Business
47047, predicted: Computers, actual: Business
47055, predicted: Computers, actual: Business
47092, predicted: Computers, actual: Business
47100, predicted: Arts, actual: Business
47160, predicted: Science, actual: Business
47213, predicted: Reference, actual: Business
47223, predicted: Health, actual: Business
47263, predicted: Computers, actual: Business
47297, predicted: Arts, actual: Business
47318, predicted: Shopping, actual: Business
47319, predicted: Computers, actual: Business
47367, predicted: Computers, actual: Business
47397, predicted: Computers, actual: Business
47407, predicted: Arts, actual: Recreation
47420, predicted: Shopping, actual: Recreation
47441, predicted: Computers, actual: Recreation
47446, predicted: Games, actual: Recreation
47451, predicted: Business, actual: Recreation
47472, predicted: Arts, actual: Recreation
47474, predicted: Arts, actual: Business
47506, predicted: Science, actual: Business
47517, predicted: Arts, actual: Business
47521, predicted: Health, actual: Business
47523, predicted: Science, actual: Business
47618, predicted: Computers, actual: Business
47731, predicted: Computers, actual: Business
47743, predicted: Arts, actual: Business
47747, predicted: News, actual: Business
47762, predicted: Computers, actual: Business
47780, predicted: News, actual: Science
47810, predicted: Games, actual: Business
47818, predicted: Shopping, actual: Business
47825, predicted: Science, actual: Business
47861, predicted: Shopping, actual: Business
47885, predicted: Computers, actual: Business
47893, predicted: Recreation, actual: Business
47906, predicted: Society, actual: Business
47912, predicted: Recreation, actual: Business
47916, predicted: Science, actual: Business
47965, predicted: Home, actual: Business
48081, predicted: Recreation, actual: Business
48108, predicted: Business, actual: News
48111, predicted: Sports, actual: Business
48194, predicted: Arts, actual: Business
52866, predicted: Recreation, actual: Business
47238, predicted: Home, actual: Business
47293, predicted: Shopping, actual: Business
47549, predicted: Health, actual: Business
49559, predicted: Recreation, actual: Business
49564, predicted: Arts, actual: Business
49568, predicted: Computers, actual: Business
49587, predicted: Arts, actual: Business
52669, predicted: Health, actual: Business
52729, predicted: Shopping, actual: Business
52733, predicted: Recreation, actual: Business
52830, predicted: Shopping, actual: Business
45541, predicted: Health, actual: Business
45627, predicted: Arts, actual: Business
45951, predicted: Arts, actual: Business
46041, predicted: Computers, actual: Business
46510, predicted: Health, actual: Business
46887, predicted: Regional, actual: Business
46930, predicted: Computers, actual: Business
47118, predicted: Arts, actual: Business
48168, predicted: Business, actual: Computers
48223, predicted: Arts, actual: Business
48234, predicted: Recreation, actual: Business
48252, predicted: Arts, actual: Business
48282, predicted: Computers, actual: Business
48366, predicted: Recreation, actual: Business
48368, predicted: Health, actual: Business
48445, predicted: Health, actual: Business
48506, predicted: Kids, actual: Business
48519, predicted: Recreation, actual: Business
48566, predicted: Health, actual: Business
48585, predicted: Shopping, actual: Business
48591, predicted: Arts, actual: Business
48597, predicted: Arts, actual: Computers
48630, predicted: Science, actual: Computers
48724, predicted: Games, actual: Computers
48731, predicted: Science, actual: Computers
48772, predicted: Arts, actual: Computers
48851, predicted: Science, actual: Computers
48960, predicted: Arts, actual: Computers
49006, predicted: Adult, actual: Computers
49024, predicted: Recreation, actual: Computers
49043, predicted: Science, actual: Computers
49151, predicted: Business, actual: Computers
49213, predicted: Business, actual: Computers
49230, predicted: Business, actual: Computers
49260, predicted: Business, actual: Computers
49362, predicted: Business, actual: Computers
49368, predicted: Arts, actual: Computers
49390, predicted: Business, actual: Computers
49408, predicted: Business, actual: Computers
49435, predicted: Reference, actual: Computers
49545, predicted: Shopping, actual: Computers
51543, predicted: Arts, actual: Computers
51590, predicted: Arts, actual: Computers
51647, predicted: Arts, actual: Computers
51665, predicted: Science, actual: Computers
51691, predicted: Business, actual: Computers
51694, predicted: Business, actual: Computers
51743, predicted: Science, actual: Computers
51795, predicted: Arts, actual: Computers
51828, predicted: Computers, actual: Science
51829, predicted: Business, actual: Computers
52060, predicted: Business, actual: Computers
52069, predicted: Business, actual: Computers
52147, predicted: Business, actual: Computers
52250, predicted: Business, actual: Computers
52374, predicted: Business, actual: Computers
52405, predicted: Business, actual: Computers
52427, predicted: Business, actual: Computers
52534, predicted: Business, actual: Computers
52564, predicted: Business, actual: Computers
52593, predicted: Business, actual: Computers
37132, predicted: Business, actual: Computers
37290, predicted: Business, actual: Computers
37919, predicted: Recreation, actual: Computers
37932, predicted: Business, actual: Computers
38254, predicted: Home, actual: Computers
38304, predicted: Business, actual: Computers
38447, predicted: Business, actual: Computers
38496, predicted: Business, actual: Computers
38803, predicted: Arts, actual: Computers
39604, predicted: Business, actual: Computers
39656, predicted: Health, actual: Computers
39869, predicted: Business, actual: Computers
40260, predicted: Science, actual: Computers
40426, predicted: Business, actual: Computers
40625, predicted: Business, actual: Computers
40765, predicted: Business, actual: Computers
40784, predicted: Arts, actual: Computers
40792, predicted: Shopping, actual: Computers
41250, predicted: Kids, actual: Computers
41486, predicted: Business, actual: Computers
41642, predicted: Business, actual: Computers
41643, predicted: Kids, actual: Computers
42022, predicted: Arts, actual: Computers
42036, predicted: Arts, actual: Computers
42195, predicted: Shopping, actual: Computers
42583, predicted: Sports, actual: Computers
42657, predicted: Business, actual: Computers
42707, predicted: Recreation, actual: Computers
42760, predicted: Arts, actual: Computers
42811, predicted: Arts, actual: Computers
42914, predicted: Recreation, actual: Computers
42998, predicted: Arts, actual: Computers
43142, predicted: Business, actual: Computers
43170, predicted: Business, actual: Computers
43412, predicted: Recreation, actual: Computers
43681, predicted: Recreation, actual: Computers
43692, predicted: Business, actual: Computers
43729, predicted: Business, actual: Computers
43901, predicted: Science, actual: Computers
43909, predicted: Business, actual: Computers
43935, predicted: Business, actual: Computers
44033, predicted: Computers, actual: Science
44106, predicted: Business, actual: Computers
44131, predicted: Health, actual: Computers
44136, predicted: Science, actual: Health
44138, predicted: Recreation, actual: Computers
44145, predicted: Recreation, actual: Computers
44146, predicted: Science, actual: Computers
44161, predicted: Business, actual: Computers
44171, predicted: Arts, actual: Computers
44175, predicted: Games, actual: Computers
44184, predicted: Business, actual: Computers
44190, predicted: Arts, actual: Computers
44203, predicted: Regional, actual: Computers
44209, predicted: Business, actual: Computers
44244, predicted: Business, actual: Computers
44290, predicted: Business, actual: Computers
44297, predicted: Business, actual: Computers
44315, predicted: Business, actual: Computers
44316, predicted: Arts, actual: Computers
44318, predicted: Science, actual: Computers
44327, predicted: Business, actual: Computers
44331, predicted: Adult, actual: Computers
44339, predicted: Business, actual: Computers
44378, predicted: Recreation, actual: Computers
44399, predicted: Arts, actual: Computers
44407, predicted: Business, actual: Computers
44407, predicted: Business, actual: Computers
44413, predicted: Business, actual: Computers
44455, predicted: Business, actual: Computers
44457, predicted: Games, actual: Computers
44496, predicted: Arts, actual: Computers
44499, predicted: Society, actual: Computers
44506, predicted: Business, actual: Computers
44558, predicted: Business, actual: Computers
44591, predicted: Health, actual: Computers
44598, predicted: Business, actual: Computers
44632, predicted: Recreation, actual: Computers
44785, predicted: Science, actual: Computers
44789, predicted: Business, actual: Computers
44835, predicted: Business, actual: Computers
44875, predicted: Sports, actual: Computers
44934, predicted: Business, actual: Computers
45219, predicted: Recreation, actual: Computers
45237, predicted: Business, actual: Computers
45351, predicted: Business, actual: Computers
45362, predicted: Computers, actual: Science
45389, predicted: Business, actual: Computers
45403, predicted: Computers, actual: Science
45413, predicted: Science, actual: Computers
45497, predicted: Computers, actual: Science
45528, predicted: Arts, actual: Computers
45548, predicted: Business, actual: Computers
45647, predicted: Arts, actual: Computers
45680, predicted: Business, actual: Computers
45704, predicted: Business, actual: Computers
45835, predicted: Business, actual: Computers
45836, predicted: Business, actual: Computers
45896, predicted: Business, actual: Computers
45899, predicted: Arts, actual: Computers
45902, predicted: Business, actual: Computers
45926, predicted: Computers, actual: Regional
45935, predicted: Arts, actual: Computers
45977, predicted: Arts, actual: Computers
45987, predicted: Business, actual: Computers
45998, predicted: Sports, actual: Computers
46032, predicted: Business, actual: Computers
46077, predicted: Business, actual: Computers
46191, predicted: Games, actual: Computers
46203, predicted: Business, actual: Computers
46217, predicted: Arts, actual: Computers
46220, predicted: Games, actual: Computers
46264, predicted: Shopping, actual: Computers
46313, predicted: Business, actual: Computers
46319, predicted: Business, actual: Computers
46327, predicted: Business, actual: Computers
46358, predicted: Recreation, actual: Computers
46376, predicted: Arts, actual: Computers
46407, predicted: Society, actual: Computers
46419, predicted: Arts, actual: Computers
46423, predicted: Adult, actual: Computers
46462, predicted: Business, actual: Computers
46506, predicted: Business, actual: Computers
46507, predicted: Health, actual: Computers
46529, predicted: Business, actual: Computers
46544, predicted: Recreation, actual: Computers
46587, predicted: Recreation, actual: Computers
46620, predicted: Computers, actual: Games
46640, predicted: Business, actual: Games
46684, predicted: Computers, actual: Games
46691, predicted: Business, actual: Games
46725, predicted: Arts, actual: Games
46745, predicted: Arts, actual: Games
46754, predicted: Arts, actual: Games
46765, predicted: Recreation, actual: Games
46774, predicted: Adult, actual: Games
46778, predicted: Arts, actual: Games
46781, predicted: Arts, actual: Games
46796, predicted: Recreation, actual: Games
46820, predicted: Computers, actual: Games
46847, predicted: Business, actual: Games
46849, predicted: Adult, actual: Games
46877, predicted: Arts, actual: Games
46894, predicted: Computers, actual: Games
46898, predicted: Arts, actual: Games
46911, predicted: Arts, actual: Games
46918, predicted: Computers, actual: Games
46924, predicted: Business, actual: Games
46934, predicted: Recreation, actual: Games
46962, predicted: Kids, actual: Games
46964, predicted: Computers, actual: Games
46979, predicted: Recreation, actual: Games
47042, predicted: Arts, actual: Games
47047, predicted: Recreation, actual: Games
47055, predicted: Recreation, actual: Business
47092, predicted: Health, actual: Computers
47093, predicted: Arts, actual: Computers
47100, predicted: Arts, actual: Games
47160, predicted: Recreation, actual: News
47213, predicted: Arts, actual: News
47223, predicted: Computers, actual: News
47248, predicted: Computers, actual: News
47263, predicted: Recreation, actual: News
47297, predicted: Business, actual: News
47318, predicted: Arts, actual: News
47319, predicted: Business, actual: Recreation
47361, predicted: Arts, actual: Recreation
47375, predicted: Business, actual: Recreation
47385, predicted: Business, actual: Recreation
47392, predicted: Business, actual: Games
47397, predicted: Arts, actual: Games
47420, predicted: Recreation, actual: Games
47441, predicted: Business, actual: Games
47446, predicted: Arts, actual: Games
47451, predicted: Recreation, actual: Games
47472, predicted: Shopping, actual: Games
47474, predicted: Business, actual: Games
47476, predicted: Recreation, actual: Games
47490, predicted: Recreation, actual: Games
47502, predicted: Arts, actual: Games
47506, predicted: Arts, actual: Games
47507, predicted: Computers, actual: Games
47517, predicted: Computers, actual: Games
47523, predicted: Games, actual: Society
47529, predicted: Arts, actual: Games
47530, predicted: Arts, actual: Games
47559, predicted: Arts, actual: Games
47592, predicted: Shopping, actual: Games
47664, predicted: Shopping, actual: Games
47678, predicted: Recreation, actual: Games
47686, predicted: Recreation, actual: Games
47722, predicted: Business, actual: Games
47725, predicted: Recreation, actual: Games
47731, predicted: Recreation, actual: Games
47743, predicted: Recreation, actual: Games
47749, predicted: Computers, actual: Games
47770, predicted: Kids, actual: Games
47784, predicted: Adult, actual: Games
47786, predicted: Science, actual: Games
47802, predicted: Arts, actual: Games
47818, predicted: Computers, actual: Games
47860, predicted: Shopping, actual: Games
47861, predicted: Business, actual: Games
47890, predicted: Shopping, actual: Games
47891, predicted: Science, actual: Games
47893, predicted: Adult, actual: Games
47906, predicted: Arts, actual: Games
47912, predicted: Computers, actual: Games
47916, predicted: Health, actual: Games
47963, predicted: Arts, actual: Games
47965, predicted: Health, actual: Games
48029, predicted: Science, actual: Games
48037, predicted: Kids, actual: Games
48081, predicted: Computers, actual: Games
48108, predicted: Adult, actual: Games
48111, predicted: Arts, actual: Games
48194, predicted: Arts, actual: Games
48199, predicted: Recreation, actual: Games
49773, predicted: Kids, actual: Games
47293, predicted: Business, actual: Games
47311, predicted: Arts, actual: Games
47459, predicted: Shopping, actual: Games
47549, predicted: Shopping, actual: Games
49552, predicted: Reference, actual: Games
49559, predicted: Arts, actual: Games
49564, predicted: Business, actual: Games
49568, predicted: Computers, actual: Games
49587, predicted: Reference, actual: Games
49600, predicted: Arts, actual: Games
49667, predicted: Sports, actual: Games
49697, predicted: Business, actual: Games
49701, predicted: Recreation, actual: Games
49714, predicted: Computers, actual: Games
52669, predicted: Business, actual: Games
52707, predicted: Arts, actual: Games
