52866, predicted: Sports, actual: Games
48657, predicted: Business, actual: Health
48664, predicted: Kids, actual: Health
48724, predicted: Science, actual: Health
48753, predicted: Business, actual: Science
48792, predicted: Business, actual: Science
48851, predicted: Business, actual: Health
48871, predicted: Society, actual: Health
48872, predicted: Business, actual: Health
48877, predicted: Business, actual: Health
48960, predicted: Business, actual: Health
49006, predicted: Business, actual: Health
49075, predicted: Business, actual: Health
49213, predicted: Business, actual: Health
49230, predicted: Games, actual: Health
49253, predicted: Business, actual: Health
49346, predicted: Computers, actual: Health
49358, predicted: Business, actual: Health
49362, predicted: Business, actual: Health
49368, predicted: Business, actual: Health
49390, predicted: Business, actual: Health
49408, predicted: Games, actual: Health
49545, predicted: Shopping, actual: Health
51555, predicted: Sports, actual: Health
51665, predicted: Society, actual: Health
51699, predicted: Business, actual: Health
51923, predicted: Science, actual: Health
51959, predicted: Science, actual: Health
52060, predicted: Business, actual: Health
52374, predicted: Computers, actual: Home
52564, predicted: Science, actual: Health
37132, predicted: Adult, actual: Health
37290, predicted: News, actual: Health
38405, predicted: Society, actual: Health
38436, predicted: Business, actual: Health
38466, predicted: Society, actual: Health
38496, predicted: Kids, actual: Health
38674, predicted: Shopping, actual: Health
38803, predicted: Computers, actual: Health
38868, predicted: Shopping, actual: Health
39656, predicted: Adult, actual: Health
39869, predicted: Adult, actual: Health
40426, predicted: Shopping, actual: Health
40429, predicted: Arts, actual: Home
40472, predicted: Shopping, actual: Home
40625, predicted: Arts, actual: Home
40724, predicted: Sports, actual: Home
40732, predicted: Computers, actual: Home
40765, predicted: Business, actual: Home
40792, predicted: Business, actual: Recreation
41219, predicted: Business, actual: Home
41486, predicted: Business, actual: Home
41642, predicted: Science, actual: Home
41643, predicted: Science, actual: Home
42022, predicted: Shopping, actual: Home
42036, predicted: Business, actual: Home
42195, predicted: Society, actual: Home
42553, predicted: Shopping, actual: Home
42583, predicted: Shopping, actual: Science
42657, predicted: Science, actual: Home
42707, predicted: Sports, actual: Home
42760, predicted: Business, actual: Home
42811, predicted: Computers, actual: Home
42869, predicted: Science, actual: Home
42914, predicted: Recreation, actual: Home
43122, predicted: Sports, actual: Home
43142, predicted: Sports, actual: Home
43170, predicted: Business, actual: Home
43400, predicted: Shopping, actual: Home
43412, predicted: Business, actual: Home
43692, predicted: Business, actual: Home
43729, predicted: Arts, actual: Home
43901, predicted: Computers, actual: Home
43909, predicted: Health, actual: Home
43935, predicted: Business, actual: Home
44033, predicted: Shopping, actual: Home
44037, predicted: Business, actual: Home
44085, predicted: Business, actual: Home
44105, predicted: Society, actual: Home
44106, predicted: Business, actual: Home
44131, predicted: Business, actual: Home
44136, predicted: Science, actual: Home
44138, predicted: Business, actual: Home
44144, predicted: Business, actual: Home
44145, predicted: Sports, actual: Home
44146, predicted: Reference, actual: Home
44161, predicted: Arts, actual: Home
44171, predicted: Health, actual: Home
44173, predicted: Sports, actual: Home
44175, predicted: Computers, actual: Home
44184, predicted: Shopping, actual: Home
44190, predicted: Arts, actual: Kids
44203, predicted: Reference, actual: Kids
44209, predicted: Arts, actual: Kids
44244, predicted: Society, actual: Kids
44250, predicted: Society, actual: Kids
44273, predicted: Sports, actual: Kids
44290, predicted: Society, actual: Kids
44297, predicted: Computers, actual: Kids
44302, predicted: Business, actual: Kids
44315, predicted: Computers, actual: Kids
44316, predicted: Computers, actual: Kids
44318, predicted: Computers, actual: Kids
44331, predicted: Arts, actual: Kids
44339, predicted: Business, actual: Kids
44340, predicted: Society, actual: Kids
44376, predicted: Reference, actual: Kids
44378, predicted: Sports, actual: Kids
44399, predicted: Reference, actual: Kids
44441, predicted: Arts, actual: Society
44454, predicted: Shopping, actual: Recreation
44455, predicted: Sports, actual: Science
44457, predicted: Business, actual: Society
44487, predicted: Reference, actual: News
44499, predicted: Society, actual: News
44506, predicted: Business, actual: News
44539, predicted: Business, actual: News
44553, predicted: Computers, actual: News
44561, predicted: Health, actual: News
44583, predicted: Health, actual: News
44591, predicted: Business, actual: News
44598, predicted: Business, actual: News
44632, predicted: Business, actual: News
44639, predicted: Society, actual: News
44725, predicted: Shopping, actual: News
44784, predicted: Shopping, actual: News
44789, predicted: Computers, actual: News
44807, predicted: Computers, actual: News
44835, predicted: Reference, actual: News
44875, predicted: Business, actual: Recreation
44934, predicted: Reference, actual: Recreation
45148, predicted: Computers, actual: Recreation
45181, predicted: Business, actual: Recreation
45222, predicted: Society, actual: Recreation
45237, predicted: Business, actual: Recreation
45351, predicted: Business, actual: Recreation
45362, predicted: Sports, actual: Recreation
45389, predicted: Business, actual: Recreation
45403, predicted: Sports, actual: Recreation
45413, predicted: Sports, actual: Recreation
45497, predicted: Sports, actual: Recreation
45595, predicted: Arts, actual: Recreation
45605, predicted: Kids, actual: Recreation
45647, predicted: Sports, actual: Reference
45668, predicted: Society, actual: Reference
45830, predicted: Computers, actual: Reference
45835, predicted: Shopping, actual: Reference
45836, predicted: Business, actual: Reference
45884, predicted: Reference, actual: Society
45892, predicted: Business, actual: Reference
45899, predicted: Society, actual: Reference
45902, predicted: Computers, actual: Reference
45926, predicted: Sports, actual: Regional
45935, predicted: Science, actual: Regional
45977, predicted: Computers, actual: Regional
45987, predicted: Business, actual: Regional
45998, predicted: Shopping, actual: Regional
46057, predicted: Business, actual: Science
46073, predicted: Society, actual: Science
46077, predicted: Computers, actual: Science
46100, predicted: Recreation, actual: Science
46127, predicted: Society, actual: Science
46171, predicted: Shopping, actual: Science
46172, predicted: Recreation, actual: Science
46191, predicted: Business, actual: Science
46203, predicted: Business, actual: Science
46264, predicted: Society, actual: Science
46283, predicted: Health, actual: Science
46313, predicted: Kids, actual: Science
46319, predicted: Business, actual: Science
46327, predicted: Recreation, actual: Science
46358, predicted: Business, actual: Science
46361, predicted: Adult, actual: Science
46376, predicted: Society, actual: Science
46407, predicted: Business, actual: Science
46419, predicted: Computers, actual: Science
46423, predicted: Computers, actual: Science
46439, predicted: Shopping, actual: Science
46451, predicted: Society, actual: Science
46462, predicted: Recreation, actual: Science
46463, predicted: Adult, actual: Shopping
46684, predicted: Business, actual: Shopping
46691, predicted: Computers, actual: Shopping
46715, predicted: Computers, actual: Shopping
46725, predicted: Business, actual: Shopping
46778, predicted: Computers, actual: Shopping
46815, predicted: Recreation, actual: Shopping
46839, predicted: Arts, actual: Shopping
46847, predicted: Computers, actual: Shopping
46894, predicted: Kids, actual: Shopping
46964, predicted: Computers, actual: Arts
46979, predicted: Arts, actual: Computers
46988, predicted: Computers, actual: Games
47035, predicted: Business, actual: Home
47042, predicted: Sports, actual: Society
47293, predicted: Health, actual: Arts
49574, predicted: Computers, actual: Business
49587, predicted: Sports, actual: Business
49619, predicted: Health, actual: Business
49701, predicted: Shopping, actual: Business
52669, predicted: Kids, actual: Computers
52780, predicted: Shopping, actual: Computers
52789, predicted: Society, actual: Computers
52830, predicted: Adult, actual: Computers
58235, predicted: Games, actual: Science
45211, predicted: Regional, actual: Adult
45276, predicted: Business, actual: Adult
45627, predicted: Reference, actual: Arts
46041, predicted: Society, actual: Arts
46425, predicted: Business, actual: Arts
46887, predicted: Kids, actual: Arts
46930, predicted: Kids, actual: Arts
47118, predicted: Business, actual: Arts
48234, predicted: Business, actual: Sports
48252, predicted: Shopping, actual: Business
48267, predicted: Arts, actual: Business
48282, predicted: Health, actual: Business
48445, predicted: Computers, actual: Business
48506, predicted: Games, actual: Business
48507, predicted: Sports, actual: Business
48519, predicted: Sports, actual: Business
48522, predicted: Business, actual: Regional
48532, predicted: Science, actual: Business
48585, predicted: Computers, actual: Business
48871, predicted: Health, actual: Business
48872, predicted: Society, actual: Business
48877, predicted: Science, actual: Business
49006, predicted: Shopping, actual: Business
49021, predicted: Business, actual: Science
49037, predicted: Science, actual: Business
49043, predicted: Health, actual: Business
49091, predicted: Science, actual: Business
49101, predicted: Recreation, actual: Business
49229, predicted: Society, actual: Business
49253, predicted: News, actual: Business
49346, predicted: Health, actual: Business
49358, predicted: Health, actual: Business
49390, predicted: Shopping, actual: Business
49422, predicted: Regional, actual: Business
49435, predicted: Home, actual: Business
49545, predicted: Science, actual: Business
51590, predicted: Society, actual: Computers
51614, predicted: Science, actual: Computers
51665, predicted: Business, actual: Computers
51691, predicted: Business, actual: Computers
51694, predicted: Sports, actual: Computers
51828, predicted: Shopping, actual: Computers
51829, predicted: Games, actual: Computers
51923, predicted: Adult, actual: Computers
52147, predicted: Sports, actual: Computers
52169, predicted: Health, actual: Computers
52280, predicted: Kids, actual: Computers
52414, predicted: Business, actual: Computers
52449, predicted: Shopping, actual: Computers
52564, predicted: Business, actual: Computers
4053, predicted: News, actual: Arts
37132, predicted: Sports, actual: Society
37350, predicted: Recreation, actual: Society
38330, predicted: Reference, actual: Sports
39656, predicted: Arts, actual: Sports
40472, predicted: Regional, actual: Sports
43400, predicted: Reference, actual: Regional
43681, predicted: News, actual: Business
43780, predicted: Regional, actual: Computers
43901, predicted: Science, actual: Kids
44105, predicted: Home, actual: Regional
44106, predicted: Computers, actual: Home
44131, predicted: Computers, actual: Home
44136, predicted: Home, actual: Society
44138, predicted: Business, actual: Home
44144, predicted: Home, actual: Business
44145, predicted: Science, actual: Home
44161, predicted: Health, actual: Regional
44171, predicted: Shopping, actual: Home
44173, predicted: Business, actual: Home
44175, predicted: Recreation, actual: Home
44190, predicted: Sports, actual: Kids
44203, predicted: Regional, actual: Kids
44209, predicted: Shopping, actual: Kids
44244, predicted: News, actual: Kids
44250, predicted: Arts, actual: News
44297, predicted: Science, actual: News
44302, predicted: News, actual: Regional
44315, predicted: Reference, actual: Recreation
44316, predicted: Regional, actual: Recreation
44318, predicted: Recreation, actual: Regional
44327, predicted: Business, actual: Regional
44331, predicted: Business, actual: Recreation
44339, predicted: Science, actual: Recreation
44340, predicted: Society, actual: Science
44376, predicted: Business, actual: Recreation
44399, predicted: Science, actual: Recreation
44401, predicted: Society, actual: Recreation
44407, predicted: Sports, actual: Regional
44413, predicted: Health, actual: Reference
44457, predicted: Business, actual: Reference
44463, predicted: Reference, actual: Regional
44487, predicted: Adult, actual: Regional
44496, predicted: Shopping, actual: Regional
44499, predicted: Business, actual: Regional
44506, predicted: News, actual: Regional
44583, predicted: Computers, actual: Science
44591, predicted: Computers, actual: Science
44598, predicted: Business, actual: Science
44632, predicted: Adult, actual: Shopping
44681, predicted: News, actual: Society
44725, predicted: News, actual: Society
44784, predicted: Games, actual: Sports
44785, predicted: Shopping, actual: Sports
45148, predicted: Society, actual: Adult
45181, predicted: Business, actual: Adult
45413, predicted: Society, actual: Adult
45548, predicted: Games, actual: Arts
45595, predicted: Recreation, actual: Arts
45615, predicted: Home, actual: Arts
45668, predicted: Kids, actual: Arts
45758, predicted: Health, actual: Arts
45835, predicted: Health, actual: Arts
45836, predicted: Games, actual: Arts
45902, predicted: Computers, actual: Arts
45998, predicted: Society, actual: Arts
46032, predicted: Society, actual: Arts
46057, predicted: Recreation, actual: Arts
46101, predicted: Science, actual: Arts
46127, predicted: Shopping, actual: Arts
46172, predicted: Sports, actual: Arts
46217, predicted: News, actual: Arts
46220, predicted: Health, actual: Arts
46264, predicted: Science, actual: Arts
46283, predicted: Science, actual: Arts
46300, predicted: News, actual: Arts
46313, predicted: Shopping, actual: Arts
46319, predicted: Computers, actual: Arts
46358, predicted: Games, actual: Arts
46376, predicted: Reference, actual: Arts
46423, predicted: Health, actual: Arts
46439, predicted: Business, actual: Arts
46462, predicted: Science, actual: Arts
46463, predicted: Kids, actual: Arts
46500, predicted: Sports, actual: Arts
46506, predicted: Kids, actual: Arts
46507, predicted: Society, actual: Arts
46544, predicted: Arts, actual: Games
46587, predicted: Shopping, actual: Arts
46620, predicted: News, actual: Arts
46691, predicted: Kids, actual: Arts
46715, predicted: Kids, actual: Arts
46725, predicted: Society, actual: Arts
46745, predicted: Adult, actual: Arts
46754, predicted: Recreation, actual: Arts
46764, predicted: Reference, actual: Arts
46765, predicted: Business, actual: Arts
46778, predicted: Business, actual: Arts
46781, predicted: Society, actual: Arts
46790, predicted: Business, actual: Arts
46815, predicted: Society, actual: Arts
46849, predicted: Recreation, actual: Arts
46877, predicted: Regional, actual: Arts
46894, predicted: Society, actual: Arts
46898, predicted: Society, actual: Arts
46911, predicted: Kids, actual: Arts
46934, predicted: Society, actual: Arts
46962, predicted: Reference, actual: Arts
46964, predicted: Reference, actual: Arts
46979, predicted: Sports, actual: Arts
47047, predicted: Kids, actual: Arts
47077, predicted: Society, actual: Arts
47100, predicted: Arts, actual: Shopping
47129, predicted: Reference, actual: Arts
47160, predicted: News, actual: Arts
47213, predicted: Computers, actual: Arts
47263, predicted: Society, actual: Arts
47297, predicted: Adult, actual: Arts
47319, predicted: Games, actual: Arts
47361, predicted: Business, actual: Arts
47367, predicted: Society, actual: Arts
47385, predicted: Shopping, actual: Arts
47392, predicted: Science, actual: Arts
47397, predicted: Computers, actual: Arts
47407, predicted: Society, actual: Arts
47420, predicted: Shopping, actual: Arts
47435, predicted: Business, actual: Arts
47441, predicted: Computers, actual: Arts
47451, predicted: Computers, actual: Arts
47476, predicted: Business, actual: Arts
47502, predicted: Computers, actual: Arts
47517, predicted: Society, actual: Arts
47529, predicted: Society, actual: Arts
47559, predicted: Business, actual: Arts
47575, predicted: Health, actual: Arts
47678, predicted: Sports, actual: Business
47722, predicted: Society, actual: Business
47731, predicted: Reference, actual: Business
47743, predicted: Recreation, actual: Business
47747, predicted: Shopping, actual: Business
47770, predicted: Recreation, actual: Business
47773, predicted: Regional, actual: Business
47784, predicted: Shopping, actual: Business
47786, predicted: Health, actual: Business
47802, predicted: Health, actual: Business
47810, predicted: Arts, actual: Business
47818, predicted: Health, actual: Business
47891, predicted: Kids, actual: Business
47963, predicted: Reference, actual: Business
48037, predicted: Shopping, actual: Business
48050, predicted: Business, actual: Society
48120, predicted: Arts, actual: Business
48128, predicted: Shopping, actual: Business
48246, predicted: Regional, actual: Business
48248, predicted: Shopping, actual: Business
52866, predicted: Computers, actual: Business
47293, predicted: Computers, actual: Business
49552, predicted: Regional, actual: Business
49559, predicted: Reference, actual: Business
49574, predicted: Computers, actual: Business
49587, predicted: Kids, actual: Recreation
49600, predicted: Recreation, actual: Business
49619, predicted: Shopping, actual: Business
49740, predicted: Recreation, actual: Business
52683, predicted: Kids, actual: Business
52720, predicted: Health, actual: Business
52729, predicted: Society, actual: Business
52749, predicted: Computers, actual: Business
52789, predicted: Sports, actual: Business
52830, predicted: Computers, actual: Business
58235, predicted: Science, actual: Business
45409, predicted: Business, actual: Computers
45627, predicted: Computers, actual: Business
46320, predicted: Kids, actual: Business
46425, predicted: Adult, actual: Business
46510, predicted: Adult, actual: Business
47118, predicted: Adult, actual: Business
48223, predicted: Shopping, actual: Business
48323, predicted: Home, actual: Business
48366, predicted: Kids, actual: Business
48440, predicted: Adult, actual: Computers
48445, predicted: Business, actual: Computers
48473, predicted: Health, actual: Computers
48506, predicted: Sports, actual: Computers
48519, predicted: Health, actual: Computers
48557, predicted: Society, actual: Computers
48566, predicted: Business, actual: Computers
48589, predicted: Adult, actual: Computers
48591, predicted: Business, actual: Computers
48597, predicted: Regional, actual: Computers
48630, predicted: Business, actual: Computers
48724, predicted: Science, actual: Computers
48731, predicted: Business, actual: Computers
48753, predicted: Business, actual: Computers
48789, predicted: Society, actual: Computers
48792, predicted: Business, actual: Computers
48871, predicted: Kids, actual: Computers
48960, predicted: Shopping, actual: Computers
49022, predicted: News, actual: Computers
49037, predicted: Regional, actual: Computers
49091, predicted: Sports, actual: Recreation
49101, predicted: Reference, actual: Recreation
49213, predicted: Shopping, actual: Recreation
49229, predicted: Society, actual: Recreation
49230, predicted: Business, actual: Reference
49271, predicted: Society, actual: Regional
49362, predicted: News, actual: Science
49368, predicted: News, actual: Arts
49390, predicted: Shopping, actual: Computers
49408, predicted: Arts, actual: Games
49422, predicted: Science, actual: Health
49435, predicted: Science, actual: Health
51647, predicted: Shopping, actual: Health
51665, predicted: News, actual: Health
51694, predicted: Business, actual: Society
51795, predicted: Society, actual: Home
51923, predicted: Business, actual: Home
51947, predicted: Business, actual: Home
52069, predicted: Health, actual: Kids
52125, predicted: Recreation, actual: Kids
52147, predicted: Health, actual: Kids
52337, predicted: Business, actual: Sports
52374, predicted: Recreation, actual: Kids
52564, predicted: Reference, actual: News
37132, predicted: News, actual: Society
37290, predicted: Health, actual: News
37301, predicted: Recreation, actual: News
37517, predicted: Regional, actual: News
37932, predicted: Business, actual: News
38254, predicted: Recreation, actual: News
38304, predicted: Kids, actual: News
38330, predicted: Recreation, actual: News
38466, predicted: Science, actual: News
38674, predicted: Games, actual: News
38803, predicted: Reference, actual: News
39085, predicted: Regional, actual: News
39656, predicted: Arts, actual: News
39729, predicted: Shopping, actual: Recreation
40472, predicted: Shopping, actual: Recreation
40765, predicted: Science, actual: Recreation
40792, predicted: Reference, actual: Recreation
41250, predicted: Games, actual: Recreation
41486, predicted: Business, actual: Recreation
41643, predicted: Business, actual: Recreation
42195, predicted: Business, actual: Recreation
42553, predicted: Home, actual: Recreation
42583, predicted: Society, actual: Recreation
42707, predicted: Society, actual: Recreation
42760, predicted: Sports, actual: Recreation
42869, predicted: Kids, actual: Recreation
42998, predicted: Reference, actual: Recreation
43142, predicted: Computers, actual: Recreation
43780, predicted: Health, actual: Recreation
44085, predicted: Science, actual: Recreation
44144, predicted: Science, actual: Recreation
44173, predicted: Business, actual: Recreation
44203, predicted: Society, actual: Recreation
44250, predicted: Shopping, actual: Recreation
44273, predicted: Business, actual: Recreation
44290, predicted: Adult, actual: Recreation
44315, predicted: Arts, actual: Recreation
44401, predicted: Sports, actual: Recreation
44441, predicted: Reference, actual: Recreation
44454, predicted: Reference, actual: Recreation
44455, predicted: Science, actual: Recreation
44457, predicted: Business, actual: Recreation
44463, predicted: Business, actual: Recreation
44487, predicted: Shopping, actual: Recreation
44496, predicted: Business, actual: Recreation
44499, predicted: Shopping, actual: Recreation
44539, predicted: News, actual: Recreation
44553, predicted: Science, actual: Recreation
44556, predicted: News, actual: Recreation
44558, predicted: Health, actual: Recreation
44561, predicted: Business, actual: Recreation
44639, predicted: Business, actual: Recreation
44681, predicted: Kids, actual: Recreation
44725, predicted: News, actual: Recreation
44835, predicted: Science, actual: Recreation
44875, predicted: Shopping, actual: Recreation
44934, predicted: Kids, actual: Recreation
44990, predicted: Kids, actual: Recreation
45148, predicted: Reference, actual: Recreation
45181, predicted: Computers, actual: Recreation
45219, predicted: Arts, actual: Recreation
45222, predicted: Computers, actual: Recreation
45237, predicted: Computers, actual: Recreation
45250, predicted: Arts, actual: Recreation
45351, predicted: Science, actual: Recreation
45595, predicted: Arts, actual: Recreation
45605, predicted: Recreation, actual: Society
45647, predicted: Society, actual: Recreation
45680, predicted: Arts, actual: Society
45704, predicted: Kids, actual: Recreation
45835, predicted: Reference, actual: Recreation
45836, predicted: Society, actual: Recreation
45884, predicted: Shopping, actual: Recreation
45896, predicted: Reference, actual: Recreation
45899, predicted: Business, actual: Recreation
45926, predicted: Reference, actual: Society
45935, predicted: Society, actual: Recreation
46071, predicted: News, actual: Recreation
46127, predicted: Science, actual: Recreation
46172, predicted: Recreation, actual: Society
46203, predicted: Sports, actual: Recreation
46264, predicted: Kids, actual: Recreation
46300, predicted: Business, actual: Recreation
46319, predicted: Games, actual: Recreation
46352, predicted: Computers, actual: Recreation
46358, predicted: News, actual: Recreation
46361, predicted: Science, actual: Recreation
46407, predicted: Home, actual: Recreation
46419, predicted: News, actual: Recreation
46500, predicted: Kids, actual: Recreation
46620, predicted: Society, actual: Recreation
46640, predicted: Arts, actual: Recreation
46684, predicted: Adult, actual: Recreation
46691, predicted: Computers, actual: Recreation
46725, predicted: Computers, actual: Recreation
46754, predicted: News, actual: Recreation
46764, predicted: Reference, actual: Recreation
46765, predicted: Science, actual: Recreation
46774, predicted: Business, actual: Recreation
46790, predicted: Science, actual: Recreation
46796, predicted: Home, actual: Recreation
46820, predicted: Society, actual: Recreation
46877, predicted: Regional, actual: Recreation
46894, predicted: Kids, actual: Recreation
46898, predicted: Kids, actual: Recreation
46911, predicted: Games, actual: Recreation
46918, predicted: Sports, actual: Recreation
47055, predicted: Business, actual: Recreation
47093, predicted: Regional, actual: Recreation
47213, predicted: Regional, actual: Recreation
47263, predicted: Business, actual: Recreation
47318, predicted: Adult, actual: Recreation
47319, predicted: Science, actual: Reference
47361, predicted: News, actual: Reference
47367, predicted: Home, actual: Reference
47385, predicted: Reference, actual: Society
47397, predicted: Adult, actual: Reference
47420, predicted: Sports, actual: Reference
47472, predicted: Recreation, actual: Reference
47474, predicted: Shopping, actual: Reference
47490, predicted: Health, actual: Reference
47507, predicted: Science, actual: Reference
47517, predicted: Business, actual: Reference
47523, predicted: Business, actual: Reference
47529, predicted: Recreation, actual: Reference
47559, predicted: Society, actual: Reference
47575, predicted: Shopping, actual: Reference
47592, predicted: Health, actual: Reference
47725, predicted: Computers, actual: Reference
47762, predicted: Home, actual: Reference
47770, predicted: Business, actual: Reference
47773, predicted: Business, actual: Reference
47780, predicted: Business, actual: Reference
47786, predicted: Society, actual: Reference
47825, predicted: Adult, actual: Reference
47860, predicted: Health, actual: Reference
47890, predicted: Business, actual: Reference
47916, predicted: Reference, actual: Shopping
47965, predicted: Computers, actual: Reference
47984, predicted: News, actual: Reference
48029, predicted: Arts, actual: Shopping
48057, predicted: Shopping, actual: Reference
48081, predicted: Arts, actual: Reference
48108, predicted: Science, actual: Reference
48111, predicted: Science, actual: Reference
48128, predicted: Kids, actual: Reference
48194, predicted: Arts, actual: Reference
48199, predicted: Society, actual: Reference
48246, predicted: Games, actual: Reference
47238, predicted: News, actual: Reference
47365, predicted: News, actual: Reference
47459, predicted: Society, actual: Reference
49559, predicted: Science, actual: Reference
49568, predicted: Science, actual: Reference
49574, predicted: Sports, actual: Regional
49587, predicted: Health, actual: Regional
49600, predicted: Business, actual: Regional
49619, predicted: Business, actual: Regional
49667, predicted: Business, actual: Regional
49697, predicted: Kids, actual: Regional
49701, predicted: Shopping, actual: Regional
49740, predicted: News, actual: Regional
52683, predicted: Health, actual: Regional
52707, predicted: Shopping, actual: Regional
52720, predicted: News, actual: Regional
52729, predicted: Regional, actual: Society
52733, predicted: Business, actual: Regional
52749, predicted: Business, actual: Regional
52780, predicted: Science, actual: Regional
52789, predicted: Society, actual: Regional
52837, predicted: Recreation, actual: Regional
52846, predicted: Reference, actual: Regional
52858, predicted: News, actual: Regional
58235, predicted: Health, actual: Regional
45211, predicted: Science, actual: Regional
45276, predicted: Business, actual: Regional
45832, predicted: Recreation, actual: Regional
45949, predicted: Reference, actual: Regional
46221, predicted: Health, actual: Science
46320, predicted: Society, actual: Science
46425, predicted: Recreation, actual: Science
46510, predicted: Business, actual: Science
46887, predicted: Home, actual: Science
46930, predicted: Sports, actual: Science
48168, predicted: Home, actual: Science
48187, predicted: Business, actual: Science
48208, predicted: Kids, actual: Science
48282, predicted: Computers, actual: Science
48366, predicted: Shopping, actual: Science
48473, predicted: News, actual: Science
48507, predicted: Recreation, actual: Science
48522, predicted: Business, actual: Science
48536, predicted: Recreation, actual: Science
48566, predicted: Business, actual: Science
48597, predicted: Reference, actual: Science
48630, predicted: Business, actual: Science
48717, predicted: News, actual: Science
48731, predicted: Recreation, actual: Science
48753, predicted: Arts, actual: Science
48772, predicted: Shopping, actual: Science
48871, predicted: Society, actual: Science
48877, predicted: News, actual: Science
49021, predicted: Health, actual: Science
49075, predicted: Kids, actual: Science
49091, predicted: Shopping, actual: Science
49213, predicted: Kids, actual: Science
49230, predicted: Computers, actual: Science
49253, predicted: Business, actual: Science
49260, predicted: Business, actual: Science
49358, predicted: Shopping, actual: Science
49390, predicted: Home, actual: Science
49408, predicted: Health, actual: Science
49444, predicted: Society, actual: Science
49490, predicted: Reference, actual: Science
49545, predicted: Kids, actual: Science
51543, predicted: Health, actual: Science
51590, predicted: Shopping, actual: Science
51614, predicted: Health, actual: Science
51665, predicted: Business, actual: Science
51691, predicted: Health, actual: Science
51699, predicted: Home, actual: Science
51795, predicted: Shopping, actual: Science
52060, predicted: Computers, actual: Science
52250, predicted: Computers, actual: Science
52334, predicted: Computers, actual: Science
52374, predicted: Recreation, actual: Science
52405, predicted: News, actual: Science
52534, predicted: Reference, actual: Science
52580, predicted: Recreation, actual: Science
52593, predicted: Society, actual: Science
52650, predicted: Reference, actual: Science
37517, predicted: Reference, actual: Science
38254, predicted: News, actual: Science
38304, predicted: News, actual: Science
38330, predicted: Kids, actual: Science
38405, predicted: Health, actual: Science
38436, predicted: Society, actual: Science
38447, predicted: Reference, actual: Science
38674, predicted: Business, actual: Science
38868, predicted: Regional, actual: Science
39604, predicted: Reference, actual: Science
40260, predicted: Games, actual: Science
40784, predicted: Games, actual: Science
40792, predicted: Computers, actual: Science
41250, predicted: Computers, actual: Science
42036, predicted: Health, actual: Science
42195, predicted: Kids, actual: Science
42657, predicted: Business, actual: Science
42707, predicted: Computers, actual: Science
42811, predicted: Business, actual: Science
42869, predicted: Computers, actual: Science
42998, predicted: Computers, actual: Science
43170, predicted: Business, actual: Science
43354, predicted: News, actual: Science
43400, predicted: Games, actual: Science
43533, predicted: News, actual: Science
43681, predicted: Adult, actual: Science
43692, predicted: Business, actual: Science
43901, predicted: Business, actual: Science
43909, predicted: Computers, actual: Science
44033, predicted: Computers, actual: Science
44037, predicted: Computers, actual: Science
44131, predicted: Kids, actual: Science
44136, predicted: Computers, actual: Science
44138, predicted: Computers, actual: Science
44161, predicted: Computers, actual: Science
44175, predicted: Business, actual: Science
44184, predicted: Business, actual: Science
44203, predicted: Computers, actual: Science
44273, predicted: Kids, actual: Shopping
44290, predicted: Recreation, actual: Shopping
44297, predicted: Regional, actual: Shopping
44302, predicted: Recreation, actual: Shopping
44315, predicted: Kids, actual: Shopping
44331, predicted: Recreation, actual: Shopping
44339, predicted: Adult, actual: Shopping
44340, predicted: Recreation, actual: Shopping
44378, predicted: News, actual: Shopping
44454, predicted: Health, actual: Shopping
44463, predicted: Reference, actual: Shopping
44487, predicted: Recreation, actual: Shopping
44499, predicted: Science, actual: Shopping
44639, predicted: Regional, actual: Shopping
44807, predicted: Business, actual: Shopping
44838, predicted: Regional, actual: Shopping
44934, predicted: News, actual: Shopping
44990, predicted: Society, actual: Shopping
45222, predicted: Sports, actual: Shopping
45250, predicted: Business, actual: Shopping
45704, predicted: News, actual: Shopping
45758, predicted: Computers, actual: Shopping
45892, predicted: Computers, actual: Shopping
45935, predicted: Science, actual: Shopping
46191, predicted: Business, actual: Shopping
46283, predicted: Society, actual: Shopping
46319, predicted: Business, actual: Shopping
46327, predicted: Regional, actual: Shopping
46407, predicted: Society, actual: Shopping
46419, predicted: Adult, actual: Shopping
46506, predicted: Arts, actual: Shopping
46507, predicted: Society, actual: Shopping
46549, predicted: Arts, actual: Shopping
46590, predicted: Science, actual: Shopping
46620, predicted: Business, actual: Shopping
46715, predicted: Business, actual: Shopping
46849, predicted: Society, actual: Shopping
46964, predicted: Business, actual: Shopping
47042, predicted: Recreation, actual: Shopping
47055, predicted: News, actual: Shopping
47077, predicted: Health, actual: Shopping
47093, predicted: Recreation, actual: Shopping
47129, predicted: Business, actual: Shopping
47263, predicted: Health, actual: Shopping
47319, predicted: Adult, actual: Shopping
47392, predicted: Society, actual: Shopping
47476, predicted: Sports, actual: Shopping
47517, predicted: Health, actual: Shopping
47521, predicted: Sports, actual: Shopping
47523, predicted: Health, actual: Shopping
47559, predicted: Computers, actual: Shopping
47636, predicted: Society, actual: Shopping
47686, predicted: Society, actual: Shopping
47749, predicted: Society, actual: Shopping
47773, predicted: Society, actual: Shopping
47780, predicted: Regional, actual: Shopping
47802, predicted: Science, actual: Shopping
47810, predicted: Sports, actual: Shopping
47825, predicted: Business, actual: Shopping
